"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",3360,"ec","00550",20,25,6,11,"ec:2.4.1.227",">=80",98.0511811023622,7,3,0.00277008310249307,0.0263157894736842,0,2,14,6,2.26666666666667,5,3,0.8
"2",3361,"ec","00550",20,25,6,11,"ec:2.7.8.13",">=80",98.4645669291339,6,4,0.00346020761245675,0.0730994152046784,0,2,13,6,2,6,4,0.666666666666667
"3",3365,"ec","00550",20,25,6,11,"ec:6.3.2.9",">=80",95.6692913385827,8,3,0.00478468899521531,0.087719298245614,0,2,3,4,1,16,3,2.625
"4",3366,"ec","00550",20,25,6,11,"ec:6.3.2.8",">=80",98.1299212598425,9,2,0.005,0.064327485380117,0,2,2,3,0.666666666666667,17,5,2.58823529411765
"5",3368,"ec","00550",20,25,6,11,"ec:2.7.8.13",">=80",98.4645669291339,7,4,0.00277008310249307,0.0350877192982456,0,2,18,5,2.31578947368421,1,1,0
"6",3371,"ec","00550",20,25,6,11,"ec:2.3.2.16","<30",2.16535433070866,9,2,0.00291545189504373,0.00584795321637427,0,2,17,5,2.33333333333333,2,2,0
"7",3372,"ec","00550",20,25,6,11,"ec:2.3.2.17","<30",2.08661417322835,10,2,0.00277008310249307,0.00584795321637427,0,2,18,4,2.42105263157895,1,1,0
"8",3375,"ec","00550",20,25,6,11,"ec:1.3.1.98",">=80",97.992125984252,10,2,0.00520833333333333,0.0350877192982456,0,2,1,2,0,18,4,2.55555555555556
"9",3392,"ec","00550",20,25,6,11,"ec:6.3.5.13","<30",23.740157480315,8,3,0.00347222222222222,0,0,2,16,5,2.35294117647059,3,3,0.666666666666667
