"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",4276,"ec","00642",7,8,2,3,"ec:1.17.99.2","<30",0.662251655629139,2,2,5,2,1.66666666666667,1,1,0
"2",4280,"ec","00642",7,8,2,3,"ec:1.1.1.311","<30",0.662251655629139,2,2,5,2,2.33333333333333,1,1,0
