"ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree","subgraph7_size","subgraph7_community","subgraph7_mean_degree","subgraph8_size","subgraph8_community","subgraph8_mean_degree","subgraph9_size","subgraph9_community","subgraph9_mean_degree","subgraph10_size","subgraph10_community","subgraph10_mean_degree","subgraph11_size","subgraph11_community","subgraph11_mean_degree","subgraph12_size","subgraph12_community","subgraph12_mean_degree","subgraph13_size","subgraph13_community","subgraph13_mean_degree"
1116,"ec",230,166,772,1,22,"ec:4.3.2.2","Q4",92.9876543209877,13,4,0.000110277900308778,0.0547671840354767,2.39931132590001e-17,4,15,4,2.375,138,18,10.0724637681159,9,9,1.77777777777778,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,"ec",230,166,772,1,22,"ec:6.3.2.6","Q4",88.9547325102881,14,3,0.000115101289134438,0.0509977827050998,1.21945871267099e-17,4,14,4,2.4,139,14,10.0287769784173,9,9,1.77777777777778,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,"ec",230,166,772,1,22,"ec:3.5.4.10","Q4",87.9341563786008,11,16,0.000105185652676975,0.0730190929784085,0.132691796429477,4,19,5,2.5,9,4,2.22222222222222,134,17,10.2985074626866,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,"ec",230,166,772,1,22,"ec:3.5.2.5","Q3",20.5102880658436,18,4,3.67309458218549e-05,0.000258684405025868,3.14872583408993e-17,4,140,16,9.48936170212766,9,4,2.22222222222222,13,6,3.23076923076923,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,"ec",230,166,772,1,22,"ec:2.7.7.53","Q3",21.2181069958848,2,6,3.78759184910234e-05,0.000221729490022173,2.38964816911726e-17,4,154,14,9.44516129032258,5,5,1.2,3,3,0.666666666666667,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,"ec",230,166,772,1,22,"ec:3.5.2.17","Q3",33.4320987654321,16,3,4.83863163497363e-05,0.00317812269031781,0.00679702137952951,4,137,15,9.40579710144928,9,4,2.22222222222222,16,8,2.625,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,"ec",230,166,772,1,22,"ec:6.3.5.3","Q4",88.5102880658436,17,2,0.000117054898747513,0.0399113082039911,1.3457110689567e-17,4,9,5,2.6,144,12,9.80555555555556,9,9,1.77777777777778,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,"ec",230,166,772,1,22,"ec:3.1.3.6","Q3",28.1810699588477,14,9,0.000103199174406605,0.0041019955654102,0.0601888337209303,4,152,15,9.54248366013072,9,4,2.22222222222222,1,1,0,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,"ec",230,166,772,1,22,"ec:3.1.3.6","Q3",28.1810699588477,14,7,4.60129756591359e-05,0.00129342202512934,0.051871590658477,4,152,14,9.54248366013072,9,4,2.22222222222222,1,1,0,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,"ec",230,166,772,1,22,"ec:4.1.1.97","Q3",18.3868312757202,17,3,3.65096750638919e-05,0,0.00117835912671213,4,138,11,10.3309352517986,9,2,3.33333333333333,15,4,4.26666666666667,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,"ec",230,166,772,1,22,"ec:3.6.1.66","Q4",84.3292181069959,13,6,3.67309458218549e-05,0.00299334811529934,0.0596709642783842,4,152,14,9.62091503267974,9,4,2.22222222222222,3,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,"ec",230,166,772,1,22,"ec:2.6.1.112","Q2",8.52674897119342,20,6,3.65096750638919e-05,0,9.77039352304595e-17,4,152,13,9.84313725490196,9,2,3.33333333333333,3,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,"ec",232,26,76,3,5,"ec:1.17.5.2","Q1",0,4,7,0.00318471337579618,0.0216666666666667,0,2,23,4,5.75,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,"ec",232,26,76,3,5,"ec:3.2.2.25","Q1",0,4,7,0.00220264317180617,0.0116666666666667,0,2,24,4,5.36,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,"ec",240,108,442,7,14,"ec:2.1.3.2","Q4",89.9094650205761,13,2,9.51384264104272e-05,0.000881678716275789,0,2,1,2,0,106,12,8.20754716981132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,"ec",240,108,442,7,14,"ec:3.5.2.3","Q4",89.4320987654321,12,4,9.42595909133754e-05,0.00158702168929642,0,2,2,3,0.666666666666667,105,12,8.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,"ec",240,108,442,7,14,"ec:2.4.2.10","Q4",92.2469135802469,10,4,9.15834783405074e-05,0.00238053253394463,0,2,6,4,1.14285714285714,101,12,8.31683168316832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,"ec",240,108,442,7,14,"ec:3.5.2.2","Q3",26.6172839506173,9,3,8.73438728273212e-05,0.00529007229765473,0.135942767493791,2,106,13,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"ec",240,108,442,7,14,"ec:1.17.99.4","Q1",0,8,13,0.000385059684251059,0.00551930876388644,0.424961875042723,2,105,13,8.09433962264151,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"ec",240,108,442,7,14,"ec:3.5.2.1","Q1",0.526748971193416,9,2,8.65351332641052e-05,0,0.125283004165854,2,106,12,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,"ec",240,108,442,7,14,"ec:2.1.2.8","Q1",0,10,9,0.00044404973357016,0.0104361370716511,0.0344444476900447,2,105,12,8.30188679245283,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,"ec",240,108,442,7,14,"ec:1.17.99.4","Q1",0,12,6,9.15918666422422e-05,0.012343502027861,0.0501216997508923,2,105,13,8.11320754716981,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"ec",240,108,442,7,14,"ec:3.5.2.1","Q1",0.526748971193416,13,2,8.73438728273212e-05,0.0062599188855581,0.0147763775704808,2,106,13,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,"ec",240,108,442,7,14,"ec:3.5.2.2","Q3",26.6172839506173,13,3,8.73438728273212e-05,0.00643625462881326,0.0382652024518299,2,106,13,8.20560747663551,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,"ec",240,108,442,7,14,"ec:4.2.1.70","Q3",22.5843621399177,8,13,8.73438728273212e-05,0.00529007229765473,1,2,106,12,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,"ec",240,108,442,7,14,"ec:4.1.1.23","Q4",91.8024691358025,9,11,8.98553329140084e-05,0.00211602891906189,0.0278568650079558,2,7,4,1.5,100,12,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,"ec",240,108,442,7,14,"ec:3.1.3.6","Q1",0,9,6,8.73438728273212e-05,0.00529007229765473,0.0450449835159452,2,106,14,8.11214953271028,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"ec",240,108,442,7,14,"ec:3.1.3.6","Q3",28.1646090534979,10,6,8.73438728273212e-05,0.00529007229765473,0.145835403979729,2,106,13,8.22429906542056,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,"ec",240,108,442,7,14,"ec:1.14.99.46","Q3",10.0411522633745,8,13,0.000410340582683627,0.0352671486510316,0.570565748399725,2,106,12,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,"ec",240,108,442,7,14,"ec:2.7.4.12","Q1",0,11,2,8.73438728273212e-05,0.00529007229765473,0.0101545671197177,2,106,12,8.24299065420561,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,"ec",250,53,247,2,4,"ec:4.1.1.12","Q2",5.34338358458962,3,19,0.000596658711217184,0.0316742081447964,6.58796017589454e-16,6,1,2,0,1,1,0,1,1,0,1,1,0,26,8,9,22,5,7.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,"ec",250,53,247,2,4,"ec:4.1.1.15","Q3",24.4723618090452,2,11,0.000362844702467344,0,1,3,31,9,9.0625,16,2,10.625,5,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,"ec",253,12,12,1,5,"ec:1.14.13.38","Q2",1.21951219512195,3,3,0.0185185185185185,0.0545454545454545,0.5,3,3,2,1,7,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,"ec",253,12,12,1,5,"ec:1.14.13.232","Q3",12.1951219512195,1,2,0.00909090909090909,0,0,3,9,4,1.6,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,"ec",253,12,12,1,5,"ec:1.14.13.234","Q2",1.21951219512195,3,3,0.0185185185185185,0.0545454545454545,0.5,3,3,2,1,6,3,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,"ec",253,12,12,1,5,"ec:1.3.98.4","Q2",1.21951219512195,3,4,0.0196078431372549,0.0818181818181818,0.5,3,3,2,1,5,5,1.6,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,"ec",253,12,12,1,5,"ec:1.14.19.49","Q3",39.0243902439024,4,3,0.00826446280991736,0.0363636363636364,1,3,3,2,1,7,7,1.71428571428571,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,"ec",253,12,12,1,5,"ec:1.3.98.4","Q2",1.21951219512195,4,2,0.00826446280991736,0.0272727272727273,0.5,3,3,2,1,7,3,1.71428571428571,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,"ec",254,20,18,1,6,"ec:2.3.1.221","Q3",20,5,2,0.00381679389312977,0.0204678362573099,0,5,1,2,0,7,4,1.42857142857143,5,2,1.2,3,3,0.666666666666667,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,"ec",254,20,18,1,6,"ec:1.13.12.20","Q2",4,4,2,0.00363636363636364,0.0350877192982456,0,5,2,3,0.666666666666667,6,3,1.33333333333333,5,2,1.2,3,3,0.666666666666667,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,"ec",254,20,18,1,6,"ec:1.1.1.349","Q4",78,3,3,0.00346020761245675,0.043859649122807,0,5,3,4,1,5,3,1.2,5,2,1.2,3,3,0.666666666666667,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,"ec",254,20,18,1,6,"ec:3.1.1.94","Q3",54,2,3,0.00292397660818713,0.00292397660818713,0,5,9,4,1.6,2,2,0,2,2,1,3,3,0.666666666666667,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,"ec",254,20,18,1,6,"ec:1.1.1.353","Q2",4,2,2,0.00263157894736842,0,0,5,9,4,1.8,1,1,0,3,3,1.33333333333333,3,3,0.666666666666667,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,"ec",254,20,18,1,6,"ec:2.1.1.110","Q3",10,1,2,0.00277008310249307,0.00292397660818713,0,5,9,4,1.6,5,3,1.2,3,3,0.666666666666667,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,"ec",254,20,18,1,6,"ec:2.1.1.110","Q3",10,1,2,0.00277008310249307,0.00292397660818713,0,5,9,4,1.6,5,3,1.2,1,1,0,3,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,"ec",260,74,322,1,12,"ec:1.2.1.8","Q3",36.2514398551917,10,7,0.000620732464307883,0.0228253122659515,0,3,69,9,8.57142857142857,1,1,0,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,"ec",260,74,322,1,12,"ec:4.2.1.22","Q3",27.9249629751522,9,12,0.000469043151969981,0.00914510400811771,0.0776855618533514,3,69,10,8.57142857142857,3,3,0.666666666666667,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,"ec",260,74,322,1,12,"ec:4.2.3.1","Q4",83.3635017278262,6,5,0.00045045045045045,0.0268264840182648,0.098349622523394,3,58,8,9.6271186440678,3,3,0,12,6,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,"ec",260,74,322,1,12,"ec:1.2.1.11","Q4",89.4191212769459,9,4,0.000190258751902588,0.000428082191780822,0,3,69,10,8.94285714285714,3,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,"ec",260,74,322,1,12,"ec:2.7.1.39","Q4",75.8104327793319,7,2,0.000190222560395663,0.0182648401826484,0.0210654661671361,3,59,8,9.6,3,3,0,11,5,1.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,"ec",260,74,322,1,12,"ec:1.1.1.3","Q4",83.3635017278262,8,4,0.000187652467629949,0.00937024353120243,0.00451200374188722,3,60,10,9.60655737704918,3,3,0,10,4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,"ec",260,74,322,1,12,"ec:1.1.1.75","Q1",0,1,2,0.000185116623472788,0,0,3,71,9,8.88888888888889,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,"ec",261,9,5,1,2,"ec:1.1.3.46","Q2",4.23357664233577,1,2,0.015625,0.0178571428571429,0,5,1,2,0,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"ec",30,60,163,5,9,"ec:4.1.2.4","Q4",63.0222956234517,8,7,0.00114942528735632,0.0281998831092928,0.0419468181742486,2,57,7,5.3448275862069,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"ec",30,60,163,5,9,"ec:2.7.6.1","Q4",97.2584640792733,7,6,0.00147058823529412,0.0149035651665693,5.20727461716127e-18,2,58,8,5.32203389830508,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"ec",30,60,163,5,9,"ec:3.1.1.31","Q4",68.7861271676301,5,8,0.00115074798619102,0.0492402104032729,0.0445099092918626,2,55,5,5.14285714285714,4,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"ec",30,60,163,5,9,"ec:3.1.1.17","Q3",21.3047068538398,6,12,0.000504032258064516,0.0760763685953633,0.076504209037827,8,52,8,5.39622641509434,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"ec",30,60,163,5,9,"ec:4.3.1.29","Q2",1.51940545004129,6,6,0.000287273771904625,0.0131502045587376,0.216902931669346,2,58,7,5.42372881355932,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,"ec",270,95,394,5,10,"ec:4.4.1.14","Q2",1.74485596707819,7,12,0.000123502531801902,0.0144131777625257,0.0214231633871446,2,92,10,8.36559139784946,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,"ec",270,95,394,5,10,"ec:4.2.1.109","Q3",21.4650205761317,9,3,0.000115620302925194,0.000343170899107756,0,2,93,10,8.31914893617021,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,"ec",270,95,394,5,10,"ec:4.4.1.1","Q3",22.8148148148148,7,21,0.000399680255795364,0.199036397903934,0.07654430984664,2,38,8,7.94871794871795,56,15,6.96428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,"ec",270,95,394,5,10,"ec:4.4.1.10","Q1",0,8,16,0.000379218809252939,0.0342462768681025,0.0601095285485668,2,88,8,7.91011235955056,6,6,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,"ec",270,95,394,5,10,"ec:1.13.11.20","Q2",6.66666666666667,8,16,0.000384024577572965,0.0561738078896625,0.131803847314303,2,92,8,8.27956989247312,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,"ec",270,95,394,5,10,"ec:1.1.1.3","Q4",83.3909465020576,8,3,0.000113173381620643,0.000114390299702585,0.00889667581773907,2,92,8,8.08602150537634,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,"ec",270,95,394,5,10,"ec:1.2.1.11","Q4",89.4156378600823,9,2,0.000115620302925194,0,0,2,93,8,8.27659574468085,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,"ec",270,95,394,5,10,"ec:6.3.2.2","Q3",55.6543209876543,9,3,0.000113173381620643,0.00571951498512926,0.0125825155799798,2,93,10,8.34042553191489,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,"ec",270,95,394,5,10,"ec:2.6.1.52","Q4",71.2098765432099,9,5,0.000486381322957198,0.00114390299702585,5.42899784282427e-18,2,93,10,8.31914893617021,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,"ec",280,56,114,7,13,"ec:4.2.1.18","Q3",29.7960537224341,9,3,0.000362713093942691,0.0101010101010101,0,2,12,4,2.15384615384615,43,5,3.76744186046512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,"ec",280,56,114,7,13,"ec:6.4.1.4","Q3",34.2895042281545,10,4,0.000356252226576416,0.0101010101010101,0,2,11,4,1.83333333333333,44,5,3.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,"ec",280,56,114,7,13,"ec:2.3.1.16","Q3",53.9048250704692,7,7,0.000418235048097031,0.0218855218855219,0,3,18,6,2.63157894736842,24,7,3.08333333333333,13,4,2.61538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,"ec",280,56,114,7,13,"ec:4.2.1.17","Q3",49.5771845465097,9,5,0.000363504180298073,0,0,2,45,6,4.04347826086957,10,4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,"ec",280,56,114,7,13,"ec:2.3.1.168","Q3",24.5398773006135,11,6,0.00034965034965035,0.00269360269360269,0,2,53,5,4.03703703703704,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
