"ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree","subgraph7_size","subgraph7_community","subgraph7_mean_degree","subgraph8_size","subgraph8_community","subgraph8_mean_degree","subgraph9_size","subgraph9_community","subgraph9_mean_degree","subgraph10_size","subgraph10_community","subgraph10_mean_degree","subgraph11_size","subgraph11_community","subgraph11_mean_degree","subgraph12_size","subgraph12_community","subgraph12_mean_degree","subgraph13_size","subgraph13_community","subgraph13_mean_degree"
4914,"ec",791,15,17,1,6,"ec:3.5.4.42","Q1",0.209424083769634,4,2,0.00476190476190476,0,0,3,2,3,0.666666666666667,7,3,2,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4927,"ec",830,25,72,3,6,"ec:3.1.1.64","Q4",59.6774193548387,5,5,0.00181159420289855,0.0253623188405797,0.0446656839137704,4,21,2,5.72727272727273,1,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4961,"ec",860,130,277,1,34,"ec:2.4.1.17","Q2",3.31745191459326,25,3,5.96302921884317e-05,0,0,4,123,20,4.32258064516129,1,1,0,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4965,"ec",860,130,277,1,34,"ec:1.3.7.2","Q1",0.758778895359097,24,7,6.84556407447974e-05,0.00104469476744186,0,4,123,19,4.06451612903226,1,1,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4979,"ec",860,130,277,1,34,"ec:2.1.1.11","Q2",6.1761072878066,24,3,5.96302921884317e-05,0,0,4,84,14,3.97647058823529,40,7,4.7,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4980,"ec",860,130,277,1,34,"ec:6.6.1.1","Q3",26.5219692959238,23,4,6.00925425154738e-05,0.00133236434108527,0,4,83,15,3.38095238095238,41,11,3.26829268292683,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,"ec",860,130,277,1,34,"ec:4.1.1.37","Q4",83.4833245103229,20,5,7.42004897232322e-05,0.00109011627906977,0,4,57,16,2.13793103448276,67,18,3.58208955223881,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4983,"ec",860,130,277,1,34,"ec:4.2.1.75","Q4",87.2066349038292,20,3,6.19924369226954e-05,0.000968992248062015,0,4,7,8,1.75,117,20,3.88034188034188,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4984,"ec",860,130,277,1,34,"ec:2.1.1.107","Q4",73.9897653079231,19,4,5.96302921884317e-05,0,0,4,76,12,5.35064935064935,48,10,2.25,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4986,"ec",860,130,277,1,34,"ec:2.5.1.61","Q4",87.2066349038292,21,2,6.10277065787868e-05,0.00090843023255814,6.17231409233509e-17,4,6,7,1.71428571428571,118,20,3.86440677966102,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4987,"ec",860,130,277,1,34,"ec:4.2.1.24","Q4",88.0007058408329,22,4,6.05583479682674e-05,0.000726744186046512,0,4,5,6,1,119,21,3.84873949579832,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4989,"ec",860,130,277,1,34,"ec:5.4.3.8","Q4",75.489677077819,23,4,6.00925425154738e-05,0.000545058139534884,0,4,122,21,4,2,2,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4991,"ec",860,130,277,1,34,"ec:1.2.1.70","Q4",70.7076054349744,24,2,5.96302921884317e-05,0,0,4,123,20,4.32258064516129,1,1,0,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4993,"ec",860,130,277,1,34,"ec:4.99.1.4","Q4",58.5847891300512,20,4,6.2996094242157e-05,0.000423934108527132,0,4,123,19,3.95161290322581,3,3,0,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,"ec",860,130,277,1,34,"ec:1.16.8.1","Q2",2.43515087347803,26,3,6.15195324515534e-05,0,5.29959883861593e-17,4,106,19,3.96261682242991,18,9,1.44444444444444,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,"ec",860,130,277,1,34,"ec:2.5.1.17","Q4",69.75472031057,27,2,5.96302921884317e-05,0,0,4,107,17,4.53703703703704,17,5,2,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5015,"ec",860,130,277,1,34,"ec:6.3.5.10","Q3",44.5209105346744,28,4,6.2007812984436e-05,0.000363372093023256,0,4,108,18,3.96330275229358,16,7,1.625,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5020,"ec",860,130,277,1,34,"ec:2.5.1.17","Q4",70.0017646020822,32,3,5.96302921884317e-05,0,6.01018943194132e-17,4,120,19,4.36363636363636,4,4,1.5,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,"ec",860,130,277,1,34,"ec:2.7.7.62","Q3",46.9737074289748,30,3,6.10314311870613e-05,0.000545058139534884,0,4,116,20,4.06837606837607,8,4,1,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5022,"ec",860,130,277,1,34,"ec:4.1.1.81","Q3",14.0991706370214,30,2,6.3500127000254e-05,0.000484496124031008,0,4,123,17,4.03225806451613,3,3,0,1,1,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,"ec",860,130,277,1,34,"ec:2.7.8.26","Q3",49.6559025939651,31,3,6.19962802231866e-05,0.00060562015503876,3.41838166844969e-17,5,117,20,4.06779661016949,2,2,1,5,5,0.8,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5024,"ec",860,130,277,1,34,"ec:3.1.3.73","Q3",37.1625198517734,32,2,6.24765712857678e-05,0.000363372093023256,0,4,123,19,4.04838709677419,1,1,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5026,"ec",860,130,277,1,34,"ec:1.16.1.4","Q1",0,33,4,6.0562015503876e-05,0.000242248062015504,0,5,122,19,4.04878048780488,1,1,0,1,1,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5028,"ec",860,130,277,1,34,"ec:6.3.1.10","Q3",47.044291512264,29,5,6.30119722747322e-05,0.000847868217054264,2.6983288389411e-17,4,122,17,4.04878048780488,2,2,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,"ec",860,130,277,1,34,"ec:1.14.15.17","Q2",1.85283218634198,1,2,6.0562015503876e-05,0,5.29959883861593e-17,4,125,19,4.28571428571429,2,2,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5044,"ec",860,130,277,1,34,"ec:1.1.1.396","Q2",2.24104464443268,32,3,6.05583479682674e-05,0.00218023255813953,0.0900524167395533,4,122,19,4.27642276422764,3,3,0.666666666666667,2,2,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5049,"ec",860,130,277,1,34,"ec:2.5.1.133","Q2",6.35256749602965,33,2,6.00925425154738e-05,0.00115067829457364,0.0260405789128458,4,123,19,4.29032258064516,3,3,0.666666666666667,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5050,"ec",860,130,277,1,34,"ec:2.1.1.333","Q1",0.211752249867655,32,6,5.96302921884317e-05,0,0.0965656199018254,4,123,19,4.38709677419355,3,3,1.33333333333333,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5054,"ec",860,130,277,1,34,"ec:3.1.1.100","Q1",0.299982353979178,30,11,7.28809853509219e-05,0.00371850775193798,0.731662340692586,4,115,18,4.22413793103448,3,3,0.666666666666667,9,4,1.55555555555556,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5069,"ec",860,130,277,1,34,"ec:4.99.1.11","Q2",1.58814187400741,20,4,6.25e-05,0.000363372093023256,2.65458841020509e-17,4,121,20,4.27868852459016,3,3,0.666666666666667,2,2,0,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5070,"ec",860,130,277,1,34,"ec:6.3.5.12","Q1",0.81171695782601,21,2,6.05583479682674e-05,0.000363372093023256,0,4,122,21,4.29268292682927,3,3,0.666666666666667,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5071,"ec",860,130,277,1,34,"ec:6.3.3.7","Q2",1.62343391565202,22,2,6.00925425154738e-05,0.000242248062015504,6.37893600175761e-18,4,123,20,4.29032258064516,3,3,0.666666666666667,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5082,"ec",900,52,160,6,12,"ec:1.1.1.267","Q4",72.292403570827,11,2,0.000809061488673139,0.012156862745098,1.79387881170357e-17,2,50,6,6.23529411764706,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5083,"ec",900,52,160,6,12,"ec:2.7.7.60","Q4",73.8925383190163,10,2,0.000795544948289578,0.0235294117647059,1.29314934169129e-17,2,49,6,6.32,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5084,"ec",900,52,160,6,12,"ec:2.7.1.148","Q4",77.985514569648,9,2,0.000781860828772478,0.0341176470588235,2.28784770857737e-17,2,48,6,6.40816326530612,3,3,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5085,"ec",900,52,160,6,12,"ec:4.6.1.12","Q4",73.7746336533603,8,3,0.000768049155145929,0.043921568627451,1.79720817026137e-17,2,47,5,6.5,4,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5089,"ec",900,52,160,6,12,"ec:2.3.3.10","Q3",25.0126326427489,11,3,0.000908265213442325,0.0129411764705882,1.33653681780337e-17,2,1,2,0,50,7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100,"ec",900,52,160,6,12,"ec:2.5.1.68","Q3",10.4935152433889,7,14,0.000685871056241427,0.0263772175536881,0.221562833644056,2,49,8,5.4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5117,"ec",900,52,160,6,12,"ec:2.5.1.58","Q2",8.84284992420414,8,11,0.000526315789473684,0.0174509803921569,0.161564220192902,2,49,6,6.28,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5124,"ec",900,52,160,6,12,"ec:3.4.24.84","Q3",25.2652854977261,9,2,0.000536480686695279,0.00627450980392157,2.21558464596803e-17,2,50,6,6.23529411764706,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,"ec",901,34,30,1,8,"ec:4.3.3.2","Q3",32,3,3,0.00104058272632674,0.00473484848484848,0,9,1,2,0,8,3,2,2,2,0,5,5,1.6,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5136,"ec",901,34,30,1,8,"ec:1.5.1.32","Q1",0,3,4,0.00107991360691145,0,0,9,7,3,1.5,5,3,1.2,2,2,0,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5138,"ec",901,34,30,1,8,"ec:1.14.14.104","Q1",0,3,4,0.000946969696969697,0.00284090909090909,0,9,7,3,1.5,2,2,0,5,5,2.4,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,"ec",901,34,30,1,8,"ec:1.3.1.73","Q1",0,4,2,0.000918273645546373,0.000946969696969697,0,9,7,3,1.5,6,3,1.66666666666667,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5141,"ec",901,34,30,1,8,"ec:2.3.1.160","Q1",0,4,2,0.00089126559714795,0,0,9,7,4,1.75,1,1,0,6,6,2.33333333333333,2,2,0,2,2,0,9,4,1.55555555555556,2,2,0,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5147,"ec",901,34,30,1,8,"ec:1.14.99.59","Q1",0,2,4,0.0009765625,0.00852272727272727,0,9,3,4,1,8,3,2,2,2,0,3,3,0.666666666666667,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5149,"ec",901,34,30,1,8,"ec:2.7.1.222","Q1",0,3,3,0.000918273645546373,0.00473484848484848,0,9,5,6,1.66666666666667,8,3,2,2,2,0,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5161,"ec",901,34,30,1,8,"ec:1.14.14.103","Q1",0,6,2,0.000946073793755913,0.00189393939393939,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,6,3,1.33333333333333,2,2,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5162,"ec",901,34,30,1,8,"ec:2.1.1.99","Q1",0,6,2,0.000946073793755913,0.00568181818181818,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,6,3,1.33333333333333,2,2,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5163,"ec",901,34,30,1,8,"ec:1.14.11.20","Q1",0,7,2,0.000918273645546373,0.00378787878787879,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,7,3,1.71428571428571,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5165,"ec",901,34,30,1,8,"ec:2.1.1.94","Q1",0,5,2,0.00114810562571757,0,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,5,3,0.8,3,3,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5166,"ec",901,34,30,1,8,"ec:1.14.14.50","Q1",0,4,2,0.00100401606425703,0.00378787878787879,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,4,4,0.5,4,4,0.5,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5167,"ec",901,34,30,1,8,"ec:1.1.99.41","Q1",0,5,2,0.000974658869395711,0.00568181818181818,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,5,3,1.2,3,3,0.666666666666667,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5168,"ec",901,34,30,1,8,"ec:1.14.14.50","Q1",0,7,2,0.000918273645546373,0.00189393939393939,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,7,4,1.42857142857143,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5174,"ec",902,57,194,1,9,"ec:1.14.14.83","Q1",0,6,4,0.000330360092500826,0.0262987012987013,0.0995554826364187,4,38,13,8.51282051282051,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5176,"ec",902,57,194,1,9,"ec:1.14.14.85","Q1",0,4,3,0.000336700336700337,0.0012987012987013,0,4,42,13,7.02325581395349,6,4,0.666666666666667,7,7,1.14285714285714,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5178,"ec",902,57,194,1,9,"ec:1.14.14.85","Q1",0,3,3,0.000336700336700337,0.0025974025974026,1.0846140345529e-17,4,42,13,7.02325581395349,6,4,0.666666666666667,6,6,1.33333333333333,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5185,"ec",902,57,194,1,9,"ec:4.2.3.20","Q2",1.12359550561798,5,17,0.000613873542050338,0.0188672438672439,0.0969793840977257,4,39,12,6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5186,"ec",902,57,194,1,9,"ec:4.2.3.16","Q2",6.74157303370786,5,19,0.000612369871402327,0.0471139971139971,0.133331681258466,4,6,2,1.71428571428571,35,10,7.25714285714286,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5187,"ec",902,57,194,1,9,"ec:5.5.1.8","Q1",0,5,17,0.000611620795107034,0.0169191919191919,0.183310477712408,4,39,11,6.05,6,6,0.333333333333333,9,5,1.11111111111111,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5190,"ec",902,57,194,1,9,"ec:1.1.1.223","Q1",0,7,2,0.000656167979002625,0,4.55841354078865e-17,4,40,12,6.58536585365854,6,6,0.333333333333333,9,5,1.11111111111111,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5191,"ec",902,57,194,1,9,"ec:1.14.14.53","Q1",0,6,2,0.000624219725343321,0.00974025974025974,4.59456241094952e-19,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5193,"ec",902,57,194,1,9,"ec:1.14.14.51","Q1",0,6,4,0.000645161290322581,0.0100649350649351,2.12720642912929e-18,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5194,"ec",902,57,194,1,9,"ec:1.14.14.99","Q1",0,6,4,0.00062266500622665,0.00974025974025974,0,4,39,12,6.6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200,"ec",902,57,194,1,9,"ec:4.2.3.108","Q3",53.9325842696629,6,3,0.000330360092500826,0.0262987012987013,0.129881589509067,4,38,13,8.41025641025641,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5201,"ec",902,57,194,1,9,"ec:1.1.1.241","Q1",0,8,2,0.000318877551020408,0.00941558441558442,0.0182495630809712,4,40,11,7.36585365853659,6,4,0.666666666666667,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5203,"ec",902,57,194,1,9,"ec:1.3.1.81","Q1",0,1,5,0.000343406593406593,0,4.55841354078865e-17,4,42,12,7.06976744186047,3,3,0.666666666666667,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213,"ec",902,57,194,1,9,"ec:1.1.1.324","Q4",100,7,2,0.000324569944823109,0.0181818181818182,0.0373179364093827,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,"ec",902,57,194,1,9,"ec:1.14.14.133","Q1",0,7,2,0.000324569944823109,0.0181818181818182,0.0486855446801464,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5216,"ec",902,57,194,1,9,"ec:1.14.14.31","Q1",0,6,3,0.000318877551020408,0.00876623376623377,0.515354855250251,4,40,14,8.19512195121951,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,"ec",902,57,194,1,9,"ec:3.1.7.3","Q1",0,6,2,0.000318877551020408,0.00876623376623377,0.0687131292952293,4,40,13,8.14634146341463,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5223,"ec",902,57,194,1,9,"ec:1.3.1.99","Q1",0,8,2,0.000318877551020408,0.00941558441558442,0.0139884649340777,4,40,13,8.24390243902439,6,6,1.33333333333333,9,4,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5224,"ec",902,57,194,1,9,"ec:2.4.1.323","Q1",0,4,2,0.000342700479780672,0.00162337662337662,0,4,42,16,7.90697674418605,6,6,1.33333333333333,7,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,"ec",100,55,70,1,28,"ec:1.14.19.20","Q3",38.3194829178209,27,2,0.000342935528120713,0.00139762403913347,0,4,44,13,1.91111111111111,3,3,0.666666666666667,6,6,0.333333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
