"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"2",NA,"gene","rn:R01626",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC11G7.05c / spo:SPAC926.09c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,1,0.999898054044451,0,0,0,2,1,1,"HNB"
"6",NA,"gene","rn:R01624",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC926.09c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,2,0.999911972720056,0,0,0,2,1,1,"HNB"
"7",NA,"gene","rn:R04355",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC4A8.11c / spo:SPBC887.13c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,3,0.999902886742904,0,0,0,2,1,1,"HNB"
"9",NA,"gene","rn:R04533",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC3G9.02 / spo:SPAC4A8.11c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,3,0.999902886742904,0,0,0,2,1,1,"HNB"
"10",NA,"gene","rn:R04428",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC926.09c / spo:SPBC1105.15c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,2,0.999911972720056,0,0,0,2,1,1,"HNB"
"17",NA,"gene","rn:R04429 rn:R04430",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC26F1.04c / spo:SPAC926.09c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,2,0.999911972720056,0,0,0,2,1,1,"HNB"
"19",NA,"gene","rn:R04952",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC4A8.11c / spo:SPBC887.13c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,3,0.999902886742904,0,0,0,2,1,1,"HNB"
"21",NA,"gene","rn:R04953",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC3G9.02 / spo:SPAC4A8.11c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,3,0.999902886742904,0,0,0,2,1,1,"HNB"
"23",NA,"gene","rn:R04954",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC926.09c / spo:SPBC1105.15c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,2,0.999911972720056,0,0,0,2,1,1,"HNB"
"25",NA,"gene","rn:R04955 rn:R04956",NA,NA,"line",NA,NA,"#FFFFFF","spo:SPAC26F1.04c / spo:SPAC926.09c",NA,"irreversible","spo","01212",0,0,0,1,0,0,0.000282485875706215,2,0.999911972720056,0,0,0,2,1,1,"HNB"
