"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry2",4,"mtu:Rv2610c","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2610c",NA,"rn:R12038",NA,151,202,"rectangle",46,17,"#000000","#BFFFBF",1,571
"2","entry8",15,"mtu:Rv1159","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv1159",NA,"rn:R11997",NA,540,262,"rectangle",46,17,"#000000","#BFFFBF",1,571
"3","entry10",17,"mtu:Rv2610c","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2610c",NA,"rn:R12038",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"4","entry11",18,"mtu:Rv2188c","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2188c",NA,"rn:R12040 rn:R12041",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"5","entry12",20,"mtu:Rv1159","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv1159",NA,"rn:R11997 rn:R11998",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"6","entry14",23,"mtu:Rv2188c","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2188c",NA,"rn:R12040 rn:R12041",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"7","entry16",25,"mtu:Rv2610c","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2610c",NA,"rn:R12038",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"8","entry17",27,"mtu:Rv1459c / mtu:Rv2174","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv1459c+mtu:Rv2174",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"9","entry18",28,"mtu:Rv1459c / mtu:Rv2174","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv1459c+mtu:Rv2174",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
"10","entry19",29,"mtu:Rv2181","gene","http://www.kegg.jp/dbget-bin/www_bget?mtu:Rv2181",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,571
