"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry7",13,"eco:b0092 / eco:b0381","gene","http://www.kegg.jp/dbget-bin/www_bget?eco:b0092+eco:b0381",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"2","entry9",16,"eco:b1190 / eco:b4053","gene","http://www.kegg.jp/dbget-bin/www_bget?eco:b1190+eco:b4053",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"3","entry7",13,"elx:CDCO157_0095 / elx:CDCO157_0419","gene","http://www.kegg.jp/dbget-bin/www_bget?elx:CDCO157_0095+elx:CDCO157_0419",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"4","entry9",16,"elx:CDCO157_1615 / elx:CDCO157_4718","gene","http://www.kegg.jp/dbget-bin/www_bget?elx:CDCO157_1615+elx:CDCO157_4718",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"5","entry7",13,"sens:Q786_00650 / sens:Q786_01870","gene","http://www.kegg.jp/dbget-bin/www_bget?sens:Q786_00650+sens:Q786_01870",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"6","entry9",16,"sens:Q786_06175 / sens:Q786_20840","gene","http://www.kegg.jp/dbget-bin/www_bget?sens:Q786_06175+sens:Q786_20840",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"7","entry7",13,"ftu:FTT_0185","gene","http://www.kegg.jp/dbget-bin/www_bget?ftu:FTT_0185",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"8","entry9",16,"ftu:FTT_0573","gene","http://www.kegg.jp/dbget-bin/www_bget?ftu:FTT_0573",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"9","entry7",13,"ftq:RO31_0212","gene","http://www.kegg.jp/dbget-bin/www_bget?ftq:RO31_0212",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"10","entry9",16,"ftq:RO31_0655","gene","http://www.kegg.jp/dbget-bin/www_bget?ftq:RO31_0655",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"11","entry7",13,"ftf:FTF0185","gene","http://www.kegg.jp/dbget-bin/www_bget?ftf:FTF0185",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"12","entry9",16,"ftf:FTF0573","gene","http://www.kegg.jp/dbget-bin/www_bget?ftf:FTF0573",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"13","entry7",13,"ftw:FTW_1906","gene","http://www.kegg.jp/dbget-bin/www_bget?ftw:FTW_1906",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"14","entry9",16,"ftw:FTW_1439","gene","http://www.kegg.jp/dbget-bin/www_bget?ftw:FTW_1439",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"15","entry7",13,"ftr:NE061598_01055","gene","http://www.kegg.jp/dbget-bin/www_bget?ftr:NE061598_01055",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"16","entry9",16,"ftr:NE061598_03265","gene","http://www.kegg.jp/dbget-bin/www_bget?ftr:NE061598_03265",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"17","entry7",13,"ftt:FTV_0174","gene","http://www.kegg.jp/dbget-bin/www_bget?ftt:FTV_0174",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"18","entry9",16,"ftt:FTV_0534","gene","http://www.kegg.jp/dbget-bin/www_bget?ftt:FTV_0534",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"19","entry7",13,"ftg:FTU_0174","gene","http://www.kegg.jp/dbget-bin/www_bget?ftg:FTU_0174",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"20","entry9",16,"ftg:FTU_0618","gene","http://www.kegg.jp/dbget-bin/www_bget?ftg:FTU_0618",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"21","entry7",13,"ftl:FTL_1910","gene","http://www.kegg.jp/dbget-bin/www_bget?ftl:FTL_1910",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"22","entry9",16,"ftl:FTL_1338","gene","http://www.kegg.jp/dbget-bin/www_bget?ftl:FTL_1338",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"23","entry7",13,"fth:FTH_1509 / fth:FTH_1833","gene","http://www.kegg.jp/dbget-bin/www_bget?fth:FTH_1509+fth:FTH_1833",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"24","entry9",16,"fth:FTH_1303","gene","http://www.kegg.jp/dbget-bin/www_bget?fth:FTH_1303",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"25","entry7",13,"fta:FTA_2017","gene","http://www.kegg.jp/dbget-bin/www_bget?fta:FTA_2017",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"26","entry9",16,"fta:FTA_1414","gene","http://www.kegg.jp/dbget-bin/www_bget?fta:FTA_1414",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"27","entry7",13,"sed:SeD_A0139 / sed:SeD_A0415","gene","http://www.kegg.jp/dbget-bin/www_bget?sed:SeD_A0139+sed:SeD_A0415",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"28","entry9",16,"sed:SeD_A1516 / sed:SeD_A4641","gene","http://www.kegg.jp/dbget-bin/www_bget?sed:SeD_A1516+sed:SeD_A4641",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"29","entry7",13,"fts:F92_10565","gene","http://www.kegg.jp/dbget-bin/www_bget?fts:F92_10565",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"30","entry9",16,"fts:F92_07405","gene","http://www.kegg.jp/dbget-bin/www_bget?fts:F92_07405",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"31","entry7",13,"fti:FTS_1860","gene","http://www.kegg.jp/dbget-bin/www_bget?fti:FTS_1860",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"32","entry9",16,"fti:FTS_1305","gene","http://www.kegg.jp/dbget-bin/www_bget?fti:FTS_1305",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"33","entry7",13,"fto:X557_09780","gene","http://www.kegg.jp/dbget-bin/www_bget?fto:X557_09780",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"34","entry9",16,"fto:X557_06910","gene","http://www.kegg.jp/dbget-bin/www_bget?fto:X557_06910",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"35","entry7",13,"ftc:DA46_811","gene","http://www.kegg.jp/dbget-bin/www_bget?ftc:DA46_811",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"36","entry9",16,"ftc:DA46_1432","gene","http://www.kegg.jp/dbget-bin/www_bget?ftc:DA46_1432",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"37","entry7",13,"ftv:CH67_182","gene","http://www.kegg.jp/dbget-bin/www_bget?ftv:CH67_182",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"38","entry9",16,"ftv:CH67_1715","gene","http://www.kegg.jp/dbget-bin/www_bget?ftv:CH67_1715",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"39","entry7",13,"ftz:CH68_2066","gene","http://www.kegg.jp/dbget-bin/www_bget?ftz:CH68_2066",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"40","entry9",16,"ftz:CH68_1446","gene","http://www.kegg.jp/dbget-bin/www_bget?ftz:CH68_1446",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"41","entry7",13,"ftn:FTN_0161","gene","http://www.kegg.jp/dbget-bin/www_bget?ftn:FTN_0161",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"42","entry9",16,"ftn:FTN_0316 / ftn:FTN_0746","gene","http://www.kegg.jp/dbget-bin/www_bget?ftn:FTN_0316+ftn:FTN_0746",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"43","entry7",13,"ftx:AW25_39","gene","http://www.kegg.jp/dbget-bin/www_bget?ftx:AW25_39",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"44","entry9",16,"ftx:AW25_1275 / ftx:AW25_1725","gene","http://www.kegg.jp/dbget-bin/www_bget?ftx:AW25_1275+ftx:AW25_1725",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"45","entry7",13,"ftd:AS84_553","gene","http://www.kegg.jp/dbget-bin/www_bget?ftd:AS84_553",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"46","entry9",16,"ftd:AS84_1796 / ftd:AS84_388","gene","http://www.kegg.jp/dbget-bin/www_bget?ftd:AS84_1796+ftd:AS84_388",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"47","entry7",13,"fty:CH70_1930","gene","http://www.kegg.jp/dbget-bin/www_bget?fty:CH70_1930",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
"48","entry9",16,"fty:CH70_1299 / fty:CH70_1766","gene","http://www.kegg.jp/dbget-bin/www_bget?fty:CH70_1299+fty:CH70_1766",NA,"rn:R00401",NA,244,235,"rectangle",46,17,"#000000","#BFFFBF",1,473
"49","entry7",13,"seg:SG0131 / seg:SG0392","gene","http://www.kegg.jp/dbget-bin/www_bget?seg:SG0131+seg:SG0392",NA,"rn:R01150",NA,318,280,"rectangle",46,17,"#000000","#BFFFBF",1,473
