"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry51",98,"ath:AT1G22340 / ath:AT1G22360 / ath:AT1G22370 / ath:AT1G22380 / ath:AT1G22400 / ath:AT1G78270 / ath:AT2G36750 / ath:AT2G36760 / ath:AT2G36770 / ath:AT2G36780 / ath:AT2G36800 / ath:AT3G53160","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G22340+ath:AT1G22360+ath:AT1G22370+ath:AT1G22380+ath:AT1G22400+ath:AT1G78270+ath:AT2G36750+ath:AT2G36760+ath:AT2G36770+ath:AT2G36780+ath:AT2G36800+ath:AT3G53160",NA,"rn:R08076",NA,457,638,"rectangle",46,17,"#000000","#BFFFBF",1,908
"2","entry52",100,"ath:AT1G67110 / ath:AT5G38450","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G67110+ath:AT5G38450",NA,"rn:R08055",NA,295,418,"rectangle",46,17,"#000000","#BFFFBF",1,908
"3","entry53",101,"ath:AT1G67110 / ath:AT5G38450","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G67110+ath:AT5G38450",NA,"rn:R08054",NA,295,319,"rectangle",46,17,"#000000","#BFFFBF",1,908
"4","entry54",102,"ath:AT1G25410 / ath:AT1G68460 / ath:AT3G19160 / ath:AT3G23630 / ath:AT3G63110 / ath:AT4G24650 / ath:AT5G19040","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G25410+ath:AT1G68460+ath:AT3G19160+ath:AT3G23630+ath:AT3G63110+ath:AT4G24650+ath:AT5G19040",NA,"rn:R04038",NA,166,418,"rectangle",46,17,"#000000","#BFFFBF",1,908
"5","entry55",103,"ath:AT1G25410 / ath:AT1G68460 / ath:AT3G19160 / ath:AT3G23630 / ath:AT3G63110 / ath:AT4G24650 / ath:AT5G19040","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G25410+ath:AT1G68460+ath:AT3G19160+ath:AT3G23630+ath:AT3G63110+ath:AT4G24650+ath:AT5G19040",NA,"rn:R08052",NA,166,319,"rectangle",46,17,"#000000","#BFFFBF",1,908
"6","entry56",104,"ath:AT1G25410 / ath:AT1G68460 / ath:AT3G19160 / ath:AT3G23630 / ath:AT3G63110 / ath:AT4G24650 / ath:AT5G19040","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G25410+ath:AT1G68460+ath:AT3G19160+ath:AT3G23630+ath:AT3G63110+ath:AT4G24650+ath:AT5G19040",NA,"rn:R08051",NA,166,220,"rectangle",46,17,"#000000","#BFFFBF",1,908
"7","entry57",105,"ath:AT1G67110 / ath:AT5G38450","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G67110+ath:AT5G38450",NA,"rn:R08053",NA,295,220,"rectangle",46,17,"#000000","#BFFFBF",1,908
"8","entry58",106,"ath:AT2G27760 / ath:AT5G20040","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G27760+ath:AT5G20040",NA,"rn:R01122",NA,600,220,"rectangle",46,17,"#000000","#BFFFBF",1,908
"9","entry59",108,"ath:AT1G75450 / ath:AT2G19500 / ath:AT2G41510 / ath:AT3G63440 / ath:AT4G29740 / ath:AT5G21482 / ath:AT5G56970","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G75450+ath:AT2G19500+ath:AT2G41510+ath:AT3G63440+ath:AT4G29740+ath:AT5G21482+ath:AT5G56970",NA,"rn:R05708",NA,166,576,"rectangle",46,17,"#000000","#BFFFBF",1,908
"10","entry63",113,"ath:AT5G05860 / ath:AT5G05870","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G05860+ath:AT5G05870",NA,"rn:R08075",NA,315,777,"rectangle",46,17,"#000000","#BFFFBF",1,908
