"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry32",39,"ath:AT2G37040 / ath:AT3G10340 / ath:AT3G53260 / ath:AT5G04230","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G37040+ath:AT3G10340+ath:AT3G53260+ath:AT5G04230",NA,"rn:R00697",NA,149,212,"rectangle",46,17,"#000000","#BFFFBF",1,940
"2","entry55",133,"ath:AT1G51680 / ath:AT1G62940 / ath:AT1G65060 / ath:AT3G21230 / ath:AT3G21240 / ath:AT4G05160 / ath:AT4G19010","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G51680+ath:AT1G62940+ath:AT1G65060+ath:AT3G21230+ath:AT3G21240+ath:AT4G05160+ath:AT4G19010",NA,"rn:R02255",NA,175,317,"rectangle",46,17,"#000000","#BFFFBF",1,940
"3","entry56",136,"ath:AT1G02850 / ath:AT1G26560 / ath:AT1G45191 / ath:AT1G60260 / ath:AT1G60270 / ath:AT1G61810 / ath:AT1G61820 / ath:AT1G66270 / ath:AT1G66280 / ath:AT1G75940 / ath:AT2G25630 / ath:AT2G32860 / ath:AT2G44450 / ath:AT2G44460 / ath:AT2G44470 / ath:AT2G44480 / ath:AT2G44490 / ath:AT3G03640 / ath:AT3G09260 / ath:AT3G18070 / ath:AT3G18080 / ath:AT3G21370 / ath:AT3G47000 / ath:AT3G47010 / ath:AT3G47040 / ath:AT3G47050 / ath:AT3G60120 / ath:AT3G60130 / ath:AT3G60140 / ath:AT3G62740 / ath:AT3G62750 / ath:AT4G21760 / ath:AT4G22100 / ath:AT4G27820 / ath:AT4G27830 / ath:AT5G04885 / ath:AT5G16580 / ath:AT5G20940 / ath:AT5G20950 / ath:AT5G24540 / ath:AT5G24550 / ath:AT5G28510 / ath:AT5G36890 / ath:AT5G42260 / ath:AT5G44640 / ath:AT5G54570","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G02850+ath:AT1G26560+ath:AT1G45191+ath:AT1G60260+ath:AT1G60270+ath:AT1G61810+ath:AT1G61820+ath:AT1G66270+ath:AT1G66280+ath:AT1G75940+ath:AT2G25630+ath:AT2G32860+ath:AT2G44450+ath:AT2G44460+ath:AT2G44470+ath:AT2G44480+ath:AT2G44490+ath:AT3G03640+ath:AT3G09260+ath:AT3G18070+ath:AT3G18080+ath:AT3G21370+ath:AT3G47000+ath:AT3G47010+ath:AT3G47040+ath:AT3G47050+ath:AT3G60120+ath:AT3G60130+ath:AT3G60140+ath:AT3G62740+ath:AT3G62750+ath:AT4G21760+ath:AT4G22100+ath:AT4G27820+ath:AT4G27830+ath:AT5G04885+ath:AT5G16580+ath:AT5G20940+ath:AT5G20950+ath:AT5G24540+ath:AT5G24550+ath:AT5G28510+ath:AT5G36890+ath:AT5G42260+ath:AT5G44640+ath:AT5G54570",NA,"rn:R04998",NA,106,592,"rectangle",46,17,"#000000","#BFFFBF",1,940
"4","entry57",137,"ath:AT1G15950 / ath:AT1G80820","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G15950+ath:AT1G80820",NA,"rn:R02506",NA,175,468,"rectangle",46,17,"#000000","#BFFFBF",1,940
"5","entry58",138,"ath:AT1G15950 / ath:AT1G80820","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G15950+ath:AT1G80820",NA,"rn:R01615",NA,335,493,"rectangle",46,17,"#000000","#BFFFBF",1,940
"6","entry59",139,"ath:AT1G51680 / ath:AT1G62940 / ath:AT1G65060 / ath:AT3G21230 / ath:AT3G21240 / ath:AT4G05160 / ath:AT4G19010","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G51680+ath:AT1G62940+ath:AT1G65060+ath:AT3G21230+ath:AT3G21240+ath:AT4G05160+ath:AT4G19010",NA,"rn:R01616",NA,336,317,"rectangle",46,17,"#000000","#BFFFBF",1,940
"7","entry61",141,"ath:AT5G48930","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G48930",NA,"rn:R02416",NA,380,338,"rectangle",46,17,"#000000","#BFFFBF",1,940
"8","entry62",145,"ath:AT2G40890","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G40890",NA,"rn:R04342",NA,466,473,"rectangle",46,17,"#000000","#BFFFBF",1,940
"9","entry63",146,"ath:AT2G40890","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G40890",NA,"rn:R06582",NA,466,338,"rectangle",46,17,"#000000","#BFFFBF",1,940
"10","entry64",147,"ath:AT5G48930","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G48930",NA,"rn:R01945",NA,560,473,"rectangle",46,17,"#000000","#BFFFBF",1,940
