"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry12",19,"maw:MAC_07797","gene","http://www.kegg.jp/dbget-bin/www_bget?maw:MAC_07797",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"2","entry13",20,"maw:MAC_07797","gene","http://www.kegg.jp/dbget-bin/www_bget?maw:MAC_07797",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"3","entry12",19,"act:ACLA_062890","gene","http://www.kegg.jp/dbget-bin/www_bget?act:ACLA_062890",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"4","entry13",20,"act:ACLA_062890","gene","http://www.kegg.jp/dbget-bin/www_bget?act:ACLA_062890",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"5","entry",7,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,NA,NA,848,661,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"6","entry1",8,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,NA,NA,1242,496,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"7","entry2",9,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,NA,NA,731,321,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"8","entry3",10,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,NA,NA,889,378,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"9","entry4",11,"spq:SPAB_02967","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02967",NA,NA,NA,848,642,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"10","entry11",18,"spq:SPAB_02965","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02965",NA,"rn:R01505",NA,962,259,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"11","entry13",20,"spq:SPAB_00671 / spq:SPAB_02968","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_00671+spq:SPAB_02968",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"12","entry14",21,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,NA,NA,1026,684,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"13","entry15",22,"spq:SPAB_02967","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02967",NA,NA,NA,889,359,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"14","entry17",24,"spq:SPAB_02967","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02967",NA,NA,NA,1242,477,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"15","entry18",25,"spq:SPAB_02967","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02967",NA,NA,NA,1026,665,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"16","entry19",26,"spq:SPAB_02967","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02967",NA,NA,NA,731,302,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"17","entry20",27,"spq:SPAB_02975","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02975",NA,NA,NA,1168,331,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"18","entry36",43,"spq:SPAB_02966","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966",NA,"rn:R03037",NA,813,219,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"19","entry50",64,"spq:SPAB_02966 / spq:SPAB_02967 / spq:SPAB_02975 / spq:SPAB_02980","gene","http://www.kegg.jp/dbget-bin/www_bget?spq:SPAB_02966+spq:SPAB_02967+spq:SPAB_02975+spq:SPAB_02980",NA,"rn:R07644",NA,1000,431,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"20","entry6",13,"mtn:ERDMAN_2614","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2614",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"21","entry7",14,"mtn:ERDMAN_2616","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2616",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"22","entry8",15,"mtn:ERDMAN_2617","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2617",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"23","entry9",16,"mtn:ERDMAN_2615","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2615",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"24","entry12",19,"mtn:ERDMAN_2621","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2621",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"25","entry13",20,"mtn:ERDMAN_2621 / mtn:ERDMAN_3528","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2621+mtn:ERDMAN_3528",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"26","entry33",40,"mtn:ERDMAN_2613","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2613",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"27","entry44",51,"mtn:ERDMAN_2618","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2618",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"28","entry46",53,"mtn:ERDMAN_2619","gene","http://www.kegg.jp/dbget-bin/www_bget?mtn:ERDMAN_2619",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"29","entry6",13,"mtj:J112_12765","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12765",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"30","entry7",14,"mtj:J112_12775","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12775",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"31","entry8",15,"mtj:J112_12780","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12780",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"32","entry9",16,"mtj:J112_12770","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12770",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"33","entry12",19,"mtj:J112_12800","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12800",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"34","entry13",20,"mtj:J112_12800 / mtj:J112_17260","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12800+mtj:J112_17260",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"35","entry33",40,"mtj:J112_12760","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12760",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"36","entry44",51,"mtj:J112_12785","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12785",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"37","entry46",53,"mtj:J112_12790","gene","http://www.kegg.jp/dbget-bin/www_bget?mtj:J112_12790",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"38","entry6",13,"mtub:MT7199_2410","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2410",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"39","entry7",14,"mtub:MT7199_2412","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2412",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"40","entry8",15,"mtub:MT7199_2413","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2413",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"41","entry9",16,"mtub:MT7199_2411","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2411",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"42","entry12",19,"mtub:MT7199_2417","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2417",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"43","entry13",20,"mtub:MT7199_2417 / mtub:MT7199_3254","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2417+mtub:MT7199_3254",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"44","entry33",40,"mtub:MT7199_2409","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2409",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"45","entry44",51,"mtub:MT7199_2414","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2414",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"46","entry46",53,"mtub:MT7199_2415","gene","http://www.kegg.jp/dbget-bin/www_bget?mtub:MT7199_2415",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"47","entry8",15,"mtuc:J113_16550","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuc:J113_16550",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"48","entry9",16,"mtuc:J113_16520","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuc:J113_16520",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"49","entry13",20,"mtuc:J113_22415","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuc:J113_22415",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"50","entry44",51,"mtuc:J113_16560","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuc:J113_16560",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"51","entry6",13,"mtue:J114_12740","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12740",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"52","entry7",14,"mtue:J114_12750","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12750",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"53","entry8",15,"mtue:J114_12755","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12755",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"54","entry9",16,"mtue:J114_12745","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12745",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"55","entry12",19,"mtue:J114_12775","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12775",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"56","entry13",20,"mtue:J114_12775 / mtue:J114_17215","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12775+mtue:J114_17215",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"57","entry33",40,"mtue:J114_12735","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12735",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"58","entry44",51,"mtue:J114_12760","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12760",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"59","entry46",53,"mtue:J114_12765","gene","http://www.kegg.jp/dbget-bin/www_bget?mtue:J114_12765",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"60","entry6",13,"mtx:M943_12285","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12285",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"61","entry7",14,"mtx:M943_12295","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12295",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"62","entry8",15,"mtx:M943_12300","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12300",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"63","entry9",16,"mtx:M943_12290","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12290",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"64","entry12",19,"mtx:M943_12320","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12320",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"65","entry13",20,"mtx:M943_12320 / mtx:M943_16610","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12320+mtx:M943_16610",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"66","entry33",40,"mtx:M943_12280","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12280",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"67","entry44",51,"mtx:M943_12305","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12305",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"68","entry46",53,"mtx:M943_12310","gene","http://www.kegg.jp/dbget-bin/www_bget?mtx:M943_12310",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"69","entry6",13,"mtuh:I917_16715 / mtuh:I917_16725 / mtuh:I917_16730","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16715+mtuh:I917_16725+mtuh:I917_16730",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"70","entry7",14,"mtuh:I917_16755","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16755",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"71","entry8",15,"mtuh:I917_16760","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16760",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"72","entry9",16,"mtuh:I917_16745 / mtuh:I917_16750","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16745+mtuh:I917_16750",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"73","entry13",20,"mtuh:I917_22565","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_22565",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"74","entry33",40,"mtuh:I917_16710","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16710",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"75","entry46",53,"mtuh:I917_16785","gene","http://www.kegg.jp/dbget-bin/www_bget?mtuh:I917_16785",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"76","entry6",13,"mtul:TBHG_02317","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02317",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"77","entry7",14,"mtul:TBHG_02319","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02319",NA,NA,NA,340,674,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"78","entry8",15,"mtul:TBHG_02320","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02320",NA,NA,NA,340,655,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"79","entry9",16,"mtul:TBHG_02318","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02318",NA,NA,NA,286,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"80","entry12",19,"mtul:TBHG_02324","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02324",NA,"rn:R06602",NA,479,220,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"81","entry13",20,"mtul:TBHG_02324 / mtul:TBHG_03149","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02324+mtul:TBHG_03149",NA,"rn:R01717",NA,672,180,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"82","entry33",40,"mtul:TBHG_02316","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02316",NA,NA,NA,433,556,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"83","entry44",51,"mtul:TBHG_02321","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02321",NA,NA,NA,211,690,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"84","entry46",53,"mtul:TBHG_02322","gene","http://www.kegg.jp/dbget-bin/www_bget?mtul:TBHG_02322",NA,NA,NA,211,671,"rectangle",46,17,"#000000","#BFFFBF",1,1053
"85","entry6",13,"mtut:HKBT1_2509","gene","http://www.kegg.jp/dbget-bin/www_bget?mtut:HKBT1_2509",NA,NA,NA,404,678,"rectangle",46,17,"#000000","#BFFFBF",1,1053
