"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",17,"hsa:6482 / hsa:6483","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:6482+hsa:6483",NA,"rn:R05949",NA,536,447,"rectangle",46,17,"#000000","#BFFFBF",1,604
"2","entry1",35,"hsa:2720","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2720",NA,"rn:R06010",NA,398,351,"rectangle",46,17,"#000000","#BFFFBF",1,604
"3","entry2",36,"hsa:3073 / hsa:3074","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:3073+hsa:3074",NA,"rn:R06004",NA,398,245,"rectangle",46,17,"#000000","#BFFFBF",1,604
"4","entry3",37,"hsa:6489","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:6489",NA,"rn:R05947",NA,614,162,"rectangle",46,17,"#000000","#BFFFBF",1,604
"5","entry22",56,"hsa:29906","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:29906",NA,"rn:R05947",NA,614,183,"rectangle",46,17,"#000000","#BFFFBF",1,604
"6","entry23",57,"hsa:9197","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9197",NA,NA,NA,698,148,"rectangle",46,17,"#000000","#BFFFBF",1,604
"7","entry24",58,"hsa:8705","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8705",NA,"rn:R05953",NA,698,331,"rectangle",46,17,"#000000","#BFFFBF",1,604
"8","entry25",59,"hsa:2583","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2583",NA,"rn:R05952",NA,698,224,"rectangle",46,17,"#000000","#BFFFBF",1,604
"9","entry26",60,"hsa:29906","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:29906",NA,"rn:R05950",NA,536,560,"rectangle",46,17,"#000000","#BFFFBF",1,604
"10","entry27",61,"hsa:30815","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:30815",NA,"rn:R05951",NA,485,560,"rectangle",46,17,"#000000","#BFFFBF",1,604
"11","entry28",62,"hsa:30815","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:30815",NA,"rn:R05945",NA,325,560,"rectangle",46,17,"#000000","#BFFFBF",1,604
