"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry36",80,"ath:AT5G07990","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G07990",NA,"rn:R06537",NA,119,410,"rectangle",46,17,"#000000","#BFFFBF",1,944
"2","entry40",90,"ath:AT5G17050","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G17050",NA,"rn:R06611",NA,686,222,"rectangle",46,17,"#000000","#BFFFBF",1,944
"3","entry41",91,"ath:AT5G17050","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G17050",NA,"rn:R02158",NA,686,411,"rectangle",46,17,"#000000","#BFFFBF",1,944
"4","entry42",92,"ath:AT5G07990","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G07990",NA,"rn:R06538",NA,658,338,"rectangle",46,17,"#000000","#BFFFBF",1,944
"5","entry66",136,"ath:AT1G30530","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G30530",NA,"rn:R09803",NA,686,581,"rectangle",46,17,"#000000","#BFFFBF",1,944
"6","entry70",142,"ath:AT2G36790","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G36790",NA,"rn:R09804",NA,791,581,"rectangle",46,17,"#000000","#BFFFBF",1,944
"7","entry72",144,"ath:AT1G30530","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G30530",NA,"rn:R09802",NA,686,183,"rectangle",46,17,"#000000","#BFFFBF",1,944
"8","entry77",151,"ath:AT2G36790","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT2G36790",NA,"rn:R12047",NA,791,183,"rectangle",46,17,"#000000","#BFFFBF",1,944
"9","entry36",80,"thj:104801243","gene","http://www.kegg.jp/dbget-bin/www_bget?thj:104801243",NA,"rn:R06537",NA,119,410,"rectangle",46,17,"#000000","#BFFFBF",1,944
"10","entry42",92,"thj:104801243","gene","http://www.kegg.jp/dbget-bin/www_bget?thj:104801243",NA,"rn:R06538",NA,658,338,"rectangle",46,17,"#000000","#BFFFBF",1,944
"11","entry36",80,"cpap:110811144","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110811144",NA,"rn:R06537",NA,119,410,"rectangle",46,17,"#000000","#BFFFBF",1,944
"12","entry42",92,"cpap:110811144","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110811144",NA,"rn:R06538",NA,658,338,"rectangle",46,17,"#000000","#BFFFBF",1,944
"13","entry43",93,"cpap:110807940","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110807940",NA,"rn:R06538",NA,608,338,"rectangle",46,17,"#000000","#BFFFBF",1,944
"14","entry45",95,"cpap:110821584","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110821584",NA,"rn:R04900",NA,791,493,"rectangle",46,17,"#000000","#BFFFBF",1,944
"15","entry70",142,"cpap:110822824","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110822824",NA,"rn:R09804",NA,791,581,"rectangle",46,17,"#000000","#BFFFBF",1,944
"16","entry73",145,"cpap:110807940","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110807940",NA,"rn:R10258",NA,632,687,"rectangle",46,17,"#000000","#BFFFBF",1,944
"17","entry74",146,"cpap:110807940","gene","http://www.kegg.jp/dbget-bin/www_bget?cpap:110807940",NA,"rn:R06537",NA,69,410,"rectangle",46,17,"#000000","#BFFFBF",1,944
