"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry42",107,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"2","entry74",171,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"3","entry111",238,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"4","entry124",263,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"5","entry98",218,"xcv:XCV0913 / xcv:XCV0914","gene","http://www.kegg.jp/dbget-bin/www_bget?xcv:XCV0913+xcv:XCV0914",NA,"rn:R01632",NA,1067,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"6","entry99",220,"xcv:XCV0381 / xcv:XCV0382","gene","http://www.kegg.jp/dbget-bin/www_bget?xcv:XCV0381+xcv:XCV0382",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"7","entry42",109,"rsy:RSUY_15100 / rsy:RSUY_15130","gene","http://www.kegg.jp/dbget-bin/www_bget?rsy:RSUY_15100+rsy:RSUY_15130",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"8","entry74",174,"rsy:RSUY_15100 / rsy:RSUY_15130","gene","http://www.kegg.jp/dbget-bin/www_bget?rsy:RSUY_15100+rsy:RSUY_15130",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"9","entry99",223,"rsy:RSUY_18810 / rsy:RSUY_18820","gene","http://www.kegg.jp/dbget-bin/www_bget?rsy:RSUY_18810+rsy:RSUY_18820",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"10","entry111",243,"rsy:RSUY_15100 / rsy:RSUY_15130","gene","http://www.kegg.jp/dbget-bin/www_bget?rsy:RSUY_15100+rsy:RSUY_15130",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"11","entry124",268,"rsy:RSUY_15100 / rsy:RSUY_15130","gene","http://www.kegg.jp/dbget-bin/www_bget?rsy:RSUY_15100+rsy:RSUY_15130",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"12","entry92",209,"rpf:Rpic12D_2779 / rpf:Rpic12D_2786 / rpf:Rpic12D_4958 / rpf:Rpic12D_4965","gene","http://www.kegg.jp/dbget-bin/www_bget?rpf:Rpic12D_2779+rpf:Rpic12D_2786+rpf:Rpic12D_4958+rpf:Rpic12D_4965",NA,"rn:R03630",NA,1067,739,"rectangle",46,17,"#000000","#BFFFBF",1,624
"13","entry94",212,"rpf:Rpic12D_2780 / rpf:Rpic12D_4959","gene","http://www.kegg.jp/dbget-bin/www_bget?rpf:Rpic12D_2780+rpf:Rpic12D_4959",NA,"rn:R05275",NA,1067,811,"rectangle",46,17,"#000000","#BFFFBF",1,624
"14","entry96",215,"rpf:Rpic12D_2784 / rpf:Rpic12D_4963","gene","http://www.kegg.jp/dbget-bin/www_bget?rpf:Rpic12D_2784+rpf:Rpic12D_4963",NA,"rn:R01635",NA,1067,883,"rectangle",46,17,"#000000","#BFFFBF",1,624
"15","entry99",220,"rpf:Rpic12D_1382 / rpf:Rpic12D_1383","gene","http://www.kegg.jp/dbget-bin/www_bget?rpf:Rpic12D_1382+rpf:Rpic12D_1383",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"16","entry107",229,"rpf:Rpic12D_2784 / rpf:Rpic12D_4963","gene","http://www.kegg.jp/dbget-bin/www_bget?rpf:Rpic12D_2784+rpf:Rpic12D_4963",NA,"rn:R05375",NA,891,884,"rectangle",46,17,"#000000","#BFFFBF",1,624
"17","entry26",74,"rpj:N234_36950","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_36950",NA,"rn:R05632",NA,835,640,"rectangle",46,17,"#000000","#BFFFBF",1,624
"18","entry42",107,"rpj:N234_28700 / rpj:N234_28715","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_28700+rpj:N234_28715",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"19","entry45",111,"rpj:N234_36950","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_36950",NA,"rn:R00818",NA,835,507,"rectangle",46,17,"#000000","#BFFFBF",1,624
"20","entry74",171,"rpj:N234_28700 / rpj:N234_28715","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_28700+rpj:N234_28715",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"21","entry98",218,"rpj:N234_29205 / rpj:N234_29210","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_29205+rpj:N234_29210",NA,"rn:R01632",NA,1067,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"22","entry99",220,"rpj:N234_32975 / rpj:N234_32980","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_32975+rpj:N234_32980",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"23","entry111",238,"rpj:N234_28700 / rpj:N234_28715","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_28700+rpj:N234_28715",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"24","entry124",263,"rpj:N234_28700 / rpj:N234_28715","gene","http://www.kegg.jp/dbget-bin/www_bget?rpj:N234_28700+rpj:N234_28715",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"25","entry41",106,"rmn:TK49_07960","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07960",NA,"rn:R07705",NA,259,507,"rectangle",46,17,"#000000","#BFFFBF",1,624
"26","entry42",107,"rmn:TK49_07925 / rmn:TK49_07940 / rmn:TK49_07955","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07925+rmn:TK49_07940+rmn:TK49_07955",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"27","entry52",122,"rmn:TK49_07960","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07960",NA,"rn:R09162",NA,259,803,"rectangle",46,17,"#000000","#BFFFBF",1,624
"28","entry74",171,"rmn:TK49_07925 / rmn:TK49_07940 / rmn:TK49_07955","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07925+rmn:TK49_07940+rmn:TK49_07955",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"29","entry77",174,"rmn:TK49_07960","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07960",NA,"rn:R09183",NA,259,1164,"rectangle",46,17,"#000000","#BFFFBF",1,624
"30","entry99",220,"rmn:TK49_11330 / rmn:TK49_11335","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_11330+rmn:TK49_11335",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"31","entry111",238,"rmn:TK49_07925 / rmn:TK49_07940 / rmn:TK49_07955","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07925+rmn:TK49_07940+rmn:TK49_07955",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"32","entry124",263,"rmn:TK49_07925 / rmn:TK49_07940 / rmn:TK49_07955","gene","http://www.kegg.jp/dbget-bin/www_bget?rmn:TK49_07925+rmn:TK49_07940+rmn:TK49_07955",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"33","entry98",218,"rin:ACS15_4326","gene","http://www.kegg.jp/dbget-bin/www_bget?rin:ACS15_4326",NA,"rn:R01632",NA,1067,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"34","entry99",220,"rin:ACS15_1846 / rin:ACS15_1847","gene","http://www.kegg.jp/dbget-bin/www_bget?rin:ACS15_1846+rin:ACS15_1847",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"35","entry42",107,"rpu:CDC45_05585 / rpu:CDC45_05600","gene","http://www.kegg.jp/dbget-bin/www_bget?rpu:CDC45_05585+rpu:CDC45_05600",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"36","entry74",171,"rpu:CDC45_05585 / rpu:CDC45_05600","gene","http://www.kegg.jp/dbget-bin/www_bget?rpu:CDC45_05585+rpu:CDC45_05600",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"37","entry99",220,"rpu:CDC45_07430 / rpu:CDC45_07435","gene","http://www.kegg.jp/dbget-bin/www_bget?rpu:CDC45_07430+rpu:CDC45_07435",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"38","entry111",238,"rpu:CDC45_05585 / rpu:CDC45_05600","gene","http://www.kegg.jp/dbget-bin/www_bget?rpu:CDC45_05585+rpu:CDC45_05600",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"39","entry124",263,"rpu:CDC45_05585 / rpu:CDC45_05600","gene","http://www.kegg.jp/dbget-bin/www_bget?rpu:CDC45_05585+rpu:CDC45_05600",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"40","entry26",74,"reu:Reut_B3601","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B3601",NA,"rn:R05632",NA,835,640,"rectangle",46,17,"#000000","#BFFFBF",1,624
"41","entry42",107,"reu:Reut_B4721","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B4721",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"42","entry45",111,"reu:Reut_B3601","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B3601",NA,"rn:R00818",NA,835,507,"rectangle",46,17,"#000000","#BFFFBF",1,624
"43","entry74",171,"reu:Reut_B4721","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B4721",NA,"rn:R09159",NA,156,1163,"rectangle",46,17,"#000000","#BFFFBF",1,624
"44","entry92",209,"reu:Reut_B5781","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B5781",NA,"rn:R03630",NA,1067,739,"rectangle",46,17,"#000000","#BFFFBF",1,624
"45","entry99",220,"reu:Reut_B5024 / reu:Reut_B5025","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B5024+reu:Reut_B5025",NA,"rn:R01631",NA,1008,964,"rectangle",46,17,"#000000","#BFFFBF",1,624
"46","entry111",238,"reu:Reut_B4721","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B4721",NA,"rn:R05422",NA,156,186,"rectangle",46,17,"#000000","#BFFFBF",1,624
"47","entry124",263,"reu:Reut_B4721","gene","http://www.kegg.jp/dbget-bin/www_bget?reu:Reut_B4721",NA,"rn:R05423",NA,156,331,"rectangle",46,17,"#000000","#BFFFBF",1,624
"48","entry26",74,"reh:H16_B0750","gene","http://www.kegg.jp/dbget-bin/www_bget?reh:H16_B0750",NA,"rn:R05632",NA,835,640,"rectangle",46,17,"#000000","#BFFFBF",1,624
"49","entry42",107,"reh:H16_A1631","gene","http://www.kegg.jp/dbget-bin/www_bget?reh:H16_A1631",NA,"rn:R07704",NA,156,508,"rectangle",46,17,"#000000","#BFFFBF",1,624
"50","entry45",111,"reh:H16_B0750","gene","http://www.kegg.jp/dbget-bin/www_bget?reh:H16_B0750",NA,"rn:R00818",NA,835,507,"rectangle",46,17,"#000000","#BFFFBF",1,624
