"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry5",15,"hsa:2135 / hsa:2137","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2135+hsa:2137",NA,"rn:R05930",NA,1311,281,"rectangle",46,17,"#000000","#BFFFBF",1,534
"2","entry6",17,"hsa:64131 / hsa:64132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:64131+hsa:64132",NA,"rn:R05925",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"3","entry7",18,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"4","entry9",21,"hsa:3340 / hsa:64579 / hsa:8509 / hsa:9348","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:3340+hsa:64579+hsa:8509+hsa:9348",NA,NA,NA,379,462,"rectangle",46,17,"#000000","#BFFFBF",1,534
"5","entry10",22,"hsa:9956","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9956",NA,NA,NA,545,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"6","entry11",23,"hsa:9957","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9957",NA,NA,NA,379,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"7","entry12",24,"hsa:90161","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:90161",NA,NA,NA,186,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"8","entry13",25,"hsa:9957","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9957",NA,NA,NA,186,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"9","entry14",31,"hsa:9953 / hsa:9955","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9953+hsa:9955",NA,NA,NA,786,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
"10","entry15",32,"hsa:9956","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9956",NA,NA,NA,939,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
"11","entry16",33,"hsa:9394","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9394",NA,NA,NA,1105,799,"rectangle",46,17,"#000000","#BFFFBF",1,534
"12","entry17",34,"hsa:26035","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:26035",NA,NA,NA,610,511,"rectangle",46,17,"#000000","#BFFFBF",1,534
"13","entry21",43,"hsa:11285","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:11285",NA,"rn:R05926",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"14","entry22",44,"hsa:9653","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9653",NA,NA,NA,964,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"15","entry23",46,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,"rn:R05935",NA,1311,352,"rectangle",46,17,"#000000","#BFFFBF",1,534
"16","entry24",48,"hsa:2134 / hsa:2137","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2134+hsa:2137",NA,"rn:R05936",NA,1312,422,"rectangle",46,17,"#000000","#BFFFBF",1,534
"17","entry25",53,"hsa:26035","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:26035",NA,NA,NA,1312,718,"rectangle",46,17,"#000000","#BFFFBF",1,534
"18","entry26",54,"hsa:126792","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:126792",NA,"rn:R05927",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"19","entry27",55,"hsa:26229","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:26229",NA,"rn:R05928",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"20","entry28",56,"hsa:2135 / hsa:2137","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2135+hsa:2137",NA,"rn:R05930",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"21","entry29",57,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,"rn:R05935",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"22","entry30",58,"hsa:2134 / hsa:2137","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2134+hsa:2137",NA,"rn:R05936",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"23","entry31",59,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,"rn:R10138",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"24","entry32",60,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,"rn:R10139",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"25","entry33",61,"hsa:2131 / hsa:2132","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2131+hsa:2132",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"26","entry34",62,"hsa:9653","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9653",NA,NA,NA,545,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"27","entry35",63,"hsa:9394","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9394",NA,NA,NA,698,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"28","entry36",64,"hsa:266722","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:266722",NA,NA,NA,238,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"29","entry37",65,"hsa:266722","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:266722",NA,NA,NA,750,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"30","entry38",66,"hsa:266722","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:266722",NA,NA,NA,1155,799,"rectangle",46,17,"#000000","#BFFFBF",1,534
"31","entry40",149,"hsa:3340 / hsa:64579 / hsa:8509 / hsa:9348","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:3340+hsa:64579+hsa:8509+hsa:9348",NA,NA,NA,1312,640,"rectangle",46,17,"#000000","#BFFFBF",1,534
"32","entry41",154,"hsa:222537","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:222537",NA,NA,NA,238,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"33","entry42",155,"hsa:9953 / hsa:9955","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9953+hsa:9955",NA,NA,NA,989,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
"34","entry43",157,"hsa:9953 / hsa:9955","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9953+hsa:9955",NA,NA,NA,1130,942,"rectangle",46,17,"#000000","#BFFFBF",1,534
"35","entry5",15,"rro:104668244 / rro:104673259","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104668244+rro:104673259",NA,"rn:R05930",NA,1311,281,"rectangle",46,17,"#000000","#BFFFBF",1,534
"36","entry6",17,"rro:104667853 / rro:104680299","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104667853+rro:104680299",NA,"rn:R05925",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"37","entry7",18,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"38","entry9",21,"rro:104663579 / rro:104669973 / rro:104670418 / rro:104675970","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104663579+rro:104669973+rro:104670418+rro:104675970",NA,NA,NA,379,462,"rectangle",46,17,"#000000","#BFFFBF",1,534
"39","entry10",22,"rro:104658241","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658241",NA,NA,NA,545,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"40","entry11",23,"rro:104657730","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104657730",NA,NA,NA,379,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"41","entry12",24,"rro:104664599","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104664599",NA,NA,NA,186,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"42","entry13",25,"rro:104657730","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104657730",NA,NA,NA,186,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"43","entry14",31,"rro:104667951 / rro:104667957","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104667951+rro:104667957",NA,NA,NA,786,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
"44","entry15",32,"rro:104658241","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658241",NA,NA,NA,939,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
"45","entry16",33,"rro:104662417","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104662417",NA,NA,NA,1105,799,"rectangle",46,17,"#000000","#BFFFBF",1,534
"46","entry17",34,"rro:104662604","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104662604",NA,NA,NA,610,511,"rectangle",46,17,"#000000","#BFFFBF",1,534
"47","entry21",43,"rro:104680468","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104680468",NA,"rn:R05926",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"48","entry22",44,"rro:104654092","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104654092",NA,NA,NA,964,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"49","entry23",46,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,"rn:R05935",NA,1311,352,"rectangle",46,17,"#000000","#BFFFBF",1,534
"50","entry24",48,"rro:104656082 / rro:104668244","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104656082+rro:104668244",NA,"rn:R05936",NA,1312,422,"rectangle",46,17,"#000000","#BFFFBF",1,534
"51","entry25",53,"rro:104662604","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104662604",NA,NA,NA,1312,718,"rectangle",46,17,"#000000","#BFFFBF",1,534
"52","entry26",54,"rro:104673226","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104673226",NA,"rn:R05927",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"53","entry27",55,"rro:104679349","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104679349",NA,"rn:R05928",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"54","entry28",56,"rro:104668244 / rro:104673259","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104668244+rro:104673259",NA,"rn:R05930",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"55","entry29",57,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,"rn:R05935",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"56","entry30",58,"rro:104656082 / rro:104668244","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104656082+rro:104668244",NA,"rn:R05936",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"57","entry31",59,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,"rn:R10138",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"58","entry32",60,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,"rn:R10139",NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"59","entry33",61,"rro:104658897 / rro:104673882","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658897+rro:104673882",NA,NA,NA,NA,NA,"line",NA,NA,"#66CC66","#FFFFFF",0,534
"60","entry34",62,"rro:104654092","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104654092",NA,NA,NA,545,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"61","entry35",63,"rro:104662417","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104662417",NA,NA,NA,698,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"62","entry36",64,"rro:104681006","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104681006",NA,NA,NA,238,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"63","entry37",65,"rro:104681006","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104681006",NA,NA,NA,750,610,"rectangle",46,17,"#000000","#BFFFBF",1,534
"64","entry38",66,"rro:104681006","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104681006",NA,NA,NA,1155,799,"rectangle",46,17,"#000000","#BFFFBF",1,534
"65","entry40",149,"rro:104663579 / rro:104669973 / rro:104670418 / rro:104675970","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104663579+rro:104669973+rro:104670418+rro:104675970",NA,NA,NA,1312,640,"rectangle",46,17,"#000000","#BFFFBF",1,534
"66","entry41",154,"rro:104657111","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104657111",NA,NA,NA,238,762,"rectangle",46,17,"#000000","#BFFFBF",1,534
"67","entry42",155,"rro:104667951 / rro:104667957","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104667951+rro:104667957",NA,NA,NA,989,941,"rectangle",46,17,"#000000","#BFFFBF",1,534
