"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry14",26,"cel:CELE_F53B1.4","gene","http://www.kegg.jp/dbget-bin/www_bget?cel:CELE_F53B1.4",NA,"rn:R06513",NA,1200,203,"rectangle",46,17,"#000000","#BFFFBF",1,523
"2","entry38",63,"cel:CELE_C14F11.6","gene","http://www.kegg.jp/dbget-bin/www_bget?cel:CELE_C14F11.6",NA,"rn:R06514",NA,1200,313,"rectangle",46,17,"#000000","#BFFFBF",1,523
"3","entry14",26,"ece:Z5299","gene","http://www.kegg.jp/dbget-bin/www_bget?ece:Z5299",NA,"rn:R06513",NA,1200,203,"rectangle",46,17,"#000000","#BFFFBF",1,523
"4","entry15",27,"ece:Z5300","gene","http://www.kegg.jp/dbget-bin/www_bget?ece:Z5300",NA,"rn:R02328",NA,1200,121,"rectangle",46,17,"#000000","#BFFFBF",1,523
"5","entry14",26,"see:SNSL254_A2279 / see:SNSL254_A4202","gene","http://www.kegg.jp/dbget-bin/www_bget?see:SNSL254_A2279+see:SNSL254_A4202",NA,"rn:R06513",NA,1200,203,"rectangle",46,17,"#000000","#BFFFBF",1,523
"6","entry15",27,"see:SNSL254_A2277","gene","http://www.kegg.jp/dbget-bin/www_bget?see:SNSL254_A2277",NA,"rn:R02328",NA,1200,121,"rectangle",46,17,"#000000","#BFFFBF",1,523
"7","entry16",28,"see:SNSL254_A2278","gene","http://www.kegg.jp/dbget-bin/www_bget?see:SNSL254_A2278",NA,"rn:R02777",NA,1200,415,"rectangle",46,17,"#000000","#BFFFBF",1,523
"8","entry38",63,"see:SNSL254_A2276","gene","http://www.kegg.jp/dbget-bin/www_bget?see:SNSL254_A2276",NA,"rn:R06514",NA,1200,313,"rectangle",46,17,"#000000","#BFFFBF",1,523
"9","entry14",26,"nme:NMB0063 / nme:NMB0079","gene","http://www.kegg.jp/dbget-bin/www_bget?nme:NMB0063+nme:NMB0079",NA,"rn:R06513",NA,1200,203,"rectangle",46,17,"#000000","#BFFFBF",1,523
"10","entry15",27,"nme:NMB0062 / nme:NMB0080","gene","http://www.kegg.jp/dbget-bin/www_bget?nme:NMB0062+nme:NMB0080",NA,"rn:R02328",NA,1200,121,"rectangle",46,17,"#000000","#BFFFBF",1,523
