"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",13,"hsa:84992","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:84992",NA,"rn:R05916",NA,200,206,"rectangle",46,17,"#000000","#BFFFBF",1,563
"2","entry1",14,"hsa:8818","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8818",NA,"rn:R05916",NA,178,223,"rectangle",46,17,"#000000","#BFFFBF",1,563
"3","entry2",15,"hsa:9091","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9091",NA,"rn:R05916",NA,154,206,"rectangle",46,17,"#000000","#BFFFBF",1,563
"4","entry3",16,"hsa:51227","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:51227",NA,"rn:R05916",NA,200,189,"rectangle",46,17,"#000000","#BFFFBF",1,563
"5","entry4",17,"hsa:5283","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5283",NA,"rn:R05916",NA,154,189,"rectangle",46,17,"#000000","#BFFFBF",1,563
"6","entry5",18,"hsa:5279","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5279",NA,"rn:R05916",NA,200,172,"rectangle",46,17,"#000000","#BFFFBF",1,563
"7","entry6",19,"hsa:54965","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:54965",NA,"rn:R05919",NA,304,281,"rectangle",46,17,"#000000","#BFFFBF",1,563
"8","entry8",21,"hsa:128869","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:128869",NA,NA,NA,425,501,"rectangle",46,17,"#000000","#BFFFBF",1,563
"9","entry9",22,"hsa:51604","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:51604",NA,NA,NA,446,484,"rectangle",46,17,"#000000","#BFFFBF",1,563
"10","entry10",23,"hsa:94005","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:94005",NA,NA,NA,400,484,"rectangle",46,17,"#000000","#BFFFBF",1,563
"11","entry12",25,"hsa:93183","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:93183",NA,"rn:R05919",NA,304,264,"rectangle",46,17,"#000000","#BFFFBF",1,563
"12","entry23",36,"hsa:5281","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5281",NA,"rn:R08107",NA,501,429,"rectangle",46,17,"#000000","#BFFFBF",1,563
"13","entry24",37,"hsa:9487","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:9487",NA,"rn:R05917",NA,298,188,"rectangle",46,17,"#000000","#BFFFBF",1,563
"14","entry25",38,"hsa:10026","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10026",NA,NA,NA,446,467,"rectangle",46,17,"#000000","#BFFFBF",1,563
