"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry26",60,"hsa:8540","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8540",NA,"rn:R04311",NA,396,168,"rectangle",46,17,"#000000","#BFFFBF",1,565
"2","entry27",62,"hsa:8611 / hsa:8612 / hsa:8613","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8611+hsa:8612+hsa:8613",NA,"rn:R04162",NA,613,383,"rectangle",46,17,"#000000","#BFFFBF",1,565
"3","entry28",65,"hsa:10390 / hsa:56994","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:56994",NA,"rn:R04321",NA,180,453,"rectangle",46,17,"#000000","#BFFFBF",1,565
"4","entry29",66,"hsa:10390 / hsa:85465","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:85465",NA,"rn:R06364",NA,613,453,"rectangle",46,17,"#000000","#BFFFBF",1,565
"5","entry30",67,"hsa:10390 / hsa:56994","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:56994",NA,"rn:R07389",NA,314,453,"rectangle",46,17,"#000000","#BFFFBF",1,565
"6","entry31",69,"hsa:5048 / hsa:5049 / hsa:5050 / hsa:5051 / hsa:7941","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5048+hsa:5049+hsa:5050+hsa:5051+hsa:7941",NA,"rn:R04452",NA,159,521,"rectangle",46,17,"#000000","#BFFFBF",1,565
"7","entry32",70,"hsa:100137049 / hsa:11145 / hsa:123745 / hsa:151056 / hsa:255189 / hsa:26279 / hsa:283748 / hsa:30814 / hsa:391013 / hsa:50487 / hsa:5319 / hsa:5320 / hsa:5321 / hsa:5322 / hsa:64600 / hsa:81579 / hsa:8398 / hsa:8399 / hsa:84647 / hsa:8605 / hsa:8681","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:100137049+hsa:11145+hsa:123745+hsa:151056+hsa:255189+hsa:26279+hsa:283748+hsa:30814+hsa:391013+hsa:50487+hsa:5319+hsa:5320+hsa:5321+hsa:5322+hsa:64600+hsa:81579+hsa:8398+hsa:8399+hsa:84647+hsa:8605+hsa:8681",NA,"rn:R07387",NA,271,558,"rectangle",46,17,"#000000","#BFFFBF",1,565
"8","entry33",71,"hsa:54947 / hsa:79888","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:54947+hsa:79888",NA,"rn:R03438",NA,223,576,"rectangle",46,17,"#000000","#BFFFBF",1,565
"9","entry34",72,"hsa:254531 / hsa:54947 / hsa:79888","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:254531+hsa:54947+hsa:79888",NA,"rn:R03437",NA,203,541,"rectangle",46,17,"#000000","#BFFFBF",1,565
"10","entry35",73,"hsa:100137049 / hsa:11145 / hsa:123745 / hsa:151056 / hsa:255189 / hsa:26279 / hsa:283748 / hsa:30814 / hsa:391013 / hsa:50487 / hsa:5319 / hsa:5320 / hsa:5321 / hsa:5322 / hsa:64600 / hsa:81579 / hsa:8398 / hsa:8399 / hsa:84647 / hsa:8605 / hsa:8681","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:100137049+hsa:11145+hsa:123745+hsa:151056+hsa:255189+hsa:26279+hsa:283748+hsa:30814+hsa:391013+hsa:50487+hsa:5319+hsa:5320+hsa:5321+hsa:5322+hsa:64600+hsa:81579+hsa:8398+hsa:8399+hsa:84647+hsa:8605+hsa:8681",NA,"rn:R07379",NA,541,575,"rectangle",46,17,"#000000","#BFFFBF",1,565
"11","entry36",74,"hsa:254531","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:254531",NA,"rn:R04413",NA,541,556,"rectangle",46,17,"#000000","#BFFFBF",1,565
"12","entry37",76,"hsa:255043","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:255043",NA,"rn:R03415",NA,485,525,"rectangle",46,17,"#000000","#BFFFBF",1,565
"13","entry38",77,"hsa:10390 / hsa:85465","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:85465",NA,"rn:R07384",NA,593,656,"rectangle",46,17,"#000000","#BFFFBF",1,565
"14","entry39",78,"hsa:122618 / hsa:23646 / hsa:5337 / hsa:5338","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:122618+hsa:23646+hsa:5337+hsa:5338",NA,"rn:R07385",NA,541,656,"rectangle",46,17,"#000000","#BFFFBF",1,565
"15","entry41",82,"hsa:255043","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:255043",NA,"rn:R02745",NA,505,854,"rectangle",46,17,"#000000","#BFFFBF",1,565
"16","entry42",83,"hsa:284161 / hsa:5168 / hsa:79153","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:284161+hsa:5168+hsa:79153",NA,"rn:R07388",NA,469,595,"rectangle",46,17,"#000000","#BFFFBF",1,565
"17","entry43",86,"hsa:133121","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:133121",NA,"rn:R07380",NA,423,566,"rectangle",46,17,"#000000","#BFFFBF",1,565
