"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry14",24,"ath:AT1G69500 / ath:AT5G58860","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G69500+ath:AT5G58860",NA,"rn:R09452",NA,221,430,"rectangle",46,17,"#000000","#BFFFBF",1,73
"2","entry17",28,"ath:AT1G23240 / ath:AT1G70670 / ath:AT1G70680 / ath:AT2G33380 / ath:AT4G26740 / ath:AT5G29560 / ath:AT5G55240","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G23240+ath:AT1G70670+ath:AT1G70680+ath:AT2G33380+ath:AT4G26740+ath:AT5G29560+ath:AT5G55240",NA,"rn:R09462",NA,174,456,"rectangle",46,17,"#000000","#BFFFBF",1,73
"3","entry18",39,"ath:AT1G23240 / ath:AT1G70670 / ath:AT1G70680 / ath:AT2G33380 / ath:AT4G26740 / ath:AT5G29560 / ath:AT5G55240","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G23240+ath:AT1G70670+ath:AT1G70680+ath:AT2G33380+ath:AT4G26740+ath:AT5G29560+ath:AT5G55240",NA,"rn:R09463",NA,282,456,"rectangle",46,17,"#000000","#BFFFBF",1,73
"4","entry19",40,"ath:AT1G01600 / ath:AT1G63710 / ath:AT2G45970 / ath:AT4G00360","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G01600+ath:AT1G63710+ath:AT2G45970+ath:AT4G00360",NA,"rn:R09451",NA,221,243,"rectangle",46,17,"#000000","#BFFFBF",1,73
"5","entry20",43,"ath:AT5G08250 / ath:AT5G23190","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G08250+ath:AT5G23190",NA,"rn:R09454",NA,221,653,"rectangle",46,17,"#000000","#BFFFBF",1,73
"6","entry21",44,"ath:AT3G10570","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT3G10570",NA,"rn:R09460",NA,332,293,"rectangle",46,17,"#000000","#BFFFBF",1,73
"7","entry32",60,"ath:AT1G72970","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G72970",NA,"rn:R09448 rn:R09455 rn:R09456",NA,331,884,"rectangle",46,17,"#000000","#BFFFBF",1,73
"8","entry35",65,"ath:AT5G41040 / ath:AT5G63560","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT5G41040+ath:AT5G63560",NA,"rn:R09106",NA,332,334,"rectangle",46,17,"#000000","#BFFFBF",1,73
"9","entry37",68,"ath:AT1G23240 / ath:AT1G70670 / ath:AT1G70680 / ath:AT2G33380 / ath:AT4G26740 / ath:AT5G29560 / ath:AT5G55240","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT1G23240+ath:AT1G70670+ath:AT1G70680+ath:AT2G33380+ath:AT4G26740+ath:AT5G29560+ath:AT5G55240",NA,"rn:R09463",NA,331,930,"rectangle",46,17,"#000000","#BFFFBF",1,73
"10","entry45",86,"ath:AT3G11980 / ath:AT3G44540 / ath:AT3G44550 / ath:AT3G44560 / ath:AT3G56700 / ath:AT4G33790 / ath:AT5G22420 / ath:AT5G22500","gene","http://www.kegg.jp/dbget-bin/www_bget?ath:AT3G11980+ath:AT3G44540+ath:AT3G44550+ath:AT3G44560+ath:AT3G56700+ath:AT4G33790+ath:AT5G22420+ath:AT5G22500",NA,"rn:R09470",NA,220,1296,"rectangle",46,17,"#000000","#BFFFBF",1,73
