"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry48",82,"hsa:5130 / hsa:9468","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5130+hsa:9468",NA,"rn:R02590",NA,475,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"2","entry49",83,"hsa:10390 / hsa:85465","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:85465",NA,"rn:R04920",NA,578,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"3","entry50",85,"hsa:10390 / hsa:56994","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10390+hsa:56994",NA,"rn:R04922",NA,578,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"4","entry64",118,"hsa:5833","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:5833",NA,"rn:R04247",NA,475,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"5","entry48",78,"rro:104654152 / rro:104676385","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104654152+rro:104676385",NA,"rn:R02590",NA,475,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"6","entry49",79,"rro:104658945 / rro:104677893","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104658945+rro:104677893",NA,"rn:R04920",NA,578,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"7","entry50",81,"rro:104657409 / rro:104658945","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104657409+rro:104658945",NA,"rn:R04922",NA,578,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"8","entry64",114,"rro:104654971","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104654971",NA,"rn:R04247",NA,475,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"9","entry48",82,"pmua:114596205 / pmua:114598182","gene","http://www.kegg.jp/dbget-bin/www_bget?pmua:114596205+pmua:114598182",NA,"rn:R02590",NA,475,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"10","entry49",83,"pmua:114594982 / pmua:114599437","gene","http://www.kegg.jp/dbget-bin/www_bget?pmua:114594982+pmua:114599437",NA,"rn:R04920",NA,578,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"11","entry50",85,"pmua:114599437 / pmua:114605357","gene","http://www.kegg.jp/dbget-bin/www_bget?pmua:114599437+pmua:114605357",NA,"rn:R04922",NA,578,564,"rectangle",46,17,"#000000","#BFFFBF",1,440
"12","entry64",118,"pmua:114589544","gene","http://www.kegg.jp/dbget-bin/www_bget?pmua:114589544",NA,"rn:R04247",NA,475,451,"rectangle",46,17,"#000000","#BFFFBF",1,440
"13","entry54",90,"lum:CNR27_11565","gene","http://www.kegg.jp/dbget-bin/www_bget?lum:CNR27_11565",NA,"rn:R08871",NA,746,712,"rectangle",46,17,"#000000","#BFFFBF",1,440
"14","entry89",144,"lum:CNR27_11565","gene","http://www.kegg.jp/dbget-bin/www_bget?lum:CNR27_11565",NA,"rn:R08938",NA,741,835,"rectangle",46,17,"#000000","#BFFFBF",1,440
"15","entry54",90,"lue:DCD74_09775","gene","http://www.kegg.jp/dbget-bin/www_bget?lue:DCD74_09775",NA,"rn:R08871",NA,746,712,"rectangle",46,17,"#000000","#BFFFBF",1,440
