"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",14,"ebt:EBL_c12130 / ebt:EBL_c37470","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c12130+ebt:EBL_c37470",NA,"rn:R05506",NA,411,337,"rectangle",46,17,"#000000","#BFFFBF",1,642
"2","entry4",19,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05424",NA,254,160,"rectangle",46,17,"#000000","#BFFFBF",1,642
"3","entry5",20,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05425",NA,310,143,"rectangle",46,17,"#000000","#BFFFBF",1,642
"4","entry6",21,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05426",NA,411,159,"rectangle",46,17,"#000000","#BFFFBF",1,642
"5","entry18",34,"ebt:EBL_c34260 / ebt:EBL_c34290","gene","http://www.kegg.jp/dbget-bin/www_bget?ebt:EBL_c34260+ebt:EBL_c34290",NA,"rn:R05427",NA,378,221,"rectangle",46,17,"#000000","#BFFFBF",1,642
"6","entry",14,"avl:AvCA_14450","gene","http://www.kegg.jp/dbget-bin/www_bget?avl:AvCA_14450",NA,"rn:R05506",NA,411,337,"rectangle",46,17,"#000000","#BFFFBF",1,642
"7","entry2",16,"avl:AvCA_42180 / avl:AvCA_42190 / avl:AvCA_42200","gene","http://www.kegg.jp/dbget-bin/www_bget?avl:AvCA_42180+avl:AvCA_42190+avl:AvCA_42200",NA,"rn:R05440",NA,163,160,"rectangle",46,17,"#000000","#BFFFBF",1,642
"8","entry14",29,"avl:AvCA_42230","gene","http://www.kegg.jp/dbget-bin/www_bget?avl:AvCA_42230",NA,"rn:R05366",NA,164,338,"rectangle",46,17,"#000000","#BFFFBF",1,642
"9","entry",14,"vbo:CKY39_04030 / vbo:CKY39_12950","gene","http://www.kegg.jp/dbget-bin/www_bget?vbo:CKY39_04030+vbo:CKY39_12950",NA,"rn:R05506",NA,411,337,"rectangle",46,17,"#000000","#BFFFBF",1,642
"10","entry4",19,"vbo:CKY39_17825 / vbo:CKY39_17850","gene","http://www.kegg.jp/dbget-bin/www_bget?vbo:CKY39_17825+vbo:CKY39_17850",NA,"rn:R05424",NA,254,160,"rectangle",46,17,"#000000","#BFFFBF",1,642
