"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",35,"hsa:55331","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:55331",NA,"rn:R06518",NA,399,423,"rectangle",46,17,"#000000","#BFFFBF",1,600
"2","entry2",38,"hsa:130367 / hsa:81537","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:130367+hsa:81537",NA,"rn:R06522",NA,705,465,"rectangle",46,17,"#000000","#BFFFBF",1,600
"3","entry3",39,"hsa:130367 / hsa:81537","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:130367+hsa:81537",NA,"rn:R06521",NA,546,187,"rectangle",46,17,"#000000","#BFFFBF",1,600
"4","entry4",40,"hsa:130367 / hsa:81537","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:130367+hsa:81537",NA,"rn:R06520",NA,256,231,"rectangle",46,17,"#000000","#BFFFBF",1,600
"5","entry5",41,"hsa:427 / hsa:56624","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:427+hsa:56624",NA,"rn:R06518",NA,399,402,"rectangle",46,17,"#000000","#BFFFBF",1,600
"6","entry6",42,"hsa:427 / hsa:56624","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:427+hsa:56624",NA,"rn:R06528",NA,399,284,"rectangle",46,17,"#000000","#BFFFBF",1,600
"7","entry7",43,"hsa:10715 / hsa:204219 / hsa:29956 / hsa:79603","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10715+hsa:204219+hsa:29956+hsa:79603",NA,"rn:R06517",NA,399,355,"rectangle",46,17,"#000000","#BFFFBF",1,600
"8","entry8",44,"hsa:123099 / hsa:8560","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:123099+hsa:8560",NA,"rn:R06519",NA,532,365,"rectangle",46,17,"#000000","#BFFFBF",1,600
"9","entry10",46,"hsa:123099 / hsa:8560","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:123099+hsa:8560",NA,"rn:R06526",NA,459,340,"rectangle",46,17,"#000000","#BFFFBF",1,600
"10","entry11",47,"hsa:123099 / hsa:8560","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:123099+hsa:8560",NA,"rn:R06525",NA,336,340,"rectangle",46,17,"#000000","#BFFFBF",1,600
"11","entry12",48,"hsa:339221 / hsa:55512 / hsa:55627 / hsa:6609 / hsa:6610","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:339221+hsa:55512+hsa:55627+hsa:6609+hsa:6610",NA,"rn:R02541",NA,705,375,"rectangle",46,17,"#000000","#BFFFBF",1,600
