"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",19,"hsa:1544","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1544",NA,"rn:R07055",NA,378,356,"rectangle",46,17,"#000000","#BFFFBF",1,591
"2","entry14",33,"hsa:1544","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1544",NA,"rn:R07056",NA,273,356,"rectangle",46,17,"#000000","#BFFFBF",1,591
"3","entry18",38,"hsa:246","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:246",NA,"rn:R03626",NA,730,311,"rectangle",46,17,"#000000","#BFFFBF",1,591
"4","entry19",40,"hsa:100137049 / hsa:11145 / hsa:123745 / hsa:151056 / hsa:255189 / hsa:26279 / hsa:283748 / hsa:30814 / hsa:391013 / hsa:50487 / hsa:5319 / hsa:5320 / hsa:5321 / hsa:5322 / hsa:64600 / hsa:81579 / hsa:8398 / hsa:8399 / hsa:84647 / hsa:8605 / hsa:8681","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:100137049+hsa:11145+hsa:123745+hsa:151056+hsa:255189+hsa:26279+hsa:283748+hsa:30814+hsa:391013+hsa:50487+hsa:5319+hsa:5320+hsa:5321+hsa:5322+hsa:64600+hsa:81579+hsa:8398+hsa:8399+hsa:84647+hsa:8605+hsa:8681",NA,"rn:R07064",NA,378,204,"rectangle",46,17,"#000000","#BFFFBF",1,591
"5","entry41",79,"hsa:1557 / hsa:1558 / hsa:1559","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1557+hsa:1558+hsa:1559",NA,"rn:R07056",NA,248,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"6","entry42",80,"hsa:1573","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1573",NA,"rn:R07056",NA,298,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"7","entry43",81,"hsa:1571","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1571",NA,"rn:R07056",NA,248,394,"rectangle",46,17,"#000000","#BFFFBF",1,591
"8","entry44",82,"hsa:1576","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1576",NA,"rn:R07056",NA,298,394,"rectangle",46,17,"#000000","#BFFFBF",1,591
"9","entry45",83,"hsa:1557 / hsa:1558 / hsa:1559","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1557+hsa:1558+hsa:1559",NA,"rn:R07055",NA,352,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"10","entry46",84,"hsa:1573","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1573",NA,"rn:R07055",NA,402,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"11","entry47",85,"hsa:1571","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1571",NA,"rn:R07055",NA,352,394,"rectangle",46,17,"#000000","#BFFFBF",1,591
"12","entry48",86,"hsa:1576","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:1576",NA,"rn:R07055",NA,402,394,"rectangle",46,17,"#000000","#BFFFBF",1,591
"13","entry",19,"rro:104672152","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104672152",NA,"rn:R07055",NA,378,356,"rectangle",46,17,"#000000","#BFFFBF",1,591
"14","entry14",33,"rro:104672152","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104672152",NA,"rn:R07056",NA,273,356,"rectangle",46,17,"#000000","#BFFFBF",1,591
"15","entry18",38,"rro:104677212","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104677212",NA,"rn:R03626",NA,730,311,"rectangle",46,17,"#000000","#BFFFBF",1,591
"16","entry19",40,"rro:104660351 / rro:104664371 / rro:104665052 / rro:104665053 / rro:104665054 / rro:104665267 / rro:104666249 / rro:104666910 / rro:104666913 / rro:104666914 / rro:104668467 / rro:104669952 / rro:104672805 / rro:104672811 / rro:104673480 / rro:104679817 / rro:104679818 / rro:104679819 / rro:104682429 / rro:104682532","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104660351+rro:104664371+rro:104665052+rro:104665053+rro:104665054+rro:104665267+rro:104666249+rro:104666910+rro:104666913+rro:104666914+rro:104668467+rro:104669952+rro:104672805+rro:104672811+rro:104673480+rro:104679817+rro:104679818+rro:104679819+rro:104682429+rro:104682532",NA,"rn:R07064",NA,378,204,"rectangle",46,17,"#000000","#BFFFBF",1,591
"17","entry41",79,"rro:104664669 / rro:104665592 / rro:104666123","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104664669+rro:104665592+rro:104666123",NA,"rn:R07056",NA,248,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"18","entry42",80,"rro:104668045","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104668045",NA,"rn:R07056",NA,298,375,"rectangle",46,17,"#000000","#BFFFBF",1,591
"19","entry43",81,"rro:104680852","gene","http://www.kegg.jp/dbget-bin/www_bget?rro:104680852",NA,"rn:R07056",NA,248,394,"rectangle",46,17,"#000000","#BFFFBF",1,591
