"","X","entryID","name","type","link","component","reaction","map","x","y","graphicalType","width","height","fgcolor","bgcolor","freq","pathway"
"1","entry",40,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06230",NA,921,569,"rectangle",46,17,"#000000","#BFFFBF",1,601
"2","entry1",41,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06224",NA,531,946,"rectangle",46,17,"#000000","#BFFFBF",1,601
"3","entry2",42,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06222",NA,531,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"4","entry3",43,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06227",NA,991,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"5","entry4",44,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06221",NA,701,894,"rectangle",46,17,"#000000","#BFFFBF",1,601
"6","entry5",45,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06221",NA,675,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"7","entry6",46,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06222",NA,481,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"8","entry7",47,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06224",NA,481,946,"rectangle",46,17,"#000000","#BFFFBF",1,601
"9","entry8",48,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06230",NA,873,569,"rectangle",46,17,"#000000","#BFFFBF",1,601
"10","entry9",49,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06227",NA,941,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"11","entry10",50,"hsa:8702","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8702",NA,"rn:R06033",NA,988,411,"rectangle",46,17,"#000000","#BFFFBF",1,601
"12","entry11",51,"hsa:8703","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8703",NA,"rn:R06033",NA,938,411,"rectangle",46,17,"#000000","#BFFFBF",1,601
"13","entry12",52,"hsa:8702","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8702",NA,"rn:R05977",NA,661,203,"rectangle",46,17,"#000000","#BFFFBF",1,601
"14","entry13",53,"hsa:8703","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8703",NA,"rn:R05977",NA,613,203,"rectangle",46,17,"#000000","#BFFFBF",1,601
"15","entry14",54,"hsa:8704","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:8704",NA,"rn:R05977",NA,661,182,"rectangle",46,17,"#000000","#BFFFBF",1,601
"16","entry15",55,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06039",NA,507,823,"rectangle",46,17,"#000000","#BFFFBF",1,601
"17","entry16",56,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06038",NA,701,823,"rectangle",46,17,"#000000","#BFFFBF",1,601
"18","entry17",57,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06076",NA,967,823,"rectangle",46,17,"#000000","#BFFFBF",1,601
"19","entry18",58,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06095",NA,701,466,"rectangle",46,17,"#000000","#BFFFBF",1,601
"20","entry19",59,"hsa:2526 / hsa:2529","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526+hsa:2529",NA,"rn:R06075",NA,900,203,"rectangle",46,17,"#000000","#BFFFBF",1,601
"21","entry20",60,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06025",NA,638,346,"rectangle",46,17,"#000000","#BFFFBF",1,601
"22","entry21",61,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06038",NA,675,804,"rectangle",46,17,"#000000","#BFFFBF",1,601
"23","entry22",62,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06039",NA,481,804,"rectangle",46,17,"#000000","#BFFFBF",1,601
"24","entry23",63,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06076",NA,941,804,"rectangle",46,17,"#000000","#BFFFBF",1,601
"25","entry24",64,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06095",NA,675,446,"rectangle",46,17,"#000000","#BFFFBF",1,601
"26","entry25",65,"hsa:2525 / hsa:2527 / hsa:2528","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2525+hsa:2527+hsa:2528",NA,"rn:R06025",NA,613,325,"rectangle",46,17,"#000000","#BFFFBF",1,601
"27","entry67",107,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06221",NA,725,875,"rectangle",46,17,"#000000","#BFFFBF",1,601
"28","entry68",108,"hsa:28","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:28",NA,NA,NA,1151,781,"rectangle",46,17,"#000000","#BFFFBF",1,601
"29","entry69",109,"hsa:28","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:28",NA,"rn:R06191",NA,800,922,"rectangle",46,17,"#000000","#BFFFBF",1,601
"30","entry70",110,"hsa:2523 / hsa:2524","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2523+hsa:2524",NA,"rn:R06085 rn:R06086 rn:R06089 rn:R06090",NA,1120,744,"rectangle",46,17,"#000000","#BFFFBF",1,601
"31","entry71",112,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06038",NA,725,804,"rectangle",46,17,"#000000","#BFFFBF",1,601
"32","entry72",113,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06222",NA,507,894,"rectangle",46,17,"#000000","#BFFFBF",1,601
"33","entry73",114,"hsa:10690","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10690",NA,"rn:R06039",NA,531,804,"rectangle",46,17,"#000000","#BFFFBF",1,601
"34","entry74",115,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06230",NA,900,590,"rectangle",46,17,"#000000","#BFFFBF",1,601
"35","entry75",116,"hsa:10402","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:10402",NA,"rn:R06037",NA,1022,532,"rectangle",46,17,"#000000","#BFFFBF",1,601
"36","entry76",119,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06224",NA,507,965,"rectangle",46,17,"#000000","#BFFFBF",1,601
"37","entry77",120,"hsa:2526","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2526",NA,"rn:R06227",NA,967,894,"rectangle",46,17,"#000000","#BFFFBF",1,601
"38","entry78",121,"hsa:28","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:28",NA,"rn:R06193",NA,900,781,"rectangle",46,17,"#000000","#BFFFBF",1,601
"39","entry79",122,"hsa:2523 / hsa:2524","gene","http://www.kegg.jp/dbget-bin/www_bget?hsa:2523+hsa:2524",NA,"rn:R06041",NA,832,883,"rectangle",46,17,"#000000","#BFFFBF",1,601
