"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"2658",NA,"gene","rn:R07491",NA,NA,"line",NA,NA,"#FFFFFF","sce:YLR056W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,675,0.999814123876513,0,0,0,2,1,1,"HNB"
"17",NA,"gene","rn:R00746 rn:R00754 rn:R05198 rn:R09127 rn:R09479",NA,NA,"line",NA,NA,"#FFFFFF","sce:YBR145W / sce:YCR105W / sce:YDL168W / sce:YGL256W / sce:YMR083W / sce:YMR303C / sce:YMR318C / sce:YOL086C",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,676,0.999970180546329,0,0,0,2,1,1,"HNB"
"67",NA,"gene","rn:R02864",NA,NA,"line",NA,NA,"#FFFFFF","sce:YBR213W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,684,0.999824384601055,0,0,0,2,1,1,"HNB"
"138",NA,"gene","rn:R01286",NA,NA,"line",NA,NA,"#FFFFFF","sce:YFR055W / sce:YGL184C",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,685,0.999902189409746,0,0,0,2,1,1,"HNB"
"145",NA,"gene","rn:R04972",NA,NA,"line",NA,NA,"#FFFFFF","sce:YDR047W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,687,0.999955081610692,0,0,0,2,1,1,"HNB"
"151",NA,"gene","rn:R00830",NA,NA,"line",NA,NA,"#FFFFFF","sce:YDR232W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,688,0.999893895903981,0,0,0,2,1,1,"HNB"
"161",NA,"gene","rn:R04178",NA,NA,"line",NA,NA,"#FFFFFF","sce:YER014W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,689,0.999802994561491,0,0,0,2,1,1,"HNB"
"162",NA,"gene","rn:R11329",NA,NA,"line",NA,NA,"#FFFFFF","sce:YOR176W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,690,0.999969899974038,0,0,0,2,1,1,"HNB"
"233",NA,"gene","rn:R02110",NA,NA,"line",NA,NA,"#FFFFFF","sce:YEL011W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,691,0.999866304694356,0,0,0,2,1,1,"HNB"
"234",NA,"gene","rn:R02111",NA,NA,"line",NA,NA,"#FFFFFF","sce:YPR160W / sce:YPR184W",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,692,0.9998978894138,0,0,0,2,1,1,"HNB"
"235",NA,"gene","rn:R07281",NA,NA,"line",NA,NA,"#FFFFFF","sce:YDR487C",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,694,0.999822971033488,0,0,0,2,1,1,"HNB"
"236",NA,"gene","rn:R00425",NA,NA,"line",NA,NA,"#FFFFFF","sce:YBL033C",NA,"reversible","sce","01110",0,0,0,1,0,0,1.05518401354012e-06,695,0.99988274984615,0,0,0,2,1,1,"HNB"
