"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"81","ec:1.17.4.1","gene","rn:R02018",450,717,"rectangle",46,17,"#BFFFBF","mpn:MPN322 / mpn:MPN324",1296,"irreversible","mpn","00240",0,1,0,0,0,0,0.00909090909090909,5,0.381966011250105,5,3,3,1,0.127059002150493,0,"NHNB"
"84","ec:2.7.4.22","gene","rn:R00158",505,247,"rectangle",46,17,"#BFFFBF","mpn:MPN632",1298,"reversible","mpn","00240",0,1,0,2,1,1,0.0158730158730159,1,0,5,3,3,2,0,0.147225630267162,"NHNB"
"107","ec:2.4.2.9","gene","rn:R00966",632,281,"rectangle",46,17,"#BFFFBF","mpn:MPN033",1315,"reversible","mpn","00240",0,1,0.0222222222222222,3,1,0.166666666666667,0.0140845070422535,2,0,4,3,3,4,0.0598773791160231,0.793039777499132,"NHNB"
"108","ec:2.7.1.48","gene","rn:R00964 rn:R00967 rn:R00968 rn:R00970 rn:R01549 rn:R01880 rn:R02097 rn:R02327 rn:R02332",633,228,"rectangle",46,17,"#BFFFBF","mpn:MPN561",1316,"irreversible","mpn","00240",0,1,0.0222222222222222,1,1,0.333333333333333,0.0121951219512195,3,0,4,3,3,3,0.382410509558279,0.156578801103524,"NHNB"
"120","ec:2.7.1.48","gene","rn:R00513 rn:R00516 rn:R00517 rn:R00962 rn:R01548 rn:R02091 rn:R02096 rn:R02371 rn:R02372",633,341,"rectangle",46,17,"#BFFFBF","mpn:MPN561",1328,"irreversible","mpn","00240",0,1,0.0222222222222222,1,1,0.333333333333333,0.0121951219512195,3,0,4,3,3,3,0.382410509558279,0.156578801103524,"NHNB"
"122","ec:3.5.4.5","gene","rn:R01878",695,320,"rectangle",46,17,"#BFFFBF","mpn:MPN065",1330,"irreversible","mpn","00240",0,1,0.0222222222222222,2,2,0.333333333333333,0.0111111111111111,4,0.618033988749894,3,3,3,4,0.470386217573405,0.665745701101838,"NHNB"
"131","ec:1.17.4.1","gene","rn:R02024",450,460,"rectangle",46,17,"#BFFFBF","mpn:MPN322 / mpn:MPN324",1339,"irreversible","mpn","00240",0,1,0,0,0,0,0.00909090909090909,5,0.381966011250105,5,3,3,1,0.127059002150493,0,"NHNB"
"142","ec:2.7.4.9","gene","rn:R02098",504,652,"rectangle",46,17,"#BFFFBF","mpn:MPN006",1350,"reversible","mpn","00240",1,1,0.0444444444444444,4,1,0.166666666666667,0.0232558139534884,5,0.618033988749895,4,3,3,5,0.0235881505612669,0.312410829413161,"HB"
"143","ec:2.7.1.21","gene","rn:R02099",633,652,"rectangle",46,17,"#BFFFBF","mpn:MPN044",1351,"irreversible","mpn","00240",1,1,0.0666666666666667,4,3,0.3,0.0222222222222222,4,1,3,3,3,6,0.150647152711759,1,"HB"
"144","ec:3.5.4.5","gene","rn:R02485",693,584,"rectangle",46,17,"#BFFFBF","mpn:MPN065",1352,"irreversible","mpn","00240",0,1,0.0222222222222222,2,2,0.333333333333333,0.0111111111111111,4,0.618033988749894,3,3,3,4,0.470386217573405,0.665745701101838,"NHNB"
"146","ec:2.4.2.1","gene","rn:R02484",761,642,"rectangle",46,17,"#BFFFBF","mpn:MPN062",1354,"irreversible","mpn","00240",0,1,0,0,1,0.333333333333333,0.00909090909090909,4,1,3,3,3,3,1,0,"NHNB"
"147","ec:2.4.2.4","gene","rn:R02484",761,663,"rectangle",46,17,"#BFFFBF","mpn:MPN064",1355,"irreversible","mpn","00240",0,1,0,0,1,0.333333333333333,0.00909090909090909,4,0.999999999999999,3,3,3,3,1,0,"NHNB"
"148","ec:2.1.1.45","gene","rn:R02101",538,716,"rectangle",46,17,"#BFFFBF","mpn:MPN320",1356,"irreversible","mpn","00240",0,1,0.0333333333333333,2,1,1,0.0222222222222222,4,1,4,3,3,4,0.53376386058694,0.0579982020670961,"NHNB"
"152","ec:2.7.4.9","gene","rn:R02094",506,772,"rectangle",46,17,"#BFFFBF","mpn:MPN006",1360,"reversible","mpn","00240",1,1,0.0444444444444444,4,1,0.166666666666667,0.0232558139534884,5,0.618033988749895,4,3,3,5,0.0235881505612669,0.312410829413161,"HB"
"155","ec:2.7.1.21","gene","rn:R01567",633,782,"rectangle",46,17,"#BFFFBF","mpn:MPN044",1363,"irreversible","mpn","00240",1,1,0.0666666666666667,4,3,0.3,0.0222222222222222,4,1,3,3,3,6,0.150647152711759,1,"HB"
"157","ec:2.4.2.4","gene","rn:R01570",761,791,"rectangle",46,17,"#BFFFBF","mpn:MPN064",1365,"irreversible","mpn","00240",0,1,0,0,1,0.333333333333333,0.00909090909090909,4,0.999999999999999,3,3,3,3,1,0,"NHNB"
