"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2016","2024","ec:2.4.2.17","59","rn:R01071","147","136","ec:3.6.1.31","68","rn:R04035","234","136","ec","00340"
"2","2023","2024","ec:3.5.4.19","67","rn:R04037","321","136","ec:3.6.1.31","68","rn:R04035","234","136","ec","00340"
"3","2022","2023","ec:5.3.1.16","66","rn:R04640","409","135","ec:3.5.4.19","67","rn:R04037","321","136","ec","00340"
"4","2020","2021","ec:2.6.1.9","63","rn:R03243","695","136","ec:4.2.1.19","64","rn:R03457","605","136","ec","00340"
"5","2019","2020","ec:3.1.3.15","62","rn:R03013","782","136","ec:2.6.1.9","63","rn:R03243","695","136","ec","00340"
"6","2018","2019","ec:1.1.1.23","61","rn:R03012","829","168","ec:3.1.3.15","62","rn:R03013","782","136","ec","00340"
"7","2004","2005","ec:3.4.13.5","46","rn:R03288","733","211","ec:2.1.1.22","47","rn:R02144","685","249","ec","00340"
"8","2005","2028","ec:2.1.1.22","47","rn:R02144","685","249","ec:6.3.2.11","75","rn:R03286","733","230","ec","00340"
"9","2005","2007","ec:2.1.1.22","47","rn:R02144","685","249","ec:6.3.2.11","49","rn:R01164","758","267","ec","00340"
"10","2005","2006","ec:2.1.1.22","47","rn:R02144","685","249","ec:3.4.13.18","48","rn:R01166","659","297","ec","00340"
"11","2005","2027","ec:2.1.1.22","47","rn:R02144","685","249","ec:3.4.13.20","74","rn:R01166","709","297","ec","00340"
"12","2007","2017","ec:6.3.2.11","49","rn:R01164","758","267","ec:1.1.1.23","60","rn:R01163","848","273","ec","00340"
"13","2003","2007","ec:4.3.1.3","45","rn:R01168","829","373","ec:6.3.2.11","49","rn:R01164","758","267","ec","00340"
"14","2007","2026","ec:6.3.2.11","49","rn:R01164","758","267","ec:2.6.1.38","73","rn:R01161","684","405","ec","00340"
"15","2007","2037","ec:6.3.2.11","49","rn:R01164","758","267","ec:4.1.1.22","157","rn:R01167","657","341","ec","00340"
"16","2006","2017","ec:3.4.13.18","48","rn:R01166","659","297","ec:1.1.1.23","60","rn:R01163","848","273","ec","00340"
"17","2003","2006","ec:4.3.1.3","45","rn:R01168","829","373","ec:3.4.13.18","48","rn:R01166","659","297","ec","00340"
"18","2006","2026","ec:3.4.13.18","48","rn:R01166","659","297","ec:2.6.1.38","73","rn:R01161","684","405","ec","00340"
"19","2006","2037","ec:3.4.13.18","48","rn:R01166","659","297","ec:4.1.1.22","157","rn:R01167","657","341","ec","00340"
"20","2017","2027","ec:1.1.1.23","60","rn:R01163","848","273","ec:3.4.13.20","74","rn:R01166","709","297","ec","00340"
"21","2003","2027","ec:4.3.1.3","45","rn:R01168","829","373","ec:3.4.13.20","74","rn:R01166","709","297","ec","00340"
"22","2026","2027","ec:2.6.1.38","73","rn:R01161","684","405","ec:3.4.13.20","74","rn:R01166","709","297","ec","00340"
"23","2037","2027","ec:4.1.1.22","157","rn:R01167","657","341","ec:3.4.13.20","74","rn:R01166","709","297","ec","00340"
"24","2003","2017","ec:4.3.1.3","45","rn:R01168","829","373","ec:1.1.1.23","60","rn:R01163","848","273","ec","00340"
"25","2017","2026","ec:1.1.1.23","60","rn:R01163","848","273","ec:2.6.1.38","73","rn:R01161","684","405","ec","00340"
"26","2037","2017","ec:4.1.1.22","157","rn:R01167","657","341","ec:1.1.1.23","60","rn:R01163","848","273","ec","00340"
"27","2003","2026","ec:4.3.1.3","45","rn:R01168","829","373","ec:2.6.1.38","73","rn:R01161","684","405","ec","00340"
"28","2003","2037","ec:4.3.1.3","45","rn:R01168","829","373","ec:4.1.1.22","157","rn:R01167","657","341","ec","00340"
"29","2037","2026","ec:4.1.1.22","157","rn:R01167","657","341","ec:2.6.1.38","73","rn:R01161","684","405","ec","00340"
"30","2002","2003","ec:4.2.1.49","44","rn:R02914","829","445","ec:4.3.1.3","45","rn:R01168","829","373","ec","00340"
