"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","5194","5186","ec:1.14.14.99","77","rn:R02469","506","241","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"2","5193","5186","ec:1.14.14.51","76","rn:R02468","573","241","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"3","5192","5186","ec:1.14.14.52","75","rn:R02470","641","241","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"4","5193","5194","ec:1.14.14.51","76","rn:R02468","573","241","ec:1.14.14.99","77","rn:R02469","506","241","ec","00902"
"5","5192","5194","ec:1.14.14.52","75","rn:R02470","641","241","ec:1.14.14.99","77","rn:R02469","506","241","ec","00902"
"6","5192","5193","ec:1.14.14.52","75","rn:R02470","641","241","ec:1.14.14.51","76","rn:R02468","573","241","ec","00902"
"7","5190","5194","ec:1.1.1.223","73","rn:R03261","506","305","ec:1.14.14.99","77","rn:R02469","506","241","ec","00902"
"8","5189","5193","ec:1.1.1.243","72","rn:R03114","572","305","ec:1.14.14.51","76","rn:R02468","573","241","ec","00902"
"9","5185","5186","ec:4.2.3.20","68","rn:R06120","742","166","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"10","5184","5186","ec:4.2.3.119","67","rn:R05765","801","166","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"11","5183","5186","ec:4.2.3.120","66","rn:R05766","859","166","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"12","5182","5186","ec:4.2.3.10","65","rn:R02004","917","166","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"13","5186","5171","ec:4.2.3.16","69","rn:R02013","572","166","ec:4.2.3.15","28","rn:R02009","367","166","ec","00902"
"14","5181","5186","ec:4.2.3.11","64","rn:R02006","975","166","ec:4.2.3.16","69","rn:R02013","572","166","ec","00902"
"15","5186","5187","ec:4.2.3.16","69","rn:R02013","572","166","ec:5.5.1.8","70","rn:R02007","1253","166","ec","00902"
"16","5184","5185","ec:4.2.3.119","67","rn:R05765","801","166","ec:4.2.3.20","68","rn:R06120","742","166","ec","00902"
