"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2463","2431","ec:4.2.3.4","80","rn:R03083","372","202","ec:2.5.1.54","11","rn:R01826","282","201","ec","00400"
"2","2462","2463","ec:1.1.1.24","79","rn:R01872","421","154","ec:4.2.3.4","80","rn:R03083","372","202","ec","00400"
"3","2463","2467","ec:4.2.3.4","80","rn:R03083","372","202","ec:1.1.5.8","85","rn:R01873","395","173","ec","00400"
"4","2433","2463","ec:1.1.1.282","40","rn:R01872 rn:R06846","445","173","ec:4.2.3.4","80","rn:R03083","372","202","ec","00400"
"5","2461","2463","ec:4.2.1.10","78","rn:R03084","421","239","ec:4.2.3.4","80","rn:R03083","372","202","ec","00400"
"6","2461","2462","ec:4.2.1.10","78","rn:R03084","421","239","ec:1.1.1.24","79","rn:R01872","421","154","ec","00400"
"7","2461","2467","ec:4.2.1.10","78","rn:R03084","421","239","ec:1.1.5.8","85","rn:R01873","395","173","ec","00400"
"8","2433","2461","ec:1.1.1.282","40","rn:R01872 rn:R06846","445","173","ec:4.2.1.10","78","rn:R03084","421","239","ec","00400"
"9","2461","2469","ec:4.2.1.10","78","rn:R03084","421","239","ec:4.2.1.118","87","rn:R01627","374","279","ec","00400"
"10","2432","2469","ec:1.1.1.282","39","rn:R02413 rn:R06847","445","328","ec:4.2.1.118","87","rn:R01627","374","279","ec","00400"
"11","2468","2469","ec:1.1.5.8","86","rn:R02415","395","328","ec:4.2.1.118","87","rn:R01627","374","279","ec","00400"
"12","2460","2469","ec:1.1.1.25","77","rn:R02413","421","309","ec:4.2.1.118","87","rn:R01627","374","279","ec","00400"
"13","2432","2461","ec:1.1.1.282","39","rn:R02413 rn:R06847","445","328","ec:4.2.1.10","78","rn:R03084","421","239","ec","00400"
"14","2461","2468","ec:4.2.1.10","78","rn:R03084","421","239","ec:1.1.5.8","86","rn:R02415","395","328","ec","00400"
"15","2460","2461","ec:1.1.1.25","77","rn:R02413","421","309","ec:4.2.1.10","78","rn:R03084","421","239","ec","00400"
"16","2459","2460","ec:2.7.1.71","76","rn:R02412","420","382","ec:1.1.1.25","77","rn:R02413","421","309","ec","00400"
"17","2459","2468","ec:2.7.1.71","76","rn:R02412","420","382","ec:1.1.5.8","86","rn:R02415","395","328","ec","00400"
"18","2432","2459","ec:1.1.1.282","39","rn:R02413 rn:R06847","445","328","ec:2.7.1.71","76","rn:R02412","420","382","ec","00400"
"19","2458","2459","ec:2.5.1.19","75","rn:R03460","420","448","ec:2.7.1.71","76","rn:R02412","420","382","ec","00400"
"20","2434","2458","ec:4.2.3.5","51","rn:R01714","420","505","ec:2.5.1.19","75","rn:R03460","420","448","ec","00400"
"21","2434","2441","ec:4.2.3.5","51","rn:R01714","420","505","ec:4.1.3.27","58","rn:R00985 rn:R00986","378","540","ec","00400"
"22","2434","2442","ec:4.2.3.5","51","rn:R01714","420","505","ec:5.4.99.5","59","rn:R01715","420","570","ec","00400"
"23","2441","2442","ec:4.1.3.27","58","rn:R00985 rn:R00986","378","540","ec:5.4.99.5","59","rn:R01715","420","570","ec","00400"
"24","2440","2441","ec:2.4.2.18","57","rn:R01073","278","539","ec:4.1.3.27","58","rn:R00985 rn:R00986","378","540","ec","00400"
"25","2439","2440","ec:5.3.1.24","56","rn:R03509","237","511","ec:2.4.2.18","57","rn:R01073","278","539","ec","00400"
"26","2438","2439","ec:4.1.1.48","55","rn:R03508","236","444","ec:5.3.1.24","56","rn:R03509","237","511","ec","00400"
"27","2436","2438","ec:4.2.1.20","53","rn:R02340","190","355","ec:4.1.1.48","55","rn:R03508","236","444","ec","00400"
"28","2435","2438","ec:4.2.1.20","52","rn:R02722","190","416","ec:4.1.1.48","55","rn:R03508","236","444","ec","00400"
"29","2446","2450","ec:1.4.3.2","63","rn:R00689","237","734","ec:4.2.1.91","67","rn:R00691","380","803","ec","00400"
"30","2446","2451","ec:1.4.3.2","63","rn:R00689","237","734","ec:4.2.1.51","68","rn:R00691","380","782","ec","00400"
"31","2446","2455","ec:1.4.3.2","63","rn:R00689","237","734","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"32","2445","2450","ec:2.6.1.5","62","rn:R00694","355","715","ec:4.2.1.91","67","rn:R00691","380","803","ec","00400"
"33","2445","2451","ec:2.6.1.5","62","rn:R00694","355","715","ec:4.2.1.51","68","rn:R00691","380","782","ec","00400"
"34","2445","2455","ec:2.6.1.5","62","rn:R00694","355","715","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"35","2450","2470","ec:4.2.1.91","67","rn:R00691","380","803","ec:2.6.1.9","89","rn:R00694","305","734","ec","00400"
"36","2451","2470","ec:4.2.1.51","68","rn:R00691","380","782","ec:2.6.1.9","89","rn:R00694","305","734","ec","00400"
"37","2455","2470","ec:1.14.16.1","72","rn:R01795","380","842","ec:2.6.1.9","89","rn:R00694","305","734","ec","00400"
"38","2447","2450","ec:2.6.1.57","64","rn:R00694","355","734","ec:4.2.1.91","67","rn:R00691","380","803","ec","00400"
"39","2447","2451","ec:2.6.1.57","64","rn:R00694","355","734","ec:4.2.1.51","68","rn:R00691","380","782","ec","00400"
"40","2447","2455","ec:2.6.1.57","64","rn:R00694","355","734","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"41","2450","2465","ec:4.2.1.91","67","rn:R00691","380","803","ec:2.6.1.1","83","rn:R00694","305","715","ec","00400"
"42","2451","2465","ec:4.2.1.51","68","rn:R00691","380","782","ec:2.6.1.1","83","rn:R00694","305","715","ec","00400"
"43","2455","2465","ec:1.14.16.1","72","rn:R01795","380","842","ec:2.6.1.1","83","rn:R00694","305","715","ec","00400"
"44","2448","2450","ec:1.4.1.20","65","rn:R00688","355","753","ec:4.2.1.91","67","rn:R00691","380","803","ec","00400"
"45","2448","2451","ec:1.4.1.20","65","rn:R00688","355","753","ec:4.2.1.51","68","rn:R00691","380","782","ec","00400"
"46","2448","2455","ec:1.4.1.20","65","rn:R00688","355","753","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"47","2450","2455","ec:4.2.1.91","67","rn:R00691","380","803","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"48","2451","2455","ec:4.2.1.51","68","rn:R00691","380","782","ec:1.14.16.1","72","rn:R01795","380","842","ec","00400"
"49","2443","2465","ec:4.2.1.91","60","rn:R01373","237","630","ec:2.6.1.1","83","rn:R00694","305","715","ec","00400"
"50","2444","2465","ec:4.2.1.51","61","rn:R01373","330","630","ec:2.6.1.1","83","rn:R00694","305","715","ec","00400"
"51","2443","2448","ec:4.2.1.91","60","rn:R01373","237","630","ec:1.4.1.20","65","rn:R00688","355","753","ec","00400"
"52","2444","2448","ec:4.2.1.51","61","rn:R01373","330","630","ec:1.4.1.20","65","rn:R00688","355","753","ec","00400"
"53","2443","2445","ec:4.2.1.91","60","rn:R01373","237","630","ec:2.6.1.5","62","rn:R00694","355","715","ec","00400"
"54","2444","2445","ec:4.2.1.51","61","rn:R01373","330","630","ec:2.6.1.5","62","rn:R00694","355","715","ec","00400"
"55","2443","2470","ec:4.2.1.91","60","rn:R01373","237","630","ec:2.6.1.9","89","rn:R00694","305","734","ec","00400"
"56","2444","2470","ec:4.2.1.51","61","rn:R01373","330","630","ec:2.6.1.9","89","rn:R00694","305","734","ec","00400"
"57","2443","2447","ec:4.2.1.91","60","rn:R01373","237","630","ec:2.6.1.57","64","rn:R00694","355","734","ec","00400"
"58","2444","2447","ec:4.2.1.51","61","rn:R01373","330","630","ec:2.6.1.57","64","rn:R00694","355","734","ec","00400"
"59","2443","2446","ec:4.2.1.91","60","rn:R01373","237","630","ec:1.4.3.2","63","rn:R00689","237","734","ec","00400"
