"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2721","2726","ec:1.4.1.3","27","rn:R00243 rn:R00248","187","256","ec:3.5.1.2","32","rn:R00256","171","170","ec","00471"
"2","2722","2726","ec:5.1.1.3","28","rn:R00260","270","203","ec:3.5.1.2","32","rn:R00256","171","170","ec","00471"
"3","2721","2722","ec:1.4.1.3","27","rn:R00243 rn:R00248","187","256","ec:5.1.1.3","28","rn:R00260","270","203","ec","00471"
"4","2720","2721","ec:1.4.3.7","26","rn:R00279","241","256","ec:1.4.1.3","27","rn:R00243 rn:R00248","187","256","ec","00471"
"5","2720","2722","ec:1.4.3.7","26","rn:R00279","241","256","ec:5.1.1.3","28","rn:R00260","270","203","ec","00471"
"6","2719","2722","ec:4.2.1.48","25","rn:R01583","344","256","ec:5.1.1.3","28","rn:R00260","270","203","ec","00471"
"7","2718","2722","ec:6.3.2.9","24","rn:R02783","495","212","ec:5.1.1.3","28","rn:R00260","270","203","ec","00471"
"8","2722","2723","ec:5.1.1.3","28","rn:R00260","270","203","ec:3.5.1.38","29","rn:R01579","393","170","ec","00471"
"9","2722","2724","ec:5.1.1.3","28","rn:R00260","270","203","ec:3.5.1.35","30","rn:R01579","345","170","ec","00471"
"10","2722","2725","ec:5.1.1.3","28","rn:R00260","270","203","ec:3.5.1.2","31","rn:R01579","297","170","ec","00471"
"11","2719","2720","ec:4.2.1.48","25","rn:R01583","344","256","ec:1.4.3.7","26","rn:R00279","241","256","ec","00471"
"12","2718","2720","ec:6.3.2.9","24","rn:R02783","495","212","ec:1.4.3.7","26","rn:R00279","241","256","ec","00471"
"13","2720","2723","ec:1.4.3.7","26","rn:R00279","241","256","ec:3.5.1.38","29","rn:R01579","393","170","ec","00471"
"14","2720","2724","ec:1.4.3.7","26","rn:R00279","241","256","ec:3.5.1.35","30","rn:R01579","345","170","ec","00471"
"15","2720","2725","ec:1.4.3.7","26","rn:R00279","241","256","ec:3.5.1.2","31","rn:R01579","297","170","ec","00471"
"16","2718","2719","ec:6.3.2.9","24","rn:R02783","495","212","ec:4.2.1.48","25","rn:R01583","344","256","ec","00471"
"17","2719","2723","ec:4.2.1.48","25","rn:R01583","344","256","ec:3.5.1.38","29","rn:R01579","393","170","ec","00471"
"18","2719","2724","ec:4.2.1.48","25","rn:R01583","344","256","ec:3.5.1.35","30","rn:R01579","345","170","ec","00471"
"19","2719","2725","ec:4.2.1.48","25","rn:R01583","344","256","ec:3.5.1.2","31","rn:R01579","297","170","ec","00471"
"20","2718","2723","ec:6.3.2.9","24","rn:R02783","495","212","ec:3.5.1.38","29","rn:R01579","393","170","ec","00471"
"21","2718","2724","ec:6.3.2.9","24","rn:R02783","495","212","ec:3.5.1.35","30","rn:R01579","345","170","ec","00471"
"22","2718","2725","ec:6.3.2.9","24","rn:R02783","495","212","ec:3.5.1.2","31","rn:R01579","297","170","ec","00471"
"23","2729","2726","ec:5.1.1.10","56","rn:R00579","270","132","ec:3.5.1.2","32","rn:R00256","171","170","ec","00471"
"24","2725","2729","ec:3.5.1.2","31","rn:R01579","297","170","ec:5.1.1.10","56","rn:R00579","270","132","ec","00471"
"25","2724","2729","ec:3.5.1.35","30","rn:R01579","345","170","ec:5.1.1.10","56","rn:R00579","270","132","ec","00471"
"26","2723","2729","ec:3.5.1.38","29","rn:R01579","393","170","ec:5.1.1.10","56","rn:R00579","270","132","ec","00471"
"27","2716","2729","ec:2.3.2.1","22","rn:R04012","502","129","ec:5.1.1.10","56","rn:R00579","270","132","ec","00471"
"28","2716","2725","ec:2.3.2.1","22","rn:R04012","502","129","ec:3.5.1.2","31","rn:R01579","297","170","ec","00471"
"29","2716","2724","ec:2.3.2.1","22","rn:R04012","502","129","ec:3.5.1.35","30","rn:R01579","345","170","ec","00471"
"30","2716","2723","ec:2.3.2.1","22","rn:R04012","502","129","ec:3.5.1.38","29","rn:R01579","393","170","ec","00471"
"31","2717","2718","ec:6.3.2.8","23","rn:R03193","438","311","ec:6.3.2.9","24","rn:R02783","495","212","ec","00471"
"32","2731","2730","ec:5.1.1.23","60","rn:R12271","560","245","ec:6.3.2.53","59","rn:R12272","497","272","ec","00471"
"33","2731","2718","ec:5.1.1.23","60","rn:R12271","560","245","ec:6.3.2.9","24","rn:R02783","495","212","ec","00471"
"34","2730","2717","ec:6.3.2.53","59","rn:R12272","497","272","ec:6.3.2.8","23","rn:R03193","438","311","ec","00471"
