"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","1218","1220","ec:5.4.2.7","277","rn:R01057","112","178","ec:3.6.1.21","279","rn:R01885","70","228","ec","00230"
"2","1220","1219","ec:3.6.1.21","279","rn:R01885","70","228","ec:3.6.1.13","278","rn:R01054","112","253","ec","00230"
"3","1218","1109","ec:5.4.2.7","277","rn:R01057","112","178","ec:2.7.6.1","161","rn:R01049","193","188","ec","00230"
"4","1218","1219","ec:5.4.2.7","277","rn:R01057","112","178","ec:3.6.1.13","278","rn:R01054","112","253","ec","00230"
"5","1218","1111","ec:5.4.2.7","277","rn:R01057","112","178","ec:6.3.4.7","163","rn:R01053","246","247","ec","00230"
"6","1109","1219","ec:2.7.6.1","161","rn:R01049","193","188","ec:3.6.1.13","278","rn:R01054","112","253","ec","00230"
"7","1109","1111","ec:2.7.6.1","161","rn:R01049","193","188","ec:6.3.4.7","163","rn:R01053","246","247","ec","00230"
"8","1219","1111","ec:3.6.1.13","278","rn:R01054","112","253","ec:6.3.4.7","163","rn:R01053","246","247","ec","00230"
"9","1109","1110","ec:2.7.6.1","161","rn:R01049","193","188","ec:2.4.2.14","162","rn:R01072","297","188","ec","00230"
"10","1110","1111","ec:2.4.2.14","162","rn:R01072","297","188","ec:6.3.4.7","163","rn:R01053","246","247","ec","00230"
"11","1110","1112","ec:2.4.2.14","162","rn:R01072","297","188","ec:6.3.4.13","164","rn:R04144","383","188","ec","00230"
"12","1111","1112","ec:6.3.4.7","163","rn:R01053","246","247","ec:6.3.4.13","164","rn:R04144","383","188","ec","00230"
"13","1112","1113","ec:6.3.4.13","164","rn:R04144","383","188","ec:2.1.2.2","165","rn:R04325","469","188","ec","00230"
"14","1113","1201","ec:2.1.2.2","165","rn:R04325","469","188","ec:6.3.5.3","256","rn:R04463","558","188","ec","00230"
"15","1201","1114","ec:6.3.5.3","256","rn:R04463","558","188","ec:6.3.3.1","166","rn:R04208","650","188","ec","00230"
"16","1114","1118","ec:6.3.3.1","166","rn:R04208","650","188","ec:4.1.1.21","170","rn:R04209","745","188","ec","00230"
"17","1118","1117","ec:4.1.1.21","170","rn:R04209","745","188","ec:6.3.2.6","169","rn:R04591","839","188","ec","00230"
"18","1117","1116","ec:6.3.2.6","169","rn:R04591","839","188","ec:4.3.2.2","168","rn:R04559","934","188","ec","00230"
"19","1116","1236","ec:4.3.2.2","168","rn:R04559","934","188","ec:2.4.2.7","300","rn:R04378","1035","188","ec","00230"
"20","1116","1247","ec:4.3.2.2","168","rn:R04559","934","188","ec:6.3.4.23","416","rn:R06975","1007","213","ec","00230"
"21","1116","1115","ec:4.3.2.2","168","rn:R04559","934","188","ec:2.1.2.3","167","rn:R04560","957","213","ec","00230"
"22","1236","1247","ec:2.4.2.7","300","rn:R04378","1035","188","ec:6.3.4.23","416","rn:R06975","1007","213","ec","00230"
"23","1236","1115","ec:2.4.2.7","300","rn:R04378","1035","188","ec:2.1.2.3","167","rn:R04560","957","213","ec","00230"
