"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2644","2646","ec:2.1.1.12","14","rn:R04772","199","143","ec:6.1.1.10","16","rn:R04773","118","176","ec","00450"
"2","2644","2657","ec:2.1.1.12","14","rn:R04772","199","143","ec:2.1.1.13 / ec:2.1.1.14","83","rn:R09365","199","219","ec","00450"
"3","2644","2645","ec:2.1.1.12","14","rn:R04772","199","143","ec:4.4.1.11","15","rn:R04770","248","185","ec","00450"
"4","2644","2650","ec:2.1.1.12","14","rn:R04772","199","143","ec:4.4.1.1","59","rn:R04770","248","164","ec","00450"
"5","2646","2657","ec:6.1.1.10","16","rn:R04773","118","176","ec:2.1.1.13 / ec:2.1.1.14","83","rn:R09365","199","219","ec","00450"
"6","2646","2645","ec:6.1.1.10","16","rn:R04773","118","176","ec:4.4.1.11","15","rn:R04770","248","185","ec","00450"
"7","2646","2650","ec:6.1.1.10","16","rn:R04773","118","176","ec:4.4.1.1","59","rn:R04770","248","164","ec","00450"
"8","2657","2645","ec:2.1.1.13 / ec:2.1.1.14","83","rn:R09365","199","219","ec:4.4.1.11","15","rn:R04770","248","185","ec","00450"
"9","2657","2650","ec:2.1.1.13 / ec:2.1.1.14","83","rn:R09365","199","219","ec:4.4.1.1","59","rn:R04770","248","164","ec","00450"
"10","2650","2654","ec:4.4.1.1","59","rn:R04770","248","164","ec:4.4.1.13","76","rn:R09366","307","219","ec","00450"
"11","2650","2658","ec:4.4.1.1","59","rn:R04770","248","164","ec:1.8.1.9","90","rn:R09372","472","176","ec","00450"
"12","2645","2654","ec:4.4.1.11","15","rn:R04770","248","185","ec:4.4.1.13","76","rn:R09366","307","219","ec","00450"
"13","2645","2658","ec:4.4.1.11","15","rn:R04770","248","185","ec:1.8.1.9","90","rn:R09372","472","176","ec","00450"
"14","2654","2658","ec:4.4.1.13","76","rn:R09366","307","219","ec:1.8.1.9","90","rn:R09372","472","176","ec","00450"
"15","2642","2643","ec:1.8.1.9","12","rn:R03596","570","459","ec:2.7.9.3","13","rn:R03595","328","459","ec","00450"
"16","2642","2652","ec:1.8.1.9","12","rn:R03596","570","459","ec:4.4.1.16","61","rn:R03599","328","395","ec","00450"
"17","2643","2652","ec:2.7.9.3","13","rn:R03595","328","459","ec:4.4.1.16","61","rn:R03599","328","395","ec","00450"
"18","2647","2642","ec:1.97.1.9","36","rn:R07229","759","392","ec:1.8.1.9","12","rn:R03596","570","459","ec","00450"
"19","2653","2647","ec:2.7.7.4","73","rn:R04929","800","365","ec:1.97.1.9","36","rn:R07229","759","392","ec","00450"
"20","2655","2643","ec:2.9.1.1","81","rn:R08219","125","450","ec:2.7.9.3","13","rn:R03595","328","459","ec","00450"
"21","2649","2643","ec:2.9.1.2","51","rn:R08224","125","469","ec:2.7.9.3","13","rn:R03595","328","459","ec","00450"
"22","2649","2648","ec:2.9.1.2","51","rn:R08224","125","469","ec:2.7.1.164","49","rn:R08223","170","525","ec","00450"
"23","2651","2652","ec:2.5.1.48","60","rn:R04944 rn:R04946","199","364","ec:4.4.1.16","61","rn:R03599","328","395","ec","00450"
"24","2656","2651","ec:4.4.1.13","82","rn:R04941","199","299","ec:2.5.1.48","60","rn:R04944 rn:R04946","199","364","ec","00450"
"25","2657","2656","ec:2.1.1.13 / ec:2.1.1.14","83","rn:R09365","199","219","ec:4.4.1.13","82","rn:R04941","199","299","ec","00450"
"26","2658","2660","ec:1.8.1.9","90","rn:R09372","472","176","ec:4.4.1.1","92","rn:R09366","257","219","ec","00450"
"27","2645","2660","ec:4.4.1.11","15","rn:R04770","248","185","ec:4.4.1.1","92","rn:R09366","257","219","ec","00450"
