"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2944","2947","ec:2.4.99.3","33","rn:R05911","204","153","ec:2.4.1.41","36","rn:R05907","149","243","ec","00512"
"2","2947","2948","ec:2.4.1.41","36","rn:R05907","149","243","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"3","2946","2947","ec:2.4.1.147","35","rn:R05909","267","240","ec:2.4.1.41","36","rn:R05907","149","243","ec","00512"
"4","2942","2947","ec:2.4.1.102","30","rn:R05910","267","359","ec:2.4.1.41","36","rn:R05907","149","243","ec","00512"
"5","2941","2947","ec:2.4.1.148","28","rn:R05910","267","380","ec:2.4.1.41","36","rn:R05907","149","243","ec","00512"
"6","2944","2948","ec:2.4.99.3","33","rn:R05911","204","153","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"7","2944","2946","ec:2.4.99.3","33","rn:R05911","204","153","ec:2.4.1.147","35","rn:R05909","267","240","ec","00512"
"8","2942","2944","ec:2.4.1.102","30","rn:R05910","267","359","ec:2.4.99.3","33","rn:R05911","204","153","ec","00512"
"9","2941","2944","ec:2.4.1.148","28","rn:R05910","267","380","ec:2.4.99.3","33","rn:R05911","204","153","ec","00512"
"10","2946","2948","ec:2.4.1.147","35","rn:R05909","267","240","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"11","2942","2948","ec:2.4.1.102","30","rn:R05910","267","359","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"12","2941","2948","ec:2.4.1.148","28","rn:R05910","267","380","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"13","2942","2946","ec:2.4.1.102","30","rn:R05910","267","359","ec:2.4.1.147","35","rn:R05909","267","240","ec","00512"
"14","2941","2946","ec:2.4.1.148","28","rn:R05910","267","380","ec:2.4.1.147","35","rn:R05909","267","240","ec","00512"
"15","2943","2945","ec:2.4.99.3","32","rn:R05914","535","115","ec:2.4.99.4","34","rn:R05913","402","116","ec","00512"
"16","2945","2948","ec:2.4.99.4","34","rn:R05913","402","116","ec:2.4.1.122","37","rn:R05908","267","180","ec","00512"
"17","2945","2949","ec:2.4.99.4","34","rn:R05913","402","116","ec:2.4.1.102","38","rn:R05912","402","180","ec","00512"
"18","2948","2949","ec:2.4.1.122","37","rn:R05908","267","180","ec:2.4.1.102","38","rn:R05912","402","180","ec","00512"
