"","node1","node2","org","pathway"
"3","ec:2.4.1.149","ec:2.4.1.149","ec","00533"
"4","ec:2.4.1.38","ec:2.4.1.38","ec","00533"
"5","ec:2.4.99.6","ec:2.4.99.6","ec","00533"
"6","ec:2.4.1.68","ec:2.4.1.68","ec","00533"
"7","ec:2.8.2.21","ec:2.8.2.21","ec","00533"
"9","ec:2.4.99.4","ec:2.4.99.4","ec","00533"
