"","node1","node2","org","pathway"
"4","ec:1.18.1.2","ec:1.18.1.2","ec","00195"
"6","ec:7.1.1.6","ec:7.1.1.6","ec","00195"
"16","ec:7.1.2.2","ec:7.1.2.2","ec","00195"
