"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","6516","6518","ec:1.14.13.232","289","rn:R05463","451","518","ec:1.14.13.232 / ec:1.14.13.233","295","rn:R09190","486","550","ec","01057"
"2","6516","6517","ec:1.14.13.232","289","rn:R05463","451","518","ec:1.14.13.233","292","rn:R05462","451","579","ec","01057"
"3","6519","6520","ec:2.1.1.335","300","rn:R09191","451","721","ec:1.14.13.38","303","rn:R04060","451","796","ec","01057"
"4","6502","6514","ec:5.5.1.26","145","rn:R09328","1069","524","ec:5.5.1.23","278","rn:R06676","1167","524","ec","01057"
"5","6514","6515","ec:5.5.1.23","278","rn:R06676","1167","524","ec:1.1.1.362","279","rn:R06677","1167","599","ec","01057"
"6","6501","6500","ec:2.1.1.288","104","rn:R06680","1281","449","ec:5.5.1.23","103","rn:R06681","1281","524","ec","01057"
"7","6500","6499","ec:5.5.1.23","103","rn:R06681","1281","524","ec:1.1.1.362","102","rn:R06682","1281","599","ec","01057"
"8","6499","6498","ec:1.1.1.362","102","rn:R06682","1281","599","ec:1.14.13.180","101","rn:R06683","1281","676","ec","01057"
"9","6510","6512","ec:1.14.13.181","160","rn:R06691","1239","938","ec:2.1.1.292","172","rn:R06687","1281","974","ec","01057"
"10","6512","6511","ec:2.1.1.292","172","rn:R06687","1281","974","ec:1.14.13.181","169","rn:R06688","1239","1013","ec","01057"
"11","6504","6503","ec:1.14.13.181","148","rn:R06692","1148","938","ec:2.1.1.292","147","rn:R06693","1099","974","ec","01057"
"12","6505","6503","ec:1.14.13.181","149","rn:R06689","1148","1013","ec:2.1.1.292","147","rn:R06693","1099","974","ec","01057"
"13","6503","6509","ec:2.1.1.292","147","rn:R06693","1099","974","ec:1.14.13.181","159","rn:R06690","1055","1013","ec","01057"
"14","6508","6507","ec:4.2.1.154","158","rn:R06699","1705","374","ec:1.13.12.21","156","rn:R06700","1705","449","ec","01057"
"15","6499","6521","ec:1.1.1.362","102","rn:R06682","1281","599","ec:2.4.1.326","438","rn:R09331","1229","713","ec","01057"
"16","6498","6521","ec:1.14.13.180","101","rn:R06683","1281","676","ec:2.4.1.326","438","rn:R09331","1229","713","ec","01057"
"17","6521","6522","ec:2.4.1.326","438","rn:R09331","1229","713","ec:2.4.1.327","439","rn:R09332","1185","789","ec","01057"
"18","6521","6526","ec:2.4.1.326","438","rn:R09331","1229","713","ec:3.1.1.95","611","rn:R10545","1229","824","ec","01057"
"19","6522","6526","ec:2.4.1.327","439","rn:R09332","1185","789","ec:3.1.1.95","611","rn:R10545","1229","824","ec","01057"
"20","6527","6528","ec:1.14.13.200","613","rn:R10954","1705","676","ec:2.4.1.331","622","rn:R10955","1705","748","ec","01057"
"21","6528","6529","ec:2.4.1.331","622","rn:R10955","1705","748","ec:2.1.1.305","623","rn:R10956","1705","824","ec","01057"
"22","6529","6530","ec:2.1.1.305","623","rn:R10956","1705","824","ec:2.1.1.306","624","rn:R10957","1705","899","ec","01057"
"23","6530","6531","ec:2.1.1.306","624","rn:R10957","1705","899","ec:2.1.1.307","625","rn:R10958","1705","974","ec","01057"
"24","6520","6534","ec:1.14.13.38","303","rn:R04060","451","796","ec:1.3.98.4","631","rn:R05459","451","871","ec","01057"
"25","6532","6534","ec:1.14.13.234","629","rn:R09198","493","836","ec:1.3.98.4","631","rn:R05459","451","871","ec","01057"
"26","6532","6533","ec:1.14.13.234","629","rn:R09198","493","836","ec:1.3.98.4","630","rn:R09192","542","871","ec","01057"
"27","6534","6535","ec:1.3.98.4","631","rn:R05459","451","871","ec:1.14.19.49","632","rn:R11478","406","911","ec","01057"
"28","6532","6520","ec:1.14.13.234","629","rn:R09198","493","836","ec:1.14.13.38","303","rn:R04060","451","796","ec","01057"
