"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","529","530","ec:2.3.1.85","160","rn:R01624","137","178","ec:6.4.1.2","161","rn:R00742","275","147","ec","00061"
"2","528","530","ec:2.3.1.86","159","rn:R01624","137","197","ec:6.4.1.2","161","rn:R00742","275","147","ec","00061"
"3","527","530","ec:2.3.1.85","157","rn:R01626","250","208","ec:6.4.1.2","161","rn:R00742","275","147","ec","00061"
"4","525","530","ec:2.3.1.39","155","rn:R01626","300","227","ec:6.4.1.2","161","rn:R00742","275","147","ec","00061"
"5","526","530","ec:2.3.1.86","156","rn:R01626","250","227","ec:6.4.1.2","161","rn:R00742","275","147","ec","00061"
"6","523","529","ec:2.3.1.86","153","rn:R04355","137","329","ec:2.3.1.85","160","rn:R01624","137","178","ec","00061"
"7","524","528","ec:2.3.1.85","154","rn:R04355","137","310","ec:2.3.1.86","159","rn:R01624","137","197","ec","00061"
"8","521","524","ec:2.3.1.86","151","rn:R04533","137","424","ec:2.3.1.85","154","rn:R04355","137","310","ec","00061"
"9","520","524","ec:1.1.1.100","150","rn:R04533","187","405","ec:2.3.1.85","154","rn:R04355","137","310","ec","00061"
"10","522","523","ec:2.3.1.85","152","rn:R04533","137","405","ec:2.3.1.86","153","rn:R04355","137","329","ec","00061"
"11","520","523","ec:1.1.1.100","150","rn:R04533","187","405","ec:2.3.1.86","153","rn:R04355","137","329","ec","00061"
"12","518","522","ec:2.3.1.86","148","rn:R04428","137","517","ec:2.3.1.85","152","rn:R04533","137","405","ec","00061"
"13","517","522","ec:4.2.1.59","147","rn:R04428","187","498","ec:2.3.1.85","152","rn:R04533","137","405","ec","00061"
"14","519","521","ec:2.3.1.85","149","rn:R04428","137","498","ec:2.3.1.86","151","rn:R04533","137","424","ec","00061"
"15","517","521","ec:4.2.1.59","147","rn:R04428","187","498","ec:2.3.1.86","151","rn:R04533","137","424","ec","00061"
"16","519","520","ec:2.3.1.85","149","rn:R04428","137","498","ec:1.1.1.100","150","rn:R04533","187","405","ec","00061"
"17","518","520","ec:2.3.1.86","148","rn:R04428","137","517","ec:1.1.1.100","150","rn:R04533","187","405","ec","00061"
"18","517","520","ec:4.2.1.59","147","rn:R04428","187","498","ec:1.1.1.100","150","rn:R04533","187","405","ec","00061"
"19","515","519","ec:2.3.1.86","145","rn:R04430","137","619","ec:2.3.1.85","149","rn:R04428","137","498","ec","00061"
"20","514","519","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec:2.3.1.85","149","rn:R04428","137","498","ec","00061"
"21","516","518","ec:2.3.1.85","146","rn:R04430","137","600","ec:2.3.1.86","148","rn:R04428","137","517","ec","00061"
"22","514","518","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec:2.3.1.86","148","rn:R04428","137","517","ec","00061"
"23","516","517","ec:2.3.1.85","146","rn:R04430","137","600","ec:4.2.1.59","147","rn:R04428","187","498","ec","00061"
"24","515","517","ec:2.3.1.86","145","rn:R04430","137","619","ec:4.2.1.59","147","rn:R04428","187","498","ec","00061"
"25","514","517","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec:4.2.1.59","147","rn:R04428","187","498","ec","00061"
"26","511","516","ec:2.3.1.41","141","rn:R04952","328","320","ec:2.3.1.85","146","rn:R04430","137","600","ec","00061"
"27","445","516","ec:2.3.1.179","71","rn:R04952","328","339","ec:2.3.1.85","146","rn:R04430","137","600","ec","00061"
"28","513","516","ec:2.3.1.86","143","rn:R04952","278","329","ec:2.3.1.85","146","rn:R04430","137","600","ec","00061"
"29","511","515","ec:2.3.1.41","141","rn:R04952","328","320","ec:2.3.1.86","145","rn:R04430","137","619","ec","00061"
"30","512","515","ec:2.3.1.85","142","rn:R04952","278","310","ec:2.3.1.86","145","rn:R04430","137","619","ec","00061"
"31","445","515","ec:2.3.1.179","71","rn:R04952","328","339","ec:2.3.1.86","145","rn:R04430","137","619","ec","00061"
"32","511","514","ec:2.3.1.41","141","rn:R04952","328","320","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec","00061"
"33","512","514","ec:2.3.1.85","142","rn:R04952","278","310","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec","00061"
"34","445","514","ec:2.3.1.179","71","rn:R04952","328","339","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec","00061"
"35","513","514","ec:2.3.1.86","143","rn:R04952","278","329","ec:1.3.1.9 / ec:1.3.1.10","144","rn:R04429 rn:R04430","187","590","ec","00061"
"36","523","527","ec:2.3.1.86","153","rn:R04355","137","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"37","511","527","ec:2.3.1.41","141","rn:R04952","328","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"38","445","527","ec:2.3.1.179","71","rn:R04952","328","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"39","513","527","ec:2.3.1.86","143","rn:R04952","278","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"40","500","527","ec:2.3.1.41","130","rn:R04957","470","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"41","444","527","ec:2.3.1.179","70","rn:R04957","470","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"42","501","527","ec:2.3.1.86","131","rn:R04957","420","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"43","489","527","ec:2.3.1.41","119","rn:R04960","612","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"44","443","527","ec:2.3.1.179","69","rn:R04960","612","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"45","490","527","ec:2.3.1.86","120","rn:R04960","562","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"46","478","527","ec:2.3.1.41","108","rn:R04963","754","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"47","442","527","ec:2.3.1.179","68","rn:R04963","754","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"48","479","527","ec:2.3.1.86","109","rn:R04963","704","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"49","467","527","ec:2.3.1.41","97","rn:R04726","895","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"50","441","527","ec:2.3.1.179","67","rn:R04726","895","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"51","468","527","ec:2.3.1.86","98","rn:R04726","845","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"52","456","527","ec:2.3.1.41","86","rn:R04968","1037","320","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"53","440","527","ec:2.3.1.179","66","rn:R04968","1037","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"54","457","527","ec:2.3.1.86","87","rn:R04968","987","329","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"55","435","527","ec:2.3.1.179","61","rn:R07762","1264","339","ec:2.3.1.85","157","rn:R01626","250","208","ec","00061"
"56","524","526","ec:2.3.1.85","154","rn:R04355","137","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"57","511","526","ec:2.3.1.41","141","rn:R04952","328","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"58","512","526","ec:2.3.1.85","142","rn:R04952","278","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"59","445","526","ec:2.3.1.179","71","rn:R04952","328","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"60","500","526","ec:2.3.1.41","130","rn:R04957","470","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"61","502","526","ec:2.3.1.85","132","rn:R04957","420","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"62","444","526","ec:2.3.1.179","70","rn:R04957","470","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"63","489","526","ec:2.3.1.41","119","rn:R04960","612","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"64","491","526","ec:2.3.1.85","121","rn:R04960","562","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"65","443","526","ec:2.3.1.179","69","rn:R04960","612","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"66","478","526","ec:2.3.1.41","108","rn:R04963","754","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"67","480","526","ec:2.3.1.85","110","rn:R04963","704","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"68","442","526","ec:2.3.1.179","68","rn:R04963","754","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"69","467","526","ec:2.3.1.41","97","rn:R04726","895","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"70","469","526","ec:2.3.1.85","99","rn:R04726","845","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"71","441","526","ec:2.3.1.179","67","rn:R04726","895","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"72","456","526","ec:2.3.1.41","86","rn:R04968","1037","320","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"73","458","526","ec:2.3.1.85","88","rn:R04968","987","310","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"74","440","526","ec:2.3.1.179","66","rn:R04968","1037","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"75","435","526","ec:2.3.1.179","61","rn:R07762","1264","339","ec:2.3.1.86","156","rn:R01626","250","227","ec","00061"
"76","524","525","ec:2.3.1.85","154","rn:R04355","137","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"77","523","525","ec:2.3.1.86","153","rn:R04355","137","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"78","511","525","ec:2.3.1.41","141","rn:R04952","328","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"79","512","525","ec:2.3.1.85","142","rn:R04952","278","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"80","445","525","ec:2.3.1.179","71","rn:R04952","328","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"81","513","525","ec:2.3.1.86","143","rn:R04952","278","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"82","500","525","ec:2.3.1.41","130","rn:R04957","470","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"83","502","525","ec:2.3.1.85","132","rn:R04957","420","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"84","444","525","ec:2.3.1.179","70","rn:R04957","470","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"85","501","525","ec:2.3.1.86","131","rn:R04957","420","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"86","489","525","ec:2.3.1.41","119","rn:R04960","612","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"87","491","525","ec:2.3.1.85","121","rn:R04960","562","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"88","443","525","ec:2.3.1.179","69","rn:R04960","612","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"89","490","525","ec:2.3.1.86","120","rn:R04960","562","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"90","478","525","ec:2.3.1.41","108","rn:R04963","754","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"91","480","525","ec:2.3.1.85","110","rn:R04963","704","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"92","442","525","ec:2.3.1.179","68","rn:R04963","754","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"93","479","525","ec:2.3.1.86","109","rn:R04963","704","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"94","467","525","ec:2.3.1.41","97","rn:R04726","895","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"95","469","525","ec:2.3.1.85","99","rn:R04726","845","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"96","441","525","ec:2.3.1.179","67","rn:R04726","895","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"97","468","525","ec:2.3.1.86","98","rn:R04726","845","329","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"98","456","525","ec:2.3.1.41","86","rn:R04968","1037","320","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"99","458","525","ec:2.3.1.85","88","rn:R04968","987","310","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
"100","440","525","ec:2.3.1.179","66","rn:R04968","1037","339","ec:2.3.1.39","155","rn:R01626","300","227","ec","00061"
