"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","615","616","ec:1.1.1.35","61","rn:R04748","101","285","ec:2.3.1.16","62","rn:R01177","126","204","ec","00062"
"2","610","616","ec:1.1.1.211","56","rn:R04748","151","285","ec:2.3.1.16","62","rn:R01177","126","204","ec","00062"
"3","609","615","ec:4.2.1.17","55","rn:R04749","101","370","ec:1.1.1.35","61","rn:R04748","101","285","ec","00062"
"4","583","615","ec:4.2.1.74","27","rn:R04749","151","370","ec:1.1.1.35","61","rn:R04748","101","285","ec","00062"
"5","609","610","ec:4.2.1.17","55","rn:R04749","101","370","ec:1.1.1.211","56","rn:R04748","151","285","ec","00062"
"6","583","610","ec:4.2.1.74","27","rn:R04749","151","370","ec:1.1.1.211","56","rn:R04748","151","285","ec","00062"
"7","608","609","ec:1.3.1.38","54","rn:R06985","101","451","ec:4.2.1.17","55","rn:R04749","101","370","ec","00062"
"8","583","608","ec:4.2.1.74","27","rn:R04749","151","370","ec:1.3.1.38","54","rn:R06985","101","451","ec","00062"
"9","607","608","ec:2.3.1.16","53","rn:R04747","268","204","ec:1.3.1.38","54","rn:R06985","101","451","ec","00062"
"10","606","607","ec:1.1.1.35","52","rn:R04745","243","285","ec:2.3.1.16","53","rn:R04747","268","204","ec","00062"
"11","605","607","ec:1.1.1.211","51","rn:R04745","293","285","ec:2.3.1.16","53","rn:R04747","268","204","ec","00062"
"12","604","606","ec:4.2.1.17","50","rn:R04746","243","370","ec:1.1.1.35","52","rn:R04745","243","285","ec","00062"
"13","584","606","ec:4.2.1.74","28","rn:R04746","293","370","ec:1.1.1.35","52","rn:R04745","243","285","ec","00062"
"14","604","605","ec:4.2.1.17","50","rn:R04746","243","370","ec:1.1.1.211","51","rn:R04745","293","285","ec","00062"
"15","584","605","ec:4.2.1.74","28","rn:R04746","293","370","ec:1.1.1.211","51","rn:R04745","293","285","ec","00062"
"16","603","604","ec:1.3.1.38","49","rn:R03776","243","451","ec:4.2.1.17","50","rn:R04746","243","370","ec","00062"
"17","584","603","ec:4.2.1.74","28","rn:R04746","293","370","ec:1.3.1.38","49","rn:R03776","243","451","ec","00062"
"18","602","603","ec:2.3.1.16","48","rn:R03778","410","204","ec:1.3.1.38","49","rn:R03776","243","451","ec","00062"
"19","601","602","ec:1.1.1.35","47","rn:R04743","385","285","ec:2.3.1.16","48","rn:R03778","410","204","ec","00062"
