"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","2518","2519","ec:1.14.19.9","59","rn:R09570","231","283","ec:1.4.3.23","79","rn:R09560","291","364","ec","00404"
"2","2519","2520","ec:1.4.3.23","79","rn:R09560","291","364","ec:1.21.98.2","80","rn:R09566","412","364","ec","00404"
"3","2520","2521","ec:1.21.98.2","80","rn:R09566","412","364","ec:1.13.12.17","81","rn:R09567","537","364","ec","00404"
"4","2521","2522","ec:1.13.12.17","81","rn:R09567","537","364","ec:4.3.3.5","82","rn:R09568","675","364","ec","00404"
"5","2522","2523","ec:4.3.3.5","82","rn:R09568","675","364","ec:2.1.1.164","84","rn:R09569","856","364","ec","00404"
"6","2525","2526","ec:1.14.13.224","95","rn:R11132 rn:R11374","433","265","ec:1.14.13.217","96","rn:R11134 rn:R11158","363","293","ec","00404"
"7","2526","2524","ec:1.14.13.217","96","rn:R11134 rn:R11158","363","293","ec:1.14.13.224","92","rn:R11135 rn:R11373","433","326","ec","00404"
"8","2516","2509","ec:2.5.1.106","31","rn:R10340","119","253","ec:1.14.14.118","19","rn:R10321","118","347","ec","00404"
"9","2509","2510","ec:1.14.14.118","19","rn:R10321","118","347","ec:2.1.1.293","20","rn:R10588","118","465","ec","00404"
"10","2510","2511","ec:2.1.1.293","20","rn:R10588","118","465","ec:1.14.19.71","21","rn:R10416","175","516","ec","00404"
"11","2511","2512","ec:1.14.19.71","21","rn:R10416","175","516","ec:1.14.14.119","22","rn:R10414","312","516","ec","00404"
"12","2512","2513","ec:1.14.14.119","22","rn:R10414","312","516","ec:2.5.1.110","23","rn:R10457","445","516","ec","00404"
"13","2513","2514","ec:2.5.1.110","23","rn:R10457","445","516","ec:1.14.11.38","24","rn:R10445","581","516","ec","00404"
"14","2514","2515","ec:1.14.11.38","24","rn:R10445","581","516","ec:2.5.1.107","25","rn:R10341","718","516","ec","00404"
