"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","722","723","ec:1.14.14.80","26","rn:R09452","221","430","ec:1.11.2.3","30","rn:R09462","174","456","ec","00073"
"2","722","724","ec:1.14.14.80","26","rn:R09452","221","430","ec:1.11.2.3","41","rn:R09463","282","456","ec","00073"
"3","730","727","ec:1.2.1.50","278","rn:R02620","220","1215","ec:1.2.1.84","274","rn:R09470","220","1296","ec","00073"
"4","730","733","ec:1.2.1.50","278","rn:R02620","220","1215","ec:2.3.1.20","282","rn:R09474","331","1334","ec","00073"
"5","727","733","ec:1.2.1.84","274","rn:R09470","220","1296","ec:2.3.1.20","282","rn:R09474","331","1334","ec","00073"
"6","730","729","ec:1.2.1.50","278","rn:R02620","220","1215","ec:4.1.99.5","276","rn:R09466","331","1214","ec","00073"
"7","727","732","ec:1.2.1.84","274","rn:R09470","220","1296","ec:3.1.1.50","281","rn:R02042","331","1256","ec","00073"
"8","727","728","ec:1.2.1.84","274","rn:R09470","220","1296","ec:2.3.1.75","275","rn:R01999","331","1295","ec","00073"
"9","732","728","ec:3.1.1.50","281","rn:R02042","331","1256","ec:2.3.1.75","275","rn:R01999","331","1295","ec","00073"
"10","728","732","ec:2.3.1.75","275","rn:R01999","331","1295","ec:3.1.1.50","281","rn:R02042","331","1256","ec","00073"
"11","728","733","ec:2.3.1.75","275","rn:R01999","331","1295","ec:2.3.1.20","282","rn:R09474","331","1334","ec","00073"
"12","732","733","ec:3.1.1.50","281","rn:R02042","331","1256","ec:2.3.1.20","282","rn:R09474","331","1334","ec","00073"
"13","734","725","ec:1.14.14.80","408","rn:R09451","221","264","ec:2.3.1.188","249","rn:R09106","332","334","ec","00073"
"14","735","726","ec:1.14.14.80","409","rn:R09451 rn:R09452","221","895","ec:1.11.2.3","255","rn:R09463","331","930","ec","00073"
