"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","6269","6270","ec:1.14.13.8","84","rn:R08266","140","248","ec:1.14.14.1","91","rn:R08267","75","358","ec","00982"
"2","6278","6277","ec:2.4.1.17","141","rn:R08261","140","506","ec:1.14.14.1","140","rn:R03697","91","579","ec","00982"
"3","6277","6279","ec:1.14.14.1","140","rn:R03697","91","579","ec:2.4.1.17","142","rn:R08262","139","656","ec","00982"
"4","6277","6293","ec:1.14.14.1","140","rn:R03697","91","579","ec:2.4.1.17","207","rn:R08263","139","693","ec","00982"
"5","6292","6290","ec:1.2.1.5","203","rn:R08307","311","870","ec:1.1.1.1","201","rn:R08306","221","870","ec","00982"
"6","6274","6275","ec:2.5.1.18","111","rn:R08280","766","192","ec:1.1.1.1","112","rn:R08281","817","206","ec","00982"
"7","6274","6267","ec:2.5.1.18","111","rn:R08280","766","192","ec:1.2.1.5","56","rn:R08282 rn:R08283","817","225","ec","00982"
"8","6275","6267","ec:1.1.1.1","112","rn:R08281","817","206","ec:1.2.1.5","56","rn:R08282 rn:R08283","817","225","ec","00982"
"9","6296","6286","ec:1.14.14.1","241","rn:R08344","1238","171","ec:1.4.3.4","189","rn:R08346","1247","217","ec","00982"
"10","6286","6295","ec:1.4.3.4","189","rn:R08346","1247","217","ec:1.14.14.1","237","rn:R08343","1170","264","ec","00982"
"11","6295","6287","ec:1.14.14.1","237","rn:R08343","1170","264","ec:1.4.3.4","190","rn:R08347","1247","300","ec","00982"
"12","6287","6285","ec:1.4.3.4","190","rn:R08347","1247","300","ec:1.14.14.1","187","rn:R08345","1195","331","ec","00982"
"13","6285","6288","ec:1.14.14.1","187","rn:R08345","1195","331","ec:1.4.3.4","191","rn:R08348","1247","369","ec","00982"
"14","6287","6289","ec:1.4.3.4","190","rn:R08347","1247","300","ec:1.2.3.1","192","rn:R08349","1348","300","ec","00982"
"15","6286","6289","ec:1.4.3.4","189","rn:R08346","1247","217","ec:1.2.3.1","192","rn:R08349","1348","300","ec","00982"
"16","6288","6289","ec:1.4.3.4","191","rn:R08348","1247","369","ec:1.2.3.1","192","rn:R08349","1348","300","ec","00982"
