"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","3665","3670","ec:3.1.1.4","40","rn:R07064","378","204","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"2","3665","3669","ec:3.1.1.4","40","rn:R07064","378","204","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"3","3661","3665","ec:1.14.14.1","33","rn:R07056","273","356","ec:3.1.1.4","40","rn:R07064","378","204","ec","00591"
"4","3660","3665","ec:1.14.14.1","19","rn:R07055","378","356","ec:3.1.1.4","40","rn:R07064","378","204","ec","00591"
"5","3664","3665","ec:5.2.1.5","39","rn:R03627","435","341","ec:3.1.1.4","40","rn:R07064","378","204","ec","00591"
"6","3662","3665","ec:1.13.11.12","36","rn:R03626","680","311","ec:3.1.1.4","40","rn:R07064","378","204","ec","00591"
"7","3663","3665","ec:1.13.11.33","38","rn:R03626","730","311","ec:3.1.1.4","40","rn:R07064","378","204","ec","00591"
"8","3665","3666","ec:3.1.1.4","40","rn:R07064","378","204","ec:1.13.11.45","41","rn:R05718","635","259","ec","00591"
"9","3665","3667","ec:3.1.1.4","40","rn:R07064","378","204","ec:1.13.11.60","42","rn:R07061","459","259","ec","00591"
"10","3669","3670","ec:1.14.19.39","44","rn:R05740","288","275","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"11","3661","3670","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"12","3660","3670","ec:1.14.14.1","19","rn:R07055","378","356","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"13","3664","3670","ec:5.2.1.5","39","rn:R03627","435","341","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"14","3662","3670","ec:1.13.11.12","36","rn:R03626","680","311","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"15","3663","3670","ec:1.13.11.33","38","rn:R03626","730","311","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"16","3666","3670","ec:1.13.11.45","41","rn:R05718","635","259","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"17","3667","3670","ec:1.13.11.60","42","rn:R07061","459","259","ec:1.14.19.3","45","rn:R07063","288","227","ec","00591"
"18","3661","3669","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"19","3660","3669","ec:1.14.14.1","19","rn:R07055","378","356","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"20","3664","3669","ec:5.2.1.5","39","rn:R03627","435","341","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"21","3662","3669","ec:1.13.11.12","36","rn:R03626","680","311","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"22","3663","3669","ec:1.13.11.33","38","rn:R03626","730","311","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"23","3666","3669","ec:1.13.11.45","41","rn:R05718","635","259","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"24","3667","3669","ec:1.13.11.60","42","rn:R07061","459","259","ec:1.14.19.39","44","rn:R05740","288","275","ec","00591"
"25","3661","3664","ec:1.14.14.1","33","rn:R07056","273","356","ec:5.2.1.5","39","rn:R03627","435","341","ec","00591"
"26","3661","3662","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.13.11.12","36","rn:R03626","680","311","ec","00591"
"27","3661","3663","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.13.11.33","38","rn:R03626","730","311","ec","00591"
"28","3661","3666","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.13.11.45","41","rn:R05718","635","259","ec","00591"
"29","3661","3667","ec:1.14.14.1","33","rn:R07056","273","356","ec:1.13.11.60","42","rn:R07061","459","259","ec","00591"
