"","node1","node2","ec1","entryID1","reaction1","x1","y1","ec2","entryID2","reaction2","x2","y2","org","pathway"
"1","3160","3159","ec:2.4.1.317","211","rn:R06451","135","518","ec:2.4.1.318","210","rn:R06452","135","578","ec","00522"
"2","3159","3158","ec:2.4.1.318","210","rn:R06452","135","578","ec:2.1.1.102","209","rn:R02859","135","645","ec","00522"
"3","3158","3157","ec:2.1.1.102","209","rn:R02859","135","645","ec:2.1.1.101","208","rn:R02858","135","711","ec","00522"
"4","3169","3155","ec:2.3.1.94","223","rn:R00918","344","247","ec:1.14.15.35","206","rn:R05270","345","313","ec","00522"
"5","3155","3156","ec:1.14.15.35","206","rn:R05270","345","313","ec:2.4.1.328","207","rn:R05530","344","387","ec","00522"
"6","3156","3166","ec:2.4.1.328","207","rn:R05530","344","387","ec:2.4.1.278","219","rn:R05531","344","496","ec","00522"
"7","3166","3165","ec:2.4.1.278","219","rn:R05531","344","496","ec:2.1.1.254","218","rn:R05532","279","577","ec","00522"
"8","3165","3171","ec:2.1.1.254","218","rn:R05532","279","577","ec:1.14.13.154","226","rn:R05521","280","643","ec","00522"
"9","3166","3163","ec:2.4.1.278","219","rn:R05531","344","496","ec:1.14.13.154","215","rn:R05522","415","577","ec","00522"
"10","3163","3168","ec:1.14.13.154","215","rn:R05522","415","577","ec:2.1.1.254","222","rn:R05520","415","643","ec","00522"
"11","3154","3170","ec:2.4.1.277","205","rn:R06460","664","303","ec:1.14.15.33","225","rn:R06463","612","379","ec","00522"
"12","3154","3164","ec:2.4.1.277","205","rn:R06460","664","303","ec:1.14.15.33","216","rn:R10628","663","379","ec","00522"
"13","3165","3163","ec:2.1.1.254","218","rn:R05532","279","577","ec:1.14.13.154","215","rn:R05522","415","577","ec","00522"
"14","3171","3168","ec:1.14.13.154","226","rn:R05521","280","643","ec:2.1.1.254","222","rn:R05520","415","643","ec","00522"
"15","3161","3160","ec:1.14.15.34","212","rn:R10656","135","444","ec:2.4.1.317","211","rn:R06451","135","518","ec","00522"
"16","3167","3180","ec:2.4.1.277","220","rn:R06461","509","303","ec:1.14.15.33","253","rn:R06464","459","379","ec","00522"
"17","3167","3181","ec:2.4.1.277","220","rn:R06461","509","303","ec:1.14.15.33","254","rn:R10626","561","379","ec","00522"
"18","3154","3179","ec:2.4.1.277","205","rn:R06460","664","303","ec:1.14.15.33","247","rn:R06462","714","379","ec","00522"
