"ap_dict_id","pathway","ap_group","pathway_nodes","pathway_edges","betweenness","degree","noSubgraphs","impact_score"
6198,"00980","≥80%",52,81,0,2,12,47.75
6199,"00980","≥80%",52,81,0,2,12,47.75
6211,"00980","<30%",52,81,0,4,12,47.75
6263,"00981","≥80%",9,10,0.0892857142857143,3,3,6.33333333333333
6277,"00982","<30%",18,16,0.00735294117647059,3,7,15.5714285714286
6286,"00982","≥80%",18,16,0.0183823529411765,3,6,15.1666666666667
6315,"00983","≥80%",37,54,0.00634920634920635,3,5,29.8
6327,"00983","≥80%",37,54,0.00714285714285714,3,5,29.8
6330,"00983","≥80%",37,54,0.0103174603174603,2,5,29.8
6366,"00998","<30%",39,29,0.000711237553342817,2,12,35.8333333333333
6370,"00998","<30%",39,29,0.00284495021337127,3,13,36.0769230769231
6371,"00998","<30%",39,29,0.00213371266002845,2,12,35.8333333333333
6389,"00998","<30%",39,29,0.00568990042674253,3,12,35.8333333333333
6390,"00998","<30%",39,29,0.00568990042674253,3,12,35.8333333333333
6391,"00998","<30%",39,29,0.00355618776671408,2,12,35.8333333333333
6392,"00998","<30%",39,29,0.00355618776671408,2,12,35.8333333333333
6396,"00998","<30%",39,29,0.0042674253200569,2,12,35.8333333333333
6397,"00998","<30%",39,29,0.00711237553342817,2,12,35.8333333333333
6398,"00998","<30%",39,29,0.0085348506401138,2,12,35.8333333333333
6399,"00998","<30%",39,29,0.0085348506401138,2,12,35.8333333333333
6400,"00998","<30%",39,29,0.00711237553342817,2,12,35.8333333333333
6401,"00998","<30%",39,29,0.0042674253200569,2,12,35.8333333333333
6414,"00999","<30%",36,28,0.00252100840336134,2,10,32.5
6415,"00999","<30%",36,28,0.00336134453781513,3,10,32.5
6418,"00999","<30%",36,28,0.00168067226890756,2,10,32.5
6419,"00999","<30%",36,28,0.00168067226890756,2,10,32.5
6422,"00999","<30%",36,28,0.000840336134453782,2,10,32.5
6423,"00999","<30%",36,28,0,2,10,32.5
6424,"00999","<30%",36,28,0,2,10,32.5
6427,"00999","<30%",36,28,0.000840336134453782,2,10,32.5
6430,"00999","<30%",36,28,0.00168067226890756,2,10,32.5
6431,"00999","<30%",36,28,0.00168067226890756,2,10,32.5
6437,"00999","<30%",36,28,0.00672268907563025,2,10,32.5
6440,"00999","<30%",36,28,0.00756302521008403,2,10,32.5
6441,"00999","<30%",36,28,0.00420168067226891,2,10,32.5
6449,"00999","<30%",36,28,0.000840336134453782,2,10,32.5
872,"00130","<30%",58,82,0.00845864661654135,2,6,48.5
878,"00130","<30%",58,82,0.0018796992481203,2,6,48.5
883,"00130","<30%",58,82,0,7,6,48.5
885,"00130","<30%",58,82,0.0109649122807018,2,6,48.5
889,"00130","<30%",58,82,0.0031328320802005,3,6,48.5
894,"00130","≥80%",58,82,0.00845864661654135,5,6,48.5
895,"00130","<30%",58,82,0.0012531328320802,3,6,48.5
899,"00130","<30%",58,82,0.0018796992481203,2,6,48.5
901,"00130","<30%",58,82,0.00469924812030075,5,6,48.5
907,"00130","<30%",58,82,0,4,6,48.5
920,"00130","<30%",58,82,0.0031328320802005,3,6,48.5
921,"00130","<30%",58,82,0.0037593984962406,3,6,48.5
924,"00130","<30%",58,82,0.0006265664160401,3,6,48.5
926,"00130","<30%",58,82,0.00031328320802005,2,6,48.5
928,"00130","<30%",58,82,0.0012531328320802,5,6,48.5
929,"00130","<30%",58,82,0,3,6,48.5
930,"00130","<30%",58,82,0.00031328320802005,2,6,48.5
931,"00130","<30%",58,82,0,3,6,48.5
6483,"01055","<30%",8,6,0.0238095238095238,2,4,6.25
6499,"01057","<30%",33,28,0.00806451612903226,3,9,29.4444444444444
6500,"01057","<30%",33,28,0.00504032258064516,2,9,29.4444444444444
6503,"01057","<30%",33,28,0.00201612903225806,3,10,29.8
6512,"01057","<30%",33,28,0.00100806451612903,2,9,29.4444444444444
6514,"01057","<30%",33,28,0.00100806451612903,2,9,29.4444444444444
6516,"01057","<30%",33,28,0,2,9,29.4444444444444
6520,"01057","<30%",33,28,0.00201612903225806,3,9,29.4444444444444
6521,"01057","<30%",33,28,0.00806451612903226,4,9,29.4444444444444
6528,"01057","<30%",33,28,0.0030241935483871,2,9,29.4444444444444
6529,"01057","<30%",33,28,0.00403225806451613,2,9,29.4444444444444
6530,"01057","<30%",33,28,0.0030241935483871,2,9,29.4444444444444
6532,"01057","<30%",33,28,0,3,9,29.4444444444444
6534,"01057","<30%",33,28,0.0030241935483871,3,9,29.4444444444444
6538,"01058","<30%",3,2,0.5,2,2,2
6544,"01059","<30%",6,4,0.1,2,3,4.33333333333333
937,"00140","≥80%",121,387,0.00574229691876751,3,4,91
939,"00140","≥80%",121,387,0.0136554621848739,6,4,91
941,"00140","≥80%",121,387,0.0112044817927171,3,5,97
960,"00140","≥80%",121,387,0.000420168067226891,9,5,97
970,"00140","≥80%",121,387,0.000560224089635854,5,4,91
972,"00140","<30%",121,387,0.00189075630252101,5,4,91
973,"00140","≥80%",121,387,0.0007703081232493,3,4,91
987,"00140","≥80%",121,387,0.00728291316526611,11,4,91
988,"00140","<30%",121,387,0.00182072829131653,3,4,91
990,"00140","<30%",121,387,0.00189075630252101,3,4,91
992,"00140","<30%",121,387,0.00196078431372549,3,4,91
999,"00140","≥80%",121,387,0.00420168067226891,6,4,91
1000,"00140","<30%",121,387,0.00217086834733894,2,4,91
1003,"00140","≥80%",121,387,0,2,4,91
1004,"00140","<30%",121,387,7.00280112044818e-05,2,4,91
1012,"00140","≥80%",121,387,0,11,4,91
1015,"00140","≥80%",121,387,0.000210084033613445,12,4,91
1018,"00140","≥80%",121,387,0.000280112044817927,11,4,91
1019,"00140","<30%",121,387,0.000210084033613445,2,4,91
1028,"00140","≥80%",121,387,7.00280112044818e-05,9,4,91
1035,"00140","≥80%",121,387,0.00112044817927171,3,4,91
1040,"00140","≥80%",121,387,0.00168067226890756,3,4,91
1041,"00140","≥80%",121,387,0.0023109243697479,7,4,91
1065,"00190","≥80%",5,4,0.25,4,4,4
69,"00020","≥80%",32,88,0.0150537634408602,4,2,16.5
1108,"00230","<30%",166,772,0.000591278640059128,5,5,133
1112,"00230","≥80%",166,772,0.031559497413156,3,4,124.75
1113,"00230","≥80%",166,772,0.0357723577235772,2,4,124.75
1114,"00230","≥80%",166,772,0.0439763488543976,3,4,124.75
1116,"00230","≥80%",166,772,0.0547671840354767,4,4,124.75
1117,"00230","≥80%",166,772,0.0509977827050998,3,4,124.75
1119,"00230","≥80%",166,772,0.0730190929784085,16,4,124.75
1172,"00230","<30%",166,772,0.000258684405025868,4,4,124.75
1177,"00230","<30%",166,772,0.000221729490022173,6,4,124.75
1201,"00230","≥80%",166,772,0.0399113082039911,2,4,124.75
1208,"00230","<30%",166,772,0.0041019955654102,9,4,124.75
1209,"00230","<30%",166,772,0.00129342202512934,7,4,124.75
1252,"00230","<30%",166,772,0,3,4,124.75
1259,"00230","≥80%",166,772,0.00299334811529934,6,4,124.75
1263,"00230","<30%",166,772,0,6,4,124.75
1279,"00232","<30%",26,76,0.0216666666666667,7,2,13.5
1286,"00232","<30%",26,76,0.0116666666666667,7,2,13.5
1302,"00240","≥80%",108,442,0.000881678716275789,2,2,54.5
1303,"00240","≥80%",108,442,0.00158702168929642,4,2,54.5
1306,"00240","≥80%",108,442,0.00238053253394463,4,2,54.5
1322,"00240","<30%",108,442,0.00529007229765473,3,2,54.5
1335,"00240","<30%",108,442,0.00551930876388644,13,2,54.5
1336,"00240","<30%",108,442,0,2,2,54.5
1343,"00240","<30%",108,442,0.0104361370716511,9,2,54.5
1367,"00240","<30%",108,442,0.012343502027861,6,2,54.5
1370,"00240","<30%",108,442,0.0062599188855581,2,2,54.5
1371,"00240","<30%",108,442,0.00643625462881326,3,2,54.5
1375,"00240","<30%",108,442,0.00529007229765473,13,2,54.5
1377,"00240","≥80%",108,442,0.00211602891906189,11,2,54.5
1380,"00240","<30%",108,442,0.00529007229765473,6,2,54.5
1384,"00240","<30%",108,442,0.00529007229765473,6,2,54.5
1387,"00240","<30%",108,442,0.0352671486510316,13,2,54.5
1393,"00240","<30%",108,442,0.00529007229765473,2,2,54.5
1410,"00250","<30%",53,247,0.0316742081447964,19,6,44.3333333333333
1439,"00250","<30%",53,247,0,11,3,35.6666666666667
1460,"00253","<30%",12,12,0.0545454545454545,3,3,8.33333333333333
1462,"00253","<30%",12,12,0,2,3,8.33333333333333
1465,"00253","<30%",12,12,0.0545454545454545,3,3,8.33333333333333
1467,"00253","<30%",12,12,0.0818181818181818,4,3,8.33333333333333
1471,"00253","<30%",12,12,0.0272727272727273,2,3,8.33333333333333
1473,"00254","<30%",20,18,0.0204678362573099,2,5,16.2
1474,"00254","<30%",20,18,0.0350877192982456,2,5,16.2
1482,"00254","<30%",20,18,0,2,5,16.2
1489,"00254","<30%",20,18,0.00292397660818713,2,5,16.2
1490,"00254","<30%",20,18,0.00292397660818713,2,5,16.2
1513,"00260","<30%",74,322,0.00914510400811771,12,3,49.6666666666667
1525,"00260","≥80%",74,322,0.0268264840182648,5,3,49.6666666666667
1529,"00260","≥80%",74,322,0.000428082191780822,4,3,49.6666666666667
1535,"00260","≥80%",74,322,0.00937024353120243,4,3,49.6666666666667
1540,"00260","<30%",74,322,0,2,3,49.6666666666667
1570,"00261","<30%",9,5,0.0178571428571429,2,5,7.4
97,"00030","≥80%",60,163,0.0149035651665693,6,2,30.5
118,"00030","<30%",60,163,0.0760763685953633,12,8,52.625
136,"00030","<30%",60,163,0.0131502045587376,6,2,30.5
1582,"00270","<30%",95,394,0.0144131777625257,12,2,48
1589,"00270","<30%",95,394,0.000343170899107756,3,2,48
1599,"00270","<30%",95,394,0.199036397903934,21,2,48
1623,"00270","<30%",95,394,0.0342462768681025,16,2,48
1633,"00270","<30%",95,394,0.0561738078896625,16,2,48
1650,"00270","≥80%",95,394,0.000114390299702585,3,2,48
1651,"00270","≥80%",95,394,0,2,2,48
1686,"00280","<30%",56,114,0.0101010101010101,3,2,28.5
1698,"00280","<30%",56,114,0.00269360269360269,6,2,28.5
1711,"00280","<30%",56,114,0.0286195286195286,3,2,28.5
1716,"00280","<30%",56,114,0.00162738496071829,6,2,28.5
1718,"00280","<30%",56,114,0.00168350168350168,5,2,28.5
1723,"00280","<30%",56,114,0,7,2,28.5
1724,"00280","<30%",56,114,0.00129068462401796,7,2,28.5
1725,"00280","<30%",56,114,0.00168350168350168,7,2,28.5
1735,"00281","<30%",11,9,0.0333333333333333,3,4,8.5
1742,"00281","<30%",11,9,0,2,4,8.5
1745,"00290","<30%",24,25,0.00395256916996047,2,4,18.25
1747,"00290","≥80%",24,25,0.00395256916996047,3,4,18.25
1752,"00290","≥80%",24,25,0,2,4,18.25
1756,"00290","≥80%",24,25,0.0118577075098814,5,4,18.25
1759,"00290","≥80%",24,25,0.0197628458498024,5,4,18.25
1761,"00290","<30%",24,25,0.00197628458498024,2,4,18.25
1763,"00290","≥80%",24,25,0.00395256916996047,3,5,19.4
1764,"00290","≥80%",24,25,0.00988142292490119,2,4,18.25
1765,"00290","≥80%",24,25,0,4,5,19.4
1766,"00290","<30%",24,25,0,2,4,18.25
1771,"00290","≥80%",24,25,0.00592885375494071,3,5,19.4
1777,"00300","≥80%",31,49,0.0160919540229885,3,3,21
1779,"00300","≥80%",31,49,0.0413793103448276,3,3,21
1780,"00300","≥80%",31,49,0.0505747126436782,4,3,21
1787,"00300","≥80%",31,49,0.0758620689655172,6,3,21
1788,"00300","≥80%",31,49,0.0666666666666667,6,3,21
1789,"00300","<30%",31,49,0.0528735632183908,4,3,21
1790,"00300","<30%",31,49,0.0195402298850575,2,3,21
1795,"00300","<30%",31,49,0,3,3,21
1798,"00300","≥80%",31,49,0,4,3,21
1800,"00300","<30%",31,49,0.00114942528735632,2,3,21
1806,"00310","<30%",63,146,0.00634584875727129,5,5,50.6
1837,"00310","<30%",63,146,0,2,5,50.6
1847,"00310","<30%",63,146,0,4,5,50.6
1852,"00310","<30%",63,146,0,2,5,50.6
1853,"00310","<30%",63,146,0.000793231094658911,2,5,50.6
1858,"00310","<30%",63,146,0.00528820729772607,4,5,50.6
1868,"00310","<30%",63,146,0.00105764145954521,12,5,50.6
1876,"00311","<30%",13,18,0.151515151515152,4,2,7
1877,"00311","<30%",13,18,0.136363636363636,2,2,7
1878,"00311","<30%",13,18,0.0454545454545455,4,2,7
1879,"00311","<30%",13,18,0.106060606060606,3,2,7
1880,"00311","<30%",13,18,0.0833333333333333,3,2,7
1893,"00330","<30%",99,358,0.00333122939897609,9,3,66.3333333333333
1912,"00330","<30%",99,358,0.00908899642331159,13,3,66.3333333333333
1939,"00330","<30%",99,358,0.00153587208079108,10,3,66.3333333333333
1941,"00330","<30%",99,358,0,10,3,66.3333333333333
1956,"00330","<30%",99,358,0.00568062276456975,6,3,66.3333333333333
1957,"00330","<30%",99,358,0.00294550810014728,2,3,66.3333333333333
1984,"00331","≥80%",5,4,0.25,2,2,3
1987,"00331","≥80%",5,4,0.25,2,2,3
1988,"00331","≥80%",5,4,0.333333333333333,2,2,3
1992,"00332","<30%",5,3,0.0833333333333333,2,3,3.66666666666667
180,"00040","<30%",73,167,0.00136932707355243,6,3,49
203,"00040","<30%",73,167,0.00586854460093897,6,3,49
212,"00040","<30%",73,167,0.00352112676056338,2,3,49
213,"00040","<30%",73,167,0.00195618153364632,2,3,49
218,"00040","<30%",73,167,0.000391236306729264,3,3,49
220,"00040","<30%",73,167,0.00469483568075117,4,3,49
2005,"00340","<30%",41,70,0.00576923076923077,5,5,33
2008,"00340","<30%",41,70,0,2,4,31
2012,"00340","<30%",41,70,0,2,4,31
2014,"00340","<30%",41,70,0.00192307692307692,3,4,31
2015,"00340","<30%",41,70,0,3,4,31
2020,"00340","≥80%",41,70,0.00128205128205128,2,4,31
2021,"00340","≥80%",41,70,0,2,4,31
2022,"00340","≥80%",41,70,0,2,4,31
2023,"00340","≥80%",41,70,0.000641025641025641,2,4,31
2024,"00340","≥80%",41,70,0,2,4,31
2025,"00340","≥80%",41,70,0.000641025641025641,2,4,31
2032,"00340","<30%",41,70,0.0192307692307692,9,4,31
2037,"00340","<30%",41,70,0.0181623931623932,9,4,31
2044,"00350","<30%",89,429,0.000914315569487983,5,3,59.6666666666667
2046,"00350","<30%",89,429,0.00640020898641588,2,3,59.6666666666667
2048,"00350","<30%",89,429,0.0146290491118077,5,3,59.6666666666667
2049,"00350","<30%",89,429,0.0188740856844305,7,3,59.6666666666667
2068,"00350","<30%",89,429,0.000783699059561128,3,3,59.6666666666667
2097,"00350","≥80%",89,429,0.000696621386276559,4,3,59.6666666666667
2102,"00350","<30%",89,429,0.033307210031348,9,3,59.6666666666667
2111,"00350","<30%",89,429,0.0137206423844355,14,3,59.6666666666667
2119,"00350","<30%",89,429,0.00666144200626959,2,3,59.6666666666667
2135,"00360","<30%",66,276,0,2,3,44.3333333333333
2140,"00360","<30%",66,276,0.003125,3,3,44.3333333333333
2184,"00360","<30%",66,276,0.0177884615384615,5,3,44.3333333333333
2186,"00360","<30%",66,276,0.00913461538461539,2,3,44.3333333333333
2192,"00360","<30%",66,276,0.0605769230769231,5,3,44.3333333333333
2193,"00360","<30%",66,276,0.0533653846153846,2,3,44.3333333333333
2194,"00360","<30%",66,276,0.0456730769230769,2,3,44.3333333333333
2195,"00360","<30%",66,276,0.0375,2,3,44.3333333333333
2196,"00360","<30%",66,276,0.0295673076923077,3,3,44.3333333333333
2205,"00361","<30%",39,38,0,2,10,35.2
2210,"00361","<30%",39,38,0.00782361308677098,5,10,35.2
2218,"00361","<30%",39,38,0.000711237553342817,2,10,35.2
2219,"00361","<30%",39,38,0,2,10,35.2
2223,"00361","<30%",39,38,0.00355618776671408,5,10,35.2
2227,"00361","<30%",39,38,0.0085348506401138,3,10,35.2
2229,"00361","<30%",39,38,0.0163584637268848,5,10,35.2
2235,"00361","<30%",39,38,0.0042674253200569,4,10,35.2
2237,"00361","<30%",39,38,0.00284495021337127,3,10,35.2
2243,"00361","<30%",39,38,0.00142247510668563,2,10,35.2
2248,"00361","<30%",39,38,0.000711237553342817,2,10,35.2
2255,"00362","<30%",72,133,0.000402414486921529,2,4,54.25
2256,"00362","<30%",72,133,0.000402414486921529,2,4,54.25
2257,"00362","<30%",72,133,0,2,4,54.25
2271,"00362","<30%",72,133,0.00221327967806841,3,4,54.25
2308,"00362","<30%",72,133,0.00160965794768612,2,4,54.25
2309,"00362","<30%",72,133,0.00382293762575453,6,4,54.25
2312,"00362","<30%",72,133,0.00181086519114688,3,4,54.25
2320,"00362","<30%",72,133,0.00321931589537223,3,4,54.25
2321,"00362","<30%",72,133,0.00181086519114688,2,4,54.25
2326,"00364","≥80%",20,18,0,2,4,15.25
2327,"00364","≥80%",20,18,0,2,4,15.25
2328,"00364","<30%",20,18,0,2,4,15.25
2330,"00364","<30%",20,18,0,2,4,15.25
2331,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2333,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2335,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2336,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2337,"00364","<30%",20,18,0,2,4,15.25
2338,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2339,"00364","<30%",20,18,0,3,5,16.2
2346,"00364","<30%",20,18,0,2,4,15.25
2361,"00380","<30%",75,229,0.0140688633839319,3,4,56.5
2362,"00380","<30%",75,229,0.0205479452054795,5,4,56.5
2366,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
2367,"00380","<30%",75,229,0.0286930766382821,6,4,56.5
2368,"00380","<30%",75,229,0.00666419844502036,4,5,60.2
2379,"00380","<30%",75,229,0,2,4,56.5
2380,"00380","<30%",75,229,0.000925583117363939,2,4,56.5
2381,"00380","<30%",75,229,0.00203628285820067,6,4,56.5
2388,"00380","<30%",75,229,0.00846497182113621,12,4,56.5
2389,"00380","<30%",75,229,0.0465218643300835,13,4,56.5
2396,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
2400,"00380","<30%",75,229,0.00222139948167345,6,4,56.5
2406,"00380","<30%",75,229,0,2,4,56.5
2413,"00380","<30%",75,229,0,4,4,56.5
2423,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
245,"00051","<30%",76,243,0.00504504504504504,11,3,51
253,"00051","<30%",76,243,0.00504504504504504,10,3,51
258,"00051","<30%",76,243,0,2,3,51
272,"00051","<30%",76,243,0.000540540540540541,7,3,51
299,"00051","<30%",76,243,0.00036036036036036,3,4,57.25
2434,"00400","≥80%",53,169,0,5,2,27
2438,"00400","≥80%",53,169,0.0248868778280543,3,3,35.6666666666667
2439,"00400","≥80%",53,169,0.0361990950226244,2,2,27
2440,"00400","≥80%",53,169,0.0467571644042232,2,2,27
2441,"00400","≥80%",53,169,0.0565610859728507,5,2,27
2442,"00400","≥80%",53,169,0.0712669683257919,11,2,27
2458,"00400","≥80%",53,169,0.00377073906485671,2,2,27
2459,"00400","≥80%",53,169,0.00735294117647059,4,2,27
2461,"00400","≥80%",53,169,0.0113122171945701,9,2,27
2463,"00400","≥80%",53,169,0.00358220211161388,6,2,27
2472,"00400","<30%",53,169,0,6,2,27
2473,"00400","<30%",53,169,0,3,3,35.6666666666667
2488,"00401","<30%",15,20,0.0164835164835165,2,4,11.5
2489,"00401","<30%",15,20,0.021978021978022,2,4,11.5
2490,"00401","<30%",15,20,0.0164835164835165,2,4,11.5
2499,"00401","<30%",15,20,0,7,4,11.5
2501,"00402","≥80%",8,7,0.142857142857143,2,2,4.5
2502,"00402","<30%",8,7,0.238095238095238,2,2,4.5
2509,"00404","<30%",17,14,0.025,2,4,13
2510,"00404","<30%",17,14,0.0416666666666667,2,4,13
2511,"00404","<30%",17,14,0.05,2,4,13
2512,"00404","<30%",17,14,0.05,2,4,13
2513,"00404","<30%",17,14,0.0416666666666667,2,4,13
2514,"00404","<30%",17,14,0.025,2,4,13
2519,"00404","<30%",17,14,0.0166666666666667,2,4,13
2520,"00404","<30%",17,14,0.025,2,4,13
2521,"00404","<30%",17,14,0.025,2,4,13
2522,"00404","<30%",17,14,0.0166666666666667,2,4,13
2526,"00404","<30%",17,14,0.00416666666666667,2,4,13
2527,"00405","<30%",14,10,0.0128205128205128,2,5,11.4
2528,"00405","<30%",14,10,0.0128205128205128,2,5,11.4
2533,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2538,"00405","≥80%",14,10,0,2,5,11.4
2539,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2541,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2550,"00410","<30%",42,245,0.0621951219512195,2,2,21.5
2551,"00410","<30%",42,245,0.0804878048780488,7,2,21.5
2566,"00410","<30%",42,245,0,5,2,21.5
2570,"00410","<30%",42,245,0.0628472222222222,21,2,21.5
2593,"00430","<30%",18,49,0.0661764705882353,7,2,9.5
2611,"00440","<30%",29,37,0.0634920634920635,6,5,23.4
2614,"00440","<30%",29,37,0.0145502645502645,4,5,23.4
2616,"00440","<30%",29,37,0,2,5,23.4
2622,"00440","<30%",29,37,0.00132275132275132,2,5,23.4
2624,"00440","<30%",29,37,0.0833333333333333,6,5,23.4
2625,"00440","<30%",29,37,0.00925925925925926,4,5,23.4
2626,"00440","<30%",29,37,0.0396825396825397,6,5,23.4
2628,"00440","<30%",29,37,0.0105820105820106,4,5,23.4
2629,"00440","<30%",29,37,0.0687830687830688,4,5,23.4
2630,"00440","<30%",29,37,0.0582010582010582,2,5,23.4
2631,"00440","<30%",29,37,0.0476190476190476,2,5,23.4
2632,"00440","<30%",29,37,0.0343915343915344,3,6,24.3333333333333
2642,"00450","≥80%",18,27,0.0147058823529412,3,2,9.5
2647,"00450","<30%",18,27,0.0110294117647059,2,2,9.5
2649,"00450","<30%",18,27,0,2,2,9.5
2657,"00450","≥80%",18,27,0.0220588235294118,5,2,9.5
2663,"00460","<30%",47,88,0.0101449275362319,8,4,35.5
2666,"00460","<30%",47,88,0.0347826086956522,10,4,35.5
2673,"00460","<30%",47,88,0.0570048309178744,11,4,35.5
2674,"00460","<30%",47,88,0.0154589371980676,10,4,35.5
2677,"00460","<30%",47,88,0.00193236714975845,8,4,35.5
2678,"00460","<30%",47,88,0.0144927536231884,9,4,35.5
2683,"00460","<30%",47,88,0,2,4,35.5
2684,"00460","<30%",47,88,0,2,4,35.5
2686,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2687,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2688,"00460","<30%",47,88,0,4,4,35.5
2693,"00460","<30%",47,88,0,2,4,35.5
2694,"00460","<30%",47,88,0,2,4,35.5
2695,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2696,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2709,"00460","<30%",47,88,0,2,4,35.5
2710,"00460","<30%",47,88,0,2,4,35.5
2711,"00460","<30%",47,88,0.0072463768115942,2,4,35.5
2712,"00460","<30%",47,88,0.0188405797101449,5,4,35.5
2713,"00460","<30%",47,88,0.0135265700483092,2,4,35.5
336,"00052","<30%",57,214,0.00730519480519481,11,2,29
337,"00052","<30%",57,214,0,7,2,29
2718,"00471","≥80%",14,34,0.173076923076923,8,2,7.5
2733,"00472","<30%",15,37,0.10989010989011,9,3,10.3333333333333
2740,"00472","<30%",15,37,0.208791208791209,11,2,8
2755,"00480","<30%",49,228,0.0332446808510638,5,4,37
2787,"00480","<30%",49,228,0.0226063829787234,5,6,41
2792,"00480","<30%",49,228,0.00557244174265451,20,4,37
2813,"00500","<30%",91,505,0.0103620474406991,5,2,46
2865,"00500","<30%",91,505,0.0419631157458324,20,3,61
2871,"00500","<30%",91,505,0,5,2,46
2893,"00500","<30%",91,505,0.0878418711574054,18,2,46
2901,"00510","≥80%",35,50,0.0124777183600713,4,5,28.2
2904,"00510","≥80%",35,50,0.0089126559714795,3,5,28.2
2914,"00510","≥80%",35,50,0.0017825311942959,2,5,28.2
2923,"00510","≥80%",35,50,0.0035650623885918,2,5,28.2
2925,"00510","≥80%",35,50,0.0133689839572193,8,5,28.2
2933,"00510","≥80%",35,50,0.0071301247771836,2,5,28.2
2938,"00510","≥80%",35,50,0.0017825311942959,2,5,28.2
2948,"00512","≥80%",9,18,0.0892857142857143,7,2,5
2951,"00513","≥80%",29,24,0.00132275132275132,2,6,24.3333333333333
2958,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
2962,"00513","≥80%",29,24,0.00396825396825397,2,6,24.3333333333333
2967,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
2973,"00513","<30%",29,24,0.00661375661375661,2,6,24.3333333333333
2975,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
360,"00053","<30%",52,109,0.000392156862745098,2,3,35
362,"00053","<30%",52,109,0.00196078431372549,3,3,35
363,"00053","<30%",52,109,0.00235294117647059,3,4,39.25
365,"00053","<30%",52,109,0.00117647058823529,2,3,35
389,"00053","<30%",52,109,0.00274509803921569,3,3,35
392,"00053","<30%",52,109,0,3,4,39.25
394,"00053","<30%",52,109,0,2,3,35
395,"00053","<30%",52,109,0.00313725490196078,5,3,35
396,"00053","<30%",52,109,0.00156862745098039,2,3,35
397,"00053","<30%",52,109,0.0258823529411765,11,3,35
399,"00053","<30%",52,109,0.000392156862745098,2,3,35
408,"00053","<30%",52,109,0,2,3,35
409,"00053","<30%",52,109,0.000392156862745098,2,3,35
2992,"00515","<30%",4,3,0.333333333333333,2,2,2.5
2993,"00515","<30%",4,3,0.333333333333333,2,2,2.5
3022,"00520","<30%",134,328,0.00494133059922534,9,3,89.6666666666667
3042,"00520","<30%",134,328,0.0037593984962406,2,3,89.6666666666667
3043,"00520","<30%",134,328,0.00262018683071315,2,3,89.6666666666667
3044,"00520","<30%",134,328,0.00136705399863295,2,3,89.6666666666667
3046,"00520","<30%",134,328,0.00655046707678287,9,3,89.6666666666667
3047,"00520","<30%",134,328,0.00546821599453178,2,3,89.6666666666667
3048,"00520","<30%",134,328,0.00427204374572796,2,3,89.6666666666667
3049,"00520","<30%",134,328,0.00296195033037138,2,3,89.6666666666667
3050,"00520","<30%",134,328,0.00153793574846206,2,3,89.6666666666667
3057,"00520","≥80%",134,328,0.0122465254044201,9,3,89.6666666666667
3067,"00520","<30%",134,328,0.000341763499658237,2,3,89.6666666666667
3069,"00520","<30%",134,328,0.00102529049897471,2,3,89.6666666666667
3070,"00520","<30%",134,328,0.000569605832763727,2,3,89.6666666666667
3072,"00520","<30%",134,328,0,2,3,89.6666666666667
3073,"00520","<30%",134,328,0.00119617224880383,4,3,89.6666666666667
3079,"00520","<30%",134,328,0.00199362041467305,5,3,89.6666666666667
3088,"00520","<30%",134,328,0.000569605832763727,3,3,89.6666666666667
3089,"00520","≥80%",134,328,0.0203349282296651,11,3,89.6666666666667
3100,"00520","<30%",134,328,0.00182273866484393,2,3,89.6666666666667
3111,"00520","<30%",134,328,0.000398724082934609,3,3,89.6666666666667
3113,"00520","<30%",134,328,0.00136705399863295,7,3,89.6666666666667
3114,"00520","<30%",134,328,0.00153793574846206,3,3,89.6666666666667
3116,"00520","<30%",134,328,0.00205058099794942,6,3,89.6666666666667
3118,"00520","<30%",134,328,0.00780359990886307,9,3,89.6666666666667
3119,"00520","<30%",134,328,0.0050125313283208,2,3,89.6666666666667
3120,"00520","<30%",134,328,0.00393028024606972,2,3,89.6666666666667
3121,"00520","<30%",134,328,0.00273410799726589,2,3,89.6666666666667
3122,"00520","<30%",134,328,0.00142401458190932,2,3,89.6666666666667
3136,"00521","<30%",14,15,0.0769230769230769,2,2,7.5
3137,"00521","<30%",14,15,0.0961538461538462,2,2,7.5
3138,"00521","<30%",14,15,0.0769230769230769,4,2,7.5
3145,"00521","≥80%",14,15,0.0769230769230769,4,2,7.5
