"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree","subgraph7_size","subgraph7_community","subgraph7_mean_degree","subgraph8_size","subgraph8_community","subgraph8_mean_degree","subgraph9_size","subgraph9_community","subgraph9_mean_degree","subgraph10_size","subgraph10_community","subgraph10_mean_degree","subgraph11_size","subgraph11_community","subgraph11_mean_degree","subgraph12_size","subgraph12_community","subgraph12_mean_degree","subgraph13_size","subgraph13_community","subgraph13_mean_degree"
"11",3952,"ec",623,36,37,1,5,"ec:1.1.1.97","<30",0,1,3,0.000865800865800866,0,0,9,16,12,0.823529411764706,5,5,0,3,3,0,2,2,1,4,2,1,2,2,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",3956,"ec",623,36,37,1,5,"ec:1.14.12.11","<30",0.211416490486258,3,5,0.000980392156862745,0.00336134453781513,0,8,12,9,0.769230769230769,4,4,1,5,5,0,3,3,0,2,2,1,4,2,1,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",3957,"ec",623,36,37,1,5,"ec:1.3.1.19","<30",0.211416490486258,4,3,0.000816326530612245,0.00252100840336134,0,8,13,8,1.28571428571429,4,4,1,5,5,0.8,3,3,0.666666666666667,2,2,0,4,4,1,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3960,"ec",623,36,37,1,5,"ec:1.1.1.90","<30",14.291754756871,4,3,0.000793650793650794,0,0,9,1,2,0,1,1,0,4,4,1,5,5,1.2,13,6,2.30769230769231,3,3,0.666666666666667,2,2,0,4,4,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",3961,"ec",623,36,37,1,5,"ec:4.1.99.11","<30",0.380549682875264,3,5,0.00113250283125708,0,0,8,13,9,1,4,4,1,5,5,0,2,2,0,3,3,0,2,2,1,4,2,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",3962,"ec",623,36,37,1,5,"ec:2.8.3.15","<30",0.972515856236786,4,2,0.000816326530612245,0.000840336134453782,0,8,14,10,0.933333333333333,4,4,1,5,5,0,3,3,0,2,2,1,4,2,1,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",3966,"ec",623,36,37,1,5,"ec:1.17.9.1","<30",6.30021141649049,4,3,0.000816326530612245,0.00504201680672269,0,9,13,8,1.85714285714286,4,4,1,5,5,0.8,1,1,0,3,3,0.666666666666667,2,2,0,4,4,1,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",3968,"ec",623,36,37,1,5,"ec:1.2.1.62","<30",0,1,2,0.000816326530612245,0.000840336134453782,0,8,16,10,1.29411764705882,4,4,1,5,5,0.8,1,1,0,2,2,1,4,2,1,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",3974,"ec",623,36,37,1,5,"ec:3.1.1.45",">=80",91.3742071881607,2,2,0.000839630562552477,0.00168067226890756,0,8,16,10,1.29411764705882,4,4,1,5,5,0.8,3,3,0.666666666666667,2,2,0,1,1,0,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3975,"ec",623,36,37,1,5,"ec:1.3.1.32","<30",1.2262156448203,2,2,0.000816326530612245,0.00168067226890756,0,8,16,10,1.29411764705882,4,4,1,5,5,0.8,3,3,0.666666666666667,2,2,0,2,2,1,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",3979,"ec",623,36,37,1,5,"ec:1.13.11.1","<30",28.0761099365751,2,3,0.000839630562552477,0.00252100840336134,0,8,16,10,1.29411764705882,4,4,1,1,1,0,3,3,0,3,3,0,2,2,1,4,2,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",3985,"ec",623,36,37,1,5,"ec:1.14.15.26","<30",0.0422832980972516,3,5,0.000890471950133571,0.00252100840336134,0,8,3,4,0,4,4,1,5,5,0.8,12,6,1.66666666666667,3,3,0.666666666666667,2,2,0,4,4,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",3986,"ec",623,36,37,1,5,"ec:1.14.13.236","<30",5.62367864693446,3,5,0.000839630562552477,0.00672268907563025,0,8,12,8,1.38461538461538,4,4,1,5,5,0.8,3,3,0.666666666666667,3,3,0.666666666666667,2,2,0,4,4,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",3991,"ec",624,24,31,1,10,"ec:1.2.1.78","<30",1.1015911872705,7,3,0.00249376558603491,0.00395256916996047,0,5,3,4,0.5,2,2,0,13,4,3.07692307692308,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",3992,"ec",624,24,31,1,10,"ec:4.1.2.34","<30",1.1015911872705,8,2,0.00189035916824197,0.00395256916996047,0,5,2,3,0.666666666666667,14,5,2.85714285714286,2,2,0,3,3,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3994,"ec",624,24,31,1,10,"ec:1.13.11.38","<30",1.34638922888617,9,2,0.00181159420289855,0,0,5,1,2,0,15,5,3.2,2,2,0,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",4002,"ec",624,24,31,1,10,"ec:1.14.12.7","<30",13.7086903304774,6,3,0.0021505376344086,0.0158102766798419,0,5,5,3,1,2,2,0,3,3,0.666666666666667,2,2,0,11,3,3.45454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",4003,"ec",624,24,31,1,10,"ec:1.3.1.64","<30",6.36474908200734,5,2,0.00206185567010309,0.0177865612648221,0,5,6,3,1.42857142857143,2,2,0,3,3,0.666666666666667,2,2,0,10,10,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",4004,"ec",624,24,31,1,10,"ec:4.1.1.55","<30",13.5862913096695,6,6,0.00197628458498024,0.0158102766798419,0,5,7,3,1.5,2,2,0,3,3,0.666666666666667,2,2,0,9,9,3.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",4007,"ec",624,24,31,1,10,"ec:1.14.12.15","<30",0.611995104039168,8,2,0.00216450216450216,0,0,5,14,6,2,2,2,0,3,3,0.666666666666667,2,2,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",4008,"ec",624,24,31,1,10,"ec:1.3.1.53","<30",0.734394124847001,7,6,0.00189035916824197,0.00197628458498024,0,5,13,6,2,2,2,0,3,3,0.666666666666667,2,2,0,3,3,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",4010,"ec",624,24,31,1,10,"ec:1.14.13.23","<30",0.244798041615667,7,6,0.0022883295194508,0.00988142292490119,0,5,15,6,2.5,2,2,0,3,3,0.666666666666667,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",4011,"ec",624,24,31,1,10,"ec:1.14.12.12","<30",15.422276621787,1,2,0.00197628458498024,0,0,5,17,6,2.88888888888889,2,2,0,2,2,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",4017,"ec",624,24,31,1,10,"ec:3.1.1.102","<30",0,9,2,0.00189035916824197,0.00197628458498024,0,5,15,6,2.5,2,2,0,3,3,0.666666666666667,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",4021,"ec",625,27,26,1,4,"ec:1.18.6.1","<30",11.4668483197094,2,2,0.00166389351081531,0,0,7,3,4,0.5,3,3,0,3,3,0.666666666666667,6,6,1,8,4,1.25,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",4023,"ec",625,27,26,1,4,"ec:1.14.13.69","<30",0.113533151680291,2,3,0.00153609831029186,0.00461538461538462,0.999999999999999,7,2,3,0.666666666666667,2,2,1,3,3,0.666666666666667,3,3,0.666666666666667,6,3,1.66666666666667,8,3,1.75,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",4027,"ec",625,27,26,1,4,"ec:1.1.1.1",">=80",89.1916439600363,1,2,0.0014792899408284,0.00153846153846154,0,7,5,3,1,1,1,0,3,3,0.666666666666667,6,6,1,8,4,1.25,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4028,"ec",625,27,26,1,4,"ec:1.1.1.1",">=80",89.1916439600363,1,2,0.0014792899408284,0.00153846153846154,0,7,5,3,1,3,3,0.666666666666667,1,1,0,6,6,1,8,4,1.25,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",4036,"ec",625,27,26,1,4,"ec:1.2.1.3","30<=x<80",60.2406902815622,2,4,0.00153846153846154,0.00923076923076923,0,8,5,3,1,3,3,0.666666666666667,3,3,0.666666666666667,3,3,1.33333333333333,8,4,1.25,2,2,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",4040,"ec",625,27,26,1,4,"ec:1.14.12.11","<30",0.113533151680291,2,5,0.0016,0.0138461538461538,0,7,5,3,1,3,3,0.666666666666667,3,3,0.666666666666667,6,3,1.66666666666667,3,3,0,4,4,1.5,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",4054,"ec",626,13,11,1,6,"ec:1.14.12.12","<30",3.1666247800955,1,2,0.00641025641025641,0,0,4,2,3,0.666666666666667,1,1,0,1,1,0,8,4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",4056,"ec",626,13,11,1,6,"ec:1.3.1.29","<30",0.251319426991706,5,2,0.0102040816326531,0.0454545454545455,0,4,2,3,0.666666666666667,3,3,0,1,1,0,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",4057,"ec",626,13,11,1,6,"ec:1.13.11.56","<30",0.226187484292536,4,2,0.00952380952380952,0.0757575757575758,0,4,2,3,0.666666666666667,3,3,0,2,2,1,5,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",4058,"ec",626,13,11,1,6,"ec:5.99.1.4","<30",0.804222166373461,3,2,0.00884955752212389,0.0909090909090909,0,4,2,3,0.666666666666667,3,3,0,3,3,1.33333333333333,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",4059,"ec",626,13,11,1,6,"ec:4.1.2.45","<30",0.854486051771802,4,2,0.00819672131147541,0.0909090909090909,0,4,2,3,0.666666666666667,3,3,0,4,2,1.5,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4060,"ec",626,13,11,1,6,"ec:1.2.1.65","<30",0.226187484292536,5,3,0.00757575757575758,0.0757575757575758,0,4,2,3,0.666666666666667,3,3,0,5,2,1.6,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",4069,"ec",627,55,102,2,11,"ec:1.14.13.167","<30",0.051907604464054,2,5,0.000336700336700337,0,0,4,5,6,2.33333333333333,1,1,0,33,8,3.57575757575758,15,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",4074,"ec",627,55,102,2,11,"ec:1.2.1.67","<30",7.08538800934337,8,3,0.000422832980972516,0.00419287211740042,0,4,7,8,1.75,33,8,3.33333333333333,13,7,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",4078,"ec",627,55,102,2,11,"ec:6.2.1.32","<30",11.6792110044121,8,3,0.000434971726837756,0.000349406009783368,0,4,7,8,1.75,31,9,3.16129032258065,15,7,2.13333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",4081,"ec",627,55,102,2,11,"ec:1.14.12.23","<30",3.2701790812354,7,4,0.000426985482493595,0.00419287211740042,0,4,7,8,1.75,28,9,3.28571428571429,4,4,1,15,7,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",4082,"ec",627,55,102,2,11,"ec:5.4.4.1","<30",1.99844277186608,10,2,0.000342935528120713,0.000698812019566737,0,4,7,8,1.75,31,9,3.2258064516129,15,7,2.13333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",4084,"ec",627,55,102,2,11,"ec:1.7.1.16","<30",0,8,2,0.000467071461933676,0,0,4,7,8,1.75,29,9,3.24137931034483,3,3,0.666666666666667,15,7,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",4085,"ec",627,55,102,2,11,"ec:1.7.1.16","<30",0,9,2,0.000349283967865875,0.000698812019566737,0,4,7,8,1.75,30,9,3.2,2,2,0,15,7,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",4086,"ec",627,55,102,2,11,"ec:4.1.1.61","30<=x<80",58.3441474175967,6,6,0.000393545848091303,0.0167714884696017,0,4,7,8,1.75,21,6,3.04761904761905,11,5,1.27272727272727,15,7,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",4087,"ec",627,55,102,2,11,"ec:1.14.13.7","<30",5.06099143524526,6,4,0.000409668168783286,0.0157232704402516,0,4,7,8,1.75,22,6,3.72727272727273,10,4,1.4,15,7,2.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",4103,"ec",627,55,102,2,11,"ec:5.1.2.2","<30",1.71295094731378,10,3,0.000457247370827618,0,0,4,7,8,1.75,31,7,3.48387096774194,15,7,2.13333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",4113,"ec",627,55,102,2,11,"ec:1.97.1.2","<30",0,8,2,0.000342935528120713,0.00419287211740042,0,4,7,8,1.75,33,8,3.33333333333333,13,6,2.30769230769231,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",4114,"ec",627,55,102,2,11,"ec:4.1.1.59","<30",5.16480664417337,7,4,0.000377073906485671,0.00908455625436757,0,4,7,8,1.75,33,8,3.33333333333333,12,4,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",4116,"ec",627,55,102,2,11,"ec:2.1.1.341","<30",1.53127433168959,6,5,0.000377358490566038,0.00681341719077568,0,4,7,8,1.75,33,8,3.57575757575758,13,5,2.46153846153846,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",4117,"ec",627,55,102,2,11,"ec:1.13.11.8","<30",6.30677394238256,6,3,0.000398724082934609,0.0125786163522013,0,4,7,8,1.75,33,8,3.57575757575758,10,5,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",4118,"ec",627,55,102,2,11,"ec:1.1.1.312","<30",3.50376330132364,5,3,0.000391542678151919,0.0139762403913347,0,4,7,8,1.75,33,8,3.57575757575758,9,4,2,5,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",4132,"ec",630,81,360,1,8,"ec:4.1.3.1","30<=x<80",41.2917150921468,5,20,0.000588581518540318,0.00965189873417721,1.75641062996932e-16,3,77,9,8.66666666666667,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",4144,"ec",630,81,360,1,8,"ec:1.1.3.15","30<=x<80",46.4220488128839,5,23,0.000476644423260248,0.0213212025316456,0.0231571388354718,3,77,9,8,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",4156,"ec",630,81,360,1,8,"ec:2.3.3.1",">=80",81.5042337705462,5,6,0.000403388463089956,0.0153460727036676,0.121312808849174,3,77,9,8.41025641025641,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4189,"ec",630,81,360,1,8,"ec:4.1.3.24","<30",4.41640378548896,5,21,0.000476190476190476,0.108069620253165,0.0552258381014524,3,75,9,8.21052631578947,3,3,0.666666666666667,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",4191,"ec",630,81,360,1,8,"ec:5.1.99.1","30<=x<80",30.5495600199236,7,2,0.00015625,0.00743670886075949,0.00482023938421123,3,77,9,8.53846153846154,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",4192,"ec",630,81,360,1,8,"ec:6.4.1.3","30<=x<80",34.002988543915,6,2,0.000158202816010125,0.0145569620253165,0.0163156906026896,3,76,9,8.5974025974026,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",4197,"ec",630,81,360,1,8,"ec:2.6.1.4","<30",1.62709613149593,5,24,0.00046882325363338,0.0597626582278481,0.482691405049031,3,76,9,8.72727272727273,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",4220,"ec",640,61,225,7,14,"ec:1.1.1.59","<30",3.63636363636364,8,6,0.00030826140567201,0.0019774011299435,0,2,46,15,7.4468085106383,14,6,2.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",4222,"ec",640,61,225,7,14,"ec:3.1.2.4","<30",8.31404958677686,7,2,0.000712250712250712,0,0,2,45,14,7.56521739130435,15,6,2.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",4238,"ec",640,61,225,7,14,"ec:4.2.1.54","<30",0.132231404958678,9,6,0.000526315789473684,0.0158795582948125,0.158682702222379,2,59,9,6.93333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
