"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree","subgraph7_size","subgraph7_community","subgraph7_mean_degree","subgraph8_size","subgraph8_community","subgraph8_mean_degree","subgraph9_size","subgraph9_community","subgraph9_mean_degree","subgraph10_size","subgraph10_community","subgraph10_mean_degree","subgraph11_size","subgraph11_community","subgraph11_mean_degree","subgraph12_size","subgraph12_community","subgraph12_mean_degree","subgraph13_size","subgraph13_community","subgraph13_mean_degree"
"222",5054,"ec",860,130,277,1,34,"ec:3.1.1.100","<30",0.299982353979178,30,11,7.28809853509219e-05,0.00371850775193798,0.731662340692586,4,115,18,4.22413793103448,3,3,0.666666666666667,9,4,1.55555555555556,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",5069,"ec",860,130,277,1,34,"ec:4.99.1.11","<30",1.58814187400741,20,4,6.25e-05,0.000363372093023256,2.88814139690595e-17,4,121,20,4.27868852459016,3,3,0.666666666666667,2,2,0,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",5070,"ec",860,130,277,1,34,"ec:6.3.5.12","<30",0.81171695782601,21,2,6.05583479682674e-05,0.000363372093023256,4.13554478132767e-17,4,122,21,4.29268292682927,3,3,0.666666666666667,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",5071,"ec",860,130,277,1,34,"ec:6.3.3.7","<30",1.62343391565202,22,2,6.00925425154738e-05,0.000242248062015504,3.21953249368411e-17,4,123,20,4.29032258064516,3,3,0.666666666666667,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",5082,"ec",900,52,160,6,12,"ec:1.1.1.267","30<=x<80",72.292403570827,11,2,0.000809061488673139,0.012156862745098,5.71129826971628e-18,2,50,6,6.23529411764706,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",5083,"ec",900,52,160,6,12,"ec:2.7.7.60","30<=x<80",73.8925383190163,10,2,0.000795544948289578,0.0235294117647059,3.42287362627853e-19,2,49,6,6.32,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",5084,"ec",900,52,160,6,12,"ec:2.7.1.148","30<=x<80",77.985514569648,9,2,0.000781860828772478,0.0341176470588235,9.29585100190869e-18,2,48,6,6.40816326530612,3,3,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",5085,"ec",900,52,160,6,12,"ec:4.6.1.12","30<=x<80",73.7746336533603,8,3,0.000768049155145929,0.043921568627451,0,2,47,5,6.5,4,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",5089,"ec",900,52,160,6,12,"ec:2.3.3.10","<30",25.0126326427489,11,3,0.000908265213442325,0.0129411764705882,0,2,1,2,0,50,7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",5100,"ec",900,52,160,6,12,"ec:2.5.1.68","<30",10.4935152433889,7,14,0.000685871056241427,0.0263772175536881,0.221562833644057,2,49,8,5.4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",5117,"ec",900,52,160,6,12,"ec:2.5.1.58","<30",8.84284992420414,8,11,0.000526315789473684,0.0174509803921569,0.161564220192902,2,49,6,6.28,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",5124,"ec",900,52,160,6,12,"ec:3.4.24.84","<30",25.2652854977261,9,2,0.000536480686695279,0.00627450980392157,3.93762200412943e-18,2,50,6,6.23529411764706,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",5134,"ec",901,34,30,1,8,"ec:4.3.3.2","30<=x<80",32,3,3,0.00104058272632674,0.00473484848484848,0,9,1,2,0,8,3,2,2,2,0,5,5,1.6,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",5136,"ec",901,34,30,1,8,"ec:1.5.1.32","<30",0,3,4,0.00107991360691145,0,0,9,7,3,1.5,5,3,1.2,2,2,0,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",5138,"ec",901,34,30,1,8,"ec:1.14.14.104","<30",0,3,4,0.000946969696969697,0.00284090909090909,0,9,7,3,1.5,2,2,0,5,5,2.4,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",5140,"ec",901,34,30,1,8,"ec:1.3.1.73","<30",0,4,2,0.000918273645546373,0.000946969696969697,0,9,7,3,1.5,6,3,1.66666666666667,2,2,1,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",5141,"ec",901,34,30,1,8,"ec:2.3.1.160","<30",0,4,2,0.00089126559714795,0,0,9,7,4,1.75,1,1,0,6,6,2.33333333333333,2,2,0,2,2,0,9,4,1.55555555555556,2,2,0,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",5147,"ec",901,34,30,1,8,"ec:1.14.99.59","<30",0,2,4,0.0009765625,0.00852272727272727,0,9,3,4,1,8,3,2,2,2,0,3,3,0.666666666666667,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",5149,"ec",901,34,30,1,8,"ec:2.7.1.222","<30",0,3,3,0.000918273645546373,0.00473484848484848,0,9,5,6,1.66666666666667,8,3,2,2,2,0,2,2,1,9,3,1.55555555555556,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",5161,"ec",901,34,30,1,8,"ec:1.14.14.103","<30",0,6,2,0.000946073793755913,0.00189393939393939,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,6,3,1.33333333333333,2,2,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",5162,"ec",901,34,30,1,8,"ec:2.1.1.99","<30",0,6,2,0.000946073793755913,0.00568181818181818,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,6,3,1.33333333333333,2,2,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",5163,"ec",901,34,30,1,8,"ec:1.14.11.20","<30",0,7,2,0.000918273645546373,0.00378787878787879,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,7,3,1.71428571428571,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",5165,"ec",901,34,30,1,8,"ec:2.1.1.94","<30",0,5,2,0.00114810562571757,0,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,5,3,0.8,3,3,0,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",5166,"ec",901,34,30,1,8,"ec:1.14.14.50","<30",0,4,2,0.00100401606425703,0.00378787878787879,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,4,4,0.5,4,4,0.5,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",5167,"ec",901,34,30,1,8,"ec:1.1.99.41","<30",0,5,2,0.000974658869395711,0.00568181818181818,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,5,3,1.2,3,3,0.666666666666667,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",5168,"ec",901,34,30,1,8,"ec:1.14.14.50","<30",0,7,2,0.000918273645546373,0.00189393939393939,0,9,7,4,1.75,8,3,2,2,2,0,2,2,0,7,4,1.42857142857143,2,2,1,2,2,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",5174,"ec",902,57,194,1,9,"ec:1.14.14.83","<30",0,6,4,0.000330360092500826,0.0262987012987013,0.0995554826364181,4,38,13,8.51282051282051,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",5176,"ec",902,57,194,1,9,"ec:1.14.14.85","<30",0,4,3,0.000336700336700337,0.0012987012987013,4.60144974640666e-17,4,42,13,7.02325581395349,6,4,0.666666666666667,7,7,1.14285714285714,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",5178,"ec",902,57,194,1,9,"ec:1.14.14.85","<30",0,3,3,0.000336700336700337,0.0025974025974026,3.49158357421978e-17,4,42,13,7.02325581395349,6,4,0.666666666666667,6,6,1.33333333333333,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",5185,"ec",902,57,194,1,9,"ec:4.2.3.20","<30",1.12359550561798,5,17,0.000613873542050338,0.0188672438672439,0.096979384097726,4,39,12,6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",5186,"ec",902,57,194,1,9,"ec:4.2.3.16","<30",6.74157303370786,5,19,0.000612369871402327,0.0471139971139971,0.133331681258466,4,6,2,1.71428571428571,35,10,7.25714285714286,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",5187,"ec",902,57,194,1,9,"ec:5.5.1.8","<30",0,5,17,0.000611620795107034,0.0169191919191919,0.183310477712408,4,39,11,6.05,6,6,0.333333333333333,9,5,1.11111111111111,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",5190,"ec",902,57,194,1,9,"ec:1.1.1.223","<30",0,7,2,0.000656167979002625,0,4.21979432447055e-17,4,40,12,6.58536585365854,6,6,0.333333333333333,9,5,1.11111111111111,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",5191,"ec",902,57,194,1,9,"ec:1.14.14.53","<30",0,6,2,0.000624219725343321,0.00974025974025974,4.43687266278689e-17,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",5193,"ec",902,57,194,1,9,"ec:1.14.14.51","<30",0,6,4,0.000645161290322581,0.0100649350649351,8.18720402074853e-17,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",5194,"ec",902,57,194,1,9,"ec:1.14.14.99","<30",0,6,4,0.00062266500622665,0.00974025974025974,1.18036046335471e-16,4,39,12,6.6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",5200,"ec",902,57,194,1,9,"ec:4.2.3.108","30<=x<80",53.9325842696629,6,3,0.000330360092500826,0.0262987012987013,0.129881589509067,4,38,13,8.41025641025641,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",5201,"ec",902,57,194,1,9,"ec:1.1.1.241","<30",0,8,2,0.000318877551020408,0.00941558441558442,0.0182495630809712,4,40,11,7.36585365853659,6,4,0.666666666666667,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",5203,"ec",902,57,194,1,9,"ec:1.3.1.81","<30",0,1,5,0.000343406593406593,0,4.21979432447055e-17,4,42,12,7.06976744186047,3,3,0.666666666666667,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",5213,"ec",902,57,194,1,9,"ec:1.1.1.324",">=80",100,7,2,0.000324569944823109,0.0181818181818182,0.0373179364093824,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",5214,"ec",902,57,194,1,9,"ec:1.14.14.133","<30",0,7,2,0.000324569944823109,0.0181818181818182,0.0486855446801464,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",5216,"ec",902,57,194,1,9,"ec:1.14.14.31","<30",0,6,3,0.000318877551020408,0.00876623376623377,0.51535485525025,4,40,14,8.19512195121951,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",5220,"ec",902,57,194,1,9,"ec:3.1.7.3","<30",0,6,2,0.000318877551020408,0.00876623376623377,0.0687131292952294,4,40,13,8.14634146341463,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",5223,"ec",902,57,194,1,9,"ec:1.3.1.99","<30",0,8,2,0.000318877551020408,0.00941558441558442,0.0139884649340776,4,40,13,8.24390243902439,6,6,1.33333333333333,9,4,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",5224,"ec",902,57,194,1,9,"ec:2.4.1.323","<30",0,4,2,0.000342700479780672,0.00162337662337662,4.15652528218683e-17,4,42,16,7.90697674418605,6,6,1.33333333333333,7,3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",736,"ec",100,55,70,1,28,"ec:1.14.19.20","30<=x<80",38.3194829178209,27,2,0.000342935528120713,0.00139762403913347,0,4,44,13,1.91111111111111,3,3,0.666666666666667,6,6,0.333333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",738,"ec",100,55,70,1,28,"ec:1.3.1.21","<30",29.8245614035088,27,6,0.000410340582683627,0,0,4,41,11,2.14285714285714,3,3,0.666666666666667,6,6,0.333333333333333,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",739,"ec",100,55,70,1,28,"ec:1.14.19.20","30<=x<80",38.3194829178209,26,4,0.000369959304476508,0.00139762403913347,0,4,39,9,2.05,3,3,0.666666666666667,6,6,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",742,"ec",100,55,70,1,28,"ec:1.14.19.41","<30",11.0803324099723,1,2,0.000342935528120713,0.000349406009783368,0,4,46,14,2.04255319148936,1,1,0,6,6,0.333333333333333,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",745,"ec",100,55,70,1,28,"ec:1.14.19.20","30<=x<80",38.3194829178209,26,2,0.000336700336700337,0,0,4,44,10,2.31111111111111,1,1,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",751,"ec",100,55,70,1,28,"ec:5.4.99.8","<30",10.0646352723915,14,3,0.000459770114942529,0.00838574423480084,0,4,19,9,1.4,26,12,1.53846153846154,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",752,"ec",100,55,70,1,28,"ec:5.5.1.9","<30",11.5420129270545,19,2,0.000382701875239189,0.017120894479385,0,4,31,15,1.625,14,7,1,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",753,"ec",100,55,70,1,28,"ec:1.14.14.154","30<=x<80",50.9695290858726,20,2,0.000375798571965427,0.0167714884696017,0,4,32,16,1.57575757575758,13,8,0.769230769230769,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",754,"ec",100,55,70,1,28,"ec:2.1.1.143","<30",8.95660203139428,23,3,0.000408830744071954,0,0,4,40,15,1.65853658536585,5,5,0.4,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",755,"ec",100,55,70,1,28,"ec:1.3.1.70","30<=x<80",33.1486611265005,21,2,0.0003690036900369,0.0157232704402516,0,4,33,16,1.58823529411765,12,9,0.666666666666667,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",756,"ec",100,55,70,1,28,"ec:2.1.1.41","<30",22.9916897506925,15,2,0.000411353352529823,0.0115303983228512,0,4,27,10,2,18,7,1.55555555555556,3,3,0.666666666666667,6,6,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",758,"ec",100,55,70,1,28,"ec:5.4.99.7","<30",28.4395198522622,15,5,0.000356125356125356,0.00314465408805031,0,4,22,11,1.30434782608696,23,11,1.47826086956522,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",759,"ec",100,55,70,1,28,"ec:1.3.1.70","30<=x<80",38.8734995383195,17,4,0.000356125356125356,0.000698812019566737,0,4,26,9,1.7037037037037,19,9,1.36842105263158,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",760,"ec",100,55,70,1,28,"ec:5.3.3.5","<30",27.2391505078486,22,3,0.00036231884057971,0.0139762403913347,0,4,34,12,1.88571428571429,11,8,0.727272727272727,3,3,0.666666666666667,6,6,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",761,"ec",100,55,70,1,28,"ec:1.1.1.170","<30",26.9621421975993,19,2,0.000398883127243718,0,0,4,29,9,1.86666666666667,16,8,1.125,3,3,0.666666666666667,6,6,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",765,"ec",100,55,70,1,28,"ec:1.14.18.9","<30",25.0230840258541,18,3,0.000336700336700337,0,0,4,28,6,2.20689655172414,17,5,2.23529411764706,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",767,"ec",100,55,70,1,28,"ec:1.1.1.270","<30",25.1154201292705,20,2,0.000383435582822086,0.00244584206848358,0,4,30,8,2.06451612903226,15,5,1.86666666666667,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",772,"ec",100,55,70,1,28,"ec:1.14.15.18","<30",11.9113573407202,2,4,0.000356125356125356,0.0010482180293501,0,4,46,8,2.25531914893617,3,3,0.666666666666667,4,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",773,"ec",100,55,70,1,28,"ec:1.14.18.11","<30",9.97229916897507,23,3,0.000355745286374956,0.0125786163522013,0,4,41,10,2.23809523809524,4,4,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",774,"ec",100,55,70,1,28,"ec:1.14.18.10","<30",8.40258541089566,16,2,0.000404040404040404,0.0139762403913347,0,4,28,10,2.13793103448276,17,6,1.64705882352941,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",775,"ec",100,55,70,1,28,"ec:1.14.18.11","<30",9.97229916897507,24,2,0.00036231884057971,0.00139762403913347,0,4,41,10,2.0952380952381,4,4,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",780,"ec",100,55,70,1,28,"ec:1.14.14.17","30<=x<80",37.1191135734072,15,3,0.00046882325363338,0.00593990216631726,0,4,44,9,2.26666666666667,3,3,0.666666666666667,6,6,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",785,"ec",100,55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,17,2,0.000396825396825397,0.0157232704402516,0,4,29,9,2.13333333333333,16,8,1.625,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",786,"ec",100,55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,24,2,0.000349283967865875,0.00908455625436757,0,4,42,10,2.27906976744186,3,3,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",787,"ec",100,55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,25,2,0.000355745286374956,0.00209643605870021,0,4,42,10,2.13953488372093,3,3,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",788,"ec",100,55,70,1,28,"ec:1.1.1.270","<30",0,18,2,0.00038971161340608,0.0167714884696017,0,4,30,10,2.12903225806452,15,7,1.6,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",789,"ec",100,55,70,1,28,"ec:1.1.1.270","<30",0,25,2,0.000342935528120713,0.00489168413696716,0,4,43,10,2.31818181818182,2,2,0,3,3,0.666666666666667,6,3,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
