"dictID","org","pathway","name","entrez","is_bottleneck","reaction_type","betweenness","degree","community","eccentricity","radius","diameter"
104,"dre",30,"ec:4.1.2.13","dre:321664 / dre:336425 / dre:369193 / dre:406496 / dre:792692",0,"reversible",0.00176518883415435,15,1,4,2,4
105,"dre",30,"ec:2.7.1.11","dre:447836 / dre:550259 / dre:560944 / dre:561416 / dre:568001 / dre:570106",0,"irreversible",0.00253195080781288,10,1,3,2,4
106,"dre",30,"ec:3.1.3.11","dre:282672 / dre:335231 / dre:445505",0,"irreversible",0.00253195080781288,10,1,3,2,4
107,"dre",30,"ec:5.3.1.9","dre:246094 / dre:246095",0,"reversible",0.0392130857648099,14,1,2,2,4
110,"dre",30,"ec:1.1.1.44","dre:406762",0,"irreversible",0.0169761273209549,6,9,3,2,4
111,"dre",30,"ec:3.1.1.31","dre:445494",0,"irreversible",0.00425287356321839,5,9,4,2,4
112,"dre",30,"ec:1.1.1.49","dre:570579",0,"irreversible",0.0198054818744474,5,9,3,2,4
118,"dre",30,"ec:3.1.1.17","dre:403070",0,"irreversible",NA,NA,NA,NA,NA,NA
125,"dre",30,"ec:2.2.1.2","dre:324556",0,"reversible",0.270402298850575,21,1,3,2,4
126,"dre",30,"ec:5.4.2.2","dre:394000 / dre:405822",0,"reversible",0.0624712643678161,11,3,3,2,4
129,"dre",30,"ec:2.7.1.165","dre:570678",0,"irreversible",NA,NA,NA,NA,NA,NA
NA,"dre",30,NA,"dre:569348",0,NA,0.0132183908045977,6,9,3,2,4
147,"dre",30,"ec:1.1.1.343","dre:406762",0,"irreversible",0.0169761273209549,6,9,3,2,4
148,"dre",30,"ec:1.1.1.363","dre:570579",0,"irreversible",0.0198054818744474,5,9,3,2,4
154,"dre",40,"ec:3.2.1.31","dre:562316 / dre:571441",0,"irreversible",0,8,1,3,1,3
161,"dre",40,"ec:5.1.3.1","dre:334897",0,"reversible",0,1,2,1,1,3
164,"dre",40,"ec:2.7.7.40","dre:798716",0,"reversible",NA,NA,NA,NA,NA,NA
167,"dre",40,"ec:2.7.1.17","dre:393350",0,"reversible",0,1,2,1,1,3
174,"dre",40,"ec:1.1.1.21","dre:553452",1,"reversible",0.0131578947368421,4,3,1,1,3
176,"dre",40,"ec:1.1.1.10","dre:550282",0,"reversible",0.00263157894736842,2,3,2,1,3
177,"dre",40,"ec:1.1.1.21","dre:553452",1,"reversible",0.0131578947368421,4,3,1,1,3
180,"dre",40,"ec:1.1.1.45","dre:751596",0,"reversible",0,2,1,5,1,3
181,"dre",40,"ec:2.7.7.9","dre:334420 / dre:555748",0,"irreversible",0,1,1,5,1,3
182,"dre",40,"ec:2.4.1.17","dre:100006320 / dre:406731 / dre:553952 / dre:570913 / dre:641488",0,"reversible",0.00105263157894737,3,1,3,1,3
183,"dre",40,"ec:1.1.1.22","dre:116991",1,"reversible",0,7,1,4,1,3
185,"dre",40,"ec:2.7.1.43","dre:569254",0,"reversible",0,4,1,4,1,3
206,"dre",40,"ec:1.1.1.179","dre:406433 / dre:449558",0,"irreversible",0,1,3,2,1,3
215,"dre",40,"ec:1.1.1.14","dre:570613",0,"reversible",0.00789473684210526,2,3,2,1,3
216,"dre",40,"ec:1.1.1.2","dre:445326 / dre:799805",0,"reversible",0.00394736842105263,4,1,4,1,3
226,"dre",51,"ec:1.1.1.21","dre:553452",0,"reversible",0,1,1,8,5,4
227,"dre",51,"ec:1.1.1.14","dre:570613",1,"reversible",0.0207317073170732,5,2,7,5,4
229,"dre",51,"ec:2.7.1.3","dre:436909",0,"irreversible",0.00731707317073171,9,3,7,5,4
238,"dre",51,"ec:2.7.1.1","dre:321224 / dre:406339 / dre:406791",0,"irreversible",0.0142530487804878,23,4,6,5,4
241,"dre",51,"ec:2.7.1.1","dre:321224 / dre:406339 / dre:406791",0,"irreversible",0.0142530487804878,23,4,6,5,4
243,"dre",51,"ec:3.1.3.46","dre:100330415 / dre:327453 / dre:386663 / dre:393160 / dre:393983 / dre:554477 / dre:556190 / dre:564852 / dre:664696",0,"irreversible",0,13,4,7,5,4
246,"dre",51,"ec:5.3.1.8","dre:613246",0,"reversible",0.0274390243902439,23,4,6,5,4
247,"dre",51,"ec:5.4.2.8","dre:100007686 / dre:368229",0,"reversible",0.0146341463414634,7,5,5,5,4
248,"dre",51,"ec:2.7.7.30","dre:553792",1,"reversible",0,2,6,8,5,4
249,"dre",51,"ec:1.1.1.271","dre:494077",1,"irreversible",0.0024390243902439,2,6,7,5,4
250,"dre",51,"ec:4.2.1.47","dre:393461",1,"irreversible",0.00365853658536585,4,5,6,5,4
251,"dre",51,"ec:2.7.7.13","dre:393469 / dre:431743 / dre:445097",0,"irreversible",0,3,5,5,5,4
255,"dre",51,"ec:2.7.1.11","dre:447836 / dre:550259 / dre:560944 / dre:561416 / dre:568001 / dre:570106",0,"irreversible",0.00792682926829268,18,4,7,5,4
260,"dre",51,"ec:5.3.1.1","dre:192309 / dre:560753",0,"reversible",0,6,3,9,5,4
261,"dre",51,"ec:4.1.2.13","dre:321664 / dre:336425 / dre:369193 / dre:406496 / dre:792692",0,"reversible",0.00620426829268293,14,3,8,5,4
262,"dre",51,"ec:2.7.1.28","dre:793926",0,"irreversible",0.0121951219512195,12,3,9,5,4
263,"dre",51,"ec:4.1.2.13","dre:321664 / dre:336425 / dre:369193 / dre:406496 / dre:792692",0,"reversible",0.00620426829268293,14,3,8,5,4
271,"dre",51,"ec:3.1.3.11","dre:282672 / dre:335231 / dre:445505",0,"irreversible",0,18,4,7,5,4
279,"dre",51,"ec:2.7.1.52","dre:100150934",0,"irreversible",0,1,6,9,5,4
292,"dre",51,"ec:4.2.1.68","dre:558186",0,"irreversible",NA,NA,NA,NA,NA,NA
304,"dre",52,"ec:3.2.1.22","dre:450083",1,"irreversible",0.0123076923076923,10,1,4,3,4
306,"dre",52,"ec:2.7.1.11","dre:447836 / dre:550259 / dre:560944 / dre:561416 / dre:568001 / dre:570106",0,"reversible",NA,NA,NA,NA,NA,NA
310,"dre",52,"ec:3.2.1.22","dre:450083",1,"irreversible",0.0123076923076923,10,1,4,3,4
313,"dre",52,"ec:3.2.1.20","dre:100002366 / dre:100148922 / dre:100332784 / dre:100536353",0,"irreversible",0,1,1,5,3,4
314,"dre",52,"ec:3.2.1.22","dre:450083",1,"irreversible",0.0123076923076923,10,1,4,3,4
317,"dre",52,"ec:1.1.1.21","dre:553452",0,"reversible",0,4,2,4,3,4
318,"dre",52,"ec:3.2.1.22","dre:450083",1,"reversible",0.0123076923076923,10,1,4,3,4
319,"dre",52,"ec:3.2.1.22","dre:450083",1,"reversible",0.0123076923076923,10,1,4,3,4
320,"dre",52,"ec:3.2.1.22","dre:450083",1,"reversible",0.0123076923076923,10,1,4,3,4
321,"dre",52,"ec:3.2.1.22","dre:450083",1,"reversible",0.0123076923076923,10,1,4,3,4
322,"dre",52,"ec:2.7.1.2","dre:751668",0,"reversible",0,4,2,3,3,4
323,"dre",52,"ec:2.7.1.1","dre:321224 / dre:406339 / dre:406791",0,"reversible",0,4,2,3,3,4
324,"dre",52,"ec:3.2.1.108","dre:796436",0,"irreversible",0.0598461538461539,14,2,3,3,4
325,"dre",52,"ec:3.2.1.23","dre:548343",0,"irreversible",0.0598461538461539,14,2,3,3,4
326,"dre",52,"ec:5.4.2.2","dre:394000 / dre:405822",0,"reversible",0.0265174825174825,10,2,4,3,4
327,"dre",52,"ec:2.4.1.22","dre:100148828 / dre:550425 / dre:768123",0,"irreversible",0.0130909090909091,4,3,3,3,4
328,"dre",52,"ec:5.1.3.2","dre:678540",0,"reversible",0.0134265734265734,6,3,4,3,4
329,"dre",52,"ec:2.7.7.9","dre:334420 / dre:555748",0,"reversible",0.0116923076923077,4,3,5,3,4
331,"dre",52,"ec:2.7.7.12","dre:791130",0,"reversible",0.0307692307692308,7,3,4,3,4
343,"dre",52,"ec:3.1.3.9","dre:100000750 / dre:445118 / dre:563180 / dre:790919",0,"reversible",0.00664335664335664,4,2,3,3,4
346,"dre",52,"ec:3.2.1.22","dre:450083",1,"irreversible",0.0123076923076923,10,1,4,3,4
355,"dre",52,"ec:2.7.1.6","dre:449829",0,"irreversible",0,2,2,3,3,4
356,"dre",52,"ec:5.1.3.3","dre:436646",0,"irreversible",0,5,2,3,3,4
367,"dre",53,"ec:1.13.99.1","dre:571850",0,"irreversible",0,6,1,2,2,1
368,"dre",53,"ec:2.7.1.43","dre:569254",0,"reversible",0,6,1,2,2,1
370,"dre",53,"ec:1.1.1.22","dre:116991",0,"irreversible",0,5,1,2,2,1
374,"dre",53,"ec:3.1.1.17","dre:403070",0,"reversible",NA,NA,NA,NA,NA,NA
378,"dre",53,"ec:2.4.1.17","dre:100006320 / dre:406731 / dre:553952 / dre:570913 / dre:641488",0,"irreversible",0,3,1,2,2,1
381,"dre",53,"ec:1.2.1.3","dre:100000026 / dre:100005587 / dre:100536795 / dre:323653 / dre:334197 / dre:368239 / dre:393462 / dre:399481 / dre:447920 / dre:492710",0,"reversible",NA,NA,NA,NA,NA,NA
420,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
421,"dre",61,"ec:3.1.2.21","dre:568096",0,"irreversible",0,4,1,2,1,3
423,"dre",61,"ec:3.1.2.21","dre:568096",0,"irreversible",0,4,1,2,1,3
424,"dre",61,"ec:3.1.2.21","dre:568096",0,"irreversible",0,4,1,2,1,3
435,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
440,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
441,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
442,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
443,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
444,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
445,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
447,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
450,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
452,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
455,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
458,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
461,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
463,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
466,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
469,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
472,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
474,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
477,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
480,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
483,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
485,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
488,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
491,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
494,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
496,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
499,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
502,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
505,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
507,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
510,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
512,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
516,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
519,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
522,"dre",61,"ec:2.3.1.85","dre:559001",1,"reversible",0.350389863547758,24,1,1,1,3
524,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
525,"dre",61,"ec:2.3.1.39","dre:564111",0,"irreversible",0.00828460038986355,7,2,2,1,3
527,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
529,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
530,"dre",61,"ec:6.4.1.2","dre:556236 / dre:559403",0,"reversible",0.0511695906432749,6,3,2,1,3
535,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
559,"dre",61,"ec:6.2.1.3","dre:100006023 / dre:334561 / dre:335159 / dre:393622 / dre:445175 / dre:447860 / dre:555308 / dre:559656 / dre:566863 / dre:567157",0,"irreversible",0,1,4,2,1,3
NA,"dre",61,NA,"dre:562292",0,"irreversible",0.000974658869395711,5,2,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:402954",0,"reversible",0,4,1,2,1,3
NA,"dre",61,NA,"dre:64815",0,NA,0,4,1,2,1,3
NA,"dre",61,NA,"dre:550550",0,"reversible",0.0497076023391813,6,1,2,1,3
NA,"dre",61,NA,"dre:562292",0,"irreversible",0.000974658869395711,5,2,2,1,3
565,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
566,"dre",61,"ec:6.2.1.3","dre:100006023 / dre:334561 / dre:335159 / dre:393622 / dre:445175 / dre:447860 / dre:555308 / dre:559656 / dre:566863 / dre:567157",0,"irreversible",0,1,4,2,1,3
567,"dre",61,"ec:2.3.1.85","dre:559001",1,"irreversible",0.350389863547758,24,1,1,1,3
568,"dre",61,"ec:6.2.1.3","dre:334561 / dre:393622 / dre:445175 / dre:447860 / dre:555308 / dre:559656 / dre:566863 / dre:567157",0,"irreversible",0,1,5,2,1,3
572,"dre",61,"ec:2.3.1.39","dre:564111",0,"irreversible",0.00828460038986355,7,2,2,1,3
575,"dre",61,"ec:2.3.1.39","dre:564111",0,"irreversible",0.00828460038986355,7,2,2,1,3
576,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
577,"dre",61,"ec:2.3.1.179","dre:564649",0,"irreversible",0.033625730994152,11,1,2,1,3
578,"dre",61,"ec:6.4.1.2","dre:559403",0,"reversible",0.0511695906432749,6,3,2,1,3
579,"dre",61,"ec:6.4.1.2","dre:559403",0,"reversible",0.0511695906432749,6,3,2,1,3
580,"dre",61,"ec:6.4.1.2","dre:559403",0,"reversible",0.0511695906432749,6,3,2,1,3
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
NA,"dre",61,NA,"undefined",0,NA,NA,NA,NA,NA,NA,NA
585,"dre",62,"ec:3.1.2.22","dre:100126133 / dre:393135 / dre:393657 / dre:405845 / dre:406648",0,"irreversible",0,2,1,3,2,3
586,"dre",62,"ec:1.3.1.38","dre:550550",1,"irreversible",0.0762310606060606,18,1,2,2,3
587,"dre",62,"ec:4.2.1.17","dre:368912 / dre:553401 / dre:793834",0,"reversible",0.00303030303030303,8,1,2,2,3
588,"dre",62,"ec:1.1.1.211","dre:553401 / dre:793834",0,"reversible",0.0104482323232323,14,1,2,2,3
589,"dre",62,"ec:2.3.1.16","dre:336606 / dre:406325",0,"irreversible",0.00113636363636364,7,1,2,2,3
590,"dre",62,"ec:1.3.1.38","dre:550550",1,"irreversible",0.0762310606060606,18,1,2,2,3
591,"dre",62,"ec:4.2.1.17","dre:368912 / dre:553401 / dre:793834",0,"reversible",0.00303030303030303,8,1,2,2,3
592,"dre",62,"ec:1.1.1.211","dre:553401 / dre:793834",0,"reversible",0.0104482323232323,14,1,2,2,3
593,"dre",62,"ec:2.3.1.16","dre:336606 / dre:406325",0,"irreversible",0.00113636363636364,7,1,2,2,3
594,"dre",62,"ec:1.3.1.38","dre:550550",1,"irreversible",0.0762310606060606,18,1,2,2,3
595,"dre",62,"ec:4.2.1.17","dre:368912 / dre:553401 / dre:793834",0,"reversible",0.00303030303030303,8,1,2,2,3
596,"dre",62,"ec:1.1.1.211","dre:553401 / dre:793834",0,"reversible",0.0104482323232323,14,1,2,2,3
597,"dre",62,"ec:2.3.1.16","dre:336606 / dre:406325",0,"irreversible",0.00113636363636364,7,1,2,2,3
598,"dre",62,"ec:1.3.1.38","dre:550550",1,"irreversible",0.0762310606060606,18,1,2,2,3
599,"dre",62,"ec:4.2.1.17","dre:368912 / dre:553401 / dre:793834",0,"reversible",0.00303030303030303,8,1,2,2,3
