dictID,org,pathway,name,entrez,is_bottleneck,reaction,reaction_type,betweenness,degree,community,eccentricity,radius,diameter
NA,mmu,4520,NA,mmu:242687 / mmu:245880 / mmu:83767,0,NA,NA,0.006558118,5,8,5,1,8
NA,mmu,4520,NA,mmu:108100,0,NA,NA,0.006558118,5,8,5,1,8
NA,mmu,4520,NA,mmu:22376,0,NA,NA,0.002939846,3,4,5,1,8
NA,mmu,4520,NA,mmu:73178,0,NA,NA,0.002939846,3,4,5,1,8
NA,mmu,4520,NA,mmu:170758 / mmu:19353 / mmu:19354,0,NA,NA,0.01905246,8,8,4,1,8
NA,mmu,4520,NA,mmu:170758 / mmu:19353 / mmu:19354,0,NA,NA,0.01905246,8,8,4,1,8
NA,mmu,4520,NA,mmu:12540,0,NA,NA,0.02470602,8,8,4,1,8
NA,mmu,4520,NA,mmu:11461 / mmu:11465,0,NA,NA,0.07634555,21,4,5,1,8
NA,mmu,4520,NA,mmu:11461 / mmu:11465,0,NA,NA,0.07634555,21,4,5,1,8
NA,mmu,4520,NA,mmu:12385 / mmu:12386 / mmu:216033,0,NA,NA,0.001183477,10,2,4,1,8
NA,mmu,4520,NA,mmu:21872,0,NA,NA,0,5,4,5,1,8
NA,mmu,4520,NA,mmu:21872,0,NA,NA,0,5,4,5,1,8
NA,mmu,4520,NA,mmu:22330,0,NA,NA,0.008819539,6,9,5,1,8
NA,mmu,4520,NA,mmu:22330,0,NA,NA,0.008819539,6,9,5,1,8
NA,mmu,4520,NA,mmu:20411,0,NA,NA,0.006784261,2,10,6,1,8
NA,mmu,4520,NA,mmu:109711 / mmu:60595,0,NA,NA,0.008593397,7,11,5,1,8
NA,mmu,4520,NA,mmu:109711 / mmu:60595,0,NA,NA,0.008593397,7,11,5,1,8
NA,mmu,4520,NA,mmu:99167,0,NA,NA,0.006558118,3,13,6,1,8
NA,mmu,4520,NA,mmu:380928,0,NA,NA,0.006558118,3,14,6,1,8
NA,mmu,4520,NA,mmu:17356,0,NA,NA,0.1231343,14,4,5,1,8
NA,mmu,4520,NA,mmu:17356,0,NA,NA,0.1231343,14,4,5,1,8
NA,mmu,4520,NA,mmu:12387,1,NA,NA,0,26,5,3,1,8
NA,mmu,4520,NA,mmu:12550,0,NA,NA,0,3,1,4,1,8
NA,mmu,4520,NA,mmu:12387,1,NA,NA,0,26,5,3,1,8
NA,mmu,4520,NA,mmu:29875,0,NA,NA,0.0113071,7,8,4,1,8
NA,mmu,4520,NA,mmu:29875,0,NA,NA,0.0113071,7,8,4,1,8
NA,mmu,4520,NA,mmu:29875,0,NA,NA,0.0113071,7,8,4,1,8
NA,mmu,4520,NA,mmu:12540 / mmu:170758 / mmu:19353 / mmu:19354,0,NA,NA,0.01905246,8,8,4,1,8
NA,mmu,4520,NA,mmu:12388,1,NA,NA,0.06761646,15,5,4,1,8
NA,mmu,4520,NA,mmu:12388,1,NA,NA,0.06761646,15,5,4,1,8
NA,mmu,4520,NA,mmu:20779,0,NA,NA,0.08611488,9,15,4,1,8
NA,mmu,4520,NA,mmu:19294 / mmu:58235 / mmu:58998 / mmu:71740,0,NA,NA,0.01977612,11,15,5,1,8
NA,mmu,4520,NA,mmu:12387,1,NA,NA,0,26,5,3,1,8
NA,mmu,4520,NA,mmu:29875,0,NA,NA,0.0113071,7,8,4,1,8
NA,mmu,4520,NA,mmu:12540 / mmu:170758 / mmu:19353 / mmu:19354,0,NA,NA,0.01905246,8,8,4,1,8
NA,mmu,4520,NA,mmu:20779,0,NA,NA,0.08611488,9,15,4,1,8
NA,mmu,4520,NA,mmu:19294 / mmu:58235 / mmu:58998 / mmu:71740,0,NA,NA,0.01977612,11,15,5,1,8
NA,mmu,4520,NA,mmu:93742,0,NA,NA,0,4,15,6,1,8
NA,mmu,4520,NA,mmu:227377,0,NA,NA,0.01922207,2,16,5,1,8
NA,mmu,4520,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4520,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,mmu:56513 / mmu:58220 / mmu:93737,0,NA,NA,0.03678087,7,1,7,6,14
NA,mmu,4530,NA,mmu:12695,0,NA,NA,0.0216518,7,2,8,6,14
NA,mmu,4530,NA,mmu:12540,0,NA,NA,0.1248391,14,3,6,6,14
NA,mmu,4530,NA,mmu:20869,0,NA,NA,0.07161829,10,4,8,6,14
NA,mmu,4530,NA,mmu:70737,0,NA,NA,0.04876072,4,4,6,6,14
4376,mmu,4530,ec:4.1.3.24,mmu:21844,0,NA,NA,0.002133352,2,5,8,6,14
NA,mmu,4530,NA,mmu:70497,0,NA,NA,0.04635676,5,2,7,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:12695,0,NA,NA,0.0216518,7,2,8,6,14
NA,mmu,4530,NA,mmu:102098,0,NA,NA,0.0708851,6,4,7,6,14
NA,mmu,4530,NA,mmu:11848 / mmu:67653,0,NA,NA,0.05702023,6,4,8,6,14
NA,mmu,4530,NA,mmu:19877 / mmu:19878,0,NA,NA,0.01784378,3,4,9,6,14
NA,mmu,4530,NA,mmu:17906,1,NA,NA,0.06105043,26,6,10,6,14
NA,mmu,4530,NA,mmu:54357,0,NA,NA,0.0268779,3,7,8,6,14
NA,mmu,4530,NA,mmu:93742,0,NA,NA,0.01092431,32,3,7,6,14
NA,mmu,4530,NA,mmu:18759 / mmu:18762,0,NA,NA,0.06127896,22,1,7,6,14
NA,mmu,4530,NA,mmu:19353,0,NA,NA,0,2,5,7,6,14
NA,mmu,4530,NA,mmu:72058,0,NA,NA,0,3,8,11,6,14
NA,mmu,4530,NA,mmu:14924,1,NA,NA,0.0003740835,4,8,10,6,14
NA,mmu,4530,NA,mmu:16456,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:192786,0,NA,NA,0.000112225,2,3,7,6,14
NA,mmu,4530,NA,mmu:109905,1,NA,NA,0.0001870417,3,3,8,6,14
NA,mmu,4530,NA,mmu:19052 / mmu:19053 / mmu:269643 / mmu:51792 / mmu:52432 / mmu:71978 / mmu:72930 / mmu:73699,0,NA,NA,0,3,1,7,6,14
NA,mmu,4530,NA,mmu:109711 / mmu:60595,0,NA,NA,0.01221383,4,8,9,6,14
NA,mmu,4530,NA,mmu:11461 / mmu:11465,0,NA,NA,0.01752581,16,9,8,6,14
NA,mmu,4530,NA,mmu:104027,0,NA,NA,0,3,8,9,6,14
NA,mmu,4530,NA,mmu:231830,1,NA,NA,0.02102349,5,10,10,6,14
NA,mmu,4530,NA,mmu:68328,0,NA,NA,0.009352087,3,11,9,6,14
NA,mmu,4530,NA,mmu:68328,0,NA,NA,0.009352087,3,11,9,6,14
NA,mmu,4530,NA,mmu:18747 / mmu:18749,0,NA,NA,0.0007294628,2,11,8,6,14
NA,mmu,4530,NA,mmu:22323,0,NA,NA,0,3,11,7,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:20779,1,NA,NA,0.03194673,5,12,7,6,14
NA,mmu,4530,NA,mmu:26400,1,NA,NA,0.004825677,4,12,9,6,14
NA,mmu,4530,NA,mmu:26408,0,NA,NA,0,1,13,10,6,14
NA,mmu,4530,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.006284603,4,12,8,6,14
NA,mmu,4530,NA,mmu:12289,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:56449,1,NA,NA,0.01627263,6,14,7,6,14
NA,mmu,4530,NA,mmu:26941,0,NA,NA,0.0003591202,4,9,8,6,14
NA,mmu,4530,NA,mmu:11461 / mmu:11465,0,NA,NA,0.01752581,16,9,8,6,14
NA,mmu,4530,NA,mmu:17698 / mmu:19684 / mmu:22350,0,NA,NA,0.0004563819,4,9,9,6,14
NA,mmu,4530,NA,mmu:16897 / mmu:217325,0,NA,NA,0.003254526,4,15,8,6,14
NA,mmu,4530,NA,mmu:17475,0,NA,NA,0.002290326,4,2,8,6,14
NA,mmu,4530,NA,mmu:227157,0,NA,NA,0,1,20,8,6,14
NA,mmu,4530,NA,mmu:73608,0,NA,NA,0,3,16,10,6,14
NA,mmu,4530,NA,mmu:218518,0,NA,NA,0,11,3,7,6,14
NA,mmu,4530,NA,mmu:26401,1,NA,NA,0.004825677,4,12,9,6,14
NA,mmu,4530,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.006284603,4,12,8,6,14
NA,mmu,4530,NA,mmu:100039801 / mmu:114141 / mmu:12737 / mmu:12738 / mmu:12739 / mmu:12740 / mmu:12741 / mmu:18417 / mmu:239931 / mmu:242653 / mmu:53624 / mmu:54419 / mmu:54420 / mmu:56173 / mmu:56492 / mmu:56863 / mmu:57255 / mmu:58187 / mmu:60363 / mmu:621628 / mmu:71908 / mmu:73934 / mmu:74987 / mmu:75677,0,NA,NA,0.002319786,52,3,6,6,14
NA,mmu,4530,NA,mmu:18759 / mmu:18762,0,NA,NA,0.06127896,22,1,7,6,14
NA,mmu,4530,NA,mmu:105787 / mmu:108079 / mmu:108097 / mmu:108099 / mmu:19079 / mmu:19082 / mmu:241113,0,NA,NA,0.003270559,2,4,9,6,14
NA,mmu,4530,NA,mmu:17906,1,NA,NA,0.06105043,26,6,10,6,14
NA,mmu,4530,NA,mmu:21872 / mmu:21873,0,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:17356,0,NA,NA,0.000112225,4,3,7,6,14
NA,mmu,4530,NA,mmu:76089,0,NA,NA,0.01674398,3,4,6,6,14
NA,mmu,4530,NA,mmu:72065,0,NA,NA,0.01801586,3,4,7,6,14
NA,mmu,4530,NA,mmu:11848 / mmu:67653,0,NA,NA,0.05702023,6,4,8,6,14
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:12540,0,NA,NA,0.1248391,14,3,6,6,14
NA,mmu,4530,NA,mmu:22142 / mmu:22143 / mmu:22144 / mmu:22145 / mmu:22146 / mmu:22147 / mmu:238463 / mmu:53857,0,NA,NA,0.005302453,3,3,7,6,14
NA,mmu,4530,NA,mmu:22376 / mmu:434204,0,NA,NA,0.006948051,8,9,7,6,14
NA,mmu,4530,NA,mmu:242894 / mmu:66713 / mmu:74117,0,NA,NA,2.49389e-05,14,9,8,6,14
NA,mmu,4530,NA,mmu:11461 / mmu:11465,0,NA,NA,0.01752581,16,9,8,6,14
NA,mmu,4530,NA,mmu:18016,0,NA,NA,0,3,2,8,6,14
NA,mmu,4530,NA,mmu:12567,0,NA,NA,0,8,14,8,6,14
NA,mmu,4530,NA,mmu:13866,0,NA,NA,0,3,14,8,6,14
NA,mmu,4530,NA,mmu:18538,0,NA,NA,0,3,14,8,6,14
NA,mmu,4530,NA,mmu:12394,0,NA,NA,0,3,14,8,6,14
NA,mmu,4530,NA,mmu:11848 / mmu:67653,0,NA,NA,0.05702023,6,4,8,6,14
NA,mmu,4530,NA,mmu:16800,0,NA,NA,0.02243005,4,4,7,6,14
NA,mmu,4530,NA,mmu:16456 / mmu:67374 / mmu:83964,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:16456 / mmu:67374 / mmu:83964,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:70737,0,NA,NA,0.04876072,4,4,6,6,14
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
3931,mmu,4530,ec:1.14.15.26,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:100039801 / mmu:114141 / mmu:12737 / mmu:12738 / mmu:12739 / mmu:12740 / mmu:12741 / mmu:18417 / mmu:239931 / mmu:242653 / mmu:53624 / mmu:54419 / mmu:54420 / mmu:56173 / mmu:56492 / mmu:56863 / mmu:57255 / mmu:58187 / mmu:60363 / mmu:621628 / mmu:71908 / mmu:73934 / mmu:74987 / mmu:75677,0,NA,NA,0.002319786,52,3,6,6,14
NA,mmu,4530,NA,mmu:100039801 / mmu:114141 / mmu:12737 / mmu:12738 / mmu:12739 / mmu:12740 / mmu:12741 / mmu:18417 / mmu:239931 / mmu:242653 / mmu:53624 / mmu:54419 / mmu:54420 / mmu:56173 / mmu:56492 / mmu:56863 / mmu:57255 / mmu:58187 / mmu:60363 / mmu:621628 / mmu:71908 / mmu:73934 / mmu:74987 / mmu:75677,0,NA,NA,0.002319786,52,3,6,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:100039801 / mmu:114141 / mmu:12737 / mmu:12738 / mmu:12739 / mmu:12740 / mmu:12741 / mmu:18417 / mmu:239931 / mmu:242653 / mmu:53624 / mmu:54419 / mmu:54420 / mmu:56173 / mmu:56492 / mmu:56863 / mmu:57255 / mmu:58187 / mmu:60363 / mmu:621628 / mmu:71908 / mmu:73934 / mmu:74987 / mmu:75677,0,NA,NA,0.002319786,52,3,6,6,14
NA,mmu,4530,NA,mmu:27494 / mmu:56332 / mmu:75723,0,NA,NA,0.01203562,6,2,7,6,14
NA,mmu,4530,NA,mmu:16476,1,NA,NA,0.0005237169,5,12,9,6,14
NA,mmu,4530,NA,mmu:12479 / mmu:12480,0,NA,NA,0,1,18,10,6,14
NA,mmu,4530,NA,mmu:73608,0,NA,NA,0,3,16,10,6,14
NA,mmu,4530,NA,mmu:15525,0,NA,NA,0,1,3,7,6,14
NA,mmu,4530,NA,mmu:14463,0,NA,NA,0.1077473,27,3,7,6,14
NA,mmu,4530,NA,mmu:100039801 / mmu:114141 / mmu:12737 / mmu:12738 / mmu:12739 / mmu:12740 / mmu:12741 / mmu:18417 / mmu:239931 / mmu:242653 / mmu:53624 / mmu:54419 / mmu:54420 / mmu:56173 / mmu:56492 / mmu:56863 / mmu:57255 / mmu:58187 / mmu:60363 / mmu:621628 / mmu:71908 / mmu:73934 / mmu:74987 / mmu:75677,0,NA,NA,0.002319786,52,3,6,6,14
NA,mmu,4530,NA,mmu:12443,0,NA,NA,0,3,14,8,6,14
NA,mmu,4530,NA,mmu:68188,0,NA,NA,0,5,14,9,6,14
NA,mmu,4530,NA,mmu:12638,0,NA,NA,0,2,3,7,6,14
NA,mmu,4530,NA,mmu:93742,0,NA,NA,0.01092431,32,3,7,6,14
NA,mmu,4530,NA,mmu:56513 / mmu:58220 / mmu:93737,0,NA,NA,0.03678087,7,1,7,6,14
NA,mmu,4530,NA,mmu:93742,0,NA,NA,0.01092431,32,3,7,6,14
NA,mmu,4530,NA,mmu:18260,0,NA,NA,0.0232478,13,1,6,6,14
NA,mmu,4530,NA,mmu:23828,0,NA,NA,0,3,3,7,6,14
NA,mmu,4530,NA,mmu:23828,0,NA,NA,0,3,3,7,6,14
NA,mmu,4530,NA,mmu:72058,0,NA,NA,0,3,8,11,6,14
NA,mmu,4530,NA,mmu:13043 / mmu:15163,0,NA,NA,0.01824273,8,9,7,6,14
NA,mmu,4530,NA,mmu:242894 / mmu:66713 / mmu:74117,0,NA,NA,2.49389e-05,14,9,8,6,14
NA,mmu,4530,NA,mmu:11461 / mmu:11465,0,NA,NA,0.01752581,16,9,8,6,14
NA,mmu,4530,NA,mmu:22376 / mmu:434204,0,NA,NA,0.006948051,8,9,7,6,14
NA,mmu,4530,NA,mmu:17274 / mmu:235442,0,NA,NA,0,1,10,11,6,14
NA,mmu,4530,NA,mmu:16456,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:16456,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:16456,0,NA,NA,0.0003740835,11,3,6,6,14
NA,mmu,4530,NA,mmu:16412,0,NA,NA,0,1,3,9,6,14
NA,mmu,4530,NA,mmu:19353,0,NA,NA,0,2,5,7,6,14
NA,mmu,4530,NA,mmu:224912,0,NA,NA,0,4,1,8,6,14
NA,mmu,4530,NA,mmu:56217,1,NA,NA,0.007311462,7,1,7,6,14
NA,mmu,4530,NA,mmu:105782,0,NA,NA,0,2,15,9,6,14
NA,mmu,4530,NA,mmu:13383,0,NA,NA,0,2,15,9,6,14
NA,mmu,4530,NA,mmu:27375,0,NA,NA,0.002992668,25,3,7,6,14
NA,mmu,4530,NA,mmu:17879 / mmu:17880 / mmu:17882 / mmu:17883 / mmu:17884 / mmu:17885 / mmu:17886 / mmu:17904 / mmu:216459 / mmu:544791 / mmu:667772 / mmu:668940 / mmu:67268 / mmu:67938 / mmu:71960 / mmu:77579 / mmu:98932,0,NA,NA,0,1,6,11,6,14
NA,mmu,4530,NA,mmu:19877 / mmu:19878,0,NA,NA,0.01784378,3,4,9,6,14
NA,mmu,4530,NA,mmu:17906,1,NA,NA,0.06105043,26,6,10,6,14
NA,mmu,4530,NA,mmu:18754,0,NA,NA,0,3,9,10,6,14
NA,mmu,4530,NA,mmu:68178,0,NA,NA,0.01035463,2,4,6,6,14
NA,mmu,4530,NA,mmu:12540,0,NA,NA,0.1248391,14,3,6,6,14
NA,mmu,4530,NA,mmu:218518,0,NA,NA,0,11,3,7,6,14
NA,mmu,4530,NA,mmu:19052 / mmu:19053 / mmu:269643 / mmu:51792 / mmu:52432 / mmu:71978 / mmu:72930 / mmu:73699,0,NA,NA,0,3,1,7,6,14
NA,mmu,4530,NA,mmu:21872,1,NA,NA,0.2176655,50,3,6,6,14
NA,mmu,4530,NA,mmu:74094,1,NA,NA,0.006509053,3,17,7,6,14
NA,mmu,4530,NA,mmu:53310,1,NA,NA,0,3,17,8,6,14
NA,mmu,4530,NA,mmu:23859,0,NA,NA,0,1,17,8,6,14
NA,mmu,4530,NA,mmu:17999 / mmu:83814,0,NA,NA,0,1,17,9,6,14
NA,mmu,4530,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4530,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4540,NA,mmu:104318,0,NA,NA,0,1,1,5,4,7
NA,mmu,4540,NA,mmu:18750 / mmu:18751 / mmu:18752,0,NA,NA,0.0124183,9,2,5,4,7
NA,mmu,4540,NA,mmu:14677 / mmu:14678 / mmu:14679,0,NA,NA,0.003548086,14,3,7,4,7
NA,mmu,4540,NA,mmu:14609 / mmu:14617,0,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:14609 / mmu:14617,0,NA,NA,0.1572829,34,4,4,4,7
5865,mmu,4540,ec:2.3.1.74,mmu:14609 / mmu:14617,0,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:14609 / mmu:14617,0,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:14609,1,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:14609,1,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:14609,1,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:23939,0,NA,NA,0.005322129,3,4,5,4,7
NA,mmu,4540,NA,mmu:26405,0,NA,NA,0.002521008,2,5,6,4,7
NA,mmu,4540,NA,mmu:23938,0,NA,NA,0.004061625,2,5,6,4,7
NA,mmu,4540,NA,mmu:19091 / mmu:19092,0,NA,NA,0.005322129,6,6,5,4,7
NA,mmu,4540,NA,mmu:15558 / mmu:15559 / mmu:15560,0,NA,NA,0,2,7,8,4,7
NA,mmu,4540,NA,mmu:12534,0,NA,NA,0,2,4,5,4,7
NA,mmu,4540,NA,mmu:14745,0,NA,NA,0,3,8,8,4,7
NA,mmu,4540,NA,mmu:18747 / mmu:18749,0,NA,NA,0.02261905,11,3,5,4,7
NA,mmu,4540,NA,mmu:21872,0,NA,NA,0,2,4,5,4,7
NA,mmu,4540,NA,mmu:22151 / mmu:22152 / mmu:22153 / mmu:22154 / mmu:227613 / mmu:545486 / mmu:67951 / mmu:73710,0,NA,NA,0,1,4,5,4,7
NA,mmu,4540,NA,mmu:104110 / mmu:104111 / mmu:11512 / mmu:11513 / mmu:11514 / mmu:11515 / mmu:210044 / mmu:224129 / mmu:432530,0,NA,NA,0.002614379,6,3,6,4,7
NA,mmu,4540,NA,mmu:20779,0,NA,NA,0.02464986,6,9,5,4,7
NA,mmu,4540,NA,mmu:22142 / mmu:22143 / mmu:22144 / mmu:22145 / mmu:22146 / mmu:22147 / mmu:238463 / mmu:53857,0,NA,NA,0,1,4,5,4,7
NA,mmu,4540,NA,mmu:14609,1,NA,NA,0.1572829,34,4,4,4,7
NA,mmu,4540,NA,mmu:234889 / mmu:239134 / mmu:54195 / mmu:60596,0,NA,NA,0,2,6,6,4,7
NA,mmu,4540,NA,mmu:26413 / mmu:26417,0,NA,NA,0.01197479,4,4,5,4,7
NA,mmu,4540,NA,mmu:26395 / mmu:26396,0,NA,NA,0.01211485,3,4,6,4,7
NA,mmu,4540,NA,mmu:110157,0,NA,NA,0.02661064,5,3,7,4,7
NA,mmu,4540,NA,mmu:15461 / mmu:16653 / mmu:18176,0,NA,NA,0.006395892,6,3,8,4,7
NA,mmu,4540,NA,mmu:20662 / mmu:20663,0,NA,NA,0.006372549,4,3,8,4,7
NA,mmu,4540,NA,mmu:14784,0,NA,NA,0.01120448,5,9,7,4,7
NA,mmu,4540,NA,mmu:13649 / mmu:18595 / mmu:18596,0,NA,NA,0.007936508,7,9,6,4,7
NA,mmu,4540,NA,mmu:13645 / mmu:18590 / mmu:18591 / mmu:54635 / mmu:71785,0,NA,NA,0,3,9,7,4,7
NA,mmu,4540,NA,mmu:11554,0,NA,NA,0,1,10,8,4,7
NA,mmu,4540,NA,mmu:14683,1,NA,NA,0.008403361,11,3,7,4,7
NA,mmu,4540,NA,mmu:14672 / mmu:14682,0,NA,NA,0.01015406,9,7,7,4,7
NA,mmu,4540,NA,mmu:14677 / mmu:14678 / mmu:14679,0,NA,NA,0.003548086,14,3,7,4,7
NA,mmu,4540,NA,mmu:108071 / mmu:14816,0,NA,NA,0,2,7,8,4,7
NA,mmu,4540,NA,mmu:13489,0,NA,NA,0,3,11,8,4,7
NA,mmu,4540,NA,mmu:18795 / mmu:18796 / mmu:18797 / mmu:18798,0,NA,NA,0.006127451,8,2,6,4,7
NA,mmu,4540,NA,mmu:13488,0,NA,NA,0,1,12,8,4,7
NA,mmu,4540,NA,mmu:16438 / mmu:16439 / mmu:16440,0,NA,NA,0,7,2,6,4,7
NA,mmu,4550,NA,mmu:20890 / mmu:216795 / mmu:22408 / mmu:22409 / mmu:22410 / mmu:22411 / mmu:22412 / mmu:22413 / mmu:22414 / mmu:22415 / mmu:22416 / mmu:22417 / mmu:22418 / mmu:22419 / mmu:22420 / mmu:22421 / mmu:22422 / mmu:22423 / mmu:93735,0,NA,NA,0,10,1,16,8,9
NA,mmu,4550,NA,mmu:11789 / mmu:23805,0,NA,NA,0,1,2,16,8,9
NA,mmu,4550,NA,mmu:12005 / mmu:12006,0,NA,NA,0,1,2,16,8,9
NA,mmu,4550,NA,mmu:13542 / mmu:13543 / mmu:13544,0,NA,NA,0.005113737,11,1,14,8,9
NA,mmu,4550,NA,mmu:14362 / mmu:14365 / mmu:14366 / mmu:14367 / mmu:14368 / mmu:14369 / mmu:14370 / mmu:14371 / mmu:57265 / mmu:93897,0,NA,NA,0.001507671,22,1,15,8,9
NA,mmu,4550,NA,mmu:12387,1,NA,NA,0.008728619,3,2,14,8,9
NA,mmu,4550,NA,mmu:56637,1,NA,NA,0.01410686,5,3,13,8,9
NA,mmu,4550,NA,mmu:21414,1,NA,NA,0,5,2,15,8,9
NA,mmu,4550,NA,mmu:16878,0,NA,NA,0,2,4,10,8,9
NA,mmu,4550,NA,mmu:16195 / mmu:16880,0,NA,NA,0.001058014,11,5,9,8,9
NA,mmu,4550,NA,mmu:16451 / mmu:16452 / mmu:16453,0,NA,NA,0.0004282439,3,5,10,8,9
NA,mmu,4550,NA,mmu:20848,1,NA,NA,0.002342746,5,5,11,8,9
NA,mmu,4550,NA,mmu:16600,0,NA,NA,0.001549235,2,6,10,8,9
NA,mmu,4550,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.0004408394,10,5,10,8,9
NA,mmu,4550,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0,6,5,11,8,9
NA,mmu,4550,NA,mmu:21386,0,NA,NA,0.006385873,3,7,9,8,9
NA,mmu,4550,NA,mmu:14784,0,NA,NA,0.001624808,4,5,8,8,9
NA,mmu,4550,NA,mmu:16323 / mmu:16324 / mmu:16325 / mmu:16326,0,NA,NA,0,4,8,16,8,9
NA,mmu,4550,NA,mmu:11479 / mmu:11480 / mmu:11481 / mmu:269275,0,NA,NA,0.0003306295,7,8,15,8,9
NA,mmu,4550,NA,mmu:17126 / mmu:17127,0,NA,NA,0.0003967554,5,8,14,8,9
NA,mmu,4550,NA,mmu:12159,0,NA,NA,0,4,9,12,8,9
NA,mmu,4550,NA,mmu:11477 / mmu:12166 / mmu:12167 / mmu:12168,0,NA,NA,0.0004187974,10,9,11,8,9
NA,mmu,4550,NA,mmu:26413 / mmu:26417,0,NA,NA,0.003986447,8,9,10,8,9
NA,mmu,4550,NA,mmu:71950,0,NA,NA,0.005025569,3,6,8,8,9
NA,mmu,4550,NA,mmu:18999,0,NA,NA,0.002204197,2,6,9,8,9
NA,mmu,4550,NA,mmu:20674,0,NA,NA,0.001196564,3,6,9,8,9
NA,mmu,4550,NA,mmu:12159,0,NA,NA,0,4,9,12,8,9
NA,mmu,4550,NA,mmu:11477 / mmu:12166 / mmu:12167 / mmu:12168,0,NA,NA,0.0004187974,10,9,11,8,9
NA,mmu,4550,NA,mmu:15461 / mmu:16653 / mmu:18176,0,NA,NA,0.001322518,5,5,10,8,9
NA,mmu,4550,NA,mmu:110157,0,NA,NA,0.005642744,5,5,10,8,9
NA,mmu,4550,NA,mmu:26395 / mmu:26396,0,NA,NA,0.003192936,4,9,9,8,9
NA,mmu,4550,NA,mmu:26413 / mmu:26417,0,NA,NA,0.003986447,8,9,10,8,9
NA,mmu,4550,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.0004408394,10,5,10,8,9
NA,mmu,4550,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0,6,5,11,8,9
NA,mmu,4550,NA,mmu:14173,0,NA,NA,0,4,5,11,8,9
NA,mmu,4550,NA,mmu:14182 / mmu:14183 / mmu:14184 / mmu:14186,0,NA,NA,0.0004628813,10,5,10,8,9
NA,mmu,4550,NA,mmu:16323 / mmu:16324 / mmu:16325 / mmu:16326,0,NA,NA,0,4,8,16,8,9
NA,mmu,4550,NA,mmu:16000,0,NA,NA,0,1,10,12,8,9
NA,mmu,4550,NA,mmu:16001,1,NA,NA,0.0007935108,7,5,11,8,9
