dictID,org,pathway,name,entrez,is_bottleneck,reaction,reaction_type,betweenness,degree,community,eccentricity,radius,diameter
2105,mmu,350,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R04300,irreversible,0.043047218887555,27,9,7,1,6
2106,mmu,350,ec:1.2.1.5,mmu:11670 / mmu:56847 / mmu:621603 / mmu:67689 / mmu:73458,0,rn:R04888 rn:R04889,irreversible,0.00167323339592247,14,8,8,1,6
2107,mmu,350,ec:2.1.1.6,mmu:12846 / mmu:791260,0,rn:R04301,irreversible,0.0324355383178913,24,10,7,1,6
2109,mmu,350,ec:4.1.1.28,mmu:13195,1,rn:R02080,irreversible,0.147432306255836,19,10,6,1,6
2110,mmu,350,ec:1.14.18.1,mmu:22173,0,rn:R04884,irreversible,0.0441176470588235,14,10,6,1,6
2112,mmu,350,ec:1.14.16.2,mmu:21823,0,rn:R01815,irreversible,0.0441176470588235,12,10,6,1,6
2113,mmu,350,ec:1.14.18.1,mmu:22173,0,rn:R00731,irreversible,0.0441176470588235,14,10,6,1,6
2121,mmu,350,ec:1.4.3.21,mmu:11754 / mmu:237940,0,rn:R04300,irreversible,0,9,10,7,1,6
2124,mmu,350,ec:1.14.18.1,mmu:22173,0,rn:R02078,irreversible,0.0441176470588235,14,10,6,1,6
NA,mmu,350,NA,mmu:22178,0,rn:R08965,irreversible,0,1,11,1,1,6
2132,mmu,350,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R04890,irreversible,0.043047218887555,27,9,7,1,6
2137,mmu,360,ec:1.2.1.5,mmu:11670 / mmu:56847 / mmu:621603 / mmu:67689 / mmu:73458,0,rn:R02536 rn:R02537,reversible,0,4,1,4,2,2
2147,mmu,360,ec:4.1.1.28,mmu:13195,1,rn:R00699,irreversible,0,12,6,2,2,2
2150,mmu,360,ec:1.4.3.21,mmu:11754 / mmu:237940,0,rn:R02613,reversible,0,6,10,3,2,2
2151,mmu,360,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R02613,reversible,0,6,8,3,2,2
2152,mmu,360,ec:1.13.11.27,mmu:15445,0,rn:R01372,irreversible,0,8,7,4,2,2
2158,mmu,360,ec:2.6.1.5,mmu:234724,0,rn:R00694,reversible,0.00194931773879142,4,7,3,2,2
2159,mmu,360,ec:2.6.1.1,mmu:14718 / mmu:14719,0,rn:R00694,reversible,0.00194931773879142,4,7,3,2,2
2161,mmu,360,ec:5.3.2.1,mmu:17319,0,rn:R01378,reversible,0.0175438596491228,8,7,4,2,2
2168,mmu,360,ec:1.4.3.2,mmu:100328588 / mmu:100470 / mmu:14204 / mmu:73988,0,rn:R00689,irreversible,0,4,7,3,2,2
2180,mmu,360,ec:2.3.1.71,mmu:107146 / mmu:64697,0,rn:R02452,irreversible,NA,NA,NA,NA,NA,NA
2183,mmu,360,ec:1.14.16.1,mmu:18478,0,rn:R01795,irreversible,0.0175438596491228,8,7,3,2,2
2190,mmu,360,ec:2.3.1.192,mmu:240549,0,rn:R05841,irreversible,NA,NA,NA,NA,NA,NA
2353,mmu,380,ec:1.11.1.6,mmu:12359,0,rn:R02670,irreversible,0,2,2,4,2,6
2354,mmu,380,ec:1.1.1.35,mmu:15107 / mmu:74147,0,rn:R01975,irreversible,0.000925069380203515,5,1,3,2,6
2355,mmu,380,ec:1.13.11.52,mmu:15930 / mmu:209176,0,rn:R00678,irreversible,0.0694187480727721,21,2,4,2,6
2358,mmu,380,ec:1.4.3.2,mmu:100328588 / mmu:100470 / mmu:14204 / mmu:73988,0,rn:R00677,irreversible,0,10,3,5,2,6
2359,mmu,380,ec:1.13.11.52,mmu:15930 / mmu:209176,0,rn:R03628,irreversible,0.0694187480727721,21,2,4,2,6
2360,mmu,380,ec:1.14.14.1,mmu:13076 / mmu:13077 / mmu:13078,0,rn:R03629,irreversible,0,3,7,5,2,6
2361,mmu,380,ec:2.1.1.4,mmu:107626,0,rn:R03130,irreversible,0.0696114708603145,15,10,5,2,6
2362,mmu,380,ec:2.3.1.87,mmu:11298,0,rn:R02911,irreversible,0.038082022818378,7,11,5,2,6
2363,mmu,380,ec:1.13.11.52,mmu:15930 / mmu:209176,0,rn:R02909,irreversible,0.0694187480727721,21,2,4,2,6
2364,mmu,380,ec:2.1.1.4,mmu:107626,0,rn:R04905,irreversible,0.0696114708603145,15,10,5,2,6
2365,mmu,380,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R04908,irreversible,0.0645621338267037,24,12,5,2,6
2366,mmu,380,ec:4.1.1.28,mmu:13195,0,rn:R04909,irreversible,0.139839654640765,26,2,5,2,6
2367,mmu,380,ec:4.1.1.28,mmu:13195,0,rn:R02701,irreversible,0.139839654640765,26,2,5,2,6
2368,mmu,380,ec:1.13.11.52,mmu:15930 / mmu:209176,0,rn:R02702,irreversible,0.0694187480727721,21,2,4,2,6
2372,mmu,380,ec:3.5.1.9,mmu:71562,0,rn:R01959,irreversible,0.0635985198889917,12,2,4,2,6
2375,mmu,380,ec:2.3.1.9,mmu:110446 / mmu:110460,0,rn:R00238,irreversible,0,2,1,3,2,6
2376,mmu,380,ec:4.2.1.17,mmu:74147 / mmu:93747 / mmu:97212,0,rn:R03026,irreversible,0.00524205982115325,8,1,2,2,6
2377,mmu,380,ec:1.3.8.6,mmu:270076,1,rn:R02488,irreversible,0.00832562442183164,6,15,2,2,6
2378,mmu,380,ec:1.2.4.2 / ec:2.3.1.61 / ec:1.8.1.4,mmu:13382 / mmu:209692 / mmu:78920,0,rn:R01933,irreversible,0,1,15,3,2,6
2379,mmu,380,ec:1.2.1.32,mmu:237320,0,rn:R03889,irreversible,0,1,16,6,2,6
2380,mmu,380,ec:4.1.1.45,mmu:266645,1,rn:R04323,irreversible,0.0166512488436633,2,16,5,2,6
2381,mmu,380,ec:1.13.11.6,mmu:107766,1,rn:R02665,irreversible,0.032377428307123,3,2,4,2,6
2382,mmu,380,ec:3.7.1.3,mmu:70789,1,rn:R03936,irreversible,0.0703052728954672,11,2,3,2,6
2383,mmu,380,ec:1.14.13.9,mmu:98256,0,rn:R01960,irreversible,0,5,2,4,2,6
2384,mmu,380,ec:3.7.1.3,mmu:70789,1,rn:R00987,irreversible,0.0703052728954672,11,2,3,2,6
2385,mmu,380,ec:3.5.1.9,mmu:71562,0,rn:R00988,irreversible,0.0635985198889917,12,2,4,2,6
2386,mmu,380,ec:3.7.1.3,mmu:70789,1,rn:R02668,irreversible,0.0703052728954672,11,2,3,2,6
2387,mmu,380,ec:1.13.11.11,mmu:56720,0,rn:R00678,irreversible,0.00740055504162812,10,2,4,2,6
2389,mmu,380,ec:1.14.16.4,mmu:216343 / mmu:21990,0,rn:R01814,irreversible,0.00131051495528831,11,2,5,2,6
2391,mmu,380,ec:2.6.1.7,mmu:229905 / mmu:23923 / mmu:70266,0,rn:R04171,irreversible,0,3,2,4,2,6
2392,mmu,380,ec:2.6.1.7,mmu:229905 / mmu:23923 / mmu:70266,0,rn:R01956,irreversible,0,3,2,4,2,6
2394,mmu,380,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R04907,irreversible,0.0645621338267037,24,12,5,2,6
2399,mmu,380,ec:4.1.1.28,mmu:13195,0,rn:R00685,irreversible,0.139839654640765,26,2,5,2,6
2400,mmu,380,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R02908,irreversible,0.0645621338267037,24,12,5,2,6
2403,mmu,380,ec:1.2.1.3,mmu:110695 / mmu:11669 / mmu:11671 / mmu:56752 / mmu:72535,0,rn:R02678,irreversible,0.00129509713228492,6,12,6,2,6
2406,mmu,380,ec:3.5.1.9,mmu:71562,0,rn:R04911,irreversible,0.0635985198889917,12,2,4,2,6
2407,mmu,380,ec:1.2.1.3,mmu:110695 / mmu:11669 / mmu:11671 / mmu:56752 / mmu:72535,0,rn:R04903,irreversible,0.00129509713228492,6,12,6,2,6
2408,mmu,380,ec:1.2.3.1,mmu:11761 / mmu:213043 / mmu:71724 / mmu:71872,0,rn:R04904,irreversible,0,3,18,6,2,6
2409,mmu,380,ec:1.4.3.4,mmu:109731 / mmu:17161,0,rn:R02173,irreversible,0.0645621338267037,24,12,5,2,6
2416,mmu,380,ec:1.4.3.22,mmu:76507,0,rn:R02173,irreversible,0.00107924761023743,11,12,6,2,6
2417,mmu,380,ec:2.1.1.49,mmu:21743,0,rn:R02910,irreversible,0,7,17,5,2,6
2418,mmu,380,ec:2.1.1.49,mmu:21743,0,rn:R02174,irreversible,0,7,17,5,2,6
2429,mmu,380,ec:4.1.1.105,mmu:13195,0,rn:R00685,irreversible,0.139839654640765,26,2,5,2,6
2445,mmu,400,ec:2.6.1.5,mmu:234724,0,rn:R00694,reversible,0,2,1,2,1,2
2446,mmu,400,ec:1.4.3.2,mmu:100328588 / mmu:100470 / mmu:14204 / mmu:73988,0,rn:R00689,irreversible,0,2,1,2,1,2
2455,mmu,400,ec:1.14.16.1,mmu:18478,1,rn:R01795,irreversible,0.714285714285714,12,1,1,1,2
2456,mmu,400,ec:1.4.3.2,mmu:100328588 / mmu:100470 / mmu:14204 / mmu:73988,0,rn:R00729,irreversible,0,2,1,2,1,2
2457,mmu,400,ec:2.6.1.5,mmu:234724,0,rn:R00734,reversible,0,2,1,2,1,2
2465,mmu,400,ec:2.6.1.1,mmu:14718 / mmu:14719,0,rn:R00694,reversible,0,1,1,2,1,2
2466,mmu,400,ec:2.6.1.1,mmu:14718 / mmu:14719,0,rn:R00734,reversible,0,1,1,2,1,2
2548,mmu,410,ec:1.3.8.1,mmu:11409,0,rn:R04432,reversible,0,3,1,2,2,5
2549,mmu,410,ec:4.2.1.17,mmu:74147 / mmu:93747 / mmu:97212,0,rn:R03045,reversible,0.0010752688172043,4,1,2,2,5
2550,mmu,410,ec:3.1.2.4,mmu:227095,0,rn:R03158,reversible,0,3,1,2,2,5
2554,mmu,410,ec:4.1.1.9,mmu:56690,0,rn:R00233,irreversible,0,1,2,5,2,5
2555,mmu,410,ec:1.2.1.18,mmu:104776,1,rn:R00705 rn:R00706,irreversible,0.0247311827956989,2,2,4,2,5
2559,mmu,410,ec:2.6.1.19,mmu:268860,1,rn:R00908,reversible,0.0549923195084485,18,3,3,2,5
2562,mmu,410,ec:6.3.2.11,mmu:107239,0,rn:R00912,irreversible,0.095852534562212,29,3,3,2,5
2563,mmu,410,ec:4.1.1.15,mmu:14415 / mmu:14417,0,rn:R00489,irreversible,0.00768049155145929,16,3,3,2,5
2564,mmu,410,ec:4.1.1.11,mmu:73748,0,rn:R00489,irreversible,0.00768049155145929,16,3,3,2,5
2568,mmu,410,ec:1.4.3.21,mmu:11754 / mmu:237940,0,rn:R03139,irreversible,0.00384024577572965,11,3,4,2,5
2569,mmu,410,ec:1.2.1.3,mmu:110695 / mmu:11669 / mmu:11671 / mmu:56752 / mmu:72535,0,rn:R00904,irreversible,0.00931899641577061,12,3,3,2,5
2570,mmu,410,ec:3.5.1.6,mmu:103149,1,rn:R00905,reversible,0.0708653353814644,19,3,3,2,5
2571,mmu,410,ec:3.5.2.2,mmu:64705,1,rn:R02269,reversible,0.0236559139784946,2,4,4,2,5
2572,mmu,410,ec:1.3.1.2,mmu:99586,0,rn:R00978,reversible,0,1,4,5,2,5
2574,mmu,410,ec:6.3.2.11,mmu:107239,0,rn:R01164,irreversible,0.095852534562212,29,3,3,2,5
2575,mmu,410,ec:6.3.2.11,mmu:107239,0,rn:R00910,reversible,0.095852534562212,29,3,3,2,5
2576,mmu,410,ec:3.4.13.20,mmu:338403,0,rn:R01166,irreversible,0.0257040450588838,20,3,3,2,5
2578,mmu,410,ec:6.3.2.11,mmu:107239,0,rn:R03286,irreversible,0.095852534562212,29,3,3,2,5
2580,mmu,410,ec:3.4.13.20,mmu:338403,0,rn:R03288,irreversible,0.0257040450588838,20,3,3,2,5
2581,mmu,410,ec:1.2.1.5,mmu:11670 / mmu:56847 / mmu:621603 / mmu:67689 / mmu:73458,0,rn:R00904,irreversible,0.011326164874552,11,3,3,2,5
2584,mmu,410,ec:3.4.13.18,mmu:66054,0,rn:R01166,irreversible,0.160573476702509,17,3,3,2,5
2586,mmu,410,ec:1.5.3.16,mmu:228608,0,rn:R09076,irreversible,0,12,3,4,2,5
2588,mmu,410,ec:1.3.3.6,mmu:11430 / mmu:80911,0,rn:R12356,reversible,0,3,1,2,2,5
2596,mmu,430,ec:4.1.1.29,mmu:246277,0,rn:R01682,irreversible,0.037037037037037,7,1,2,2,2
2597,mmu,430,ec:4.1.1.15,mmu:14415 / mmu:14417,0,rn:R01682,irreversible,0.037037037037037,7,1,2,2,2
2600,mmu,430,ec:1.13.11.20,mmu:12583,0,rn:R00893,irreversible,0,4,2,2,2,2
2601,mmu,430,ec:1.13.11.19,mmu:211488,0,rn:R02467,irreversible,0,4,2,2,2,2
2602,mmu,430,ec:4.1.1.29,mmu:246277 / mmu:73748,0,rn:R02466,irreversible,0.037037037037037,7,1,2,2,2
2603,mmu,430,ec:4.1.1.15,mmu:14415 / mmu:14417,0,rn:R02466,irreversible,0.037037037037037,7,1,2,2,2
2604,mmu,430,ec:2.3.2.2,mmu:14598 / mmu:207182 / mmu:23887 / mmu:71522,0,rn:R01687,irreversible,0,4,1,3,2,2
2605,mmu,430,ec:2.3.1.65,mmu:12012,0,rn:R03720,irreversible,0,7,1,3,2,2
2618,mmu,440,ec:2.7.7.15,mmu:13026 / mmu:236899,0,rn:R02590,irreversible,0,2,1,3,2,1
2619,mmu,440,ec:2.7.8.1,mmu:28042 / mmu:99712,0,rn:R04920,irreversible,0,3,3,2,2,1
2620,mmu,440,ec:2.7.8.2,mmu:212862 / mmu:99712,0,rn:R04922,irreversible,0,2,4,4,2,1
2628,mmu,440,ec:2.7.7.14,mmu:68671,1,rn:R04247,irreversible,0,2,3,3,2,1
2642,mmu,450,ec:1.8.1.9,mmu:232223 / mmu:26462 / mmu:50493,0,rn:R03596,irreversible,0.0384615384615385,7,1,3,3,3
2643,mmu,450,ec:2.7.9.3,mmu:109079 / mmu:20768,0,rn:R03595,irreversible,0.00320512820512821,5,4,3,3,3
2646,mmu,450,ec:6.1.1.10,mmu:212679 / mmu:216443,0,rn:R04773,irreversible,0,2,3,5,3,3
NA,mmu,450,NA,mmu:229905 / mmu:70266,0,rn:R09373,irreversible,0.0128205128205128,6,3,4,3,3
2648,mmu,450,ec:2.7.1.164,mmu:214580,0,rn:R08223,irreversible,0,1,4,5,3,3
2649,mmu,450,ec:2.9.1.2,mmu:211006,1,rn:R08224,irreversible,0,3,4,4,3,3
2650,mmu,450,ec:4.4.1.1,mmu:107869,0,rn:R04770,irreversible,0.192307692307692,13,3,4,3,3
2652,mmu,450,ec:4.4.1.16,mmu:50880,0,rn:R03599,irreversible,0,5,5,3,3,3
2653,mmu,450,ec:2.7.7.4,mmu:23971 / mmu:23972,0,rn:R04929,irreversible,NA,NA,NA,NA,NA,NA
2654,mmu,450,ec:4.4.1.13,mmu:229905 / mmu:70266,0,rn:R09366,irreversible,0.0128205128205128,6,3,4,3,3
2656,mmu,450,ec:4.4.1.13,mmu:229905 / mmu:70266,0,rn:R04941,irreversible,0.0128205128205128,6,3,4,3,3
2657,mmu,450,ec:2.1.1.13 / ec:2.1.1.14,mmu:238505,0,rn:R09365,irreversible,0.0128205128205128,5,3,5,3,3
2658,mmu,450,ec:1.8.1.9,mmu:232223 / mmu:26462 / mmu:50493,0,rn:R09372,irreversible,0.0384615384615385,7,1,3,3,3
2659,mmu,450,ec:2.1.1.96,mmu:21743,0,rn:R09370,reversible,NA,NA,NA,NA,NA,NA
2660,mmu,450,ec:4.4.1.1,mmu:107869,0,rn:R09366,irreversible,0.192307692307692,13,3,4,3,3
2719,mmu,471,ec:4.2.1.48,mmu:217830,0,rn:R01583,irreversible,0,2,1,2,2,1
2721,mmu,471,ec:1.4.1.3,mmu:14661,0,rn:R00243 rn:R00248,reversible,0,2,1,2,2,1
2725,mmu,471,ec:3.5.1.2,mmu:14660 / mmu:216456,0,rn:R01579,irreversible,0,2,1,2,2,1
2726,mmu,471,ec:3.5.1.2,mmu:14660 / mmu:216456,0,rn:R00256,irreversible,0,2,1,2,2,1
2734,mmu,472,ec:1.4.3.3,mmu:13142,0,rn:R02457,irreversible,0,2,4,0,0,0
2739,mmu,472,ec:1.4.3.3,mmu:13142,0,rn:R02923,irreversible,0,2,4,0,0,0
2754,mmu,480,ec:3.4.11.2,mmu:16790,0,rn:R04951,irreversible,0.0826901262409647,19,1,2,1,4
2755,mmu,480,ec:2.3.2.2,mmu:14598 / mmu:207182 / mmu:23887 / mmu:71522,0,rn:R03916,irreversible,0.0914915512737023,80,2,2,1,4
2756,mmu,480,ec:1.11.1.9,mmu:14775 / mmu:14776 / mmu:14778 / mmu:14780 / mmu:67305 / mmu:69590 / mmu:75512,0,rn:R00274,irreversible,0,32,6,3,1,4
2763,mmu,480,ec:1.11.1.12,mmu:625249,0,rn:R03167,irreversible,0,32,6,3,1,4
2764,mmu,480,ec:1.8.4.2,mmu:66073,0,rn:R03915 rn:R02824,irreversible,0,32,6,3,1,4
2766,mmu,480,ec:1.1.1.49,mmu:14380 / mmu:14381,0,rn:R02736,irreversible,NA,NA,NA,NA,NA,NA
2768,mmu,480,ec:1.1.1.42,mmu:15926 / mmu:269951,0,rn:R00267,irreversible,NA,NA,NA,NA,NA,NA
2769,mmu,480,ec:6.3.2.3,mmu:14854,0,rn:R00497,irreversible,0.0351808794359945,46,6,2,1,4
2770,mmu,480,ec:6.3.2.2,mmu:14629 / mmu:14630,0,rn:R00894,irreversible,0.00761524965717512,10,7,2,1,4
2771,mmu,480,ec:3.4.19.13,mmu:14598 / mmu:207182 / mmu:23887 / mmu:71522,0,rn:R00494,irreversible,0.0914915512737023,80,2,2,1,4
2772,mmu,480,ec:3.4.11.2,mmu:16790,0,rn:R00899,irreversible,0.0826901262409647,19,1,2,1,4
2773,mmu,480,ec:3.5.2.9,mmu:75475,0,rn:R00251,irreversible,0,10,7,3,1,4
2774,mmu,480,ec:4.3.2.9,mmu:110175,0,rn:R02743,irreversible,0.0339218354293743,15,7,2,1,4
2775,mmu,480,ec:2.3.2.2,mmu:14598 / mmu:207182 / mmu:23887 / mmu:71522,0,rn:R01262,irreversible,0.0914915512737023,80,2,2,1,4
2776,mmu,480,ec:4.3.2.9,mmu:110175,0,rn:R03749,irreversible,0.0339218354293743,15,7,2,1,4
2777,mmu,480,ec:2.3.1.80,mmu:100043497 / mmu:100504710 / mmu:66116 / mmu:68396 / mmu:93673,0,rn:R04950,irreversible,0.000117130955915104,2,8,3,1,4
2778,mmu,480,ec:2.5.1.18,mmu:103140 / mmu:14857 / mmu:14858 / mmu:14859 / mmu:14860 / mmu:14862 / mmu:14863 / mmu:14864 / mmu:14865 / mmu:14866 / mmu:14867 / mmu:14869 / mmu:14870 / mmu:14871 / mmu:14872 / mmu:14873 / mmu:211666 / mmu:225884 / mmu:54486 / mmu:56615 / mmu:66447 / mmu:68214 / mmu:68312 / mmu:75886 / mmu:76263,0,rn:R03522,irreversible,0.000273975935926557,21,6,3,1,4
2781,mmu,480,ec:1.8.1.7,mmu:14782,0,rn:R00115,irreversible,0,32,6,3,1,4
2783,mmu,480,ec:1.1.1.44,mmu:110208,0,rn:R01528,irreversible,NA,NA,NA,NA,NA,NA
2784,mmu,480,ec:4.1.1.17,mmu:18263 / mmu:332942,0,rn:R00670,irreversible,0,1,9,2,1,4
2785,mmu,480,ec:2.5.1.16,mmu:20810,1,rn:R01920,irreversible,0,3,9,1,1,4
2788,mmu,480,ec:2.5.1.22,mmu:20603,0,rn:R02869,irreversible,0,1,9,2,1,4
2791,mmu,480,ec:2.5.1.16,mmu:20810,1,rn:R08359,irreversible,0,3,9,1,1,4
2796,mmu,480,ec:1.17.4.1,mmu:20133 / mmu:20135 / mmu:382985,0,rn:R08363,irreversible,NA,NA,NA,NA,NA,NA
2798,mmu,480,ec:1.17.4.1,mmu:20133 / mmu:20135 / mmu:382985,0,rn:R08364,irreversible,NA,NA,NA,NA,NA,NA
2806,mmu,480,ec:3.4.11.1,mmu:66988,0,rn:R00899,irreversible,0.0877540937323546,15,8,2,1,4
2807,mmu,480,ec:3.4.11.1,mmu:66988,0,rn:R04951,irreversible,0.0877540937323546,15,8,2,1,4
2808,mmu,480,ec:4.3.2.7,mmu:68044 / mmu:69065,0,rn:R11861,irreversible,0.0354236408001936,48,6,2,1,4
2811,mmu,500,ec:2.7.1.1,mmu:15275 / mmu:15277 / mmu:212032 / mmu:216019,0,rn:R00760,irreversible,0.00241935483870968,7,1,3,2,3
2816,mmu,500,ec:3.2.1.20,mmu:14387 / mmu:232714 / mmu:76051,0,rn:R00801,irreversible,0.00672043010752688,12,5,3,2,3
2818,mmu,500,ec:3.2.1.48,mmu:69983,0,rn:R00801,irreversible,0.00672043010752688,12,5,3,2,3
2830,mmu,500,ec:3.6.1.9,mmu:18605 / mmu:209558,0,rn:R00287,irreversible,0,10,7,3,2,3
2835,mmu,500,ec:2.7.1.106,mmu:70974,0,rn:R01660,irreversible,0.0021505376344086,9,9,3,2,3
2836,mmu,500,ec:2.7.7.9,mmu:216558,0,rn:R00289,irreversible,0.0043010752688172,10,10,3,2,3
2838,mmu,500,ec:2.4.1.11,mmu:14936 / mmu:232493 / mmu:27357,0,rn:R00292,irreversible,0.0014336917562724,4,11,3,2,3
2840,mmu,500,ec:5.4.2.2,mmu:66681 / mmu:72157,0,rn:R08639,reversible,0.0193548387096774,17,14,2,2,3
2841,mmu,500,ec:3.1.3.9,mmu:14377 / mmu:14378 / mmu:68401,0,rn:R00303,irreversible,0,3,16,3,2,3
2842,mmu,500,ec:2.7.1.1,mmu:15275 / mmu:15277 / mmu:212032 / mmu:216019,0,rn:R00299,irreversible,0.00241935483870968,7,1,3,2,3
2843,mmu,500,ec:2.7.1.2,mmu:103988,0,rn:R00299,irreversible,0,3,16,3,2,3
2844,mmu,500,ec:5.3.1.9,mmu:14751,0,rn:R00771,reversible,0,10,16,3,2,3
2845,mmu,500,ec:2.4.1.18,mmu:74185,0,rn:R02110,irreversible,0.0129032258064516,13,5,3,2,3
2848,mmu,500,ec:3.2.1.28,mmu:58866,0,rn:R00010,irreversible,NA,NA,NA,NA,NA,NA
2855,mmu,500,ec:3.2.1.1,mmu:100043684 / mmu:100043686 / mmu:100043688 / mmu:109959 / mmu:11722,0,rn:R11262,irreversible,0,10,5,3,2,3
2856,mmu,500,ec:3.2.1.3,mmu:232714,0,rn:R01790,irreversible,0.0518817204301075,26,6,3,2,3
2857,mmu,500,ec:3.2.1.20,mmu:14387 / mmu:232714 / mmu:76051,0,rn:R00028,irreversible,0.00672043010752688,12,5,3,2,3
2858,mmu,500,ec:2.4.1.1,mmu:110078 / mmu:110095 / mmu:19309 / mmu:77559,0,rn:R02111,irreversible,0,13,5,2,2,3
2869,mmu,500,ec:3.2.1.10,mmu:69983,0,rn:R01791,irreversible,0.00672043010752688,12,5,3,2,3
2870,mmu,500,ec:3.2.1.3,mmu:232714,0,rn:R01791,irreversible,0.0518817204301075,26,6,3,2,3
2871,mmu,500,ec:3.2.1.10,mmu:69983,0,rn:R01718,irreversible,0.00672043010752688,12,5,3,2,3
2896,mmu,500,ec:3.2.1.1,mmu:100043684 / mmu:100043686 / mmu:100043688 / mmu:109959 / mmu:11722,0,rn:R02112,irreversible,0,10,5,3,2,3
2900,mmu,510,ec:2.4.1.141,mmu:66789,0,rn:R05970,irreversible,0,2,1,13,8,7
NA,mmu,510,NA,mmu:68563,0,rn:R01009,irreversible,0.00297619047619048,6,1,12,8,7
NA,mmu,510,NA,mmu:13481,0,rn:R01009,irreversible,0.00297619047619048,6,1,12,8,7
2901,mmu,510,ec:2.4.1.267,mmu:320438,0,rn:R06262,irreversible,0.0119047619047619,3,2,13,8,7
2902,mmu,510,ec:2.4.1.260,mmu:223774,0,rn:R06260,irreversible,0,1,2,15,8,7
2903,mmu,510,ec:2.4.1.259,mmu:102580,1,rn:R06259,irreversible,0.0102040816326531,3,2,14,8,7
2904,mmu,510,ec:2.4.1.258,mmu:208624,0,rn:R06258,irreversible,0.0131802721088435,5,1,13,8,7
2905,mmu,510,ec:2.4.1.155,mmu:107895 / mmu:268510,0,rn:R05991,irreversible,0,4,3,14,8,7
2906,mmu,510,ec:3.6.1.43,mmu:57170,0,rn:R01004,irreversible,0,13,1,11,8,7
2907,mmu,510,ec:2.4.1.68,mmu:53618,1,rn:R05988,irreversible,0,8,3,13,8,7
2908,mmu,510,ec:2.4.1.201,mmu:67569,0,rn:R05992,irreversible,0,2,3,15,8,7
2909,mmu,510,ec:2.4.1.38,mmu:14595 / mmu:53418 / mmu:57370,0,rn:R05989,irreversible,0.000283446712018141,3,4,14,8,7
2910,mmu,510,ec:2.4.99.1,mmu:20440 / mmu:240119,0,rn:R05990,irreversible,0,3,4,15,8,7
2911,mmu,510,ec:2.4.1.144,mmu:17309,0,rn:R05986,irreversible,0,5,3,13,8,7
2912,mmu,510,ec:2.4.1.143,mmu:217664,1,rn:R05985,irreversible,0.00255102040816327,7,3,12,8,7
2913,mmu,510,ec:3.2.1.114,mmu:140481 / mmu:17158,0,rn:R05984,irreversible,0.000637755102040816,2,5,11,8,7
2914,mmu,510,ec:3.2.1.209,mmu:227619,1,rn:R06722,irreversible,0.00170068027210884,4,5,8,8,7
2915,mmu,510,ec:2.4.1.145,mmu:103534 / mmu:269181 / mmu:67555,0,rn:R05987,irreversible,0,5,3,13,8,7
2916,mmu,510,ec:3.2.1.207,mmu:14376,1,rn:R05980,irreversible,0,2,6,8,8,7
2917,mmu,510,ec:3.2.1.106,mmu:57377,1,rn:R05979,irreversible,0.00297619047619048,8,1,9,8,7
2918,mmu,510,ec:2.4.1.131,mmu:207958,0,rn:R06128,irreversible,0.00510204081632653,2,7,14,8,7
2919,mmu,510,ec:2.4.99.18,mmu:16430 / mmu:68292,0,rn:R05976,irreversible,0,3,1,10,8,7
2920,mmu,510,ec:2.4.1.117,mmu:66248,0,rn:R01005,irreversible,0.0102040816326531,7,1,12,8,7
2922,mmu,510,ec:2.4.1.132,mmu:56737,0,rn:R05973,irreversible,0.00637755102040816,2,7,14,8,7
2923,mmu,510,ec:2.4.1.142,mmu:208211,0,rn:R05972,irreversible,0.00680272108843537,7,1,13,8,7
2924,mmu,510,ec:2.4.1.141,mmu:320302 / mmu:67574,0,rn:R05970,irreversible,0,2,1,13,8,7
2925,mmu,510,ec:2.4.1.83,mmu:13480,0,rn:R01009,irreversible,0.00297619047619048,6,1,12,8,7
2926,mmu,510,ec:2.7.8.15,mmu:13478,0,rn:R05969,irreversible,0.014030612244898,9,1,12,8,7
2928,mmu,510,ec:2.7.1.108,mmu:227697,1,rn:R01018,irreversible,0,7,1,12,8,7
NA,mmu,510,NA,mmu:380959,0,rn:R06264,irreversible,0,8,1,11,8,7
NA,mmu,510,NA,mmu:223774,0,rn:R06260,irreversible,0,1,2,15,8,7
NA,mmu,510,NA,mmu:381903,0,rn:R06263,irreversible,0.00637755102040816,2,1,12,8,7
NA,mmu,510,NA,mmu:320438,0,rn:R06262,irreversible,0.0119047619047619,3,2,13,8,7
NA,mmu,510,NA,mmu:207958,0,rn:R06128,irreversible,0.00510204081632653,2,7,14,8,7
NA,mmu,510,NA,mmu:207958,0,rn:R06127,irreversible,0.00510204081632653,2,7,14,8,7
NA,mmu,510,NA,mmu:102580,1,rn:R06259,irreversible,0.0102040816326531,3,2,14,8,7
NA,mmu,510,NA,mmu:102580,1,rn:R06261,irreversible,0.0102040816326531,3,2,14,8,7
NA,mmu,510,NA,mmu:208624,0,rn:R06258,irreversible,0.0131802721088435,5,1,13,8,7
NA,mmu,510,NA,mmu:56737,0,rn:R06238,irreversible,0.00637755102040816,2,7,14,8,7
