"","X","entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification","lethal_nonlethal","entrezgene_accession"
"1343",1343,267,"ec:2.5.1.141","gene","rn:R07411",735,346,"rectangle",46,17,"#BFFFBF","sce:YPL172C",4975,"irreversible","sce",860,1,1,0.0164835164835165,3,2,0.333333333333333,0.00595238095238095,2,0,7,4,5,4,0,1,"HB","nonlethal",""
"1344",1344,268,"ec:4.99.1.1","gene","rn:R00310",736,285,"rectangle",46,17,"#BFFFBF","sce:YOR176W",4976,"irreversible","sce",860,1,1,0,1,2,0.2,0.00476190476190476,2,1,6,4,5,7,1,0.6975131974562,"HB","nonlethal",""
"1345",1345,270,"ec:1.16.3.1","gene","rn:R00078",646,132,"rectangle",46,17,"#BFFFBF","sce:YDL120W",4978,"irreversible","sce",860,0,1,0,1,0,0,0.00510204081632653,2,3.16074298338085e-17,7,4,5,1,0,0.6975131974562,"NHNB","nonlethal",""
"1346",1346,273,"ec:1.3.3.4","gene","rn:R03222",625,274,"rectangle",46,17,"#BFFFBF","sce:YER014W",4981,"irreversible","sce",860,1,1,0.0164835164835165,2,1,0.333333333333333,0.00806451612903226,1,0.324717957244746,5,4,5,4,1.73015877980452e-16,0.821805919979244,"HB","nonlethal",""
"1347",1347,274,"ec:4.1.1.37","gene","rn:R03197",475,284,"rectangle",46,17,"#BFFFBF","sce:YDR047W",4982,"irreversible","sce",860,1,1,0.043956043956044,3,2,0.333333333333333,0.00854700854700855,1,0.18503737524864,4,4,5,4,4.41742667184133e-17,3.69734810634961e-16,"HB","nonlethal",""
"1348",1348,275,"ec:4.2.1.75","gene","rn:R03165",392,284,"rectangle",46,17,"#BFFFBF","sce:YOR278W",4983,"irreversible","sce",860,1,1,0.032967032967033,2,1,0.333333333333333,0.00591715976331361,1,0.139680581996107,5,4,5,3,1.37124286271741e-16,2.93807126308139e-16,"NHB","nonlethal",""
"1349",1349,276,"ec:2.1.1.107","gene","rn:R03194",438,334,"rectangle",46,17,"#BFFFBF","sce:YKR069W",4984,"irreversible","sce",860,1,1,0,0,1,0.333333333333333,0.00476190476190476,1,0.245122333753307,5,4,5,3,2.88513179504637e-16,0,"NHB","nonlethal",""
"1350",1350,277,"ec:4.1.1.37","gene","rn:R04972",388,150,"rectangle",46,17,"#BFFFBF","sce:YDR047W",4985,"irreversible","sce",860,1,1,0.043956043956044,3,2,0.333333333333333,0.00854700854700855,1,0.18503737524864,4,4,5,4,4.41742667184133e-17,3.69734810634961e-16,"HB","nonlethal",""
"1351",1351,278,"ec:2.5.1.61","gene","rn:R00084",302,285,"rectangle",46,17,"#BFFFBF","sce:YDL205C",4986,"irreversible","sce",860,1,1,0.021978021978022,1,0,0,0.00510204081632653,3,0.105441751757201,6,4,5,2,4.35990809538506e-17,2.95726479995882e-17,"NHB","nonlethal",""
"1352",1352,279,"ec:4.2.1.24","gene","rn:R00036",219,285,"rectangle",46,17,"#BFFFBF","sce:YGL040C",4987,"irreversible","sce",860,1,1,0,0,0,0,0.00476190476190476,3,0.0795956234914388,7,4,5,2,0,3.06188044768172e-17,"NHB","nonlethal",""
"1353",1353,282,"ec:2.3.1.37","gene","rn:R00830",80,371,"rectangle",46,17,"#BFFFBF","sce:YDR232W",4990,"irreversible","sce",860,0,1,0,1,0,0,0.00510204081632653,3,3.16074298338085e-17,8,4,5,1,0,1.06460912768199e-17,"NHNB","nonlethal",""
"1354",1354,284,"ec:6.1.1.17","gene","rn:R05578",159,527,"rectangle",46,17,"#BFFFBF","sce:YGL245W / sce:YOL033W",4992,"irreversible","sce",860,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1355",1355,285,"ec:4.99.1.4","gene","rn:R02864",253,383,"rectangle",46,17,"#BFFFBF","sce:YBR213W",4993,"irreversible","sce",860,0,1,0,2,0,0,0.00510204081632653,1,0,6,4,5,3,5.85539108324802e-17,2.34385460313234e-16,"NHNB","nonlethal",""
"1356",1356,286,"ec:1.3.1.76","gene","rn:R03947",398,383,"rectangle",46,17,"#BFFFBF","sce:YBR213W",4994,"irreversible","sce",860,0,1,0,2,0,0,0.00510204081632653,1,0,6,4,5,3,5.85539108324802e-17,2.34385460313234e-16,"NHNB","nonlethal",""
"1357",1357,319,NA,"gene","rn:R07412",735,398,"rectangle",46,17,"#BFFFBF","sce:YER141W",NA,"irreversible","sce",860,0,1,0,1,0,0,0.00636942675159236,4,1.58037149169043e-17,8,4,5,1,0,9.20829385096141e-18,"NHNB","nonlethal",""
"1358",1358,414,"ec:1.3.3.15","gene","rn:R04178",576,196,"rectangle",46,17,"#BFFFBF","sce:YER014W",5063,"irreversible","sce",860,1,1,0.0164835164835165,2,1,0.333333333333333,0.00806451612903226,1,0.324717957244746,5,4,5,4,1.73015877980452e-16,0.821805919979244,"HB","nonlethal",""
"1359",1359,418,"ec:4.99.1.9","gene","rn:R11329",736,196,"rectangle",46,17,"#BFFFBF","sce:YOR176W",5064,"irreversible","sce",860,1,1,0,1,2,0.2,0.00476190476190476,2,1,6,4,5,7,1,0.6975131974562,"HB","nonlethal",""
"1360",1360,70,"ec:2.7.1.36","gene","rn:R02245",434,408,"rectangle",46,17,"#BFFFBF","sce:YMR208W",5087,"irreversible","sce",900,1,1,0.143790849673203,1,0,0,0.00591715976331361,1,0,6,5,7,3,8.01670874595167e-17,5.11122985794319e-17,"NHB","nonlethal",""
"1361",1361,71,"ec:2.3.1.9","gene","rn:R00238",499,202,"rectangle",46,17,"#BFFFBF","sce:YPL028W",5088,"reversible","sce",900,0,1,0,1,0,0,0.00746268656716418,1,9.47627687697192e-18,9,5,7,1,2.22489844307485e-17,4.45843769984416e-18,"NHNB","nonlethal",""
"1362",1362,72,"ec:2.3.3.10","gene","rn:R01978",434,270,"rectangle",46,17,"#BFFFBF","sce:YML126C",5089,"irreversible","sce",900,1,1,0.0457516339869281,2,0,0,0.0072463768115942,1,8.73384917798026e-18,8,5,7,3,8.01670874595167e-17,2.5954308259499e-17,"NHB","nonlethal",""
"1363",1363,75,"ec:1.1.1.34","gene","rn:R02082",409,339,"rectangle",46,17,"#BFFFBF","sce:YLR450W / sce:YML075C",5091,"irreversible","sce",900,0,1,0.0392156862745098,1,0,0,0.00617283950617284,1,0,7,5,7,2,1.76577005269544e-17,0,"NHNB","nonlethal",""
"1364",1364,98,"ec:5.3.3.2","gene","rn:R01123",613,668,"rectangle",46,17,"#BFFFBF","sce:YPL117C",5094,"reversible","sce",900,0,1,0,2,3,1,0.00490196078431373,2,0.291739817509494,6,5,7,5,0.476738263370452,0.259168992868897,"NHNB","nonlethal",""
"1365",1365,100,"ec:4.1.1.33","gene","rn:R01121",435,548,"rectangle",46,17,"#BFFFBF","sce:YNR043W",5096,"irreversible","sce",900,1,1,0.176470588235294,3,3,0.5,0.0053763440860215,2,0,5,5,7,4,8.8995937722994e-17,0.339948633738221,"NHB","nonlethal",""
"1366",1366,101,"ec:2.7.4.2","gene","rn:R03245",434,477,"rectangle",46,17,"#BFFFBF","sce:YMR220W",5097,"irreversible","sce",900,1,1,0.163398692810458,1,0,0,0.00564971751412429,1,0,5,5,7,2,4.4497968861497e-17,8.91687539968833e-18,"NHB","nonlethal",""
"1367",1367,103,"ec:2.5.1.1","gene","rn:R01658",673,727,"rectangle",46,17,"#BFFFBF","sce:YJL167W / sce:YPL069C",5099,"irreversible","sce",900,0,1,0.0784313725490196,9,20,0.555555555555556,0.00505050505050505,2,0.363287213473663,6,5,7,13,0.52954103596055,1,"HNB","nonlethal",""
"1368",1368,105,"ec:2.5.1.10","gene","rn:R02003",493,915,"rectangle",46,17,"#BFFFBF","sce:YJL167W / sce:YPL069C",5101,"irreversible","sce",900,0,1,0.0784313725490196,9,20,0.555555555555556,0.00505050505050505,2,0.363287213473663,6,5,7,13,0.52954103596055,1,"HNB","nonlethal",""
"1369",1369,116,"ec:2.5.1.29","gene","rn:R02061",552,982,"rectangle",46,17,"#BFFFBF","sce:YPL069C",5103,"irreversible","sce",900,0,1,0.176470588235294,9,20,0.555555555555556,0.00505050505050505,2,0.826303546238923,6,5,7,18,1,1,"HNB","nonlethal",""
"1370",1370,119,"ec:2.5.1.87","gene","rn:R05556",379,1173,"rectangle",46,17,"#BFFFBF","sce:YBR002C / sce:YDL193W / sce:YMR101C",5106,"irreversible","sce",900,0,1,0,2,9,0.9,0.00490196078431373,2,0.434834609437832,7,5,7,6,0.680195174719443,0.323521033563636,"NHNB","nonlethal",""
"1371",1371,124,"ec:2.5.1.83","gene","rn:R09245",553,1050,"rectangle",46,17,"#BFFFBF","sce:YBR003W",5109,"irreversible","sce",900,0,1,0,1,17,0.809523809523809,0.00292397660818713,2,1,7,5,7,9,0.909328316455931,0.154078706240826,"NHNB","nonlethal",""
"1372",1372,125,"ec:2.5.1.82","gene","rn:R09246",672,1013,"rectangle",46,17,"#BFFFBF","sce:YBR003W",5110,"irreversible","sce",900,0,1,0,1,17,0.809523809523809,0.00292397660818713,2,1,7,5,7,9,0.909328316455931,0.154078706240826,"NHNB","nonlethal",""
"1373",1373,133,"ec:2.5.1.58","gene","rn:R09844",379,1052,"rectangle",46,17,"#BFFFBF","sce:YDL090C / sce:YKL019W",5117,"irreversible","sce",900,0,1,0.0343137254901961,5,12,0.428571428571429,0.00497512437810945,2,0.291739817509494,7,5,7,9,0.472759971601153,0.669282593878259,"NHNB","nonlethal",""
"1374",1374,134,NA,"gene","rn:R09845",259,1062,"rectangle",46,17,"#BFFFBF","sce:YMR274C",NA,"irreversible","sce",900,0,1,0.0147058823529412,2,0,0,0.00529100529100529,3,1.02023725780236e-17,8,5,7,3,8.50133654507701e-17,0.16021109970633,"NHNB","nonlethal",""
"1375",1375,135,"ec:2.1.1.100","gene","rn:R04496",147,1052,"rectangle",46,17,"#BFFFBF","sce:YDR410C",5118,"irreversible","sce",900,0,1,0,2,0,0,0.00617283950617284,3,1.11974027758023e-17,9,5,7,2,8.50133654507701e-17,0,"NHNB","nonlethal",""
"1376",1376,151,"ec:3.4.24.84","gene","rn:R09845",259,1041,"rectangle",46,17,"#BFFFBF","sce:YJR117W",5124,"irreversible","sce",900,0,1,0.0147058823529412,2,0,0,0.00529100529100529,2,0,8,5,7,3,8.50133654507701e-17,0.16021109970633,"NHNB","nonlethal",""
"1377",1377,169,"ec:2.5.1.21","gene","rn:R00702",422,139,"rectangle",46,17,"#BFFFBF","sce:YHR190W",5533,"irreversible","sce",909,0,1,NA,1,0,0,1,1,0,1,1,1,1,1,1,"HNB","nonlethal",""
"1378",1378,170,"ec:2.5.1.21","gene","rn:R02872",562,139,"rectangle",46,17,"#BFFFBF","sce:YHR190W",5534,"irreversible","sce",909,0,1,NA,1,0,0,1,1,0,1,1,1,1,1,1,"HNB","nonlethal",""
"1379",1379,202,"ec:1.14.14.17","gene","rn:R02874",733,139,"rectangle",46,17,"#BFFFBF","sce:YGR175C",5550,"irreversible","sce",909,0,1,NA,0,0,0,0.5,1,0,1,1,1,1,0,0,"HNB","nonlethal",""
"1380",1380,27,"ec:1.13.12.16","gene","rn:R00025",307,376,"rectangle",46,17,"#BFFFBF","sce:YJR149W",5575,NA,"sce",910,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1381",1381,64,"ec:4.2.1.1","gene","rn:R10092",831,189,"rectangle",46,17,"#BFFFBF","sce:YNL036W",5591,"irreversible","sce",910,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1382",1382,77,"ec:6.3.1.2","gene","rn:R00253",688,357,"rectangle",46,17,"#BFFFBF","sce:YPR035W",5594,"irreversible","sce",910,0,1,0.75,1,3,0.5,0.142857142857143,1,1,1,1,3,4,1,1.46868701148805e-16,"HNB","nonlethal",""
"1383",1383,82,"ec:1.4.1.14","gene","rn:R00093",814,357,"rectangle",46,17,"#BFFFBF","sce:YDL171C",5596,"irreversible","sce",910,0,1,0.75,3,3,0.5,0.2,1,0.693361274350635,1,1,3,4,1.46868701148805e-16,1,"HNB","nonlethal",""
"1384",1384,86,"ec:1.4.1.2","gene","rn:R00243",737,303,"rectangle",46,17,"#BFFFBF","sce:YDL215C",5598,"reversible","sce",910,0,1,0.0277777777777778,1,1,1,0.111111111111111,1,0.480749856769136,2,1,3,2,0.5,0.5,"NHNB","nonlethal",""
"1385",1385,88,"ec:1.4.1.4","gene","rn:R00248",761,324,"rectangle",46,17,"#BFFFBF","sce:YAL062W / sce:YOR375C",5600,"reversible","sce",910,0,1,0.0277777777777778,1,1,1,0.111111111111111,1,0.480749856769136,2,1,3,2,0.5,0.5,"NHNB","nonlethal",""
"1386",1386,31,"ec:1.8.1.2","gene","rn:R00858",493,287,"rectangle",46,17,"#BFFFBF","sce:YFR030W / sce:YJR137C",5629,"reversible","sce",920,0,1,0.131868131868132,7,7,0.333333333333333,0.0116279069767442,1,0.328182380346761,3,3,5,8,0,1,"HNB","nonlethal",""
"1387",1387,38,"ec:3.1.3.7","gene","rn:R00508",156,464,"rectangle",46,17,"#BFFFBF","sce:YOL064C",5630,"irreversible","sce",920,0,1,0.0824175824175824,1,0,0,0.0114942528735632,2,0,4,3,5,4,5.5635010608648e-17,0.139781034063335,"NHNB","nonlethal",""
"1388",1388,39,"ec:2.7.1.25","gene","rn:R00509",80,464,"rectangle",46,17,"#BFFFBF","sce:YKL001C",5631,"irreversible","sce",920,0,1,0.0824175824175824,1,0,0,0.0114942528735632,2,0,4,3,5,4,5.5635010608648e-17,0.139781034063335,"NHNB","nonlethal",""
"1389",1389,41,"ec:2.7.7.5","gene","rn:R00530",105,353,"rectangle",46,17,"#BFFFBF","sce:YCL050C / sce:YDR530C",5633,"reversible","sce",920,0,1,0,2,0,0,0.0144927536231884,2,0,5,3,5,2,2.7817505304324e-17,0,"NHNB","nonlethal",""
"1390",1390,42,"ec:2.7.7.4","gene","rn:R00529",55,353,"rectangle",46,17,"#BFFFBF","sce:YJR010W",5634,"reversible","sce",920,0,1,0,2,0,0,0.0144927536231884,2,0,5,3,5,2,2.7817505304324e-17,0,"NHNB","nonlethal",""
"1391",1391,48,"ec:1.8.4.8","gene","rn:R02021",316,364,"rectangle",46,17,"#BFFFBF","sce:YPR167C",5636,"irreversible","sce",920,1,1,0.302197802197802,2,2,0.2,0.0108695652173913,1,0.580650576343358,3,3,5,7,0.70240413022783,0,"HB","nonlethal",""
"1392",1392,90,"ec:2.8.1.1","gene","rn:R01931",439,239,"rectangle",46,17,"#BFFFBF","sce:YOR251C",5653,"irreversible","sce",920,0,1,0,1,2,0.666666666666667,0.0101010101010101,1,0.370975864515037,3,3,5,3,0.580656897809996,0.139781034063335,"NHNB","nonlethal",""
"1393",1393,103,"ec:2.5.1.47","gene","rn:R00897",825,308,"rectangle",46,17,"#BFFFBF","sce:YGR012W / sce:YLR303W",5660,"irreversible","sce",920,0,1,0,0,6,0.6,0.00476190476190476,1,1,4,3,5,5,1,0,"NHNB","nonlethal",""
"1394",1394,121,"ec:2.5.1.48","gene","rn:R01288",865,420,"rectangle",46,17,"#BFFFBF","sce:YJR130C / sce:YLL058W / sce:YML082W",5663,"irreversible","sce",920,0,1,0.0164835164835165,3,4,0.4,0.00595238095238095,1,0.370975864515037,4,3,5,5,0.580656897809996,0.481458274552606,"NHNB","nonlethal",""
"1395",1395,125,"ec:2.3.1.46","gene","rn:R01777",826,518,"rectangle",46,17,"#BFFFBF","sce:YNL277W",5664,"irreversible","sce",920,0,1,0,0,0,0,0.00476190476190476,1,0.629024135484963,5,3,5,3,0.419343102190004,0,"NHNB","nonlethal",""
"1396",1396,150,"ec:1.8.4.8","gene","rn:R02021",505,765,"rectangle",46,17,"#BFFFBF","sce:YPR167C",5670,"irreversible","sce",920,1,1,0.302197802197802,2,2,0.2,0.0108695652173913,1,0.580650576343358,3,3,5,7,0.70240413022783,0,"HB","nonlethal",""
"1397",1397,153,"ec:1.8.1.2","gene","rn:R00858",675,754,"rectangle",46,17,"#BFFFBF","sce:YFR030W / sce:YJR137C",5673,"reversible","sce",920,0,1,0.131868131868132,7,7,0.333333333333333,0.0116279069767442,1,0.328182380346761,3,3,5,8,0,1,"HNB","nonlethal",""
"1398",1398,158,"ec:2.7.7.4","gene","rn:R00529",288,765,"rectangle",46,17,"#BFFFBF","sce:YJR010W",5674,"reversible","sce",920,0,1,0,2,0,0,0.0144927536231884,2,0,5,3,5,2,2.7817505304324e-17,0,"NHNB","nonlethal",""
"1399",1399,159,"ec:2.7.1.25","gene","rn:R00509",394,775,"rectangle",46,17,"#BFFFBF","sce:YKL001C",5675,"irreversible","sce",920,0,1,0.0824175824175824,1,0,0,0.0114942528735632,2,0,4,3,5,4,5.5635010608648e-17,0.139781034063335,"NHNB","nonlethal",""
"1400",1400,164,"ec:2.7.7.4","gene","rn:R00529",288,836,"rectangle",46,17,"#BFFFBF","sce:YJR010W",5677,"reversible","sce",920,0,1,0,2,0,0,0.0144927536231884,2,0,5,3,5,2,2.7817505304324e-17,0,"NHNB","nonlethal",""
"1401",1401,24,"ec:6.1.1.5","gene","rn:R03656",875,335,"rectangle",46,17,"#BFFFBF","sce:YBL076C / sce:YPL040C",6160,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1402",1402,58,"ec:6.1.1.22","gene","rn:R03648",271,583,"rectangle",46,17,"#BFFFBF","sce:YCR024C / sce:YHR019C",6161,"irreversible","sce",970,0,1,0,0,0,0,0.0138888888888889,2,0,3,1,1,2,0.843070330817254,0,"NHNB","nonlethal",""
"1403",1403,59,"ec:6.1.1.21","gene","rn:R03655",875,790,"rectangle",46,17,"#BFFFBF","sce:YPR033C",6162,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1404",1404,60,"ec:6.1.1.20","gene","rn:R03660",875,879,"rectangle",46,17,"#BFFFBF","sce:YFL022C / sce:YLR060W / sce:YPR047W",6163,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1405",1405,61,"ec:6.1.1.19","gene","rn:R03646",875,611,"rectangle",46,17,"#BFFFBF","sce:YDR341C / sce:YHR091C",6164,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1406",1406,62,"ec:6.1.1.18","gene","rn:R03652",271,281,"rectangle",46,17,"#BFFFBF","sce:YOR168W",6165,"irreversible","sce",970,1,1,0,0,0,0,0.0138888888888889,2,0,2,1,1,3,1,0,"HB","nonlethal",""
"1407",1407,63,"ec:6.1.1.16","gene","rn:R03650",271,1076,"rectangle",46,17,"#BFFFBF","sce:YNL247W",6166,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1408",1408,64,"ec:6.1.1.14","gene","rn:R03654",271,672,"rectangle",46,17,"#BFFFBF","sce:YBR121C / sce:YPR081C",6167,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1409",1409,65,"ec:6.1.1.12","gene","rn:R05577",271,448,"rectangle",46,17,"#BFFFBF","sce:YLL018C / sce:YPL104W",6168,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1410",1410,66,"ec:6.1.1.11","gene","rn:R03662",271,850,"rectangle",46,17,"#BFFFBF","sce:YDR023W / sce:YHR011W",6169,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1411",1411,67,"ec:6.1.1.10","gene","rn:R03659",271,1165,"rectangle",46,17,"#BFFFBF","sce:YGR171C / sce:YGR264C",6170,"irreversible","sce",970,0,1,0,1,0,0,0.015625,1,0,2,1,1,1,4.31912356222749e-17,0,"NHNB","nonlethal",""
"1412",1412,68,"ec:6.1.1.9","gene","rn:R03665",875,157,"rectangle",46,17,"#BFFFBF","sce:YGR094W",6171,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1413",1413,69,"ec:6.1.1.7","gene","rn:R03038",271,371,"rectangle",46,17,"#BFFFBF","sce:YOR335C",6172,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1414",1414,70,"ec:6.1.1.6","gene","rn:R03658",875,424,"rectangle",46,17,"#BFFFBF","sce:YDR037W / sce:YNL073W",6173,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1415",1415,71,"ec:6.1.1.4","gene","rn:R03657",875,246,"rectangle",46,17,"#BFFFBF","sce:YLR382C / sce:YPL160W",6174,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1416",1416,72,"ec:6.1.1.3","gene","rn:R03663",271,761,"rectangle",46,17,"#BFFFBF","sce:YIL078W / sce:YKL194C",6175,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1417",1417,73,"ec:6.1.1.2","gene","rn:R03664",875,1057,"rectangle",46,17,"#BFFFBF","sce:YDR268W / sce:YOL097C",6176,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1418",1418,74,"ec:2.1.2.9","gene","rn:R03940",409,1165,"rectangle",46,17,"#BFFFBF","sce:YBL013W",6177,"irreversible","sce",970,1,1,0,0,0,0,0.0138888888888889,1,0,1,1,1,2,0,0,"NHB","nonlethal",""
"1419",1419,75,"ec:6.1.1.1","gene","rn:R02918",875,968,"rectangle",46,17,"#BFFFBF","sce:YGR185C / sce:YPL097W",6178,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1420",1420,76,"ec:6.1.1.15","gene","rn:R03661",875,701,"rectangle",46,17,"#BFFFBF","sce:YER087W / sce:YHR020W",6179,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1421",1421,77,"ec:6.1.1.17","gene","rn:R05578",271,146,"rectangle",46,17,"#BFFFBF","sce:YGL245W / sce:YOL033W",6180,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1422",1422,128,"ec:6.3.5.7","gene","rn:R03905",338,245,"rectangle",46,17,"#BFFFBF","sce:YBL080C / sce:YGR102C / sce:YMR293C",6181,"irreversible","sce",970,0,1,0,3,0,0,0.0208333333333333,2,0,2,1,1,3,0,1,"HNB","nonlethal",""
"1423",1423,131,"ec:6.3.5.6","gene","rn:R04212",337,548,"rectangle",46,17,"#BFFFBF","sce:YBL080C / sce:YMR293C",6183,"irreversible","sce",970,0,1,0,3,0,0,0.0208333333333333,2,0,2,1,1,3,0,1,"HNB","nonlethal",""
"1424",1424,137,"ec:6.1.1.11","gene","rn:R08218",271,930,"rectangle",46,17,"#BFFFBF","sce:YDR023W / sce:YHR011W",6187,"irreversible","sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1425",1425,156,NA,"gene",NA,228,120,"rectangle",46,17,"#BFFFBF","sce:tE_CUC_D / sce:tE_CUC_I / sce:tE_UUC_B / sce:tE_UUC_C / sce:tE_UUC_E1 / sce:tE_UUC_E2 / sce:tE_UUC_E3 / sce:tE_UUC_G1 / sce:tE_UUC_G2 / sce:tE_UUC_G3 / sce:tE_UUC_I / sce:tE_UUC_J / sce:tE_UUC_K / sce:tE_UUC_L / sce:tE_UUC_M / sce:tE_UUC_P / sce:tE_UUC_Q",NA,NA,"sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1426",1426,157,NA,"gene",NA,228,246,"rectangle",46,17,"#BFFFBF","sce:tQ_CUG_M / sce:tQ_UUG_B / sce:tQ_UUG_C / sce:tQ_UUG_D1 / sce:tQ_UUG_D2 / sce:tQ_UUG_D3 / sce:tQ_UUG_E1 / sce:tQ_UUG_E2 / sce:tQ_UUG_H / sce:tQ_UUG_L / sce:tQ_UUG_Q",NA,NA,"sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1427",1427,158,NA,"gene",NA,228,333,"rectangle",46,17,"#BFFFBF","sce:tA_AGC_D / sce:tA_AGC_F / sce:tA_AGC_G / sce:tA_AGC_H / sce:tA_AGC_J / sce:tA_AGC_K1 / sce:tA_AGC_K2 / sce:tA_AGC_L / sce:tA_AGC_M1 / sce:tA_AGC_M2 / sce:tA_AGC_P / sce:tA_UGC_A / sce:tA_UGC_E / sce:tA_UGC_G / sce:tA_UGC_L / sce:tA_UGC_O / sce:tA_UGC_Q",NA,NA,"sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1428",1428,159,NA,"gene",NA,228,422,"rectangle",46,17,"#BFFFBF","sce:tD_GUC_B / sce:tD_GUC_D / sce:tD_GUC_G1 / sce:tD_GUC_G2 / sce:tD_GUC_I1 / sce:tD_GUC_I2 / sce:tD_GUC_J1 / sce:tD_GUC_J2 / sce:tD_GUC_J3 / sce:tD_GUC_J4 / sce:tD_GUC_K / sce:tD_GUC_L1 / sce:tD_GUC_L2 / sce:tD_GUC_M / sce:tD_GUC_N / sce:tD_GUC_O / sce:tD_GUC_Q",NA,NA,"sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"1429",1429,160,NA,"gene",NA,228,814,"rectangle",46,17,"#BFFFBF","sce:tS_AGA_A / sce:tS_AGA_B / sce:tS_AGA_D1 / sce:tS_AGA_D2 / sce:tS_AGA_D3 / sce:tS_AGA_E / sce:tS_AGA_G / sce:tS_AGA_H / sce:tS_AGA_J / sce:tS_AGA_L / sce:tS_AGA_M / sce:tS_CGA_C / sce:tS_GCU_F / sce:tS_GCU_O / sce:tS_GCU_Q1 / sce:tS_UGA_E / sce:tS_UGA_I / sce:tS_UGA_P / sce:tS_UGA_Q2 / sce:tX_XXX_D / sce:tX_XXX_L",NA,NA,"sce",970,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
