"","X","entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification","lethal_nonlethal","entrezgene_accession"
"243",243,195,"ec:1.14.18.9","gene","rn:R12403",373,625,"rectangle",46,17,"#BFFFBF","sce:YGR060W",791,"irreversible","sce",100,1,1,0.121212121212121,1,1,0.333333333333333,0.00813008130081301,2,1,6,6,8,4,1,0,"HB","nonlethal",""
"244",244,196,"ec:1.1.1.170","gene","rn:R12404",373,675,"rectangle",46,17,"#BFFFBF","sce:YGL001C",792,"irreversible","sce",100,0,1,0.0909090909090909,2,1,1,0.00826446280991736,2,0.754877666246693,6,6,8,3,0,0.903211925911553,"HNB","nonlethal",""
"245",245,197,"ec:1.1.1.270","gene","rn:R12405",373,745,"rectangle",46,17,"#BFFFBF","sce:YLR100W",793,"irreversible","sce",100,1,1,0.053030303030303,2,1,0.333333333333333,0.00826446280991736,2,0.569840290998054,6,6,8,3,0.311107817465982,1,"HB","nonlethal",""
"246",246,65,"ec:4.1.1.98","gene","rn:R04985 rn:R04986",520,766,"rectangle",46,17,"#BFFFBF","sce:YDR538W",879,NA,"sce",130,0,1,0,0,0,0,0.0333333333333333,1,0,1,1,3,1,0.5,0,"NHNB","nonlethal",""
"247",247,66,"ec:2.5.1.39","gene","rn:R05000 rn:R05616 rn:R07273",432,697,"rectangle",46,17,"#BFFFBF","sce:YNR041C",880,NA,"sce",130,0,1,0,1,0,0,0.04,1,0,1,1,3,1,1.75541673428835e-16,0.5,"NHNB","nonlethal",""
"248",248,68,"ec:2.1.1.114","gene","rn:R08771 rn:R04711",394,846,"rectangle",46,17,"#BFFFBF","sce:YOL096C",882,NA,"sce",130,0,1,0,0,0,0,0.0333333333333333,3,0,3,1,3,1,0.5,0,"NHNB","nonlethal",""
"249",249,102,"ec:2.6.1.5","gene","rn:R00734",317,256,"rectangle",46,17,"#BFFFBF","sce:YGL202W",891,"irreversible","sce",130,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"250",250,131,NA,"gene","rn:R08773 rn:R04982",432,1001,"rectangle",46,17,"#BFFFBF","sce:YGR255C",NA,NA,"sce",130,0,1,0,1,0,0,0.0555555555555556,2,0,3,1,3,1,1.75541673428835e-16,0.5,"NHNB","nonlethal",""
"251",251,132,"ec:2.1.1.201","gene","rn:R08774 rn:R04983",432,1082,"rectangle",46,17,"#BFFFBF","sce:YML110C",902,NA,"sce",130,1,1,0.1,1,0,0,0.0476190476190476,2,0,2,1,3,2,1,1,"HB","nonlethal",""
"252",252,133,"ec:1.14.99.60","gene","rn:R08775 rn:R04984",432,1163,"rectangle",46,17,"#BFFFBF","sce:YOR125C",903,NA,"sce",130,1,1,0.1,1,0,0,0.04,3,0,2,1,3,2,1,1,"HB","nonlethal",""
"253",253,134,"ec:2.1.1.64","gene","rn:R08781 rn:R02175 rn:R07235",432,1242,"rectangle",46,17,"#BFFFBF","sce:YOL096C",904,NA,"sce",130,0,1,0,0,0,0,0.0333333333333333,3,0,3,1,3,1,0.5,0,"NHNB","nonlethal",""
"254",254,1,NA,"gene",NA,320,755,"rectangle",46,17,"#BFFFBF","sce:YIL111W / sce:YNL052W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"255",255,19,NA,"gene",NA,550,590,"rectangle",46,17,"#BFFFBF","sce:YKL192C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"256",256,82,NA,"gene",NA,872,755,"rectangle",46,17,"#BFFFBF","sce:YLL009C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"257",257,83,NA,"gene",NA,826,764,"rectangle",46,17,"#BFFFBF","sce:YER141W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"258",258,84,NA,"gene",NA,780,764,"rectangle",46,17,"#BFFFBF","sce:YPL132W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"259",259,85,"ec:1.6.99.3","gene",NA,173,433,"rectangle",46,17,"#BFFFBF","sce:YKL192C",1058,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"260",260,87,NA,"gene",NA,688,755,"rectangle",46,17,"#BFFFBF","sce:YLR395C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"261",261,89,NA,"gene",NA,596,755,"rectangle",46,17,"#BFFFBF","sce:YDL067C / sce:YMR256C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"262",262,100,"ec:7.1.1.2","gene",NA,197,412,"rectangle",46,17,"#BFFFBF","sce:YKL192C",1059,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"263",263,101,"ec:7.1.1.8","gene",NA,654,348,"rectangle",46,17,"#BFFFBF","sce:Q0105 / sce:Q0110 / sce:Q0115 / sce:Q0120 / sce:YBL045C / sce:YDR529C / sce:YEL024W / sce:YFR033C / sce:YGR183C / sce:YHR001W-A / sce:YJL166W / sce:YOR065W / sce:YPR191W",1060,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"264",264,102,"ec:1.9.3.1","gene",NA,868,316,"rectangle",46,17,"#BFFFBF","sce:Q0045 / sce:Q0250 / sce:Q0275 / sce:YDL067C / sce:YGL187C / sce:YGL191W / sce:YHR051W / sce:YIL111W / sce:YLR038C / sce:YLR395C / sce:YMR256C / sce:YNL052W",1061,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"265",265,103,"ec:7.1.2.2","gene",NA,1044,409,"rectangle",46,17,"#BFFFBF","sce:Q0080 / sce:Q0085 / sce:Q0130 / sce:YBL099W / sce:YBR039W / sce:YBR127C / sce:YDL004W / sce:YDL185W / sce:YDR298C / sce:YDR377W / sce:YEL027W / sce:YEL051W / sce:YGR020C / sce:YHR026W / sce:YHR039C-A / sce:YJR121W / sce:YKL016C / sce:YKL080W / sce:YLR295C / sce:YLR447C / sce:YML081C-A / sce:YMR054W / sce:YOL077W-A / sce:YOR270C / sce:YOR332W / sce:YPL078C / sce:YPL234C / sce:YPL271W / sce:YPR020W / sce:YPR036W",1062,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"266",266,105,"ec:7.1.2.1","gene",NA,1067,430,"rectangle",46,17,"#BFFFBF","sce:YGL008C / sce:YPL036W",1064,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"267",267,106,"ec:3.6.1.1","gene",NA,954,455,"rectangle",46,17,"#BFFFBF","sce:YBR011C / sce:YMR267W",1065,NA,"sce",190,0,1,0,0,0,0,0.00089126559714795,1,0,2,2,1,32,1,0,"HNB","nonlethal",""
"268",268,127,NA,"gene",NA,91,670,"rectangle",46,17,"#BFFFBF","sce:YKL141W / sce:YMR118C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"269",269,128,NA,"gene",NA,136,670,"rectangle",46,17,"#BFFFBF","sce:YDR178W / sce:YLR164W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"270",270,129,NA,"gene",NA,182,670,"rectangle",46,17,"#BFFFBF","sce:YJL045W / sce:YKL148C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"271",271,130,NA,"gene",NA,228,670,"rectangle",46,17,"#BFFFBF","sce:YLL041C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"272",272,139,NA,"gene",NA,826,688,"rectangle",46,17,"#BFFFBF","sce:YHR001W-A",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"273",273,140,NA,"gene",NA,780,688,"rectangle",46,17,"#BFFFBF","sce:YGR183C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"274",274,141,NA,"gene",NA,734,688,"rectangle",46,17,"#BFFFBF","sce:YJL166W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"275",275,142,NA,"gene",NA,688,688,"rectangle",46,17,"#BFFFBF","sce:YDR529C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"276",276,143,NA,"gene",NA,642,688,"rectangle",46,17,"#BFFFBF","sce:YFR033C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"277",277,144,NA,"gene",NA,596,688,"rectangle",46,17,"#BFFFBF","sce:YPR191W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"278",278,145,NA,"gene",NA,550,688,"rectangle",46,17,"#BFFFBF","sce:YBL045C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"279",279,146,NA,"gene",NA,504,671,"rectangle",46,17,"#BFFFBF","sce:YOR065W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"280",280,147,NA,"gene",NA,458,671,"rectangle",46,17,"#BFFFBF","sce:Q0105 / sce:Q0110 / sce:Q0115 / sce:Q0120",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"281",281,148,NA,"gene",NA,412,671,"rectangle",46,17,"#BFFFBF","sce:YEL024W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"282",282,155,NA,"gene",NA,504,755,"rectangle",46,17,"#BFFFBF","sce:YLR038C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"283",283,156,NA,"gene",NA,458,755,"rectangle",46,17,"#BFFFBF","sce:YGL191W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"284",284,157,NA,"gene",NA,412,755,"rectangle",46,17,"#BFFFBF","sce:YGL187C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"285",285,158,NA,"gene",NA,366,755,"rectangle",46,17,"#BFFFBF","sce:YHR051W",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"286",286,159,NA,"gene",NA,274,755,"rectangle",46,17,"#BFFFBF","sce:Q0250",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"287",287,162,NA,"gene",NA,91,778,"rectangle",46,17,"#BFFFBF","sce:YPL172C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"288",288,164,NA,"gene",NA,228,755,"rectangle",46,17,"#BFFFBF","sce:Q0045",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"289",289,165,NA,"gene",NA,182,755,"rectangle",46,17,"#BFFFBF","sce:Q0275",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"290",290,167,NA,"gene",NA,91,755,"rectangle",46,17,"#BFFFBF","sce:YPL172C",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"291",291,168,NA,"gene",NA,1046,639,"rectangle",46,17,"#BFFFBF","sce:YML081C-A",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"292",292,177,NA,"gene",NA,954,605,"rectangle",46,17,"#BFFFBF","sce:YJR121W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"293",293,178,NA,"gene",NA,908,605,"rectangle",46,17,"#BFFFBF","sce:YBL099W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"294",294,179,NA,"gene",NA,1000,605,"rectangle",46,17,"#BFFFBF","sce:YBR039W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"295",295,180,NA,"gene",NA,908,622,"rectangle",46,17,"#BFFFBF","sce:YDR298C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"296",296,181,NA,"gene",NA,1046,605,"rectangle",46,17,"#BFFFBF","sce:YDL004W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"297",297,182,NA,"gene",NA,1092,605,"rectangle",46,17,"#BFFFBF","sce:YPL271W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"298",298,183,NA,"gene",NA,1046,622,"rectangle",46,17,"#BFFFBF","sce:Q0130",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"299",299,184,NA,"gene",NA,954,622,"rectangle",46,17,"#BFFFBF","sce:Q0085",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"300",300,185,NA,"gene",NA,1000,622,"rectangle",46,17,"#BFFFBF","sce:YPL078C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"301",301,186,NA,"gene",NA,1138,622,"rectangle",46,17,"#BFFFBF","sce:YDR322C-A",NA,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"302",302,187,NA,"gene",NA,1000,639,"rectangle",46,17,"#BFFFBF","sce:YLR295C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"303",303,188,NA,"gene",NA,908,639,"rectangle",46,17,"#BFFFBF","sce:YDR377W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"304",304,189,NA,"gene",NA,1138,639,"rectangle",46,17,"#BFFFBF","sce:Q0080",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"305",305,190,NA,"gene",NA,1092,622,"rectangle",46,17,"#BFFFBF","sce:YKL016C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"306",306,191,NA,"gene",NA,1092,639,"rectangle",46,17,"#BFFFBF","sce:YOL077W-A",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"307",307,192,NA,"gene",NA,954,639,"rectangle",46,17,"#BFFFBF","sce:YPR020W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"308",308,201,NA,"gene",NA,908,797,"rectangle",46,17,"#BFFFBF","sce:YDL185W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"309",309,202,NA,"gene",NA,954,797,"rectangle",46,17,"#BFFFBF","sce:YBR127C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"310",310,203,NA,"gene",NA,1000,797,"rectangle",46,17,"#BFFFBF","sce:YKL080W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"311",311,204,NA,"gene",NA,1046,797,"rectangle",46,17,"#BFFFBF","sce:YEL051W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"312",312,205,NA,"gene",NA,1092,797,"rectangle",46,17,"#BFFFBF","sce:YOR332W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"313",313,206,NA,"gene",NA,1138,797,"rectangle",46,17,"#BFFFBF","sce:YGR020C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"314",314,207,NA,"gene",NA,1184,797,"rectangle",46,17,"#BFFFBF","sce:YHR039C-A",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"315",315,208,NA,"gene",NA,1230,797,"rectangle",46,17,"#BFFFBF","sce:YPR036W",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"316",316,209,NA,"gene",NA,908,814,"rectangle",46,17,"#BFFFBF","sce:YMR054W / sce:YOR270C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"317",317,210,NA,"gene",NA,1000,814,"rectangle",46,17,"#BFFFBF","sce:YLR447C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"318",318,213,NA,"gene",NA,954,814,"rectangle",46,17,"#BFFFBF","sce:YEL027W / sce:YHR026W / sce:YPL234C",NA,NA,"sce",190,0,1,0,2,0,0,0.000946969696969697,1,0,2,2,1,2,4.46910324924359e-18,1,"HNB","nonlethal",""
"319",319,217,"ec:1.3.5.1","gene",NA,434,358,"rectangle",46,17,"#BFFFBF","sce:YDR178W / sce:YJL045W / sce:YKL141W / sce:YKL148C / sce:YLL041C / sce:YLR164W / sce:YMR118C",1067,NA,"sce",190,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"320",320,41,"ec:6.3.1.2","gene","rn:R00253",102,203,"rectangle",46,17,"#BFFFBF","sce:YPR035W",1074,"irreversible","sce",220,0,1,0,3,0,0,0.00446428571428571,1,8.47872179832543e-17,5,3,5,3,0,0.697902892463125,"NHNB","nonlethal",""
"321",321,44,"ec:2.1.3.3","gene","rn:R01398",690,238,"rectangle",46,17,"#BFFFBF","sce:YJL088W",1077,"irreversible","sce",220,1,1,0,0,1,0.333333333333333,0.00367647058823529,2,0.534428768123233,3,3,5,3,0.141885900812429,1.31094714504821e-16,"NHB","nonlethal",""
"322",322,45,"ec:6.3.4.5","gene","rn:R01954",724,111,"rectangle",46,17,"#BFFFBF","sce:YOL058W",1078,"irreversible","sce",220,1,1,0,2,0,0,0.00416666666666667,2,8.47872179832543e-17,4,3,5,2,0,0.0342774872957257,"NHB","nonlethal",""
"323",323,47,"ec:4.3.2.1","gene","rn:R01086",894,109,"rectangle",46,17,"#BFFFBF","sce:YHR018C",1079,"irreversible","sce",220,0,1,0,0,0,0,0.00367647058823529,2,5.83933899219258e-17,5,3,5,1,0.00545904215556502,5.32207870328006e-17,"NHNB","nonlethal",""
"324",324,48,"ec:3.5.3.1","gene","rn:R00551",891,297,"rectangle",46,17,"#BFFFBF","sce:YPL111W",1080,"irreversible","sce",220,1,1,0.0333333333333333,2,1,0.333333333333333,0.00416666666666667,2,0.317672196171981,3,3,5,3,0.130959723413912,0.0343283040309986,"NHB","nonlethal",""
"325",325,49,"ec:2.3.1.1","gene","rn:R00259",228,363,"rectangle",46,17,"#BFFFBF","sce:YJL071W / sce:YMR062C",1081,"irreversible","sce",220,0,1,0.0166666666666667,4,12,0.428571428571429,0.00709219858156028,1,1.81088841260026e-16,5,3,5,8,0.637041111965727,0.75882672992798,"HNB","nonlethal",""
"326",326,50,"ec:2.7.2.8","gene","rn:R02649",328,364,"rectangle",46,17,"#BFFFBF","sce:YER069W",1082,"irreversible","sce",220,0,1,0.0416666666666667,2,1,0.333333333333333,0.00632911392405063,3,1,4,3,5,5,0.261886738639964,0.0632678744346673,"NHNB","nonlethal",""
"327",327,51,"ec:1.2.1.38","gene","rn:R03443",427,364,"rectangle",46,17,"#BFFFBF","sce:YER069W",1083,"irreversible","sce",220,0,1,0.0416666666666667,2,1,0.333333333333333,0.00632911392405063,3,1,4,3,5,5,0.261886738639964,0.0632678744346673,"NHNB","nonlethal",""
"328",328,52,"ec:2.6.1.11","gene","rn:R02283",526,364,"rectangle",46,17,"#BFFFBF","sce:YOL140W",1084,"irreversible","sce",220,0,1,0.0458333333333333,1,1,1,0.00657894736842105,4,0.68232780382802,4,3,5,2,0.0100760592703921,0.153899495983941,"NHNB","nonlethal",""
"329",329,55,"ec:2.3.1.35","gene","rn:R02282",659,309,"rectangle",46,17,"#BFFFBF","sce:YMR062C",1087,"reversible","sce",220,1,1,0.133333333333333,6,14,0.254545454545455,0.00684931506849315,1,0.465571231876769,3,3,5,11,0.661551188478871,0.82229998004247,"HB","nonlethal",""
"330",330,56,"ec:6.3.4.6","gene","rn:R00774",938,343,"rectangle",46,17,"#BFFFBF","sce:YBR208C",1088,"reversible","sce",220,0,1,0,1,0,0,0.00367647058823529,2,0.682327803828021,4,3,5,3,0.00567748258254276,0.00132077717208858,"NHNB","nonlethal",""
"331",331,57,"ec:3.5.1.54","gene","rn:R00005",1035,343,"rectangle",46,17,"#BFFFBF","sce:YBR208C",1089,"irreversible","sce",220,0,1,0,1,0,0,0.00367647058823529,2,0.682327803828021,4,3,5,3,0.00567748258254276,0.00132077717208858,"NHNB","nonlethal",""
"332",332,61,"ec:1.4.1.2","gene","rn:R00243",179,305,"rectangle",46,17,"#BFFFBF","sce:YDL215C",1093,"reversible","sce",220,0,1,0,0,8,0.380952380952381,0.00367647058823529,1,0.317672196171981,4,3,5,7,1,3.55629598177965e-16,"HNB","nonlethal",""
"333",333,63,"ec:1.4.1.4","gene","rn:R00248",205,324,"rectangle",46,17,"#BFFFBF","sce:YAL062W / sce:YOR375C",1095,"reversible","sce",220,0,1,0,0,8,0.380952380952381,0.00367647058823529,1,0.317672196171981,4,3,5,7,1,3.55629598177965e-16,"HNB","nonlethal",""
"334",334,79,"ec:2.6.1.1","gene","rn:R00355",124,353,"rectangle",46,17,"#BFFFBF","sce:YKL106W / sce:YLR027C",1100,"irreversible","sce",220,0,1,0,5,6,0.6,0.00840336134453781,1,8.47872179832543e-17,4,3,5,5,0,1,"NHNB","nonlethal",""
"335",335,80,"ec:2.6.1.2","gene","rn:R00258",124,374,"rectangle",46,17,"#BFFFBF","sce:YDR111C / sce:YLR089C",1101,"irreversible","sce",220,0,1,0,5,6,0.6,0.00840336134453781,1,8.47872179832543e-17,4,3,5,5,0,1,"NHNB","nonlethal",""
"336",336,137,"ec:1.17.4.1","gene","rn:R02019",490,491,"rectangle",46,17,"#BFFFBF","sce:YER070W / sce:YGR180C / sce:YIL066C / sce:YJL026W",1103,"irreversible","sce",230,0,1,0.000491021324354658,8,21,0.75,0.000738552437223043,1,0.402976419119665,8,1,8,13,0.366242243368675,0.414914696623471,"NHNB","nonlethal",""
"337",337,157,"ec:2.7.6.1","gene","rn:R01049",193,188,"rectangle",46,17,"#BFFFBF","sce:YBL068W / sce:YER099C / sce:YHL011C / sce:YKL181W / sce:YOL061W",1109,"irreversible","sce",230,0,1,0,5,3,0.3,0.0010752688172043,2,0,7,1,8,5,3.32861994096208e-17,2.7625770761348e-18,"NHNB","nonlethal",""
"338",338,158,"ec:2.4.2.14","gene","rn:R01072",297,188,"rectangle",46,17,"#BFFFBF","sce:YMR300C",1110,"irreversible","sce",230,1,1,0.063973063973064,1,0,0,0.000856898029134533,2,0,6,1,8,6,5.6331381680826e-17,3.10818260507773e-17,"NHB","nonlethal",""
"339",339,160,"ec:6.3.4.13","gene","rn:R04144",383,188,"rectangle",46,17,"#BFFFBF","sce:YGL234W",1112,"irreversible","sce",230,1,1,0.0986531986531986,2,1,0.166666666666667,0.000843881856540084,3,0,5,1,8,4,2.62896799045762e-17,2.07212173671849e-17,"NHB","nonlethal",""
"340",340,161,"ec:2.1.2.2","gene","rn:R04325",469,188,"rectangle",46,17,"#BFFFBF","sce:YDR408C",1113,"irreversible","sce",230,0,1,0.00235690235690236,1,1,1,0.000796812749003984,3,0,6,1,8,2,1.31448399522881e-17,2.51302654605721e-18,"NHNB","nonlethal",""
"341",341,162,"ec:6.3.3.1","gene","rn:R04208",650,188,"rectangle",46,17,"#BFFFBF","sce:YGL234W",1114,"irreversible","sce",230,1,1,0.0986531986531986,2,1,0.166666666666667,0.000843881856540084,3,0,5,1,8,4,2.62896799045762e-17,2.07212173671849e-17,"NHB","nonlethal",""
"342",342,163,"ec:2.1.2.3","gene","rn:R04560",957,213,"rectangle",46,17,"#BFFFBF","sce:YLR028C / sce:YMR120C",1115,"irreversible","sce",230,0,1,0.0411629522740634,8,56,0.717948717948718,0.000741289844329133,1,0.327299618039252,7,1,8,16,0.22190324100926,0.316760436913504,"NHNB","nonlethal",""
"343",343,164,"ec:4.3.2.2","gene","rn:R04559",934,188,"rectangle",46,17,"#BFFFBF","sce:YLR359W",1116,"reversible","sce",230,1,1,0.124539142444668,6,53,0.582417582417582,0.000735294117647059,1,0.425761183930036,6,1,8,14,0.440868104343501,0.218260249785985,"NHB","nonlethal",""
