"org","pathway","name","entrez","is_bottleneck","reaction_type"
"eco",51,"ec:1.1.1.271","eco:b2052",0,"irreversible"
"eco",51,"ec:4.2.1.47","eco:b2053",1,"irreversible"
"eco",51,"ec:2.7.7.13","eco:b2049",1,"irreversible"
"eco",51,"ec:1.1.1.140","eco:b2705",1,"reversible"
"eco",51,"ec:2.7.1.198","eco:b2702 / eco:b2703 / eco:b2704",0,"irreversible"
"eco",51,"ec:2.7.1.11","eco:b1723 / eco:b3916",0,"irreversible"
"eco",51,"ec:2.7.1.56","eco:b2168",0,"irreversible"
"eco",51,"ec:5.3.1.1","eco:b3919",0,"reversible"
"eco",51,"ec:4.1.2.13","eco:b2097 / eco:b2925",0,"reversible"
"eco",51,"ec:4.1.2.13","eco:b2097 / eco:b2925",0,"reversible"
"eco",51,"ec:5.3.1.14","eco:b3903",0,"reversible"
"eco",51,"ec:2.7.1.5","eco:b3904",1,"irreversible"
"eco",51,"ec:4.1.2.19","eco:b3902",1,"irreversible"
"eco",51,"ec:4.2.1.90","eco:b2247",0,"irreversible"
"eco",51,"ec:4.1.2.53","eco:b2245",1,"irreversible"
"eco",51,"ec:3.1.3.11","eco:b2930 / eco:b3925 / eco:b4232",0,"irreversible"
"eco",51,NA,"eco:b4465",0,"reversible"
"eco",51,"ec:2.7.1.51","eco:b2803",1,"irreversible"
"eco",51,"ec:4.1.2.17","eco:b2800",1,"irreversible"
"eco",51,"ec:5.3.1.25","eco:b2802",0,"reversible"
"eco",51,NA,"eco:b4085",1,"irreversible"
"eco",51,"ec:5.3.1.6","eco:b4090",1,"irreversible"
"eco",51,"ec:2.7.1.55","eco:b4084",0,"irreversible"
"eco",51,"ec:3.1.3.70","eco:b1955",0,"irreversible"
"eco",52,"ec:1.1.1.251","eco:b2091",1,"irreversible"
"eco",52,"ec:2.7.1.200","eco:b2093 / eco:b2094 / eco:b4302 / eco:b4304 / eco:b4565",0,"irreversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"irreversible"
"eco",52,"ec:2.7.1.11","eco:b1723 / eco:b3916",0,"reversible"
"eco",52,"ec:4.1.2.40","eco:b2095 / eco:b2096 / eco:b3132 / eco:b3137",0,"reversible"
"eco",52,"ec:4.1.2.21","eco:b4477",1,"irreversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"irreversible"
"eco",52,"ec:3.2.1.20","eco:b0403",0,"irreversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"irreversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"reversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"reversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"reversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"reversible"
"eco",52,"ec:2.7.1.2","eco:b2388",0,"reversible"
"eco",52,"ec:3.2.1.23","eco:b0344 / eco:b3076 / eco:b3077",0,"irreversible"
"eco",52,"ec:5.4.2.2","eco:b0688",0,"reversible"
"eco",52,"ec:5.1.3.2","eco:b0759",0,"reversible"
"eco",52,"ec:2.7.7.9","eco:b1236 / eco:b2042",0,"reversible"
"eco",52,"ec:2.7.7.12","eco:b0758",0,"reversible"
"eco",52,"ec:2.7.1.58","eco:b3693",1,"irreversible"
"eco",52,"ec:4.2.1.6","eco:b4478",0,"irreversible"
"eco",52,"ec:3.2.1.23","eco:b0344",0,"irreversible"
"eco",52,NA,"eco:b3133",0,"irreversible"
"eco",52,NA,"eco:b3141",1,"irreversible"
"eco",52,NA,"eco:b3138 / eco:b3139 / eco:b3140",0,"irreversible"
"eco",52,"ec:3.2.1.22","eco:b4119",1,"irreversible"
"eco",52,"ec:2.7.1.6","eco:b0757",0,"irreversible"
"eco",52,"ec:5.1.3.3","eco:b0756 / eco:b3879",0,"irreversible"
"eco",52,"ec:5.4.99.9","eco:b2036",0,"reversible"
"eco",53,"ec:1.1.1.22","eco:b2028",0,"irreversible"
"eco",53,"ec:4.1.2.20","eco:b3126",0,"reversible"
"eco",53,"ec:4.2.1.40","eco:b2787",0,"reversible"
"eco",53,"ec:4.1.2.20","eco:b3126",0,"reversible"
"eco",53,"ec:4.2.1.42","eco:b3128",0,"reversible"
"eco",53,"ec:4.2.1.40","eco:b2787",0,"reversible"
"eco",53,"ec:2.7.1.53","eco:b3580",1,"irreversible"
"eco",53,"ec:1.1.1.130","eco:b3575",0,"reversible"
"eco",53,"ec:2.7.1.194","eco:b4193 / eco:b4194 / eco:b4195",0,"irreversible"
"eco",53,NA,"eco:b4192",1,"irreversible"
"eco",53,"ec:5.1.3.4","eco:b0061 / eco:b3583 / eco:b4198",0,"irreversible"
"eco",53,"ec:4.1.1.85","eco:b3581 / eco:b4196",0,"irreversible"
"eco",53,"ec:5.1.3.22","eco:b3582 / eco:b4197",0,"irreversible"
"eco",53,"ec:1.1.1.414","eco:b4358",0,"irreversible"
"eco",61,"ec:1.3.1.9","eco:b1288",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:1.3.1.9 / ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:2.3.1.39","eco:b1092",0,"irreversible"
"eco",61,"ec:6.4.1.2","eco:b0185 / eco:b2316 / eco:b3255 / eco:b3256",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.180","eco:b1091",0,"irreversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0954",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180",0,"reversible"
"eco",61,"ec:5.3.3.14","eco:b0954",0,"reversible"
"eco",61,"ec:6.2.1.3","eco:b1805",0,"irreversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:1.3.1.9","eco:b1288",0,"reversible"
"eco",61,"ec:2.3.1.41","eco:b2323",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:6.2.1.3","eco:b1805",0,"irreversible"
"eco",61,"ec:6.2.1.3","eco:b1805",0,"irreversible"
"eco",61,"ec:2.3.1.180","eco:b1091",0,"irreversible"
"eco",61,"ec:2.3.1.39","eco:b1092",0,"irreversible"
"eco",61,"ec:1.1.1.100","eco:b1093",0,"reversible"
"eco",61,"ec:4.2.1.59","eco:b0180 / eco:b0954",0,"reversible"
"eco",61,"ec:2.3.1.39","eco:b1092",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:2.3.1.179","eco:b1095",0,"irreversible"
"eco",61,"ec:6.4.1.2","eco:b0185 / eco:b2316 / eco:b3255 / eco:b3256",0,"reversible"
"eco",61,"ec:1.3.1.10","eco:b1288",0,"reversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,NA,"eco:b0221",0,"irreversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:6.2.1.20","eco:b2836",0,"reversible"
"eco",71,"ec:5.3.3.8","eco:b3846",0,"reversible"
"eco",71,"ec:5.1.2.3","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:2.3.1.9","eco:b2224 / eco:b2844",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:1.1.1.1","eco:b0356 / eco:b1241 / eco:b1478 / eco:b3589",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",71,"ec:1.1.1.35","eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:4.2.1.17","eco:b1393 / eco:b2341 / eco:b3846",0,"reversible"
"eco",71,"ec:6.2.1.3","eco:b1805",0,"reversible"
"eco",71,"ec:1.18.1.3","eco:b2542",0,"reversible"
"eco",71,"ec:2.3.1.9","eco:b2224 / eco:b2844",0,"reversible"
"eco",71,"ec:2.3.1.16","eco:b2342 / eco:b3845",0,"reversible"
"eco",121,"ec:1.1.1.159","eco:b1619",0,NA
"eco",121,"ec:1.1.1.159","eco:b1619",0,NA
"eco",130,"ec:4.2.99.20","eco:b2263",0,"irreversible"
"eco",130,"ec:4.1.3.36","eco:b2262",0,"reversible"
"eco",130,"ec:6.2.1.26","eco:b2260",0,"irreversible"
"eco",130,"ec:4.2.1.113","eco:b2261",0,"irreversible"
"eco",130,"ec:2.2.1.9","eco:b2264",0,"irreversible"
"eco",130,"ec:2.1.1.222","eco:b2232",0,NA
"eco",130,"ec:1.14.13.240","eco:b2906",0,NA
"eco",130,"ec:4.1.1.98","eco:b2311 / eco:b3843",0,NA
"eco",130,"ec:2.1.1.64","eco:b2232",0,NA
"eco",130,"ec:4.1.3.40","eco:b4039",0,"reversible"
"eco",130,"ec:5.4.4.2","eco:b0593 / eco:b2265",0,"reversible"
"eco",130,"ec:3.1.2.28","eco:b1686",0,"irreversible"
"eco",130,"ec:2.5.1.39","eco:b4040",0,NA
"eco",130,"ec:2.1.1.163","eco:b3833",1,"irreversible"
"eco",130,"ec:2.5.1.74","eco:b3930",0,"irreversible"
"eco",130,NA,"eco:b2907",0,NA
"eco",130,"ec:2.1.1.201","eco:b3833",1,NA
"eco",130,"ec:1.14.99.60","eco:b0662",0,NA
"eco",130,"ec:1.6.5.2","eco:b1004 / eco:b4211",0,"irreversible"
"eco",130,"ec:1.6.5.2","eco:b1004 / eco:b4211",0,"irreversible"
"eco",190,NA,"eco:b2276",0,NA
"eco",190,NA,"eco:b2277",0,NA
"eco",190,NA,"eco:b2278",0,NA
"eco",190,NA,"eco:b2279",0,NA
"eco",190,NA,"eco:b2280",0,NA
"eco",190,NA,"eco:b2281",0,NA
"eco",190,NA,"eco:b2282",0,NA
"eco",190,NA,"eco:b2283",0,NA
"eco",190,NA,"eco:b2284",0,NA
"eco",190,NA,"eco:b2285",0,NA
"eco",190,NA,"eco:b2286",0,NA
"eco",190,NA,"eco:b2286",0,NA
"eco",190,NA,"eco:b2287",0,NA
"eco",190,NA,"eco:b2288",0,NA
"eco",190,"ec:1.6.99.3","eco:b1109",0,NA
"eco",190,"ec:7.1.1.2","eco:b2276 / eco:b2277 / eco:b2278 / eco:b2279 / eco:b2280 / eco:b2281 / eco:b2282 / eco:b2283 / eco:b2284 / eco:b2285 / eco:b2286 / eco:b2287 / eco:b2288",0,NA
"eco",190,"ec:7.1.2.2","eco:b3731 / eco:b3732 / eco:b3733 / eco:b3734 / eco:b3735 / eco:b3736 / eco:b3737 / eco:b3738",0,NA
"eco",190,"ec:3.6.1.1","eco:b4226",1,NA
"eco",190,"ec:2.7.4.1","eco:b2501",0,NA
"eco",190,NA,"eco:b0721",0,NA
"eco",190,NA,"eco:b0722",0,NA
"eco",190,NA,"eco:b0723",0,NA
"eco",190,NA,"eco:b0724",0,NA
"eco",190,NA,"eco:b4154",0,NA
"eco",190,NA,"eco:b4153",0,NA
"eco",190,NA,"eco:b4152",0,NA
"eco",190,NA,"eco:b4151",0,NA
"eco",190,NA,"eco:b0734 / eco:b0979",0,NA
"eco",190,NA,"eco:b0733 / eco:b0978",0,NA
"eco",190,NA,"eco:b0431",0,NA
"eco",190,NA,"eco:b0430",0,NA
"eco",190,NA,"eco:b0428",0,NA
"eco",190,NA,"eco:b0432",0,NA
"eco",190,NA,"eco:b0429",0,NA
"eco",190,NA,"eco:b0428",0,NA
"eco",190,NA,"eco:b3732",0,NA
"eco",190,NA,"eco:b3734",0,NA
"eco",190,NA,"eco:b3733",0,NA
"eco",190,NA,"eco:b3735",0,NA
"eco",190,NA,"eco:b3731",0,NA
"eco",190,NA,"eco:b3737",0,NA
"eco",190,NA,"eco:b3738",0,NA
"eco",190,NA,"eco:b3736",0,NA
"eco",190,"ec:1.3.5.1","eco:b0721 / eco:b0722 / eco:b0723 / eco:b0724",0,NA
"eco",190,NA,"eco:b4515 / eco:b4592",0,NA
"eco",220,"ec:3.5.1.2","eco:b0485 / eco:b1524",0,"irreversible"
"eco",220,"ec:6.3.1.2","eco:b3870",0,"irreversible"
"eco",220,"ec:2.7.2.2","eco:b0323 / eco:b0521 / eco:b2874",0,"reversible"
"eco",220,"ec:2.1.3.3","eco:b0273 / eco:b4254",0,"irreversible"
"eco",220,"ec:6.3.4.5","eco:b3172",1,"irreversible"
"eco",220,"ec:4.3.2.1","eco:b3960",0,"irreversible"
"eco",220,"ec:2.3.1.1","eco:b2818",0,"irreversible"
"eco",220,"ec:2.7.2.8","eco:b3959",0,"irreversible"
"eco",220,"ec:1.2.1.38","eco:b3958",0,"irreversible"
"eco",220,"ec:2.6.1.11","eco:b3359",0,"irreversible"
"eco",220,"ec:3.5.1.16","eco:b3957",0,"irreversible"
"eco",220,"ec:1.4.1.4","eco:b1761",0,"reversible"
"eco",220,"ec:3.5.1.16","eco:b3957",0,"irreversible"
"eco",220,"ec:2.6.1.1","eco:b0928",0,"irreversible"
"eco",220,"ec:2.6.1.2","eco:b2290",0,"irreversible"
"eco",230,"ec:1.17.4.1","eco:b2234 / eco:b2235 / eco:b2675 / eco:b2676",0,"irreversible"
"eco",230,"ec:3.5.3.26","eco:b0515",1,"irreversible"
"eco",230,"ec:3.5.3.9","eco:b0516",1,"irreversible"
"eco",230,"ec:2.7.6.1","eco:b1207",1,"irreversible"
"eco",230,"ec:2.4.2.14","eco:b2312",1,"irreversible"
"eco",230,"ec:6.3.4.13","eco:b4005",1,"irreversible"
"eco",230,"ec:2.1.2.2","eco:b1849 / eco:b2500",0,"irreversible"
"eco",230,"ec:6.3.3.1","eco:b2499",1,"irreversible"
"eco",230,"ec:2.1.2.3","eco:b4006",0,"irreversible"
"eco",230,"ec:4.3.2.2","eco:b1131",1,"reversible"
"eco",230,"ec:6.3.2.6","eco:b2476",1,"reversible"
"eco",230,"ec:3.5.4.10","eco:b4006",0,"reversible"
"eco",230,"ec:4.6.1.1","eco:b3806",0,"irreversible"
"eco",230,"ec:2.7.4.6","eco:b2518",0,"reversible"
"eco",230,"ec:2.7.4.6","eco:b2518",0,"reversible"
"eco",230,"ec:1.17.4.1","eco:b2234 / eco:b2235 / eco:b2675 / eco:b2676",0,"irreversible"
"eco",230,"ec:2.7.4.3","eco:b0474",0,"reversible"
"eco",230,"ec:4.3.2.2","eco:b1131",1,"irreversible"
"eco",230,"ec:6.3.4.4","eco:b4177",0,"irreversible"
