"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"45",NA,"gene","rn:R03363",222,637,"rectangle",46,17,"#BFFFBF","hsa:5728",NA,"irreversible","hsa","04070",0,1,0.0497196593169476,28,707,0.683091787439614,0.00136798905608755,1,0.800649715560379,4,3,6,60,0.740854025699362,0.463528003442105,"HNB"
"46",NA,"gene","rn:R05202",1083,342,"rectangle",46,17,"#BFFFBF","hsa:64768",NA,"irreversible","hsa","04070",1,1,0.0546218487394958,1,6,0.4,0.00112233445566779,2,0.0164929166830559,4,3,6,7,0.00153272849128513,0.0100738026201836,"NHB"
"50",NA,"gene","rn:R03332",731,342,"rectangle",46,17,"#BFFFBF","hsa:113026 / hsa:23236 / hsa:51196 / hsa:5330 / hsa:5331 / hsa:5332 / hsa:5333 / hsa:5335 / hsa:5336 / hsa:84812 / hsa:89869",NA,"irreversible","hsa","04070",0,1,0.0365466007462639,68,1115,0.461697722567288,0.00144717800289436,3,1,3,3,6,114,1,1,"HNB"
"51",NA,"gene","rn:R03435",681,342,"rectangle",46,17,"#BFFFBF","hsa:113026 / hsa:23236 / hsa:51196 / hsa:5330 / hsa:5331 / hsa:5332 / hsa:5333 / hsa:5335 / hsa:5336 / hsa:84812 / hsa:89869",NA,"irreversible","hsa","04070",0,1,0.0365466007462639,68,1115,0.461697722567288,0.00144717800289436,3,1,3,3,6,114,1,1,"HNB"
"76",NA,"gene",NA,909,830,"rectangle",46,17,"#BFFFBF","hsa:163688 / hsa:51806 / hsa:801 / hsa:805 / hsa:808 / hsa:810 / hsa:91860",NA,NA,"hsa","04070",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"77",NA,"gene",NA,841,794,"rectangle",46,17,"#BFFFBF","hsa:3708 / hsa:3709 / hsa:3710",NA,NA,"hsa","04070",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"78",NA,"gene","rn:R01802",434,854,"rectangle",46,17,"#BFFFBF","hsa:10423",NA,"irreversible","hsa","04070",0,1,0.0228209822170752,26,553,0.708974358974359,0.00134228187919463,1,0.405811600533152,4,3,6,40,0.487271474843215,0.364109487799232,"NHNB"
"79",NA,"gene","rn:R04545",651,192,"rectangle",46,17,"#BFFFBF","hsa:5290 / hsa:5291 / hsa:5293 / hsa:5295 / hsa:5296 / hsa:8503",NA,"irreversible","hsa","04070",0,1,0.00149616973534142,16,263,0.749287749287749,0.00130208333333333,14,0.503023746831942,4,3,6,32,0.50754119781882,0.208126498585422,"NHNB"
"80",NA,"gene","rn:R03469",434,186,"rectangle",46,17,"#BFFFBF","hsa:23396 / hsa:8394 / hsa:8395",NA,"irreversible","hsa","04070",0,1,0.00332268395597635,32,516,0.774774774774775,0.00136798905608755,1,0.528607349531013,4,3,6,51,0.56528793649885,0.559156650416508,"NHNB"
"81",NA,"gene","rn:R10951",222,144,"rectangle",46,17,"#BFFFBF","hsa:200576",NA,"irreversible","hsa","04070",0,1,0.00378478169170632,25,652,0.75725900116144,0.00131233595800525,1,0.622641961110222,4,3,6,48,0.654525127590494,0.37965973131153,"NHNB"
