"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"3",NA,"gene",NA,615,286,"rectangle",46,17,"#BFFFBF","eco:b1889",NA,NA,"eco","02030",0,1,0,0,0,0,0.00263157894736842,1,0.911847436789909,5,3,5,3,1.65402060976965e-16,8.20420830333447e-17,"NHNB"
"4",NA,"gene",NA,615,269,"rectangle",46,17,"#BFFFBF","eco:b1890",NA,NA,"eco","02030",0,1,0,0,0,0,0.00263157894736842,1,0.911847436789909,5,3,5,3,1.65402060976965e-16,8.20420830333447e-17,"NHNB"
"5",NA,"gene",NA,506,294,"rectangle",46,17,"#BFFFBF","eco:b1946",NA,NA,"eco","02030",0,1,0.0272904483430799,3,0,0,0.00348432055749129,1,0.519745727983181,4,3,5,4,0,0,"NHNB"
"6",NA,"gene",NA,506,277,"rectangle",46,17,"#BFFFBF","eco:b1945",NA,NA,"eco","02030",0,1,0.0272904483430799,2,0,0,0.00292397660818713,1,0.519745727983181,4,3,5,3,0,0,"NHNB"
"7",NA,"gene",NA,506,260,"rectangle",46,17,"#BFFFBF","eco:b1939",NA,NA,"eco","02030",0,1,0.0272904483430799,2,0,0,0.00292397660818713,1,0.519745727983181,4,3,5,3,0,0,"NHNB"
"8",NA,"gene",NA,447,181,"rectangle",46,17,"#BFFFBF","eco:b1881",NA,NA,"eco","02030",0,1,0,1,0,0,0.00366300366300366,1,9.56778996224629e-17,4,3,5,1,0,4.56710059138171e-17,"NHNB"
"9",NA,"gene",NA,398,277,"rectangle",46,17,"#BFFFBF","eco:b1882",NA,NA,"eco","02030",1,1,0.195906432748538,3,0,0,0.00348432055749129,1,0.888752693239208,3,3,5,6,0,0,"HB"
"10",NA,"gene",NA,291,181,"rectangle",46,17,"#BFFFBF","eco:b1884",NA,NA,"eco","02030",0,1,0,5,0,0,0.0072992700729927,2,9.56778996224629e-17,5,3,5,5,0,1,"NHNB"
"11",NA,"gene",NA,290,294,"rectangle",46,17,"#BFFFBF","eco:b1887",NA,NA,"eco","02030",0,1,0,0,0,0,0.00263157894736842,2,1,5,3,5,5,0,0,"NHNB"
"12",NA,"gene",NA,290,277,"rectangle",46,17,"#BFFFBF","eco:b1888",NA,NA,"eco","02030",1,1,0.327485380116959,2,5,0.238095238095238,0.00680272108843537,2,1,3,3,5,7,0,0,"HB"
"13",NA,"gene",NA,291,213,"rectangle",46,17,"#BFFFBF","eco:b1883",NA,NA,"eco","02030",0,1,0.12280701754386,5,5,0.333333333333333,0.00649350649350649,2,0.584803547642571,4,3,5,6,0,1,"HNB"
"14",NA,"gene",NA,875,299,"rectangle",46,17,"#BFFFBF","eco:b1885",NA,NA,"eco","02030",1,1,0.0485380116959064,2,1,0.1,0.00645161290322581,2,0.34199518933534,4,3,5,5,0.898553242050442,2.34065135202902e-15,"NHB"
"15",NA,"gene",NA,875,262,"rectangle",46,17,"#BFFFBF","eco:b1421",NA,NA,"eco","02030",1,1,0.0865497076023392,2,1,0.0666666666666667,0.00645161290322581,2,0.34199518933534,4,3,5,6,1,2.30850657296869e-15,"HB"
"16",NA,"gene",NA,874,188,"rectangle",46,17,"#BFFFBF","eco:b1886",NA,NA,"eco","02030",1,1,0.0485380116959064,2,1,0.1,0.00645161290322581,2,0.341995189335339,4,3,5,5,0.898553242050442,2.34065135202902e-15,"NHB"
"17",NA,"gene",NA,875,153,"rectangle",46,17,"#BFFFBF","eco:b4355",NA,NA,"eco","02030",0,1,0.0105263157894737,2,1,0.166666666666667,0.00645161290322581,2,0.341995189335339,4,3,5,4,0.815793623763693,2.41381717260603e-15,"NHNB"
"18",NA,"gene",NA,793,300,"rectangle",46,17,"#BFFFBF","eco:b3544",NA,NA,"eco","02030",0,1,0,1,0,0,0.00671140939597316,2,9.56778996224629e-17,5,3,5,1,0,0.202893515899117,"NHNB"
"19",NA,"gene",NA,793,272,"rectangle",46,17,"#BFFFBF","eco:b2150",NA,NA,"eco","02030",0,1,0,1,0,0,0.00671140939597316,2,9.56778996224629e-17,5,3,5,1,0,0.225800215729151,"NHNB"
"20",NA,"gene",NA,793,244,"rectangle",46,17,"#BFFFBF","eco:b3751",NA,NA,"eco","02030",0,1,0,1,0,0,0.00671140939597316,2,9.56778996224629e-17,5,3,5,1,0,0.225800215729151,"NHNB"
"21",NA,"gene",NA,793,214,"rectangle",46,17,"#BFFFBF","eco:b4034",NA,NA,"eco","02030",0,1,0,1,0,0,0.00671140939597316,2,9.56778996224629e-17,5,3,5,1,0,0.202893515899117,"NHNB"
"22",NA,"gene",NA,875,336,"rectangle",46,17,"#BFFFBF","eco:b3072",NA,NA,"eco","02030",0,1,0.0105263157894737,2,1,0.166666666666667,0.00645161290322581,2,0.341995189335339,4,3,5,4,0.815793623763693,2.42024144948367e-15,"NHNB"
"33",NA,"gene",NA,181,266,"rectangle",46,17,"#BFFFBF","eco:b1421 / eco:b1885 / eco:b1886 / eco:b4355",NA,NA,"eco","02030",0,1,0.0485380116959064,2,1,0.1,0.00645161290322581,2,0.34199518933534,4,3,5,5,0.898553242050442,2.34065135202902e-15,"NHNB"
"34",NA,"gene",NA,181,289,"rectangle",46,17,"#BFFFBF","eco:b3072",NA,NA,"eco","02030",0,1,0.0105263157894737,2,1,0.166666666666667,0.00645161290322581,2,0.341995189335339,4,3,5,4,0.815793623763693,2.42024144948367e-15,"NHNB"
"35",NA,"group",NA,290,285,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"eco","02030",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"36",NA,"group",NA,506,277,"rectangle",46,51,"#FFFFFF","undefined",NA,NA,"eco","02030",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"37",NA,"group",NA,615,277,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"eco","02030",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
