dictID,enzymeCode,org,pathway,isAp,occurrences,totalSpecies,frequency
3960,ec:1.1.1.90,ec,623,1,338,2365,14.291754756871
3961,ec:4.1.99.11,ec,623,1,9,2365,0.380549682875264
3962,ec:2.8.3.15,ec,623,1,23,2365,0.972515856236786
3963,ec:1.3.8.3,ec,623,0,13,2365,0.549682875264271
3964,ec:1.1.1.35,ec,623,0,8,2365,0.338266384778013
3965,ec:1.2.1.64,ec,623,0,0,2365,0
3966,ec:1.17.9.1,ec,623,1,149,2365,6.30021141649049
3967,ec:1.1.1.257,ec,623,0,0,2365,0
3968,ec:1.2.1.62,ec,623,1,0,2365,0
3969,ec:1.14.12.8,ec,623,0,0,2365,0
3970,ec:5.5.1.7,ec,623,0,7,2365,0.295983086680761
3971,ec:5.5.1.7,ec,623,0,7,2365,0.295983086680761
3972,ec:3.1.1.45,ec,623,0,2161,2365,91.3742071881607
3973,ec:5.5.1.7,ec,623,0,7,2365,0.295983086680761
3974,ec:3.1.1.45,ec,623,1,2161,2365,91.3742071881607
3975,ec:1.3.1.32,ec,623,1,29,2365,1.2262156448203
3976,ec:1.3.1.32,ec,623,0,29,2365,1.2262156448203
3977,ec:1.14.12.14,ec,623,0,0,2365,0
3978,ec:5.5.1.1,ec,623,0,590,2365,24.9471458773784
3979,ec:1.13.11.1,ec,623,1,664,2365,28.0761099365751
3980,ec:5.4.99.14,ec,623,0,0,2365,0
3981,ec:5.5.1.1,ec,623,0,590,2365,24.9471458773784
3982,ec:1.14.13.243,ec,623,0,122,2365,5.15856236786469
3983,ec:1.14.13.243,ec,623,0,122,2365,5.15856236786469
3984,ec:1.14.13.7,ec,623,0,156,2365,6.59619450317125
3985,ec:1.14.15.26,ec,623,1,1,2365,0.0422832980972516
3986,ec:1.14.13.236,ec,623,1,133,2365,5.62367864693446
3987,ec:1.17.9.1,ec,623,0,149,2365,6.30021141649049
3988,ec:1.2.1.96,ec,623,0,9,2365,0.380549682875264
3989,ec:1.2.1.96,ec,623,0,9,2365,0.380549682875264
3990,ec:1.3.1.19,ec,624,0,5,817,0.611995104039168
3991,ec:1.2.1.78,ec,624,1,9,817,1.1015911872705
3992,ec:4.1.2.34,ec,624,1,9,817,1.1015911872705
3993,ec:1.3.1.49,ec,624,0,7,817,0.856793145654835
3994,ec:1.13.11.38,ec,624,1,11,817,1.34638922888617
3995,ec:1.14.13.1,ec,624,0,661,817,80.905752753978
3996,ec:1.3.1.29,ec,624,0,10,817,1.22399020807834
3997,ec:1.14.12.12,ec,624,0,126,817,15.422276621787
3998,ec:1.14.13.1,ec,624,0,661,817,80.905752753978
3999,ec:1.3.1.29,ec,624,0,10,817,1.22399020807834
4000,ec:1.14.12.12,ec,624,0,126,817,15.422276621787
4001,ec:1.3.1.29,ec,624,0,10,817,1.22399020807834
4002,ec:1.14.12.7,ec,624,1,112,817,13.7086903304774
4003,ec:1.3.1.64,ec,624,1,52,817,6.36474908200734
4004,ec:4.1.1.55,ec,624,1,111,817,13.5862913096695
4005,ec:1.13.11.8,ec,624,0,204,817,24.969400244798
4006,ec:1.13.11.3,ec,624,0,501,817,61.3219094247246
4007,ec:1.14.12.15,ec,624,1,5,817,0.611995104039168
4008,ec:1.3.1.53,ec,624,1,6,817,0.734394124847001
4009,ec:4.1.1.55,ec,624,0,111,817,13.5862913096695
4010,ec:1.14.13.23,ec,624,1,2,817,0.244798041615667
4011,ec:1.14.12.12,ec,624,1,126,817,15.422276621787
4012,ec:1.1.1.256,ec,624,0,0,817,0
4013,ec:1.14.12.12,ec,624,0,126,817,15.422276621787
4014,ec:3.1.1.35,ec,624,0,0,817,0
4015,ec:4.1.1.69,ec,624,0,7,817,0.856793145654835
4016,ec:3.1.1.101,ec,624,0,0,817,0
4017,ec:3.1.1.102,ec,624,1,0,817,0
4018,ec:1.21.99.5,ec,625,0,2,4404,0.0454132606721163
4019,ec:1.21.99.5,ec,625,0,2,4404,0.0454132606721163
4020,ec:1.21.99.5,ec,625,0,2,4404,0.0454132606721163
4021,ec:1.18.6.1,ec,625,1,505,4404,11.4668483197094
4022,ec:3.3.2.10,ec,625,0,0,4404,0
4023,ec:1.14.13.69,ec,625,1,5,4404,0.113533151680291
4024,ec:4.2.1.112,ec,625,0,2,4404,0.0454132606721163
4025,ec:3.8.1.5,ec,625,0,442,4404,10.0363306085377
4026,ec:3.8.1.5,ec,625,0,442,4404,10.0363306085377
4027,ec:1.1.1.1,ec,625,1,3928,4404,89.1916439600363
4028,ec:1.1.1.1,ec,625,1,3928,4404,89.1916439600363
4029,ec:1.2.1.3,ec,625,0,2653,4404,60.2406902815622
4030,ec:1.2.1.3,ec,625,0,2653,4404,60.2406902815622
4031,ec:1.2.1.46,ec,625,0,623,4404,14.1462306993642
4032,ec:4.5.1.3,ec,625,0,2,4404,0.0454132606721163
4033,ec:3.8.1.5,ec,625,0,442,4404,10.0363306085377
4034,ec:1.1.2.7,ec,625,0,53,4404,1.20345140781108
4035,ec:1.1.2.8,ec,625,0,194,4404,4.40508628519528
4036,ec:1.2.1.3,ec,625,1,2653,4404,60.2406902815622
4037,ec:3.8.1.3,ec,625,0,574,4404,13.0336058128974
4038,ec:3.8.1.2,ec,625,0,1725,4404,39.1689373297003
4039,ec:1.14.12.11,ec,625,0,5,4404,0.113533151680291
4040,ec:1.14.12.11,ec,625,1,5,4404,0.113533151680291
4041,ec:1.2.98.1,ec,625,0,65,4404,1.47593097184378
4042,ec:4.4.1.23,ec,625,0,5,4404,0.113533151680291
4043,ec:1.14.13.69,ec,625,0,5,4404,0.113533151680291
4044,ec:4.4.1.23,ec,625,0,5,4404,0.113533151680291
4045,ec:1.14.13.1,ec,626,0,661,3979,16.6122141241518
4046,ec:1.3.1.29,ec,626,0,10,3979,0.251319426991706
4047,ec:1.14.12.12,ec,626,0,126,3979,3.1666247800955
4048,ec:1.14.13.1,ec,626,0,661,3979,16.6122141241518
4049,ec:1.1.1.1,ec,626,0,3928,3979,98.7182709223423
4050,ec:1.3.1.29,ec,626,0,10,3979,0.251319426991706
4051,ec:1.14.13.1,ec,626,0,661,3979,16.6122141241518
4052,ec:1.14.12.12,ec,626,0,126,3979,3.1666247800955
4053,ec:1.1.1.1,ec,626,0,3928,3979,98.7182709223423
4054,ec:1.14.12.12,ec,626,1,126,3979,3.1666247800955
4055,ec:1.14.12.12,ec,626,0,126,3979,3.1666247800955
4056,ec:1.3.1.29,ec,626,1,10,3979,0.251319426991706
4057,ec:1.13.11.56,ec,626,1,9,3979,0.226187484292536
4058,ec:5.99.1.4,ec,626,1,32,3979,0.804222166373461
4059,ec:4.1.2.45,ec,626,1,34,3979,0.854486051771802
4060,ec:1.2.1.65,ec,626,1,9,3979,0.226187484292536
4061,ec:1.14.13.1,ec,626,0,661,3979,16.6122141241518
4062,ec:1.14.13.172,ec,626,0,139,3979,3.49334003518472
4063,ec:3.1.8.1,ec,627,0,0,3853,0
4064,ec:1.6.5.7,ec,627,0,5,3853,0.129769011160135
4065,ec:3.1.3.41,ec,627,0,838,3853,21.7492862704386
4066,ec:3.1.8.1,ec,627,0,0,3853,0
4067,ec:1.6.5.6,ec,627,0,2,3853,0.051907604464054
4068,ec:1.14.13.29,ec,627,0,6,3853,0.155722813392162
4069,ec:1.14.13.167,ec,627,1,2,3853,0.051907604464054
4070,ec:1.14.14.1,ec,627,0,297,3853,7.70827926291202
4071,ec:1.14.13.27,ec,627,0,0,3853,0
4072,ec:3.1.1.92,ec,627,0,2,3853,0.051907604464054
4073,ec:1.14.13.82,ec,627,0,308,3853,7.99377108746431
4074,ec:1.2.1.67,ec,627,1,273,3853,7.08538800934337
4075,ec:1.1.3.38,ec,627,0,0,3853,0
4076,ec:4.1.1.46,ec,627,0,140,3853,3.63353231248378
4077,ec:1.14.13.40,ec,627,0,457,3853,11.8608876200363
4078,ec:6.2.1.32,ec,627,1,450,3853,11.6792110044121
4079,ec:1.14.12.1,ec,627,0,293,3853,7.60446405398391
4080,ec:1.14.13.35,ec,627,0,0,3853,0
4081,ec:1.14.12.23,ec,627,1,126,3853,3.2701790812354
4082,ec:5.4.4.1,ec,627,1,77,3853,1.99844277186608
4083,ec:1.13.11.74,ec,627,0,9,3853,0.233584220088243
4084,ec:1.7.1.16,ec,627,1,0,3853,0
4085,ec:1.7.1.16,ec,627,1,0,3853,0
4086,ec:4.1.1.61,ec,627,1,2248,3853,58.3441474175967
4087,ec:1.14.13.7,ec,627,1,195,3853,5.06099143524526
4088,ec:6.2.1.27,ec,627,0,54,3853,1.40150532052946
4089,ec:1.3.7.9,ec,627,0,25,3853,0.648845055800675
4090,ec:3.6.1.7,ec,627,0,2823,3853,73.2675837010122
4091,ec:1.14.14.92,ec,627,0,1,3853,0.025953802232027
4092,ec:6.2.1.25,ec,627,0,112,3853,2.90682584998702
4093,ec:4.2.1.84,ec,627,0,309,3853,8.01972488969634
4094,ec:3.5.5.1,ec,627,0,322,3853,8.35712431871269
4095,ec:3.5.1.4,ec,627,0,2308,3853,59.9013755515183
4096,ec:1.2.1.28,ec,627,0,361,3853,9.36932260576175
4097,ec:1.2.1.7,ec,627,0,0,3853,0
4098,ec:1.2.1.28,ec,627,0,361,3853,9.36932260576175
4099,ec:1.2.1.7,ec,627,0,0,3853,0
4100,ec:1.2.1.64,ec,627,0,0,3853,0
4101,ec:4.1.1.7,ec,627,0,485,3853,12.5875940825331
4102,ec:1.1.99.31,ec,627,0,135,3853,3.50376330132364
4103,ec:5.1.2.2,ec,627,1,66,3853,1.71295094731378
4104,ec:1.14.16.6,ec,627,0,0,3853,0
4105,ec:1.1.3.19,ec,627,0,0,3853,0
4106,ec:1.1.99.31,ec,627,0,135,3853,3.50376330132364
4107,ec:4.1.1.7,ec,627,0,485,3853,12.5875940825331
4108,ec:1.13.11.57,ec,627,0,131,3853,3.39994809239554
4109,ec:1.13.11.8,ec,627,0,243,3853,6.30677394238256
4110,ec:3.1.1.57,ec,627,0,168,3853,4.36023877498053
4111,ec:2.8.3.8,ec,627,0,545,3853,14.1448222164547
4112,ec:1.3.1.57,ec,627,0,0,3853,0
4113,ec:1.97.1.2,ec,627,1,0,3853,0
4114,ec:4.1.1.59,ec,627,1,199,3853,5.16480664417337
4115,ec:4.2.1.17,ec,627,0,1774,3853,46.0420451596159
4116,ec:2.1.1.341,ec,627,1,59,3853,1.53127433168959
4117,ec:1.13.11.8,ec,627,1,243,3853,6.30677394238256
4118,ec:1.1.1.312,ec,627,1,135,3853,3.50376330132364
4119,ec:5.4.4.3,ec,627,0,25,3853,0.648845055800675
4120,ec:5.4.4.3,ec,627,0,25,3853,0.648845055800675
4121,ec:2.1.1.341,ec,627,0,59,3853,1.53127433168959
4122,ec:1.13.11.8,ec,627,0,243,3853,6.30677394238256
4123,ec:1.13.11.8,ec,627,0,243,3853,6.30677394238256
4124,ec:3.5.1.86,ec,627,0,1,3853,0.025953802232027
4125,ec:5.3.1.22,ec,630,0,1487,6023,24.6886933421883
4126,ec:4.2.1.3,ec,630,0,5000,6023,83.0151087497925
4127,ec:2.2.1.5,ec,630,0,0,6023,0
4128,ec:2.3.3.12,ec,630,0,0,6023,0
4129,ec:2.3.3.7,ec,630,0,0,6023,0
4130,ec:4.1.3.13,ec,630,0,0,6023,0
4131,ec:4.1.3.16,ec,630,0,271,6023,4.49941889423875
4132,ec:4.1.3.1,ec,630,1,2487,6023,41.2917150921468
4133,ec:3.5.1.68,ec,630,0,862,6023,14.3118047484642
4134,ec:3.5.1.56,ec,630,0,79,6023,1.31163871824672
4135,ec:3.5.1.49,ec,630,0,769,6023,12.7677237257181
4136,ec:3.5.1.31,ec,630,0,1,6023,0.0166030217499585
4137,ec:3.5.1.10,ec,630,0,3154,6023,52.3659305993691
4138,ec:3.5.1.9,ec,630,0,1097,6023,18.2135148597045
4139,ec:3.5.1.8,ec,630,0,0,6023,0
4140,ec:4.2.1.3,ec,630,0,5000,6023,83.0151087497925
4141,ec:1.2.1.17,ec,630,0,0,6023,0
4142,ec:4.1.1.8,ec,630,0,327,6023,5.42918811223643
4143,ec:1.1.99.14,ec,630,0,0,6023,0
4144,ec:1.1.3.15,ec,630,1,2796,6023,46.4220488128839
4145,ec:1.1.1.79,ec,630,0,1936,6023,32.1434501079196
4146,ec:1.1.1.26,ec,630,0,1159,6023,19.2429022082019
4147,ec:6.2.1.8,ec,630,0,183,6023,3.0383529802424
4148,ec:2.8.3.2,ec,630,0,0,6023,0
4149,ec:1.2.3.5,ec,630,0,0,6023,0
4150,ec:4.1.1.2,ec,630,0,443,6023,7.35513863523161
4151,ec:3.1.2.10,ec,630,0,0,6023,0
4152,ec:2.7.2.6,ec,630,0,0,6023,0
4153,ec:1.17.1.9,ec,630,0,2698,6023,44.794952681388
4154,ec:1.2.2.1,ec,630,0,0,6023,0
4155,ec:1.2.3.4,ec,630,0,0,6023,0
4156,ec:2.3.3.1,ec,630,1,4909,6023,81.5042337705462
4157,ec:1.2.1.21,ec,630,0,562,6023,9.33089822347667
4158,ec:1.1.1.77,ec,630,0,417,6023,6.92346006973269
4159,ec:4.1.1.40,ec,630,0,0,6023,0
4160,ec:1.1.1.81,ec,630,0,1946,6023,32.3094803254192
4161,ec:1.1.1.79,ec,630,0,1936,6023,32.1434501079196
4162,ec:1.1.1.26,ec,630,0,1159,6023,19.2429022082019
4163,ec:1.1.1.60,ec,630,0,720,6023,11.9541756599701
4164,ec:4.1.1.47,ec,630,0,680,6023,11.2900547899718
4165,ec:2.3.3.9,ec,630,0,2695,6023,44.7451436161381
4166,ec:4.1.3.24,ec,630,0,266,6023,4.41640378548896
4167,ec:6.2.1.9,ec,630,0,98,6023,1.62709613149593
4168,ec:4.1.1.54,ec,630,0,0,6023,0
4169,ec:3.3.2.4,ec,630,0,0,6023,0
4170,ec:1.3.1.7,ec,630,0,0,6023,0
4171,ec:1.1.1.92,ec,630,0,0,6023,0
4172,ec:1.1.1.93,ec,630,0,1060,6023,17.599203054956
4173,ec:1.1.1.37,ec,630,0,4337,6023,72.00730532957
4174,ec:4.2.1.32,ec,630,0,310,6023,5.14693674248713
4175,ec:5.1.2.5,ec,630,0,0,6023,0
4176,ec:1.1.1.93,ec,630,0,1060,6023,17.599203054956
4177,ec:2.7.1.31,ec,630,0,518,6023,8.6003652664785
4178,ec:4.1.1.39,ec,630,0,844,6023,14.012950356965
4179,ec:3.1.3.18,ec,630,0,4238,6023,70.3636061763241
4180,ec:1.1.1.29,ec,630,0,1303,6023,21.6337373401959
4181,ec:1.1.1.29,ec,630,0,1303,6023,21.6337373401959
4182,ec:2.3.1.9,ec,630,0,4362,6023,72.4223808733189
4183,ec:1.1.1.36,ec,630,0,1154,6023,19.1598870994521
4184,ec:4.2.1.55,ec,630,0,422,6023,7.00647517848248
4185,ec:1.3.1.85,ec,630,0,214,6023,3.55304665449112
4186,ec:5.4.99.63,ec,630,0,302,6023,5.01411256848746
4187,ec:1.3.8.12,ec,630,0,232,6023,3.85190104599037
4188,ec:4.2.1.148,ec,630,0,250,6023,4.15075543748962
4189,ec:4.1.3.24,ec,630,1,266,6023,4.41640378548896
4190,ec:3.1.2.30,ec,630,0,120,6023,1.99236260999502
4191,ec:5.1.99.1,ec,630,1,1840,6023,30.5495600199236
4192,ec:6.4.1.3,ec,630,1,2048,6023,34.002988543915
4193,ec:5.4.99.2,ec,630,0,2035,6023,33.7871492611655
4194,ec:2.6.1.45,ec,630,0,1263,6023,20.9696164701976
4195,ec:2.1.2.1,ec,630,0,5886,6023,97.7253860202557
4196,ec:1.11.1.6,ec,630,0,3486,6023,57.8781338203553
4197,ec:2.6.1.4,ec,630,1,98,6023,1.62709613149593
4198,ec:1.4.7.1,ec,630,0,300,6023,4.98090652498755
4199,ec:6.3.1.2,ec,630,0,5565,6023,92.395816038519
4200,ec:5.1.99.1,ec,630,0,1840,6023,30.5495600199236
4201,ec:4.1.3.42,ec,630,0,3144,6023,52.1999003818695
4202,ec:5.4.99.1,ec,630,0,238,6023,3.95151917649012
4203,ec:4.3.1.2,ec,630,0,188,6023,3.1213680889922
4204,ec:2.7.1.165,ec,630,0,3980,6023,66.0800265648348
4205,ec:6.2.1.1,ec,630,0,4387,6023,72.8374564170679
4206,ec:2.3.1.5,ec,633,0,27,2431,1.11065405183052
4207,ec:1.8.99.5,ec,633,0,125,2431,5.14191690662279
4208,ec:1.2.7.1,ec,633,0,323,2431,13.2867132867133
4209,ec:1.2.7.4,ec,633,0,304,2431,12.5051419169066
4210,ec:1.12.99.6,ec,633,0,732,2431,30.1110654051831
4211,ec:1.14.12.24,ec,633,0,103,2431,4.23693953105718
4212,ec:1.14.13.210,ec,633,0,0,2431,0
4213,ec:1.2.1.18,ec,640,0,2860,6050,47.2727272727273
4214,ec:2.1.3.1,ec,640,0,95,6050,1.5702479338843
4215,ec:6.4.1.2,ec,640,0,5275,6050,87.1900826446281
4216,ec:4.1.1.9,ec,640,0,694,6050,11.4710743801653
4217,ec:1.2.1.75,ec,640,0,6,6050,0.0991735537190083
4218,ec:2.6.1.18,ec,640,0,983,6050,16.2479338842975
4219,ec:2.6.1.19,ec,640,0,2565,6050,42.396694214876
4220,ec:1.1.1.59,ec,640,1,220,6050,3.63636363636364
4221,ec:4.2.1.27,ec,640,0,0,6050,0
4222,ec:3.1.2.4,ec,640,1,503,6050,8.31404958677686
4223,ec:2.3.1.8,ec,640,0,3696,6050,61.0909090909091
4224,ec:2.3.1.54,ec,640,0,1771,6050,29.2727272727273
4225,ec:2.7.2.15,ec,640,0,278,6050,4.59504132231405
4226,ec:1.2.1.27,ec,640,0,2860,6050,47.2727272727273
4227,ec:3.1.2.17,ec,640,0,0,6050,0
4228,ec:5.1.99.1,ec,640,0,1840,6050,30.4132231404959
4229,ec:6.4.1.3,ec,640,0,2047,6050,33.8347107438017
4230,ec:2.1.3.1,ec,640,0,91,6050,1.50413223140496
4231,ec:2.8.3.1,ec,640,0,377,6050,6.23140495867769
4232,ec:6.2.1.17,ec,640,0,1528,6050,25.2561983471074
4233,ec:6.2.1.17,ec,640,0,1528,6050,25.2561983471074
4234,ec:6.2.1.13,ec,640,0,357,6050,5.90082644628099
4235,ec:6.2.1.1,ec,640,0,4386,6050,72.495867768595
