"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5"
"1",6277,"ec","00982",18,16,"ec:1.14.14.1",5.64516129032258,5,3,3,3,3,3
"2",6286,"ec","00982",18,16,"ec:1.4.3.4",81.4516129032258,5,3,5,6,6,6
