"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2"
"1",6483,"ec","01055",8,6,"ec:1.13.11.80",6.64739884393064,2,2,2
