"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",5648,"ec","00920",60,312,"ec:4.4.1.3",0.286123032904149,7,5,10,25,42,48,48,48
"2",5662,"ec","00920",60,312,"ec:2.1.1.269",0.429184549356223,7,2,6,10,25,42,48,48
"3",5663,"ec","00920",60,312,"ec:2.5.1.48",46.7274678111588,7,15,35,45,47,48,48,48
"4",5670,"ec","00920",60,312,"ec:1.8.4.8",61.9992846924177,7,4,7,7,7,7,7,7
"5",5678,"ec","00920",60,312,"ec:1.8.99.2",3.2725321888412,7,2,2,2,2,2,2,2
