"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6"
"1",1876,"ec","00311",13,18,"ec:1.14.11.26",0.37037037037037,6,4,7,9,12,12,12
"2",1877,"ec","00311",13,18,"ec:1.14.20.1",0.37037037037037,6,2,7,12,12,12,12
"3",1878,"ec","00311",13,18,"ec:2.3.1.164",18.1481481481481,6,4,6,7,10,12,12
"4",1879,"ec","00311",13,18,"ec:5.1.1.17",15.2777777777778,6,3,7,10,12,12,12
"5",1880,"ec","00311",13,18,"ec:1.21.3.1",1.01851851851852,6,3,6,7,10,12,12
