"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8","neighborsL9","neighborsL10"
"1",5082,"ec","00900",52,160,"ec:1.1.1.267",72.292403570827,10,2,3,4,6,8,17,33,43,49,50
"2",5083,"ec","00900",52,160,"ec:2.7.7.60",73.8925383190163,10,2,4,6,8,17,33,43,49,50,51
"3",5084,"ec","00900",52,160,"ec:2.7.1.148",77.985514569648,10,2,5,8,17,33,43,49,50,51,51
"4",5085,"ec","00900",52,160,"ec:4.6.1.12",73.7746336533603,10,3,6,16,33,43,49,50,51,51,51
"5",5089,"ec","00900",52,160,"ec:2.3.3.10",25.0126326427489,10,3,5,8,11,18,35,44,48,49,50
"6",5100,"ec","00900",52,160,"ec:2.5.1.68",10.4935152433889,10,14,29,39,46,48,50,51,51,51,51
"7",5117,"ec","00900",52,160,"ec:2.5.1.58",8.84284992420414,10,11,28,39,42,46,48,50,51,51,51
"8",5124,"ec","00900",52,160,"ec:3.4.24.84",25.2652854977261,10,2,12,28,39,42,46,48,50,51,51
