"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3"
"1",2992,"ec","00515",4,3,"ec:2.4.1.312",18.1076672104405,3,2,3,3
"2",2993,"ec","00515",4,3,"ec:2.4.1.313",14.3556280587276,3,2,3,3
