"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",5695,"ec","00930",24,32,"ec:1.4.3.12",0,4,4,7,9,12
"2",5704,"ec","00930",24,32,"ec:1.1.1.174",0,4,2,8,10,11
"3",5705,"ec","00930",24,32,"ec:3.7.1.11",0,4,5,8,11,14
"4",5708,"ec","00930",24,32,"ec:1.14.13.22",3.5405872193437,4,5,9,12,13
"5",5710,"ec","00930",24,32,"ec:3.5.2.12",0,4,3,4,4,4
"6",5713,"ec","00930",24,32,"ec:3.5.1.46",0.0863557858376511,4,2,4,4,4
"7",5715,"ec","00930",24,32,"ec:1.14.13.66",0,4,3,4,8,10
