"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7"
"1",6023,"ec","00945",19,36,"ec:2.3.1.95",1.0989010989011,7,6,11,15,18,18,18,18
"2",6024,"ec","00945",19,36,"ec:1.14.14.91",100,7,6,11,15,18,18,18,18
