"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4","neighborsL5","neighborsL6","neighborsL7","neighborsL8"
"1",4636,"ec","00740",30,107,"ec:3.5.4.26",77.0960108181203,8,4,6,8,18,25,29,29,29
"2",4637,"ec","00740",30,107,"ec:1.1.1.193",77.1636240703178,8,2,7,18,25,29,29,29,29
"3",4638,"ec","00740",30,107,"ec:2.5.1.78",84.5334685598377,8,4,13,21,28,29,29,29,29
"4",4639,"ec","00740",30,107,"ec:2.5.1.9",84.2292089249493,8,12,20,25,28,29,29,29,29
"5",4640,"ec","00740",30,107,"ec:3.1.3.104",31.710615280595,8,3,14,24,29,29,29,29,29
