"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ec","frequency","networkDiameter","neighborsL1","neighborsL2","neighborsL3","neighborsL4"
"1",1410,"ec","00250",53,247,"ec:4.1.1.12",5.34338358458962,4,19,28,30,30
"2",1439,"ec","00250",53,247,"ec:4.1.1.15",24.4723618090452,4,11,21,21,21
